"transab_cat","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1996","Not Employed","Male","439","0.215923057008882","0.195272012592206","0.236574101425559","1"
"Very low transfer dependency","1996","Not Employed","Female","1146","0.291733233290613","0.275415550444791","0.308050916136434","1"
"Very low transfer dependency","1996","Employed","Male","2520","0.501558613949912","0.487019276483395","0.51609795141643","1"
"Very low transfer dependency","1996","Employed","Female","1963","0.481756287809116","0.465413689540235","0.498098886077997","1"
"Complete transfer dependency","1997","Not Employed","Male","42","0.0272327166233841","0.0192922451992346","0.0351731880475336","5"
"Complete transfer dependency","1997","Not Employed","Female","62","0.025270485880634","0.0196831603235248","0.0308578114377432","5"
"Complete transfer dependency","1997","Employed","Male","","","","","5"
"Complete transfer dependency","1997","Employed","Female","","","","","5"
"High transfer dependency","1997","Not Employed","Male","71","0.0314105990565198","0.0229010941774945","0.0399201039355451","3"
"High transfer dependency","1997","Not Employed","Female","115","0.0327644948824222","0.0264269218594665","0.0391020679053779","3"
"High transfer dependency","1997","Employed","Male","75","0.0136088814894479","0.010237565238292","0.0169801977406038","3"
"High transfer dependency","1997","Employed","Female","59","0.0198302532201307","0.0152395703555915","0.0244209360846699","3"
"Low transfer dependency","1997","Not Employed","Male","163","0.0736645236976549","0.0609204091385058","0.0864086382568039","2"
"Low transfer dependency","1997","Not Employed","Female","282","0.0605925988818709","0.0520989969781968","0.069086200785545","2"
"Low transfer dependency","1997","Employed","Male","325","0.060204642895109","0.0532832206995225","0.0671260650906954","2"
"Low transfer dependency","1997","Employed","Female","221","0.0542700292345164","0.0468102475322487","0.0617298109367842","2"
"No transfer dependency","1997","Not Employed","Male","783","0.601404673355916","0.577518541445606","0.625290805266227","0"
"No transfer dependency","1997","Not Employed","Female","1337","0.560075077652987","0.542403817125107","0.577746338180867","0"
"No transfer dependency","1997","Employed","Female","1279","0.422703506254605","0.406437538768103","0.438969473741107","0"
"No transfer dependency","1997","Employed","Male","1553","0.4060923395573","0.391802229833374","0.420382449281226","0"
"Very high transfer dependency","1997","Not Employed","Male","67","0.0370437354856417","0.0278295490686342","0.0462579219026492","4"
"Very high transfer dependency","1997","Not Employed","Female","86","0.025216899746755","0.0196353478852647","0.0307984516082454","4"
"Very high transfer dependency","1997","Employed","Female","25","","","","4"
"Very high transfer dependency","1997","Employed","Male","26","","","","4"
"Very low transfer dependency","1997","Not Employed","Female","1149","0.296080442955331","0.279827893379946","0.312332992530715","1"
"Very low transfer dependency","1997","Not Employed","Male","488","0.229243751780883","0.208736682124349","0.249750821437418","1"
"Very low transfer dependency","1997","Employed","Male","2558","0.515030149512506","0.500487705579821","0.529572593445192","1"
"Very low transfer dependency","1997","Employed","Female","1959","0.497017893048675","0.480554293473037","0.513481492624312","1"
"Complete transfer dependency","1998","Not Employed","Male","64","0.0427338470877494","0.0336442385002794","0.0518234556752194","5"
"Complete transfer dependency","1998","Not Employed","Female","76","0.0223377625526524","0.0174087030911673","0.0272668220141375","5"
"Complete transfer dependency","1998","Employed","Male","","","","","5"
"Complete transfer dependency","1998","Employed","Female","","","","","5"
"High transfer dependency","1998","Not Employed","Female","102","0.0233307925307318","0.0182959221382641","0.0283656629231994","3"
"High transfer dependency","1998","Not Employed","Male","71","0.0264920038479201","0.0192747829001962","0.033709224795644","3"
"High transfer dependency","1998","Employed","Female","69","0.016170020848114","0.0121956897756384","0.0201443519205896","3"
"High transfer dependency","1998","Employed","Male","81","0.0155367707820221","0.0120834498678061","0.018990091696238","3"
"Low transfer dependency","1998","Not Employed","Female","317","0.0592074984378822","0.0513354985075762","0.0670794983681881","2"
"Low transfer dependency","1998","Not Employed","Male","193","0.0744405491358751","0.0626441413072608","0.0862369569644894","2"
"Low transfer dependency","1998","Employed","Male","323","0.0548116421518578","0.0484561029981974","0.0611671813055182","2"
"Low transfer dependency","1998","Employed","Female","218","0.047729118955598","0.0410114176858148","0.0544468202253812","2"
"No transfer dependency","1998","Not Employed","Male","984","0.603736114326228","0.581754546793388","0.625717681859067","0"
"No transfer dependency","1998","Not Employed","Female","1609","0.574591036554014","0.558100585172929","0.5910814879351","0"
"No transfer dependency","1998","Employed","Female","1401","0.424615643231503","0.409040726039354","0.440190560423652","0"
"No transfer dependency","1998","Employed","Male","1663","0.399336950073879","0.385661487771055","0.413012412376704","0"
"Very high transfer dependency","1998","Not Employed","Female","103","0.0281304995507771","0.0226155378508876","0.0336454612506667","4"
"Very high transfer dependency","1998","Not Employed","Male","73","0.034505387202061","0.0263026043518166","0.0427081700523055","4"
"Very high transfer dependency","1998","Employed","Male","29","","","","4"
"Very high transfer dependency","1998","Employed","Female","21","","","","4"
"Very low transfer dependency","1998","Not Employed","Male","517","0.218092098400167","0.199533695402054","0.23665050139828","1"
"Very low transfer dependency","1998","Not Employed","Female","1246","0.292402410373942","0.277230738254301","0.307574082493584","1"
"Very low transfer dependency","1998","Employed","Male","2831","0.525194231919781","0.511250636376823","0.53913782746274","1"
"Very low transfer dependency","1998","Employed","Female","2160","0.506353166035834","0.49059942620036","0.522106905871307","1"
"Complete transfer dependency","1999","Not Employed","Male","47","0.0319746985046813","0.0236747713883295","0.0402746256210331","5"
"Complete transfer dependency","1999","Not Employed","Female","62","0.019717737879118","0.0148703400241345","0.0245651357341014","5"
"Complete transfer dependency","1999","Employed","Male","","","","","5"
"Complete transfer dependency","1999","Employed","Female","","","","","5"
"High transfer dependency","1999","Not Employed","Male","66","0.0231244899789994","0.0160338834233733","0.0302150965346254","3"
"High transfer dependency","1999","Not Employed","Female","96","0.0234516293553821","0.0181752265760475","0.0287280321347167","3"
"High transfer dependency","1999","Employed","Male","79","0.0150253084914606","0.0115973196974596","0.0184532972854617","3"
"High transfer dependency","1999","Employed","Female","75","0.0173393170709407","0.0132257115477002","0.0214529225941813","3"
"Low transfer dependency","1999","Not Employed","Male","147","0.0570853952024746","0.046140127638684","0.0680306627662653","2"
"Low transfer dependency","1999","Not Employed","Female","280","0.0602953040085397","0.0519959938934599","0.0685946141236196","2"
"Low transfer dependency","1999","Employed","Female","230","0.046548691519992","0.0399096122117779","0.0531877708282061","2"
"Low transfer dependency","1999","Employed","Male","321","0.056193541454418","0.0497042118529179","0.0626828710559181","2"
"No transfer dependency","1999","Not Employed","Male","955","0.649864645775093","0.627360779767149","0.672368511783036","0"
"No transfer dependency","1999","Not Employed","Female","1499","0.585865478310529","0.568691369072489","0.603039587548569","0"
"No transfer dependency","1999","Employed","Female","1363","0.413930142023729","0.398408306487835","0.429451977559623","0"
"No transfer dependency","1999","Employed","Male","1629","0.386821017237091","0.373097550921988","0.400544483552195","0"
"Very high transfer dependency","1999","Not Employed","Male","57","0.0266259334682597","0.0190310694551764","0.0342207974813431","4"
"Very high transfer dependency","1999","Not Employed","Female","77","0.0221318806447891","0.0170026308100347","0.0272611304795434","4"
"Very high transfer dependency","1999","Employed","Female","17","","","","4"
"Very high transfer dependency","1999","Employed","Male","22","","","","4"
"Very low transfer dependency","1999","Not Employed","Female","1146","0.288537969801642","0.272740704958251","0.304335234645034","1"
"Very low transfer dependency","1999","Not Employed","Male","454","0.211324837070492","0.192065024836507","0.230584649304478","1"
"Very low transfer dependency","1999","Employed","Male","2787","0.537359733678675","0.523309956595599","0.55140951076175","1"
"Very low transfer dependency","1999","Employed","Female","2183","0.518677611308906","0.50293156076989","0.534423661847922","1"
"Complete transfer dependency","2000","Not Employed","Male","108","0.0325649269004156","0.0264504021229774","0.0386794516778538","5"
"Complete transfer dependency","2000","Not Employed","Female","126","0.0194851439593475","0.0158892589428943","0.0230810289758007","5"
"Complete transfer dependency","2000","Employed","Male","","","","","5"
"Complete transfer dependency","2000","Employed","Female","","","","","5"
"High transfer dependency","2000","Not Employed","Female","143","0.0204753005632312","0.0167910450999103","0.0241595560265522","3"
"High transfer dependency","2000","Not Employed","Male","105","0.0241480035890264","0.0188597857768288","0.0294362214012239","3"
"High transfer dependency","2000","Employed","Female","114","0.0154747778792363","0.0125373797239653","0.0184121760345073","3"
"High transfer dependency","2000","Employed","Male","106","0.0127542238351364","0.0103363702841562","0.0151720773861167","3"
"Low transfer dependency","2000","Not Employed","Female","437","0.0594337576667713","0.0532828644713816","0.065584650862161","2"
"Low transfer dependency","2000","Not Employed","Male","232","0.0544005921681401","0.0465873344310471","0.062213849905233","2"
"Low transfer dependency","2000","Employed","Female","369","0.0464837452901288","0.0414735830519871","0.0514939075282705","2"
"Low transfer dependency","2000","Employed","Male","516","0.0535008956935431","0.0486521326282369","0.0583496587588492","2"
"No transfer dependency","2000","Not Employed","Male","1973","0.67085480171213","0.654667115788836","0.687042487635424","0"
"No transfer dependency","2000","Not Employed","Female","3004","0.615909265278591","0.603256012570001","0.628562517987181","0"
"No transfer dependency","2000","Employed","Male","3012","0.424364509121875","0.413714900642658","0.435014117601092","0"
"No transfer dependency","2000","Employed","Female","2460","0.41924077619254","0.407498102339286","0.430983450045793","0"
"Very high transfer dependency","2000","Not Employed","Female","119","0.017781633602138","0.0143435474780386","0.0212197197262375","4"
"Very high transfer dependency","2000","Not Employed","Male","87","0.0270883516945037","0.0214958679228607","0.0326808354661467","4"
"Very high transfer dependency","2000","Employed","Female","52","0.00823215726157121","0.00608185742005885","0.0103824571030836","4"
"Very high transfer dependency","2000","Employed","Male","44","0.0058577941917539","0.00421349197134376","0.00750209641216404","4"
"Very low transfer dependency","2000","Not Employed","Female","1847","0.266914898929921","0.255407146706873","0.278422651152969","1"
"Very low transfer dependency","2000","Not Employed","Male","732","0.190943323935784","0.177403330509319","0.20448331736225","1"
"Very low transfer dependency","2000","Employed","Female","3788","0.510568543376524","0.498672291553444","0.522464795199604","1"
"Very low transfer dependency","2000","Employed","Male","4596","0.503522577157692","0.492749257182744","0.51429589713264","1"
"Complete transfer dependency","2001","Not Employed","Male","91","0.0323531837982078","0.0260132569789843","0.0386931106174313","5"
"Complete transfer dependency","2001","Not Employed","Female","96","0.0180686214764093","0.0143743662092004","0.0217628767436183","5"
"Complete transfer dependency","2001","Employed","Male","","","","","5"
"Complete transfer dependency","2001","Employed","Female","","","","","5"
"High transfer dependency","2001","Not Employed","Male","92","0.024849149754277","0.0192714007802668","0.0304268987282872","3"
"High transfer dependency","2001","Not Employed","Female","127","0.0192561955921764","0.0154447752026924","0.0230676159816603","3"
"High transfer dependency","2001","Employed","Male","107","0.0136686004373934","0.0110259684709271","0.0163112324038597","3"
"High transfer dependency","2001","Employed","Female","117","0.0190719487607724","0.0156968697822686","0.0224470277392762","3"
"Low transfer dependency","2001","Not Employed","Female","395","0.058127102178493","0.0516376309925159","0.0646165733644701","2"
"Low transfer dependency","2001","Not Employed","Male","208","0.0535032578879629","0.0454398807688674","0.0615666350070584","2"
"Low transfer dependency","2001","Employed","Female","366","0.0496148659035169","0.0442566087121748","0.054973123094859","2"
"Low transfer dependency","2001","Employed","Male","496","0.0539527266194374","0.0488107943890472","0.0590946588498275","2"
"No transfer dependency","2001","Not Employed","Male","1756","0.646537703283708","0.629408554880043","0.663666851687373","0"
"No transfer dependency","2001","Not Employed","Female","2555","0.605506825780876","0.591951714408411","0.619061937153342","0"
"No transfer dependency","2001","Employed","Male","2435","0.401967291308797","0.390808399753144","0.41312618286445","0"
"No transfer dependency","2001","Employed","Female","2057","0.383962960003825","0.371962002288013","0.395963917719637","0"
"Very high transfer dependency","2001","Not Employed","Female","118","0.0219777109006226","0.0179115044369232","0.026043917364322","4"
"Very high transfer dependency","2001","Not Employed","Male","84","0.0275881648230387","0.0217193038671093","0.033457025778968","4"
"Very high transfer dependency","2001","Employed","Female","65","0.0103167989628017","0.00782341931343746","0.012810178612166","4"
"Very high transfer dependency","2001","Employed","Male","44","0.00781123345995725","0.00580759115724615","0.00981487576266835","4"
"Very low transfer dependency","2001","Not Employed","Female","1703","0.277063544071422","0.264650920716613","0.289476167426231","1"
"Very low transfer dependency","2001","Not Employed","Male","761","0.215168540452806","0.200443893692929","0.229893187212682","1"
"Very low transfer dependency","2001","Employed","Male","4334","0.522600148174415","0.511232015469355","0.533968280879475","1"
"Very low transfer dependency","2001","Employed","Female","3704","0.537033426369084","0.524729511874525","0.549337340863643","1"
"Complete transfer dependency","2002","Not Employed","Male","104","0.0421747834850017","0.0351336028428051","0.0492159641271982","5"
"Complete transfer dependency","2002","Not Employed","Female","111","0.0252067001433731","0.0208696241903367","0.0295437760964095","5"
"Complete transfer dependency","2002","Employed","Male","","","","","5"
"Complete transfer dependency","2002","Employed","Female","","","","","5"
"High transfer dependency","2002","Not Employed","Female","139","0.029339470237092","0.0246702691118523","0.0340086713623318","3"
"High transfer dependency","2002","Not Employed","Male","100","0.0344917664778776","0.0280986645059158","0.0408848684498394","3"
"High transfer dependency","2002","Employed","Female","123","0.0255916002401305","0.0218258228339048","0.0293573776463563","3"
"High transfer dependency","2002","Employed","Male","97","0.0158371142281529","0.0130758891542646","0.0185983393020412","3"
"Low transfer dependency","2002","Not Employed","Male","194","0.0548771612797088","0.0468987601022189","0.0628555624571987","2"
"Low transfer dependency","2002","Not Employed","Female","340","0.0583888201362238","0.0519012298413061","0.0648764104311414","2"
"Low transfer dependency","2002","Employed","Male","429","0.0578680517140782","0.0527038215700885","0.0630322818580679","2"
"Low transfer dependency","2002","Employed","Female","364","0.0586434875917934","0.0530404649784505","0.0642465102051364","2"
"No transfer dependency","2002","Not Employed","Male","1817","0.632615780332297","0.615726692986199","0.649504867678394","0"
"No transfer dependency","2002","Not Employed","Female","2606","0.606674075147902","0.593158430427172","0.620189719868632","0"
"No transfer dependency","2002","Employed","Male","2633","0.401342188581499","0.390500996819093","0.412183380343905","0"
"No transfer dependency","2002","Employed","Female","2206","0.379906334332142","0.368331831934383","0.391480836729901","0"
"Very high transfer dependency","2002","Not Employed","Male","80","0.0281137189607947","0.0223228625326675","0.033904575388922","4"
"Very high transfer dependency","2002","Not Employed","Female","92","0.017346162353246","0.0137338545999068","0.0209584701065853","4"
"Very high transfer dependency","2002","Employed","Female","44","0.00679701657390719","0.00483765951203678","0.0087563736357776","4"
"Very high transfer dependency","2002","Employed","Male","27","","","","4"
"Very low transfer dependency","2002","Not Employed","Female","1730","0.263044771982163","0.250862784415887","0.275226759548439","1"
"Very low transfer dependency","2002","Not Employed","Male","835","0.20772678946432","0.193514643399389","0.221938935529252","1"
"Very low transfer dependency","2002","Employed","Female","4018","0.529061561262027","0.517158173294957","0.540964949229097","1"
"Very low transfer dependency","2002","Employed","Male","4667","0.520898027011506","0.50984908668077","0.531946967342241","1"
"Complete transfer dependency","2003","Not Employed","Male","109","0.0458053170141622","0.038505695674136","0.0531049383541884","5"
"Complete transfer dependency","2003","Not Employed","Female","129","0.032524916572454","0.0275702200490178","0.0374796130958903","5"
"Complete transfer dependency","2003","Employed","Male","","","","","5"
"Complete transfer dependency","2003","Employed","Female","","","","","5"
"High transfer dependency","2003","Not Employed","Female","114","0.0214432448142303","0.0173972312864697","0.0254892583419909","3"
"High transfer dependency","2003","Not Employed","Male","98","0.0279712783558097","0.0222139686028086","0.0337285881088108","3"
"High transfer dependency","2003","Employed","Female","123","0.0220980087220849","0.0185138366643524","0.0256821807798173","3"
"High transfer dependency","2003","Employed","Male","103","0.0163621639353618","0.0134720728305444","0.0192522550401792","3"
"Low transfer dependency","2003","Not Employed","Female","351","0.0615212100662341","0.054809800628018","0.0682326195044503","2"
"Low transfer dependency","2003","Not Employed","Male","207","0.0550047397850272","0.0470442688357151","0.0629652107343393","2"
"Low transfer dependency","2003","Employed","Female","398","0.0642186125495585","0.0582416260510725","0.0701955990480445","2"
"Low transfer dependency","2003","Employed","Male","449","0.0614711752487412","0.0559993386919731","0.0669430118055092","2"
"No transfer dependency","2003","Not Employed","Male","1816","0.609857993192829","0.592826622312412","0.626889364073246","0"
"No transfer dependency","2003","Not Employed","Female","2542","0.589373341089806","0.575632671917171","0.603114010262442","0"
"No transfer dependency","2003","Employed","Male","2420","0.395036708056076","0.383900001178071","0.406173414934082","0"
"No transfer dependency","2003","Employed","Female","2088","0.376095667583192","0.364285045308856","0.387906289857529","0"
"Very high transfer dependency","2003","Not Employed","Female","99","0.0188603604408586","0.015060833973325","0.0226598869083922","4"
"Very high transfer dependency","2003","Not Employed","Male","78","0.0320136840457587","0.0258672061292963","0.038160161962221","4"
"Very high transfer dependency","2003","Employed","Female","72","0.014454018187439","0.0115439889098579","0.0173640474650202","4"
"Very high transfer dependency","2003","Employed","Male","43","0.00896574049340947","0.00681835029307087","0.0111131306937481","4"
"Very low transfer dependency","2003","Not Employed","Female","1689","0.276276927016416","0.263787354136642","0.288766499896191","1"
"Very low transfer dependency","2003","Not Employed","Male","843","0.229346987606413","0.214667873389187","0.244026101823639","1"
"Very low transfer dependency","2003","Employed","Female","3781","0.523133692957725","0.510955880556822","0.535311505358629","1"
"Very low transfer dependency","2003","Employed","Male","4387","0.518164212266411","0.506781210986859","0.529547213545963","1"
"Complete transfer dependency","2004","Not Employed","Female","115","0.0259995265698752","0.02152832403671","0.0304707291030404","5"
"Complete transfer dependency","2004","Not Employed","Male","100","0.0423734306262663","0.0353940319181443","0.0493528293343884","5"
"Complete transfer dependency","2004","Employed","Male","","","","","5"
"Complete transfer dependency","2004","Employed","Female","","","","","5"
"High transfer dependency","2004","Not Employed","Female","103","0.0197546483316069","0.015844762412536","0.0236645342506777","3"
"High transfer dependency","2004","Not Employed","Male","96","0.0263230252425598","0.0207761493110192","0.0318699011741004","3"
"High transfer dependency","2004","Employed","Male","112","0.0198327074784121","0.0165776680793825","0.0230877468774418","3"
"High transfer dependency","2004","Employed","Female","129","0.0246579464824856","0.0208104526924831","0.028505440272488","3"
"Low transfer dependency","2004","Not Employed","Male","208","0.0639794689837414","0.0555006355262253","0.0724583024412575","2"
"Low transfer dependency","2004","Not Employed","Female","346","0.0615670748100151","0.0548134346553821","0.0683207149646481","2"
"Low transfer dependency","2004","Employed","Male","436","0.0611521515017993","0.0555582009681459","0.0667461020354528","2"
"Low transfer dependency","2004","Employed","Female","398","0.072600843979798","0.0661632262770783","0.0790384616825177","2"
"No transfer dependency","2004","Not Employed","Male","1791","0.597240911602887","0.580247892277945","0.614233930927829","0"
"No transfer dependency","2004","Not Employed","Female","2523","0.593794950228722","0.579995780777807","0.607594119679637","0"
"No transfer dependency","2004","Employed","Male","2303","0.385598221292796","0.374234805803091","0.396961636782502","0"
"No transfer dependency","2004","Employed","Female","1966","0.368552593768588","0.35658410469764","0.380521082839535","0"
"Very high transfer dependency","2004","Not Employed","Male","98","0.0321961994829911","0.0260801770703202","0.0383122218956619","4"
"Very high transfer dependency","2004","Not Employed","Female","119","0.0247096809014305","0.0203479128821168","0.0290714489207442","4"
"Very high transfer dependency","2004","Employed","Female","68","0.0155277697951867","0.0124603213182787","0.0185952182720947","4"
"Very high transfer dependency","2004","Employed","Male","48","0.0103673672659527","0.00800261097782167","0.0127321235540838","4"
"Very low transfer dependency","2004","Not Employed","Female","1660","0.27417411915835","0.261640067159812","0.286708171156889","1"
"Very low transfer dependency","2004","Not Employed","Male","907","0.237886964061554","0.22313437928801","0.252639548835098","1"
"Very low transfer dependency","2004","Employed","Male","4149","0.523049552461039","0.511388890887107","0.534710214034972","1"
"Very low transfer dependency","2004","Employed","Female","3680","0.518660845973942","0.506264653040798","0.531057038907087","1"
"Complete transfer dependency","2005","Not Employed","Female","113","0.0255885342842471","0.0210500011290233","0.0301270674394708","5"
"Complete transfer dependency","2005","Not Employed","Male","106","0.0449580487155353","0.0376999727655366","0.052216124665534","5"
"Complete transfer dependency","2005","Employed","Male","","","","","5"
"Complete transfer dependency","2005","Employed","Female","","","","","5"
"High transfer dependency","2005","Not Employed","Male","110","0.0334936717871498","0.0271914992581643","0.0397958443161354","3"
"High transfer dependency","2005","Not Employed","Female","138","0.029267776105482","0.0244230837960451","0.034112468414919","3"
"High transfer dependency","2005","Employed","Female","125","0.0237120779577908","0.0198692452298071","0.0275549106857745","3"
"High transfer dependency","2005","Employed","Male","97","0.0184516409447251","0.0152205145651861","0.0216827673242641","3"
"Low transfer dependency","2005","Not Employed","Female","347","0.0685398555482682","0.0612775361486405","0.0758021749478959","2"
"Low transfer dependency","2005","Not Employed","Male","218","0.0634048265486907","0.054869037483889","0.0719406156134924","2"
"Low transfer dependency","2005","Employed","Female","387","0.0712067736783409","0.0647114934986606","0.0777020538580212","2"
"Low transfer dependency","2005","Employed","Male","436","0.0685727683078892","0.0625049732546635","0.074640563361115","2"
"No transfer dependency","2005","Not Employed","Male","1782","0.592655902902779","0.57544559746361","0.609866208341949","0"
"No transfer dependency","2005","Not Employed","Female","2445","0.579302329418919","0.565113083827855","0.593491575009982","0"
"No transfer dependency","2005","Employed","Male","2211","0.379021066618942","0.367373084237327","0.390669049000556","0"
"No transfer dependency","2005","Employed","Female","1945","0.365740305478838","0.353575709646801","0.377904901310875","0"
"Very high transfer dependency","2005","Not Employed","Male","87","0.0345571027121671","0.0281591869888604","0.0409550184354738","4"
"Very high transfer dependency","2005","Not Employed","Female","125","0.0270740818299927","0.0224092244591206","0.0317389392008648","4"
"Very high transfer dependency","2005","Employed","Male","56","0.014120069086178","0.0112873010027188","0.0169528371696372","4"
"Very high transfer dependency","2005","Employed","Female","77","0.0169712802084777","0.0137090235925987","0.0202335368243567","4"
"Very low transfer dependency","2005","Not Employed","Male","828","0.230930447333678","0.216168965219384","0.245691929447972","1"
"Very low transfer dependency","2005","Not Employed","Female","1482","0.270227422813091","0.25746361976685","0.282991225859333","1"
"Very low transfer dependency","2005","Employed","Female","3488","0.522369562676553","0.509753825156232","0.534985300196873","1"
"Very low transfer dependency","2005","Employed","Male","3864","0.519834455042266","0.507839223811099","0.531829686273434","1"
"Complete transfer dependency","2006","Not Employed","Female","144","0.0351132920272206","0.0300886203154748","0.0401379637389664","5"
"Complete transfer dependency","2006","Not Employed","Male","113","0.0502179166368437","0.0430398324596572","0.0573960008140301","5"
"Complete transfer dependency","2006","Employed","Male","","","","","5"
"Complete transfer dependency","2006","Employed","Female","","","","","5"
"High transfer dependency","2006","Not Employed","Male","108","0.0307306613622322","0.0250581495922284","0.036403173132236","3"
"High transfer dependency","2006","Not Employed","Female","166","0.0345362753377972","0.0295515700604464","0.0395209806151481","3"
"High transfer dependency","2006","Employed","Male","137","0.0224549433680139","0.0189709781101873","0.0259389086258404","3"
"High transfer dependency","2006","Employed","Female","147","0.0289028547891465","0.0247867661871853","0.0330189433911076","3"
"Low transfer dependency","2006","Not Employed","Male","218","0.0555430023509824","0.0480151171933918","0.063070887508573","2"
"Low transfer dependency","2006","Not Employed","Female","314","0.0614660722630127","0.0549095056823597","0.0680226388436656","2"
"Low transfer dependency","2006","Employed","Male","438","0.0710235566468243","0.0649833332582405","0.077063780035408","2"
"Low transfer dependency","2006","Employed","Female","384","0.0643668812630916","0.0583375793400579","0.0703961831861253","2"
"No transfer dependency","2006","Not Employed","Male","2089","0.600023165255874","0.583921579725598","0.616124750786151","0"
"No transfer dependency","2006","Not Employed","Female","2815","0.584915537933073","0.571464723733439","0.598366352132707","0"
"No transfer dependency","2006","Employed","Male","2401","0.387006511356996","0.37555305650342","0.398459966210573","0"
"No transfer dependency","2006","Employed","Female","2129","0.372748558299833","0.360868684536411","0.384628432063256","0"
"Very high transfer dependency","2006","Not Employed","Male","111","0.0365958994315067","0.0304244429221654","0.0427673559408479","4"
"Very high transfer dependency","2006","Not Employed","Female","137","0.0271602184585343","0.0227228954227181","0.0315975414943505","4"
"Very high transfer dependency","2006","Employed","Female","110","0.0240087482983799","0.0202478574662929","0.027769639130467","4"
"Very high transfer dependency","2006","Employed","Male","70","0.0149124738746333","0.0120623633663477","0.0177625843829189","4"
"Very low transfer dependency","2006","Not Employed","Female","1579","0.256808603980362","0.244882766744283","0.268734441216442","1"
"Very low transfer dependency","2006","Not Employed","Male","917","0.226889354962561","0.213123756358179","0.240654953566942","1"
"Very low transfer dependency","2006","Employed","Male","3901","0.504602514753532","0.492845392186757","0.516359637320308","1"
"Very low transfer dependency","2006","Employed","Female","3594","0.509972957349549","0.497691027770786","0.522254886928311","1"
"Complete transfer dependency","2007","Not Employed","Male","113","0.0476261779070424","0.0404569096393283","0.0547954461747565","5"
"Complete transfer dependency","2007","Not Employed","Female","139","0.0346344004338168","0.0294776718693109","0.0397911289983227","5"
"Complete transfer dependency","2007","Employed","Male","","","","","5"
"Complete transfer dependency","2007","Employed","Female","","","","","5"
"High transfer dependency","2007","Not Employed","Female","135","0.0300939993857131","0.025275860633051","0.0349121381383752","3"
"High transfer dependency","2007","Not Employed","Male","93","0.0311873387491901","0.025335972213575","0.0370387052848052","3"
"High transfer dependency","2007","Employed","Female","139","0.0291127495153927","0.0248559009611427","0.0333695980696427","3"
"High transfer dependency","2007","Employed","Male","121","0.0259923733434089","0.0221144358242909","0.0298703108625269","3"
"Low transfer dependency","2007","Not Employed","Female","302","0.0605822277055487","0.0538543741262508","0.0673100812848465","2"
"Low transfer dependency","2007","Not Employed","Male","197","0.0554637426939851","0.0477589289436571","0.063168556444313","2"
"Low transfer dependency","2007","Employed","Female","361","0.0706398032874165","0.0641522794979085","0.0771273270769244","2"
"Low transfer dependency","2007","Employed","Male","377","0.061262450558323","0.0554177005797157","0.0671072005369304","2"
"No transfer dependency","2007","Not Employed","Male","2002","0.595499763548799","0.578978303348377","0.612021223749222","0"
"No transfer dependency","2007","Not Employed","Female","2658","0.584795761562993","0.570899194651083","0.598692328474903","0"
"No transfer dependency","2007","Employed","Male","2258","0.397274810232952","0.385348616876697","0.409201003589208","0"
"No transfer dependency","2007","Employed","Female","2026","0.372248291609841","0.360008543029175","0.384488040190507","0"
"Very high transfer dependency","2007","Not Employed","Male","102","0.0407630995130979","0.0341066172358848","0.047419581790311","4"
"Very high transfer dependency","2007","Not Employed","Female","140","0.030587809011612","0.0257315376218057","0.0354440804014183","4"
"Very high transfer dependency","2007","Employed","Male","66","0.0117265661369888","0.00910282702268239","0.0143503052512951","4"
"Very high transfer dependency","2007","Employed","Female","94","0.0215290451089016","0.0178541195875598","0.0252039706302435","4"
"Very low transfer dependency","2007","Not Employed","Male","883","0.229459877587885","0.215305223859632","0.243614531316139","1"
"Very low transfer dependency","2007","Not Employed","Female","1456","0.259305801900317","0.24694632431866","0.271665279481974","1"
"Very low transfer dependency","2007","Employed","Female","3372","0.506470110478448","0.493811214568697","0.519129006388199","1"
"Very low transfer dependency","2007","Employed","Male","3645","0.503743799728327","0.491557987259031","0.515929612197623","1"
"Complete transfer dependency","2008","Not Employed","Female","120","0.0389466397544471","0.0332788752163654","0.0446144042925289","5"
"Complete transfer dependency","2008","Not Employed","Male","97","0.0520531306408476","0.0443069306812962","0.0597993306003989","5"
"Complete transfer dependency","2008","Employed","Male","","","","","5"
"Complete transfer dependency","2008","Employed","Female","","","","","5"
"High transfer dependency","2008","Not Employed","Male","62","0.0225735811526674","0.0173937506823048","0.0277534116230301","3"
"High transfer dependency","2008","Not Employed","Female","107","0.0236856468936234","0.0192307206891173","0.0281405730981294","3"
"High transfer dependency","2008","Employed","Male","115","0.0252975199841937","0.0213569578219007","0.0292380821464866","3"
"High transfer dependency","2008","Employed","Female","110","0.029091975546933","0.0247174373423275","0.0334665137515384","3"
"Low transfer dependency","2008","Not Employed","Female","245","0.0591283461297266","0.0522185360588166","0.0660381562006366","2"
"Low transfer dependency","2008","Not Employed","Male","178","0.0594893558601453","0.051240859847223","0.0677378518730677","2"
"Low transfer dependency","2008","Employed","Female","319","0.059375025367632","0.053223728054719","0.065526322680545","2"
"Low transfer dependency","2008","Employed","Male","318","0.055837174007935","0.0500752392418829","0.0615991087739871","2"
"No transfer dependency","2008","Not Employed","Male","1944","0.612211127520411","0.595220025049697","0.629202229991125","0"
