"transab_cat","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1998","West Germany","Male","2424","0.428076663035918","0.414335626149522","0.441817699922314"
"Very low transfer dependency","1998","West Germany","Female","2468","0.389406679285849","0.376330710595055","0.402482647976643"
"Very low transfer dependency","1998","East Germany","Male","924","0.422496524813782","0.399975612527894","0.445017437099671"
"Very low transfer dependency","1998","East Germany","Female","938","0.400667943496288","0.379083465597625","0.422252421394951"
"Low transfer dependency","1998","West Germany","Male","277","0.0459954218371589","0.0401781098940492","0.0518127337802686"
"Low transfer dependency","1998","West Germany","Female","296","0.0429671605102044","0.0375293020857611","0.0484050189346478"
"Low transfer dependency","1998","East Germany","Male","239","0.124579223923304","0.10952257435005","0.139635873496557"
"Low transfer dependency","1998","East Germany","Female","239","0.100918090322198","0.0876502682910966","0.114185912353299"
"High transfer dependency","1998","West Germany","Male","90","0.0163928517029014","0.012866481417338","0.0199192219884647"
"High transfer dependency","1998","West Germany","Female","102","0.0174309718458363","0.0139215264854768","0.0209404172061958"
"High transfer dependency","1998","East Germany","Male","62","0.0301736191683611","0.0223742800036262","0.0379729583330961"
"High transfer dependency","1998","East Germany","Female","69","0.0311311518360072","0.0234814309945786","0.0387808726774358"
"Very high transfer dependency","1998","West Germany","Male","61","0.011153736145414","0.00823721995331882","0.0140702523375092"
"Very high transfer dependency","1998","West Germany","Female","79","0.0149630681259449","0.0117074554356317","0.0182186808162582"
"Very high transfer dependency","1998","East Germany","Male","41","0.0286588283687504","0.0210518492867263","0.0362658074507744"
"Very high transfer dependency","1998","East Germany","Female","45","0.0282906129649861","0.0209875528821829","0.0355936730477894"
"Complete transfer dependency","1998","West Germany","Male","49","0.0141517410739285","0.0108715450789328","0.0174319370689243"
"Complete transfer dependency","1998","West Germany","Female","58","0.0126287171819796","0.00963427443565778","0.0156231599283014"
"Complete transfer dependency","1998","East Germany","Male","15","","",""
"Complete transfer dependency","1998","East Germany","Female","18","","",""
"No transfer dependency","1999","West Germany","Male","2003","0.482949351450722","0.468751992071242","0.497146710830202"
"No transfer dependency","1999","West Germany","Female","2198","0.518028165837317","0.504293033869054","0.53176329780558"
"No transfer dependency","1999","East Germany","Male","581","0.392083702155188","0.369560985339071","0.414606418971305"
"No transfer dependency","1999","East Germany","Female","664","0.430722500402506","0.408710437264516","0.452734563540495"
"Very low transfer dependency","1999","West Germany","Male","2348","0.445226709394562","0.431106581981645","0.45934683680748"
"Very low transfer dependency","1999","West Germany","Female","2411","0.402646097005275","0.389165071829704","0.416127122180845"
"Very low transfer dependency","1999","East Germany","Male","893","0.415047568550277","0.392316560270333","0.437778576830221"
"Very low transfer dependency","1999","East Germany","Female","918","0.393348278611139","0.371633355055962","0.415063202166315"
"Low transfer dependency","1999","West Germany","Male","261","0.0431011373740689","0.0373312461847143","0.0488710285634236"
"Low transfer dependency","1999","West Germany","Female","289","0.0437167552796493","0.0380964157358532","0.0493370948234454"
"Low transfer dependency","1999","East Germany","Male","207","0.113723288776224","0.0990772944373468","0.128369283115102"
"Low transfer dependency","1999","East Germany","Female","221","0.0971183690817851","0.0839550302703862","0.110281707893184"
"High transfer dependency","1999","West Germany","Male","63","0.0106191132689975","0.00770694729416585","0.0135312792438291"
"High transfer dependency","1999","West Germany","Female","82","0.0144911330570843","0.0112061982102668","0.0177760679039018"
"High transfer dependency","1999","East Germany","Male","82","0.0467585932335776","0.0370189812433138","0.0564982052238413"
"High transfer dependency","1999","East Germany","Female","89","0.0468370245399871","0.0374445896831662","0.0562294593968079"
"Very high transfer dependency","1999","West Germany","Male","47","0.00852655722718977","0.00591428978797379","0.0111388246664058"
"Very high transfer dependency","1999","West Germany","Female","56","0.0111248409703637","0.00824171937241996","0.0140079625683074"
"Very high transfer dependency","1999","East Germany","Male","32","0.0227125008095056","0.0158393932940178","0.0295856083249934"
"Very high transfer dependency","1999","East Germany","Female","38","0.0214643003464982","0.0150219154733945","0.0279066852196018"
"Complete transfer dependency","1999","West Germany","Male","37","0.00957713128445982","0.00681007311632437","0.0123441894525953"
"Complete transfer dependency","1999","West Germany","Female","48","0.00999300785031084","0.00725891936829149","0.0127270963323302"
"Complete transfer dependency","1999","East Germany","Male","10","","",""
"Complete transfer dependency","1999","East Germany","Female","14","","",""
"No transfer dependency","2000","West Germany","Male","3992","0.513485314473476","0.503018059132642","0.523952569814311"
"No transfer dependency","2000","West Germany","Female","4317","0.528743335204823","0.518682232902328","0.538804437507318"
"No transfer dependency","2000","East Germany","Male","993","0.42762989662202","0.409149236244976","0.446110556999063"
"No transfer dependency","2000","East Germany","Female","1147","0.463743756448183","0.445910800142001","0.481576712754365"
"Very low transfer dependency","2000","West Germany","Male","4052","0.412480557383404","0.402171150254294","0.422789964512515"
"Very low transfer dependency","2000","West Germany","Female","4306","0.392796298314566","0.382952895502644","0.402639701126488"
"Very low transfer dependency","2000","East Germany","Male","1276","0.402940337680878","0.384618280936077","0.421262394425678"
"Very low transfer dependency","2000","East Germany","Female","1329","0.378067938190102","0.360727721338102","0.395408155042101"
"Low transfer dependency","2000","West Germany","Male","435","0.0426819824223363","0.0384487585598834","0.0469152062847893"
"Low transfer dependency","2000","West Germany","Female","493","0.0447827530251415","0.040614051213106","0.0489514548371771"
"Low transfer dependency","2000","East Germany","Male","313","0.102156587850077","0.0908435699367504","0.113469605763404"
"Low transfer dependency","2000","East Germany","Female","313","0.0877106658936311","0.0775950896077054","0.0978262421795567"
"High transfer dependency","2000","West Germany","Male","116","0.0118395564714097","0.00957437877404222","0.0141047341687771"
"High transfer dependency","2000","West Germany","Female","143","0.013554775628571","0.0112241258760639","0.0158854253810781"
"High transfer dependency","2000","East Germany","Male","95","0.0348930664798813","0.0280381483523678","0.0417479846073947"
"High transfer dependency","2000","East Germany","Female","114","0.0368249582551829","0.0300902022119071","0.0435597142984586"
"Very high transfer dependency","2000","West Germany","Male","80","0.0101898754485325","0.00808667235656569","0.0122930785404994"
"Very high transfer dependency","2000","West Germany","Female","101","0.0106504767113029","0.00858150878957622","0.0127194446330297"
"Very high transfer dependency","2000","East Germany","Male","52","0.0212172805161063","0.015834173780047","0.0266003872521656"
"Very high transfer dependency","2000","East Germany","Female","71","0.0233071127118575","0.0179117409134129","0.0287024845103021"
"Complete transfer dependency","2000","West Germany","Male","84","0.00932271380084097","0.00731011084248277","0.0113353167591992"
"Complete transfer dependency","2000","West Germany","Female","96","0.00947236111559551","0.00752001514005828","0.0114247070911327"
"Complete transfer dependency","2000","East Germany","Male","24","","",""
"Complete transfer dependency","2000","East Germany","Female","30","0.0103455685010444","0.00672716417451213","0.0139639728275766"
"No transfer dependency","2001","West Germany","Male","3329","0.492360650027963","0.481289229789863","0.503432070266064"
"No transfer dependency","2001","West Germany","Female","3624","0.501005844934032","0.490396421249468","0.511615268618595"
"No transfer dependency","2001","East Germany","Male","862","0.402518191359255","0.38357668238365","0.42145970033486"
"No transfer dependency","2001","East Germany","Female","988","0.441612502251908","0.423123292427216","0.4601017120766"
"Very low transfer dependency","2001","West Germany","Male","3871","0.432176248309042","0.421205878881349","0.443146617736736"
"Very low transfer dependency","2001","West Germany","Female","4164","0.418049127484815","0.407583157373806","0.428515097595824"
"Very low transfer dependency","2001","East Germany","Male","1224","0.421156762634604","0.402086272918001","0.440227252351207"
"Very low transfer dependency","2001","East Germany","Female","1243","0.389141109876182","0.370987883054835","0.407294336697528"
"Low transfer dependency","2001","West Germany","Male","402","0.0424522237081096","0.0379872955450689","0.0469171518711503"
"Low transfer dependency","2001","West Germany","Female","425","0.0431758950358936","0.0388630942677657","0.0474886958040216"
"Low transfer dependency","2001","East Germany","Male","302","0.103167298001721","0.0914186952245122","0.114915900778929"
"Low transfer dependency","2001","East Germany","Female","336","0.0996284976465645","0.0884770181766524","0.110779977116477"
"High transfer dependency","2001","West Germany","Male","100","0.0130393177306074","0.0105270762178268","0.015551559243388"
"High transfer dependency","2001","West Germany","Female","141","0.0161922065483795","0.0135140817280602","0.0188703313686988"
"High transfer dependency","2001","East Germany","Male","99","0.0343694568095595","0.0273330440799278","0.0414058695391913"
"High transfer dependency","2001","East Germany","Female","103","0.0321319504588198","0.025565866233925","0.0386980346837146"
"Very high transfer dependency","2001","West Germany","Male","72","0.0110138775757191","0.00870261520366319","0.013325139947775"
"Very high transfer dependency","2001","West Germany","Female","110","0.013259506695725","0.0108324058221997","0.0156866075692504"
"Very high transfer dependency","2001","East Germany","Male","56","0.0256886502579687","0.0195781186041857","0.0317991819117518"
"Very high transfer dependency","2001","East Germany","Female","73","0.027415429315354","0.0213356048384136","0.0334952537922943"
"Complete transfer dependency","2001","West Germany","Male","59","0.00895768264855788","0.00687113664921941","0.0110442286478963"
"Complete transfer dependency","2001","West Germany","Female","68","0.00831741930115552","0.00639032348762418","0.0102445151146869"
"Complete transfer dependency","2001","East Germany","Male","32","0.0130996409368919","0.00870801012254223","0.0174912717512416"
"Complete transfer dependency","2001","East Germany","Female","28","","",""
"No transfer dependency","2002","West Germany","Male","3548","0.487717228604539","0.477019694164584","0.498414763044493"
"No transfer dependency","2002","West Germany","Female","3819","0.500076591080303","0.489755843920186","0.510397338240421"
"No transfer dependency","2002","East Germany","Male","902","0.416102375031745","0.397141245780702","0.435063504282788"
"No transfer dependency","2002","East Germany","Female","993","0.439631499670366","0.421104249476337","0.458158749864396"
"Very low transfer dependency","2002","West Germany","Male","4259","0.42824332203446","0.417653328570399","0.438833315498521"
"Very low transfer dependency","2002","West Germany","Female","4465","0.404578063280707","0.394447007173245","0.414709119388168"
"Very low transfer dependency","2002","East Germany","Male","1243","0.397484581652141","0.378659365434632","0.41630979786965"
"Very low transfer dependency","2002","East Germany","Female","1283","0.386240031137169","0.368065733788503","0.404414328485835"
"Low transfer dependency","2002","West Germany","Male","360","0.0473345475185796","0.0427898593195441","0.0518792357176152"
"Low transfer dependency","2002","West Germany","Female","416","0.0493233075717708","0.0448535531890712","0.0537930619544704"
"Low transfer dependency","2002","East Germany","Male","263","0.097744176035564","0.0863204957774972","0.109167856293631"
"Low transfer dependency","2002","East Germany","Female","288","0.0991146847679868","0.0879606122455307","0.110268757290443"
"High transfer dependency","2002","West Germany","Male","106","0.01838546765062","0.0155103700007375","0.0212605653005025"
"High transfer dependency","2002","West Germany","Female","163","0.0252168081515248","0.0219805719427021","0.0284530443603474"
"High transfer dependency","2002","East Germany","Male","91","0.0358292097525473","0.0286794516784593","0.0429789678266352"
"High transfer dependency","2002","East Germany","Female","99","0.0369982934741889","0.0299524322861833","0.0440441546621944"
"Very high transfer dependency","2002","West Germany","Male","49","0.00718173294154775","0.00537458263858776","0.00898888324450774"
"Very high transfer dependency","2002","West Germany","Female","79","0.00944182308852578","0.00744560005422091","0.0114380461228307"
"Very high transfer dependency","2002","East Germany","Male","58","0.0305174047141486","0.0239007335137092","0.037134075914588"
"Very high transfer dependency","2002","East Germany","Female","57","0.0225749927337751","0.0170302009709836","0.0281197844965667"
"Complete transfer dependency","2002","West Germany","Male","65","0.011137701250254","0.00889169758093844","0.0133837049195696"
"Complete transfer dependency","2002","West Germany","Female","74","0.0113634068271686","0.00917557589695459","0.0135512377573826"
"Complete transfer dependency","2002","East Germany","Male","39","0.0223222528138543","0.0166394495216796","0.0280050561060289"
"Complete transfer dependency","2002","East Germany","Female","37","0.0154404982165139","0.0108381301608802","0.0200428662721475"
"No transfer dependency","2003","West Germany","Male","3352","0.480004232920475","0.469064667784148","0.490943798056802"
"No transfer dependency","2003","West Germany","Female","3644","0.491052756491427","0.480528556325331","0.501576956657523"
"No transfer dependency","2003","East Germany","Male","884","0.402261805701502","0.38319597810758","0.421327633295425"
"No transfer dependency","2003","East Germany","Female","986","0.433272111902939","0.41464304831938","0.451901175486498"
"Very low transfer dependency","2003","West Germany","Male","4044","0.431559212731833","0.42071394112374","0.442404484339926"
"Very low transfer dependency","2003","West Germany","Female","4260","0.409418196428083","0.399066482992923","0.419769909863242"
"Very low transfer dependency","2003","East Germany","Male","1186","0.390778160180468","0.371806792882227","0.409749527478709"
"Very low transfer dependency","2003","East Germany","Female","1210","0.370855996994467","0.352696615661448","0.389015378327485"
"Low transfer dependency","2003","West Germany","Male","383","0.0476167765090453","0.0429537972371383","0.0522797557809523"
"Low transfer dependency","2003","West Germany","Female","443","0.0521650441653605","0.0474839778893502","0.0568461104413708"
"Low transfer dependency","2003","East Germany","Male","273","0.109365149988308","0.0972302814070299","0.121500018569587"
"Low transfer dependency","2003","East Germany","Female","306","0.110681903690314","0.098887112960641","0.122476694419988"
"High transfer dependency","2003","West Germany","Male","109","0.0160488601775511","0.0132972526810827","0.0188004676740194"
"High transfer dependency","2003","West Germany","Female","141","0.0185451535769906","0.0157050183487433","0.0213852888052378"
"High transfer dependency","2003","East Germany","Male","92","0.0376424709839153","0.0302421076138179","0.0450428343540126"
"High transfer dependency","2003","East Germany","Female","96","0.0361676028443012","0.0291484615077095","0.043186744180893"
"Very high transfer dependency","2003","West Germany","Male","57","0.0119317955427381","0.00955427660880536","0.0143093144766708"
"Very high transfer dependency","2003","West Germany","Female","93","0.0130602392665921","0.0106701752731739","0.0154503032600102"
"Very high transfer dependency","2003","East Germany","Male","64","0.0359330789954462","0.0286962790788936","0.0431698789119988"
"Very high transfer dependency","2003","East Germany","Female","78","0.0324128500676423","0.0257551071541771","0.0390705929811075"
"Complete transfer dependency","2003","West Germany","Male","67","0.012839122118357","0.0103739953746904","0.0153042488620237"
"Complete transfer dependency","2003","West Germany","Female","87","0.0157586100715472","0.0131368170291337","0.0183804031139606"
"Complete transfer dependency","2003","East Germany","Male","42","0.0240193341503597","0.0180661838462702","0.0299724844544492"
"Complete transfer dependency","2003","East Germany","Female","42","0.0166095345003365","0.0118048475993708","0.0214142214013021"
"No transfer dependency","2004","West Germany","Male","3209","0.466180488401683","0.455104818056813","0.477256158746553"
"No transfer dependency","2004","West Germany","Female","3513","0.488039640854484","0.477367991558822","0.498711290150145"
"No transfer dependency","2004","East Germany","Male","885","0.420685687675681","0.401157661868826","0.440213713482535"
"No transfer dependency","2004","East Germany","Female","976","0.435125450384717","0.416351961876148","0.453898938893286"
"Very low transfer dependency","2004","West Germany","Male","3948","0.440089408669054","0.429068293196745","0.451110524141363"
"Very low transfer dependency","2004","West Germany","Female","4139","0.406877515215178","0.396389583117927","0.417365447312429"
"Very low transfer dependency","2004","East Germany","Male","1108","0.364141612074823","0.345107277431874","0.383175946717772"
"Very low transfer dependency","2004","East Germany","Female","1201","0.366372455804804","0.348127611313474","0.384617300296134"
"Low transfer dependency","2004","West Germany","Male","390","0.0537535565753123","0.0487462810952496","0.058760832055375"
"Low transfer dependency","2004","West Germany","Female","455","0.0572379258819062","0.0522785294741015","0.062197322289711"
"Low transfer dependency","2004","East Germany","Male","254","0.0985564735755141","0.0867659203598355","0.110347026791193"
"Low transfer dependency","2004","East Germany","Female","289","0.11182614039903","0.0998922403641424","0.123760040433917"
"High transfer dependency","2004","West Germany","Male","116","0.0158097826981525","0.013040302749214","0.018579262647091"
"High transfer dependency","2004","West Germany","Female","147","0.0200084822048029","0.0170189443391419","0.0229980200704638"
"High transfer dependency","2004","East Germany","Male","92","0.049210858313793","0.040654382651887","0.057767333975699"
"High transfer dependency","2004","East Germany","Female","85","0.03236013695404","0.0256593812403125","0.0390608926677676"
"Very high transfer dependency","2004","West Germany","Male","69","0.0127641537816712","0.010271842835562","0.0152564647277803"
"Very high transfer dependency","2004","West Germany","Female","92","0.0159070127753054","0.0132358631799739","0.0185781623706368"
"Very high transfer dependency","2004","East Germany","Male","77","0.0397623632261556","0.0320329273421858","0.0474917991101253"
"Very high transfer dependency","2004","East Germany","Female","95","0.0383086725027921","0.031040451314151","0.0455768936914332"
"Complete transfer dependency","2004","West Germany","Male","61","0.0114026098741268","0.0090453491750963","0.0137598705731573"
"Complete transfer dependency","2004","West Germany","Female","82","0.011929423068324","0.00961155062961706","0.0142472955070309"
"Complete transfer dependency","2004","East Germany","Male","39","0.0276430051340337","0.021157738424178","0.0341282718438895"
"Complete transfer dependency","2004","East Germany","Female","33","0.0160071439546173","0.0112547259534619","0.0207595619557728"
"No transfer dependency","2005","West Germany","Male","3116","0.457809697508574","0.446471283302875","0.469148111714272"
"No transfer dependency","2005","West Germany","Female","3428","0.475644352288589","0.464769931883562","0.486518772693616"
"No transfer dependency","2005","East Germany","Male","877","0.411662860858605","0.391882867475159","0.43144285424205"
"No transfer dependency","2005","East Germany","Female","962","0.427389437746665","0.40826348408575","0.44651539140758"
"Very low transfer dependency","2005","West Germany","Male","3650","0.440228743555403","0.428931345105208","0.451526142005597"
"Very low transfer dependency","2005","West Germany","Female","3868","0.412616020915514","0.401896236204238","0.42333580562679"
"Very low transfer dependency","2005","East Germany","Male","1042","0.358334401702663","0.339061780033341","0.377607023371986"
"Very low transfer dependency","2005","East Germany","Female","1102","0.359472441414712","0.340920761609306","0.378024121220117"
"Low transfer dependency","2005","West Germany","Male","395","0.0558314645171407","0.0506063210040073","0.0610566080302741"
"Low transfer dependency","2005","West Germany","Female","463","0.0603635424731317","0.0551777007160872","0.0655493842301762"
"Low transfer dependency","2005","East Germany","Male","259","0.114980930854019","0.102159650692411","0.127802211015626"
"Low transfer dependency","2005","East Germany","Female","271","0.113097853164863","0.100853197886367","0.125342508443359"
"High transfer dependency","2005","West Germany","Male","114","0.0193159146169284","0.0161836665216806","0.0224481627121761"
"High transfer dependency","2005","West Germany","Female","161","0.0223750242074753","0.0191545496491243","0.0255954987658263"
"High transfer dependency","2005","East Germany","Male","93","0.0411496607416343","0.0331660250967187","0.04913329638655"
"High transfer dependency","2005","East Germany","Female","102","0.0442173218287469","0.0362693316031102","0.0521653120543836"
"Very high transfer dependency","2005","West Germany","Male","77","0.0150040363709226","0.0122373799391108","0.0177706928027344"
"Very high transfer dependency","2005","West Germany","Female","111","0.0179798851110957","0.0150865041489784","0.0208732660732129"
"Very high transfer dependency","2005","East Germany","Male","66","0.0462234706972444","0.0377843585721176","0.0546625828223711"
"Very high transfer dependency","2005","East Germany","Female","91","0.038763860614061","0.0313009182731628","0.0462268029549593"
"Complete transfer dependency","2005","West Germany","Male","65","0.0118101434310319","0.0093515782122795","0.0142687086497842"
"Complete transfer dependency","2005","West Germany","Female","71","0.0110211750041943","0.00874786105190538","0.0132944889564832"
"Complete transfer dependency","2005","East Germany","Male","41","0.0276486751458345","0.0210585913945179","0.0342387588971512"
"Complete transfer dependency","2005","East Germany","Female","42","0.0170590852309524","0.0120527133639754","0.0220654570979294"
"No transfer dependency","2006","West Germany","Male","3521","0.471711760387801","0.460743949665431","0.482679571110171"
"No transfer dependency","2006","West Germany","Female","3857","0.484454547108175","0.47399332106295","0.494915773153401"
"No transfer dependency","2006","East Germany","Male","969","0.404307068420932","0.385240563575375","0.423373573266488"
"No transfer dependency","2006","East Germany","Female","1087","0.436056987451314","0.417529645752174","0.454584329150455"
"Very low transfer dependency","2006","West Germany","Male","3708","0.419667181150836","0.40882448735506","0.430509874946613"
"Very low transfer dependency","2006","West Germany","Female","4005","0.395624457359656","0.385388756283086","0.405860158436226"
"Very low transfer dependency","2006","East Germany","Male","1110","0.373680637840354","0.354885201415625","0.392476074265084"
"Very low transfer dependency","2006","East Germany","Female","1168","0.35095390589617","0.33312245480553","0.36878535698681"
"Low transfer dependency","2006","West Germany","Male","416","0.0586568616412578","0.0534941304195835","0.063819592862932"
"Low transfer dependency","2006","West Germany","Female","468","0.0569973873097357","0.052144429563165","0.0618503450563065"
"Low transfer dependency","2006","East Germany","Male","240","0.0961645728542244","0.0847105925708471","0.107618553137602"
"Low transfer dependency","2006","East Germany","Female","230","0.0892471282913893","0.0785953706543058","0.0998988859284727"
"High transfer dependency","2006","West Germany","Male","150","0.0209579622866939","0.0178107841848096","0.0241051403885783"
"High transfer dependency","2006","West Germany","Female","188","0.0254121520654054","0.0221179229111087","0.028706381219702"
"High transfer dependency","2006","East Germany","Male","95","0.0434766533320035","0.0355538287898479","0.051399477874159"
"High transfer dependency","2006","East Germany","Female","125","0.0590375692658827","0.0502316590673009","0.0678434794644645"
"Very high transfer dependency","2006","West Germany","Male","90","0.0140483666034158","0.011462614747848","0.0166341184589835"
"Very high transfer dependency","2006","West Germany","Female","149","0.0212049874266633","0.0181892920425288","0.0242206828107977"
"Very high transfer dependency","2006","East Germany","Male","91","0.0569938295502058","0.0479869286464911","0.0660007304539205"
"Very high transfer dependency","2006","East Germany","Female","98","0.0446169683350849","0.036903269715123","0.0523306669550469"
"Complete transfer dependency","2006","West Germany","Male","73","0.0149578679299952","0.0122909578429642","0.0176247780170261"
"Complete transfer dependency","2006","West Germany","Female","100","0.0163064687303641","0.0136553299869599","0.0189576074737682"
"Complete transfer dependency","2006","East Germany","Male","40","0.0253772380022803","0.0192671896222221","0.0314872863823385"
"Complete transfer dependency","2006","East Germany","Female","44","0.0200874407601589","0.0148456480477789","0.025329233472539"
"No transfer dependency","2007","West Germany","Male","3290","0.471199057894797","0.459854240311862","0.482543875477731"
"No transfer dependency","2007","West Germany","Female","3606","0.479754585871474","0.468947299466529","0.490561872276419"
"No transfer dependency","2007","East Germany","Male","970","0.435857434420968","0.416101068030895","0.455613800811042"
"No transfer dependency","2007","East Germany","Female","1078","0.451056429435556","0.431977338567672","0.470135520303439"
"Very low transfer dependency","2007","West Germany","Male","3501","0.421522202564158","0.410299362465852","0.432745042662463"
"Very low transfer dependency","2007","West Germany","Female","3762","0.395131282327196","0.384555701413958","0.405706863240434"
"Very low transfer dependency","2007","East Germany","Male","1027","0.365495668858772","0.346309033540811","0.384682304176733"
"Very low transfer dependency","2007","East Germany","Female","1066","0.354775450109286","0.336430750372699","0.373120149845874"
"Low transfer dependency","2007","West Germany","Male","349","0.0523000735235577","0.0472402452971552","0.0573599017499601"
"Low transfer dependency","2007","West Germany","Female","415","0.0598653635752023","0.0547333735685528","0.0649973535818517"
"Low transfer dependency","2007","East Germany","Male","225","0.088889131229367","0.0775507683434212","0.100227494115313"
"Low transfer dependency","2007","East Germany","Female","248","0.0918825812060317","0.0808070138466885","0.102958148565375"
"High transfer dependency","2007","West Germany","Male","131","0.0240855866622097","0.0206011411240421","0.0275700322003774"
"High transfer dependency","2007","West Germany","Female","180","0.0265403083252667","0.023063226333377","0.0300173903171563"
"High transfer dependency","2007","East Germany","Male","83","0.0432597273952852","0.035154236451467","0.0513652183391034"
"High transfer dependency","2007","East Germany","Female","94","0.0429508691744667","0.0351771028615747","0.0507246354873588"
"Very high transfer dependency","2007","West Germany","Male","96","0.0174666075441152","0.0144892763953584","0.020443938692872"
"Very high transfer dependency","2007","West Germany","Female","147","0.0231712118580543","0.0199166947238941","0.0264257289922145"
"Very high transfer dependency","2007","East Germany","Male","72","0.0388969378130368","0.0311935263624659","0.0466003492636077"
"Very high transfer dependency","2007","East Germany","Female","87","0.0377956822951338","0.0304837336634369","0.0451076309268308"
"Complete transfer dependency","2007","West Germany","Male","70","0.0134264718111632","0.0108107299565866","0.0160422136657397"
"Complete transfer dependency","2007","West Germany","Female","99","0.0155372480428071","0.0128618422865546","0.0182126537990597"
"Complete transfer dependency","2007","East Germany","Male","43","0.0276011002825703","0.0210739165926185","0.0341282839725221"
"Complete transfer dependency","2007","East Germany","Female","40","0.0215389877795259","0.0159727366816185","0.0271052388774333"
"No transfer dependency","2008","West Germany","Male","3129","0.473877952671874","0.462147359490081","0.485608545853667"
"No transfer dependency","2008","West Germany","Female","3448","0.487134408935361","0.475971624998339","0.498297192872383"
"No transfer dependency","2008","East Germany","Male","1000","0.474379282233297","0.453967651651596","0.494790912814999"
"No transfer dependency","2008","East Germany","Female","1053","0.463007278578305","0.44323869291579","0.482775864240819"
"Very low transfer dependency","2008","West Germany","Male","3290","0.426778519642631","0.41515852371829","0.438398515566973"
"Very low transfer dependency","2008","West Germany","Female","3536","0.395935698826381","0.385013747175908","0.406857650476854"
"Very low transfer dependency","2008","East Germany","Male","935","0.343815525721808","0.324399768950687","0.36323128249293"
"Very low transfer dependency","2008","East Germany","Female","987","0.358463994160626","0.339451864039811","0.377476124281442"
"Low transfer dependency","2008","West Germany","Male","299","0.051966775431868","0.0467522098376905","0.0571813410260455"
"Low transfer dependency","2008","West Germany","Female","359","0.0558955410035334","0.0507652152682576","0.0610258667388093"
"Low transfer dependency","2008","East Germany","Male","197","0.0789385789833542","0.0679163976018531","0.0899607603648553"
"Low transfer dependency","2008","East Germany","Female","205","0.0747907890218004","0.0643618165383898","0.0852197615052111"
"High transfer dependency","2008","West Germany","Male","108","0.0209114225798675","0.0175498208980364","0.0242730242616987"
"High transfer dependency","2008","West Germany","Female","149","0.0238753952795703","0.0204660243866687","0.0272847661724719"
"High transfer dependency","2008","East Germany","Male","69","0.0394274489465591","0.0314723968058414","0.0473825010872768"
"High transfer dependency","2008","East Germany","Female","68","0.0389408831434627","0.0312712350082661","0.0466105312786592"
"Very high transfer dependency","2008","West Germany","Male","71","0.0121037356554233","0.00953476668935352","0.014672704621493"
"Very high transfer dependency","2008","West Germany","Female","127","0.0192808202194364","0.016209808874209","0.0223518315646638"
"Very high transfer dependency","2008","East Germany","Male","64","0.0339710734408735","0.0265660181428549","0.041376128738892"
"Very high transfer dependency","2008","East Germany","Female","94","0.0447820933738162","0.0365823376735222","0.0529818490741102"
"Complete transfer dependency","2008","West Germany","Male","63","0.0143615940183358","0.0115664537759926","0.0171567342606791"
"Complete transfer dependency","2008","West Germany","Female","83","0.0178781357357179","0.0149188279361888","0.0208374435352469"
"Complete transfer dependency","2008","East Germany","Male","34","0.0294680906741075","0.0225552027876331","0.0363809785605819"
"Complete transfer dependency","2008","East Germany","Female","37","0.0200149617219894","0.0144625125097117","0.0255674109342672"
"No transfer dependency","2009","West Germany","Male","3020","0.482582136996991","0.470435268267976","0.494729005726007"
"No transfer dependency","2009","West Germany","Female","3356","0.509057884296459","0.497451593687003","0.520664174905915"
"No transfer dependency","2009","East Germany","Male","991","0.481928620788822","0.46094861345943","0.502908628118214"
"No transfer dependency","2009","East Germany","Female","1076","0.476000911797883","0.455748309721954","0.496253513873811"
"Very low transfer dependency","2009","West Germany","Male","2993","0.422460505924967","0.410453301367351","0.434467710482583"
"Very low transfer dependency","2009","West Germany","Female","3134","0.385575819647183","0.374275681412151","0.396875957882215"
"Very low transfer dependency","2009","East Germany","Male","889","0.34329366156907","0.323357663984638","0.363229659153503"
"Very low transfer dependency","2009","East Germany","Female","899","0.338606863538898","0.319416226470848","0.357797500606948"
"Low transfer dependency","2009","West Germany","Male","287","0.0520448417642365","0.0466455008301168","0.0574441826983562"
"Low transfer dependency","2009","West Germany","Female","363","0.0570728640246793","0.0516870839886478","0.0624586440607108"
"Low transfer dependency","2009","East Germany","Male","165","0.0903934137013664","0.0783537413551912","0.102433086047542"
"Low transfer dependency","2009","East Germany","Female","187","0.0961685972310337","0.0842129793578495","0.108124215104218"
"High transfer dependency","2009","West Germany","Male","89","0.0181064583268864","0.0148652498619795","0.0213476667917933"
"High transfer dependency","2009","West Germany","Female","128","0.020646208655763","0.0173449110863185","0.0239475062252074"
"High transfer dependency","2009","East Germany","Male","47","0.0203341600677087","0.0144080245680698","0.0262602955673477"
"High transfer dependency","2009","East Germany","Female","75","0.0359169801686444","0.0283709455000677","0.043463014837221"
"Very high transfer dependency","2009","West Germany","Male","58","0.0108415325732744","0.00832422499064012","0.0133588401559087"
"Very high transfer dependency","2009","West Germany","Female","92","0.014764165062965","0.0119640926850213","0.0175642374409086"
"Very high transfer dependency","2009","East Germany","Male","53","0.035544516515342","0.0277704746546488","0.0433185583760353"
"Very high transfer dependency","2009","East Germany","Female","68","0.0378552265545786","0.0301160490238304","0.0455944040853268"
"Complete transfer dependency","2009","West Germany","Male","54","0.0139645244136443","0.0111120789294738","0.0168169698978148"
