"ple0053","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1993","Part Time","vocational + Abi","","","",""
"Yes","1993","Part Time","higher vocational","","","",""
"Yes","1993","Part Time","higher education","","","",""
"Yes","1993","Not Working","in school","","","",""
"Yes","1993","Not Working","inadequately","","","",""
"Yes","1993","Not Working","general elemantary","","","",""
"Yes","1993","Not Working","middle vocational","","","",""
"Yes","1993","Not Working","vocational + Abi","","","",""
"Yes","1993","Not Working","higher vocational","","","",""
"Yes","1993","Not Working","higher education","","","",""
"No","1993","Full Time","in school","","","",""
"No","1993","Full Time","inadequately","","","",""
"No","1993","Full Time","general elemantary","","","",""
"No","1993","Full Time","middle vocational","","","",""
"No","1993","Full Time","vocational + Abi","","","",""
"No","1993","Full Time","higher vocational","","","",""
"No","1993","Full Time","higher education","","","",""
"No","1993","Part Time","in school","","","",""
"No","1993","Part Time","inadequately","","","",""
"No","1993","Part Time","general elemantary","","","",""
"No","1993","Part Time","middle vocational","","","",""
"No","1993","Part Time","vocational + Abi","","","",""
"No","1993","Part Time","higher vocational","","","",""
"No","1993","Part Time","higher education","","","",""
"No","1993","Not Working","in school","","","",""
"No","1993","Not Working","inadequately","","","",""
"No","1993","Not Working","general elemantary","","","",""
"No","1993","Not Working","middle vocational","","","",""
"No","1993","Not Working","vocational + Abi","","","",""
"No","1993","Not Working","higher vocational","","","",""
"No","1993","Not Working","higher education","","","",""
"Yes","1994","Full Time","in school","","","",""
"Yes","1994","Full Time","inadequately","22","","",""
"Yes","1994","Full Time","general elemantary","79","0.101800877253773","0.0809251005100672","0.12267665399748"
"Yes","1994","Full Time","middle vocational","263","0.0901697814793684","0.0802613191641327","0.100078243794604"
"Yes","1994","Full Time","vocational + Abi","20","","",""
"Yes","1994","Full Time","higher vocational","29","","",""
"Yes","1994","Full Time","higher education","67","0.0640966243003063","0.0490879145193677","0.0791053340812449"
"Yes","1994","Part Time","in school","2","","",""
"Yes","1994","Part Time","inadequately","13","","",""
"Yes","1994","Part Time","general elemantary","56","0.105266640165212","0.078230935884094","0.13230234444633"
"Yes","1994","Part Time","middle vocational","164","0.134717349101063","0.11541604650433","0.154018651697796"
"Yes","1994","Part Time","vocational + Abi","7","","",""
"Yes","1994","Part Time","higher vocational","22","","",""
"Yes","1994","Part Time","higher education","36","0.14657752862113","0.105370565615902","0.187784491626357"
"Yes","1994","Not Working","in school","11","","",""
"Yes","1994","Not Working","inadequately","38","0.146722763330286","0.103209158683539","0.190236367977033"
"Yes","1994","Not Working","general elemantary","188","0.176309736316887","0.154793085014345","0.197826387619428"
"Yes","1994","Not Working","middle vocational","349","0.197095638283034","0.180342765900407","0.21384851066566"
"Yes","1994","Not Working","vocational + Abi","23","","",""
"Yes","1994","Not Working","higher vocational","47","0.259779476354517","0.199157088051033","0.320401864658002"
"Yes","1994","Not Working","higher education","47","0.130372415902483","0.094893564475972","0.165851267328993"
"No","1994","Full Time","in school","5","","",""
"No","1994","Full Time","inadequately","183","0.893059001334515","0.850754814229134","0.935363188439896"
"No","1994","Full Time","general elemantary","727","0.898199122746227","0.87732334600252","0.919074899489933"
"No","1994","Full Time","middle vocational","2947","0.909830218520632","0.899921756205396","0.919738680835867"
"No","1994","Full Time","vocational + Abi","183","0.915438108788703","0.877164280018666","0.95371193755874"
"No","1994","Full Time","higher vocational","398","0.931372109181773","0.907392279533888","0.955351938829659"
"No","1994","Full Time","higher education","956","0.935903375699694","0.920894665918755","0.950912085480632"
"No","1994","Part Time","in school","10","","",""
"No","1994","Part Time","inadequately","85","0.875681305052404","0.810356772093222","0.941005838011587"
"No","1994","Part Time","general elemantary","439","0.894733359834788","0.86769765555367","0.921769064115906"
"No","1994","Part Time","middle vocational","1038","0.865282650898937","0.845981348302204","0.88458395349567"
"No","1994","Part Time","vocational + Abi","75","0.956640554790159","0.912558947915575","1.00072216166474"
"No","1994","Part Time","higher vocational","106","0.808524907699855","0.740362338482935","0.876687476916774"
"No","1994","Part Time","higher education","247","0.853422471378871","0.812215508373643","0.894629434384098"
"No","1994","Not Working","in school","210","0.948248401165759","0.919042211612105","0.977454590719413"
"No","1994","Not Working","inadequately","216","0.853277236669714","0.809763632022967","0.896790841316461"
"No","1994","Not Working","general elemantary","1017","0.823690263683113","0.802173612380572","0.845206914985655"
"No","1994","Not Working","middle vocational","1817","0.802904361716966","0.78615148933434","0.819657234099593"
"No","1994","Not Working","vocational + Abi","85","0.764851026338466","0.684868303631502","0.84483374904543"
"No","1994","Not Working","higher vocational","154","0.740220523645483","0.679598135341998","0.800842911948967"
"No","1994","Not Working","higher education","299","0.869627584097517","0.834148732671007","0.905106435524028"
"Yes","1995","Full Time","in school","","","",""
"Yes","1995","Full Time","inadequately","14","","",""
"Yes","1995","Full Time","general elemantary","70","0.0916034105630465","0.070972343451721","0.112234477674372"
"Yes","1995","Full Time","middle vocational","252","0.0809024293653088","0.0713249686899164","0.0904798900407011"
"Yes","1995","Full Time","vocational + Abi","23","","",""
"Yes","1995","Full Time","higher vocational","28","","",""
"Yes","1995","Full Time","higher education","69","0.0719380002224065","0.0564198138712281","0.0874561865735849"
"Yes","1995","Part Time","in school","3","","",""
"Yes","1995","Part Time","inadequately","15","","",""
"Yes","1995","Part Time","general elemantary","68","0.141502247023304","0.111073499804869","0.171930994241738"
"Yes","1995","Part Time","middle vocational","189","0.133604590054377","0.115529195364643","0.151679984744112"
"Yes","1995","Part Time","vocational + Abi","23","","",""
"Yes","1995","Part Time","higher vocational","19","","",""
"Yes","1995","Part Time","higher education","38","0.0913099541813138","0.0598966385784169","0.122723269784211"
"Yes","1995","Not Working","in school","18","","",""
"Yes","1995","Not Working","inadequately","36","0.118937193255948","0.0793601080150524","0.158514278496845"
"Yes","1995","Not Working","general elemantary","214","0.196435982352468","0.174366904965042","0.218505059739894"
"Yes","1995","Not Working","middle vocational","360","0.16597132615073","0.150594723695338","0.181347928606123"
"Yes","1995","Not Working","vocational + Abi","13","","",""
"Yes","1995","Not Working","higher vocational","35","0.191414278482128","0.13562103533895","0.247207521625306"
"Yes","1995","Not Working","higher education","62","0.177929166203713","0.138800661578178","0.217057670829248"
"No","1995","Full Time","in school","6","","",""
"No","1995","Full Time","inadequately","160","0.941966730408583","0.907226734047761","0.976706726769405"
"No","1995","Full Time","general elemantary","681","0.908396589436953","0.887765522325628","0.929027656548279"
"No","1995","Full Time","middle vocational","2862","0.919097570634691","0.909520109959299","0.928675031310084"
"No","1995","Full Time","vocational + Abi","217","0.909321865745354","0.872992938382193","0.945650793108514"
"No","1995","Full Time","higher vocational","413","0.913035311299737","0.886736019324489","0.939334603274985"
"No","1995","Full Time","higher education","996","0.928061999777594","0.912543813426415","0.943580186128772"
"No","1995","Part Time","in school","1","","",""
"No","1995","Part Time","inadequately","86","0.834800121293414","0.762375952767831","0.907224289818997"
"No","1995","Part Time","general elemantary","436","0.858497752976696","0.828069005758262","0.888926500195131"
"No","1995","Part Time","middle vocational","1172","0.866395409945623","0.848320015255888","0.884470804635357"
"No","1995","Part Time","vocational + Abi","86","0.807535275895785","0.733525146377393","0.881545405414177"
"No","1995","Part Time","higher vocational","110","0.84544294953406","0.78306374966288","0.907822149405239"
"No","1995","Part Time","higher education","285","0.908690045818686","0.877276730215789","0.940103361421583"
"No","1995","Not Working","in school","258","0.942106088921372","0.914553659396509","0.969658518446236"
"No","1995","Not Working","inadequately","221","0.881062806744052","0.841485721503155","0.920639891984948"
"No","1995","Not Working","general elemantary","1031","0.803564017647532","0.781494940260106","0.825633095034958"
"No","1995","Not Working","middle vocational","1889","0.83402867384927","0.818652071393877","0.849405276304662"
"No","1995","Not Working","vocational + Abi","116","0.908978909975163","0.859342409437457","0.958615410512868"
"No","1995","Not Working","higher vocational","156","0.808585721517872","0.752792478374694","0.86437896466105"
"No","1995","Not Working","higher education","305","0.822070833796287","0.782942329170752","0.861199338421822"
"Yes","1996","Full Time","in school","1","","",""
"Yes","1996","Full Time","inadequately","16","","",""
"Yes","1996","Full Time","general elemantary","58","0.0844301662273398","0.0636245495458732","0.105235782908806"
"Yes","1996","Full Time","middle vocational","238","0.0740932803799393","0.0647901850337484","0.0833963757261303"
"Yes","1996","Full Time","vocational + Abi","18","","",""
"Yes","1996","Full Time","higher vocational","40","0.0671692852886668","0.0438860467118845","0.0904525238654491"
"Yes","1996","Full Time","higher education","79","0.0720413313837025","0.0566282161349931","0.087454446632412"
"Yes","1996","Part Time","in school","1","","",""
"Yes","1996","Part Time","inadequately","18","","",""
"Yes","1996","Part Time","general elemantary","57","0.109784018546606","0.0829657895593259","0.136602247533887"
"Yes","1996","Part Time","middle vocational","199","0.13685638398138","0.11877517691438","0.15493759104838"
"Yes","1996","Part Time","vocational + Abi","21","","",""
"Yes","1996","Part Time","higher vocational","27","","",""
"Yes","1996","Part Time","higher education","47","0.109568520956357","0.0759698420539992","0.143167199858716"
"Yes","1996","Not Working","in school","19","","",""
"Yes","1996","Not Working","inadequately","39","0.164628154489804","0.118286396016232","0.210969912963377"
"Yes","1996","Not Working","general elemantary","205","0.176443144818328","0.154830230759568","0.198056058877088"
"Yes","1996","Not Working","middle vocational","369","0.182601415618393","0.166406002789105","0.198796828447681"
"Yes","1996","Not Working","vocational + Abi","20","","",""
"Yes","1996","Not Working","higher vocational","29","","",""
"Yes","1996","Not Working","higher education","68","0.218730591124472","0.175667853760902","0.261793328488043"
"No","1996","Full Time","in school","5","","",""
"No","1996","Full Time","inadequately","120","0.857471569809317","0.798717324452562","0.916225815166072"
"No","1996","Full Time","general elemantary","628","0.91556983377266","0.894764217091194","0.936375450454127"
"No","1996","Full Time","middle vocational","2807","0.925906719620061","0.91660362427387","0.935209814966252"
"No","1996","Full Time","vocational + Abi","232","0.942034712603792","0.913068245044422","0.971001180163162"
"No","1996","Full Time","higher vocational","404","0.932830714711333","0.909547476134551","0.956113953288116"
"No","1996","Full Time","higher education","1002","0.927958668616297","0.912545553367588","0.943371783865007"
"No","1996","Part Time","in school","10","","",""
"No","1996","Part Time","inadequately","95","0.846051241988799","0.779509326602678","0.912593157374919"
"No","1996","Part Time","general elemantary","465","0.890215981453394","0.863397752466113","0.917034210440674"
"No","1996","Part Time","middle vocational","1189","0.86314361601862","0.84506240895162","0.88122482308562"
"No","1996","Part Time","vocational + Abi","88","0.812459551886675","0.73917993481746","0.88573916895589"
"No","1996","Part Time","higher vocational","114","0.805799265115105","0.740504644519318","0.871093885710891"
"No","1996","Part Time","higher education","285","0.890431479043643","0.856832800141284","0.924030157946001"
"No","1996","Not Working","in school","258","0.938750727217232","0.910512734750009","0.966988719684455"
"No","1996","Not Working","inadequately","207","0.835371845510196","0.789030087036623","0.881713603983768"
"No","1996","Not Working","general elemantary","990","0.823556855181672","0.801943941122912","0.845169769240432"
"No","1996","Not Working","middle vocational","1817","0.817398584381607","0.801203171552319","0.833593997210895"
"No","1996","Not Working","vocational + Abi","99","0.826136392996694","0.758043022724118","0.894229763269269"
"No","1996","Not Working","higher vocational","150","0.809243055115777","0.751685644840264","0.866800465391289"
"No","1996","Not Working","higher education","286","0.781269408875528","0.738206671511957","0.824332146239098"
"Yes","1997","Full Time","in school","","","",""
"Yes","1997","Full Time","inadequately","18","","",""
"Yes","1997","Full Time","general elemantary","69","0.0973016148630446","0.0750752163944796","0.11952801333161"
"Yes","1997","Full Time","middle vocational","227","0.0789262691707892","0.0691063752227107","0.0887461631188677"
"Yes","1997","Full Time","vocational + Abi","24","","",""
"Yes","1997","Full Time","higher vocational","30","0.0557087026449277","0.0343506946944556","0.0770667105953997"
"Yes","1997","Full Time","higher education","81","0.0730691259548947","0.0577035825464189","0.0884346693633705"
"Yes","1997","Part Time","in school","","","",""
"Yes","1997","Part Time","inadequately","12","","",""
"Yes","1997","Part Time","general elemantary","51","0.114887693853612","0.0854898946591937","0.144285493048031"
"Yes","1997","Part Time","middle vocational","189","0.125970536516594","0.108425581840276","0.143515491192911"
"Yes","1997","Part Time","vocational + Abi","16","","",""
"Yes","1997","Part Time","higher vocational","24","","",""
"Yes","1997","Part Time","higher education","29","","",""
"Yes","1997","Not Working","in school","24","","",""
"Yes","1997","Not Working","inadequately","31","0.148625923557085","0.104353862080892","0.192897985033278"
"Yes","1997","Not Working","general elemantary","221","0.192995715835849","0.170666718473616","0.215324713198083"
"Yes","1997","Not Working","middle vocational","374","0.177406811510397","0.161515881914329","0.193297741106465"
"Yes","1997","Not Working","vocational + Abi","19","","",""
"Yes","1997","Not Working","higher vocational","35","0.171537875316336","0.116618555978163","0.226457194654509"
"Yes","1997","Not Working","higher education","54","0.171995095420419","0.133066478320211","0.210923712520628"
"No","1997","Full Time","in school","3","","",""
"No","1997","Full Time","inadequately","103","0.837117667133054","0.771323764145145","0.902911570120963"
"No","1997","Full Time","general elemantary","614","0.902698385136955","0.88047198666839","0.92492478360552"
"No","1997","Full Time","middle vocational","2669","0.921073730829211","0.911253836881132","0.930893624777289"
"No","1997","Full Time","vocational + Abi","221","0.915047530888273","0.880135518856718","0.949959542919829"
"No","1997","Full Time","higher vocational","413","0.944291297355072","0.9229332894046","0.965649305305544"
"No","1997","Full Time","higher education","1021","0.926930874045105","0.91156533063663","0.942296417453581"
"No","1997","Part Time","in school","11","","",""
"No","1997","Part Time","inadequately","84","0.894348469228911","0.832858573664965","0.955838364792856"
"No","1997","Part Time","general elemantary","401","0.885112306146388","0.855714506951969","0.914510105340806"
"No","1997","Part Time","middle vocational","1185","0.874029463483406","0.856484508807089","0.891574418159724"
"No","1997","Part Time","vocational + Abi","82","0.817540488066449","0.741073683408847","0.894007292724051"
"No","1997","Part Time","higher vocational","115","0.858925501816775","0.801056939008587","0.916794064624963"
"No","1997","Part Time","higher education","278","0.891137457782114","0.856296467630452","0.925978447933777"
"No","1997","Not Working","in school","277","0.8936305889391","0.858800688447937","0.928460489430263"
"No","1997","Not Working","inadequately","217","0.851374076442915","0.807102014966722","0.895646137919108"
"No","1997","Not Working","general elemantary","979","0.807004284164151","0.784675286801917","0.829333281526384"
"No","1997","Not Working","middle vocational","1846","0.822593188489603","0.806702258893535","0.838484118085671"
"No","1997","Not Working","vocational + Abi","95","0.869612744718756","0.807800262360032","0.93142522707748"
"No","1997","Not Working","higher vocational","146","0.828462124683664","0.773542805345491","0.883381444021837"
"No","1997","Not Working","higher education","307","0.828004904579581","0.789076287479372","0.866933521679789"
"Yes","1998","Full Time","in school","","","",""
"Yes","1998","Full Time","inadequately","9","","",""
"Yes","1998","Full Time","general elemantary","63","0.0982659028600736","0.0763237591846142","0.120208046535533"
"Yes","1998","Full Time","middle vocational","219","0.0735849582836249","0.0643173706416988","0.082852545925551"
"Yes","1998","Full Time","vocational + Abi","22","","",""
"Yes","1998","Full Time","higher vocational","41","0.0719438972068188","0.0488998571717885","0.0949879372418492"
"Yes","1998","Full Time","higher education","81","0.0711689763021194","0.0562702619159261","0.0860676906883128"
"Yes","1998","Part Time","in school","","","",""
"Yes","1998","Part Time","inadequately","12","","",""
"Yes","1998","Part Time","general elemantary","70","0.154301088151549","0.12244613308334","0.186156043219759"
"Yes","1998","Part Time","middle vocational","201","0.139753466122352","0.122142081503878","0.157364850740825"
"Yes","1998","Part Time","vocational + Abi","14","","",""
"Yes","1998","Part Time","higher vocational","17","","",""
"Yes","1998","Part Time","higher education","53","0.125195863689058","0.0928450306214696","0.157546696756646"
"Yes","1998","Not Working","in school","19","","",""
"Yes","1998","Not Working","inadequately","41","0.20828435547334","0.156584794304363","0.259983916642317"
"Yes","1998","Not Working","general elemantary","219","0.159045370089027","0.13957989334863","0.178510846829424"
"Yes","1998","Not Working","middle vocational","443","0.177589764542374","0.162638963939792","0.192540565144957"
"Yes","1998","Not Working","vocational + Abi","27","","",""
"Yes","1998","Not Working","higher vocational","38","0.1807408482036","0.128193199287525","0.233288497119675"
"Yes","1998","Not Working","higher education","81","0.194460020188128","0.157094746377767","0.231825293998489"
"No","1998","Full Time","in school","4","","",""
"No","1998","Full Time","inadequately","109","0.909068375106742","0.857192810317395","0.96094393989609"
"No","1998","Full Time","general elemantary","644","0.901734097139926","0.879791953464467","0.923676240815386"
"No","1998","Full Time","middle vocational","2830","0.926415041716375","0.917147454074449","0.935682629358301"
"No","1998","Full Time","vocational + Abi","240","0.910239175833431","0.875627819167366","0.944850532499495"
"No","1998","Full Time","higher vocational","442","0.928056102793181","0.905012062758151","0.951100142828212"
"No","1998","Full Time","higher education","1063","0.928831023697881","0.913932309311687","0.943729738084074"
"No","1998","Part Time","in school","13","","",""
"No","1998","Part Time","inadequately","81","0.89531539164132","0.833094524640971","0.957536258641668"
"No","1998","Part Time","general elemantary","424","0.845698911848451","0.813843956780241","0.87755386691666"
"No","1998","Part Time","middle vocational","1288","0.860246533877648","0.842635149259175","0.877857918496122"
"No","1998","Part Time","vocational + Abi","109","0.915844136558105","0.866781768058102","0.964906505058107"
"No","1998","Part Time","higher vocational","121","0.868301341577156","0.811881162624401","0.924721520529911"
"No","1998","Part Time","higher education","349","0.874804136310942","0.842453303243354","0.90715496937853"
"No","1998","Not Working","in school","296","0.911863455260965","0.880556867839691","0.943170042682238"
"No","1998","Not Working","inadequately","196","0.79171564452666","0.740016083357683","0.843415205695637"
"No","1998","Not Working","general elemantary","1137","0.840954629910973","0.821489153170576","0.860420106651369"
"No","1998","Not Working","middle vocational","2067","0.822410235457626","0.807459434855043","0.837361036060208"
"No","1998","Not Working","vocational + Abi","99","0.785604535420741","0.713945228005991","0.857263842835492"
"No","1998","Not Working","higher vocational","168","0.8192591517964","0.766711502880324","0.871806800712475"
"No","1998","Not Working","higher education","350","0.805539979811872","0.768174706001511","0.842905253622233"
"Yes","1999","Full Time","in school","","","",""
"Yes","1999","Full Time","inadequately","14","","",""
"Yes","1999","Full Time","general elemantary","62","0.0895302849513235","0.0681340294298962","0.110926540472751"
"Yes","1999","Full Time","middle vocational","232","0.0811206475061935","0.0713994061121374","0.0908418889002496"
"Yes","1999","Full Time","vocational + Abi","15","","",""
"Yes","1999","Full Time","higher vocational","39","0.0862593271065793","0.0609586565255194","0.111559997687639"
"Yes","1999","Full Time","higher education","91","0.0743091727117587","0.0592808901021908","0.0893374553213266"
"Yes","1999","Part Time","in school","5","","",""
"Yes","1999","Part Time","inadequately","6","","",""
"Yes","1999","Part Time","general elemantary","74","0.123600165750308","0.0947516310624814","0.152448700438134"
"Yes","1999","Part Time","middle vocational","192","0.128666498372114","0.112177455410505","0.145155541333724"
"Yes","1999","Part Time","vocational + Abi","22","","",""
"Yes","1999","Part Time","higher vocational","22","","",""
"Yes","1999","Part Time","higher education","40","0.101392318903242","0.0707599018463514","0.132024735960132"
"Yes","1999","Not Working","in school","25","","",""
"Yes","1999","Not Working","inadequately","30","0.139639334576844","0.0944497831703106","0.184828885983377"
"Yes","1999","Not Working","general elemantary","222","0.20361173147099","0.181482396596792","0.225741066345188"
"Yes","1999","Not Working","middle vocational","414","0.182076594251659","0.16646067819197","0.197692510311348"
"Yes","1999","Not Working","vocational + Abi","18","","",""
"Yes","1999","Not Working","higher vocational","40","0.1655522347962","0.113250712723343","0.217853756869057"
"Yes","1999","Not Working","higher education","91","0.225881670396539","0.186172806453795","0.265590534339283"
"No","1999","Full Time","in school","2","","",""
"No","1999","Full Time","inadequately","101","0.905331558118536","0.851825172505409","0.958837943731664"
"No","1999","Full Time","general elemantary","622","0.910469715048677","0.889073459527249","0.931865970570104"
"No","1999","Full Time","middle vocational","2798","0.918879352493807","0.909158111099751","0.928600593887863"
"No","1999","Full Time","vocational + Abi","259","0.948845153773329","0.922758770355801","0.974931537190856"
"No","1999","Full Time","higher vocational","434","0.913740672893421","0.888440002312361","0.939041343474481"
"No","1999","Full Time","higher education","1079","0.925690827288241","0.910662544678673","0.940719109897809"
"No","1999","Part Time","in school","38","0.895935179172501","0.804670206423701","0.9872001519213"
"No","1999","Part Time","inadequately","79","0.925226168441268","0.869310000628235","0.981142336254302"
"No","1999","Part Time","general elemantary","426","0.876399834249692","0.847551299561866","0.905248368937519"
"No","1999","Part Time","middle vocational","1392","0.871333501627886","0.854844458666276","0.887822544589495"
"No","1999","Part Time","vocational + Abi","106","0.791144370242848","0.720724686495146","0.86156405399055"
"No","1999","Part Time","higher vocational","134","0.895619373726886","0.847639678966341","0.943599068487431"
"No","1999","Part Time","higher education","333","0.898607681096758","0.867975264039868","0.929240098153649"
"No","1999","Not Working","in school","251","0.859971216202124","0.81903156237533","0.900910870028919"
"No","1999","Not Working","inadequately","196","0.860360665423156","0.815171114016623","0.905550216829689"
"No","1999","Not Working","general elemantary","1050","0.79638826852901","0.774258933654812","0.818517603403208"
"No","1999","Not Working","middle vocational","1932","0.817923405748341","0.802307489688652","0.83353932180803"
"No","1999","Not Working","vocational + Abi","89","0.78355225530195","0.705521337134521","0.86158317346938"
"No","1999","Not Working","higher vocational","154","0.8344477652038","0.782146243130943","0.886749287276657"
"No","1999","Not Working","higher education","335","0.774118329603461","0.734409465660717","0.813827193546206"
"Yes","2000","Full Time","in school","1","","",""
"Yes","2000","Full Time","inadequately","8","","",""
"Yes","2000","Full Time","general elemantary","66","0.080405550255493","0.0621253978148979","0.098685702696088"
"Yes","2000","Full Time","middle vocational","415","0.0809236996395193","0.0735967314786173","0.0882506678004212"
"Yes","2000","Full Time","vocational + Abi","46","0.0871870370642162","0.0639253758637449","0.110448698264687"
"Yes","2000","Full Time","higher vocational","88","0.0851886795500322","0.0679636801162652","0.102413678983799"
"Yes","2000","Full Time","higher education","155","0.0656918585696174","0.0554140189345875","0.0759696982046472"
"Yes","2000","Part Time","in school","7","","",""
"Yes","2000","Part Time","inadequately","12","","",""
"Yes","2000","Part Time","general elemantary","95","0.141924160155425","0.116591818869211","0.16725650144164"
"Yes","2000","Part Time","middle vocational","353","0.114860676232351","0.103098595551695","0.126622756913007"
"Yes","2000","Part Time","vocational + Abi","34","0.123474573154273","0.0844500330488501","0.162499113259696"
"Yes","2000","Part Time","higher vocational","59","0.149397453620976","0.112876468375106","0.185918438866847"
"Yes","2000","Part Time","higher education","84","0.107104563637434","0.0847478115390838","0.129461315735785"
"Yes","2000","Not Working","in school","15","","",""
"Yes","2000","Not Working","inadequately","31","0.123334399906805","0.0818200095197102","0.164848790293899"
"Yes","2000","Not Working","general elemantary","330","0.170840896011607","0.154317120020984","0.18736467200223"
"Yes","2000","Not Working","middle vocational","796","0.171354915583676","0.160586619275985","0.182123211891368"
"Yes","2000","Not Working","vocational + Abi","46","0.15824275645697","0.116237422398308","0.200248090515631"
"Yes","2000","Not Working","higher vocational","86","0.162529548379061","0.130696798936799","0.194362297821323"
"Yes","2000","Not Working","higher education","144","0.170138797079015","0.145098213452011","0.195179380706019"
"No","2000","Full Time","in school","2","","",""
"No","2000","Full Time","inadequately","79","0.858834094301358","0.785668313336622","0.931999875266094"
"No","2000","Full Time","general elemantary","784","0.919594449744507","0.901314297303912","0.937874602185102"
"No","2000","Full Time","middle vocational","4907","0.919076300360481","0.911749332199579","0.926403268521383"
"No","2000","Full Time","vocational + Abi","519","0.912812962935784","0.889551301735313","0.936074624136255"
"No","2000","Full Time","higher vocational","921","0.914811320449968","0.897586321016201","0.932036319883735"
"No","2000","Full Time","higher education","2077","0.934308141430383","0.924030301795353","0.944585981065412"
"No","2000","Part Time","in school","74","0.914146970145891","0.853138321283067","0.975155619008714"
"No","2000","Part Time","inadequately","65","0.868890100136346","0.793501983153335","0.944278217119357"
"No","2000","Part Time","general elemantary","634","0.858075839844574","0.83274349855836","0.883408181130789"
"No","2000","Part Time","middle vocational","2470","0.885139323767649","0.873377243086993","0.896901404448305"
"No","2000","Part Time","vocational + Abi","239","0.876525426845727","0.837500886740304","0.91554996695115"
"No","2000","Part Time","higher vocational","307","0.850602546379024","0.814081561133154","0.887123531624894"
"No","2000","Part Time","higher education","651","0.892895436362566","0.870538684264215","0.915252188460916"
"No","2000","Not Working","in school","399","0.968751739196419","0.951992006281161","0.985511472111676"
"No","2000","Not Working","inadequately","210","0.876665600093195","0.835151209706101","0.91817999048029"
"No","2000","Not Working","general elemantary","1663","0.829159103988393","0.81263532799777","0.845682879979016"
"No","2000","Not Working","middle vocational","3908","0.828645084416324","0.817876788108632","0.839413380724015"
"No","2000","Not Working","vocational + Abi","244","0.84175724354303","0.799751909484369","0.883762577601692"
"No","2000","Not Working","higher vocational","430","0.837470451620939","0.805637702178677","0.869303201063201"
"No","2000","Not Working","higher education","721","0.829861202920985","0.804820619293981","0.854901786547989"
"Yes","2001","Full Time","in school","","","",""
"Yes","2001","Full Time","inadequately","5","","",""
"Yes","2001","Full Time","general elemantary","61","0.0699762923627216","0.0522430969257202","0.0877094877997229"
"Yes","2001","Full Time","middle vocational","379","0.0856824039531508","0.0777369287725436","0.0936278791337581"
"Yes","2001","Full Time","vocational + Abi","34","0.0642221079529215","0.0429251355407323","0.0855190803651106"
"Yes","2001","Full Time","higher vocational","67","0.0787296283203218","0.0607405394195656","0.096718717221078"
"Yes","2001","Full Time","higher education","150","0.0727479301556784","0.0614774548022889","0.0840184055090678"
"Yes","2001","Part Time","in school","9","","",""
"Yes","2001","Part Time","inadequately","3","","",""
"Yes","2001","Part Time","general elemantary","78","0.110893440462101","0.0870639360643154","0.134722944859888"
"Yes","2001","Part Time","middle vocational","336","0.122531995879872","0.109945119294826","0.135118872464919"
"Yes","2001","Part Time","vocational + Abi","33","0.110062350417363","0.073854201367823","0.146270499466902"
"Yes","2001","Part Time","higher vocational","55","0.179451281809323","0.139192479957295","0.21971008366135"
"Yes","2001","Part Time","higher education","80","0.118769835872378","0.0948037657107778","0.142735906033979"
"Yes","2001","Not Working","in school","17","","",""
"Yes","2001","Not Working","inadequately","29","","",""
"Yes","2001","Not Working","general elemantary","293","0.190296681138262","0.171367944174723","0.209225418101802"
"Yes","2001","Not Working","middle vocational","729","0.174827037860345","0.16340125311352","0.186252822607171"
"Yes","2001","Not Working","vocational + Abi","55","0.177976176523758","0.133094494165974","0.222857858881541"
"Yes","2001","Not Working","higher vocational","85","0.171434796921979","0.137325363659448","0.205544230184509"
"Yes","2001","Not Working","higher education","133","0.159504698385328","0.134351670417442","0.184657726353214"
"No","2001","Full Time","in school","6","","",""
"No","2001","Full Time","inadequately","65","0.943660487856743","0.889645597666208","0.997675378047278"
"No","2001","Full Time","general elemantary","734","0.930023707637278","0.912290512200277","0.94775690307428"
"No","2001","Full Time","middle vocational","4388","0.914317596046849","0.906372120866242","0.922263071227456"
"No","2001","Full Time","vocational + Abi","475","0.935777892047079","0.914480919634889","0.957074864459268"
"No","2001","Full Time","higher vocational","794","0.921270371679678","0.903281282778922","0.939259460580434"
"No","2001","Full Time","higher education","1890","0.927252069844322","0.915981594490932","0.938522545197711"
"No","2001","Part Time","in school","107","0.919377468328072","0.869833106329383","0.968921830326761"
"No","2001","Part Time","inadequately","60","0.902972190893673","0.829881323378749","0.976063058408596"
"No","2001","Part Time","general elemantary","589","0.889106559537899","0.865277055140112","0.912936063935685"
"No","2001","Part Time","middle vocational","2271","0.877468004120128","0.864881127535082","0.890054880705174"
"No","2001","Part Time","vocational + Abi","254","0.889937649582637","0.853729500533098","0.926145798632177"
"No","2001","Part Time","higher vocational","294","0.820548718190678","0.78028991633865","0.860807520042705"
"No","2001","Part Time","higher education","620","0.881230164127622","0.857264093966021","0.905196234289222"
"No","2001","Not Working","in school","408","0.96376912952931","0.946003544408042","0.981534714650578"
"No","2001","Not Working","inadequately","150","0.836565434408089","0.782397348425501","0.890733520390676"
"No","2001","Not Working","general elemantary","1359","0.809703318861738","0.790774581898198","0.828632055825277"
"No","2001","Not Working","middle vocational","3516","0.825172962139655","0.813747177392829","0.83659874688648"
"No","2001","Not Working","vocational + Abi","224","0.822023823476242","0.777142141118458","0.866905505834026"
