"plj0014_v3","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Part Time","in school","91","0.979787620199567","0.951031593620756","1.00854364677838"
"Yes","2004","Part Time","inadequately","25","","",""
"Yes","2004","Part Time","general elemantary","445","0.824881716548233","0.793261620556336","0.856501812540129"
"Yes","2004","Part Time","middle vocational","2509","0.935098530541278","0.925722537348054","0.944474523734501"
"Yes","2004","Part Time","vocational + Abi","315","0.904854329827203","0.87371173821371","0.935996921440697"
"Yes","2004","Part Time","higher vocational","328","0.954265018608509","0.93212419391757","0.976405843299449"
"Yes","2004","Part Time","higher education","879","0.893034389940755","0.873138452719473","0.912930327162038"
"Yes","2004","Not Working","in school","513","0.896544791935979","0.870999319144905","0.922090264727054"
"Yes","2004","Not Working","inadequately","76","0.583901350742831","0.506051887318644","0.661750814167019"
"Yes","2004","Not Working","general elemantary","1200","0.865635082027057","0.84803252212165","0.883237641932463"
"Yes","2004","Not Working","middle vocational","4008","0.958286243788246","0.952229548076128","0.964342939500363"
"Yes","2004","Not Working","vocational + Abi","254","0.883087414842225","0.845913386795256","0.920261442889194"
"Yes","2004","Not Working","higher vocational","475","0.949023228304092","0.929607699799059","0.968438756809125"
"Yes","2004","Not Working","higher education","954","0.927369879593705","0.911268329202543","0.943471429984867"
"No","2004","Full Time","in school","","","",""
"No","2004","Full Time","inadequately","28","","",""
"No","2004","Full Time","general elemantary","144","0.201796361610133","0.169815959430997","0.233776763789269"
"No","2004","Full Time","middle vocational","251","0.0666108677584147","0.0588913859117394","0.0743303496050899"
"No","2004","Full Time","vocational + Abi","53","0.120555150869985","0.0930666599285701","0.148043641811401"
"No","2004","Full Time","higher vocational","36","0.0563570855258304","0.0405052001715458","0.0722089708801149"
"No","2004","Full Time","higher education","84","0.0502830601279529","0.041514650835267","0.0590514694206388"
"No","2004","Part Time","in school","1","","",""
"No","2004","Part Time","inadequately","25","","",""
"No","2004","Part Time","general elemantary","110","0.175118283451767","0.143498187459871","0.206738379443664"
"No","2004","Part Time","middle vocational","143","0.0649014694587224","0.0555254762654986","0.0742774626519462"
"No","2004","Part Time","vocational + Abi","26","","",""
"No","2004","Part Time","higher vocational","14","","",""
"No","2004","Part Time","higher education","48","0.106965610059245","0.0870696728379623","0.126861547280527"
"No","2004","Not Working","in school","33","0.103455208064021","0.0779097352729459","0.129000680855095"
"No","2004","Not Working","inadequately","78","0.416098649257168","0.338249185832981","0.493948112681355"
"No","2004","Not Working","general elemantary","242","0.134364917972943","0.116762358067537","0.15196747787835"
"No","2004","Not Working","middle vocational","178","0.0417137562117542","0.0356570604996369","0.0477704519238715"
"No","2004","Not Working","vocational + Abi","33","0.116912585157775","0.0797385571108065","0.154086613204744"
"No","2004","Not Working","higher vocational","18","","",""
"No","2004","Not Working","higher education","44","0.0726301204062946","0.0565285700151326","0.0887316707974565"
"Yes","2005","Full Time","in school","3","","",""
"Yes","2005","Full Time","inadequately","26","","",""
"Yes","2005","Full Time","general elemantary","426","0.785852095626081","0.751753380280262","0.8199508109719"
"Yes","2005","Full Time","middle vocational","3583","0.936027757610798","0.928268865318073","0.943786649903523"
"Yes","2005","Full Time","vocational + Abi","483","0.885045486845517","0.857890101788401","0.912200871902633"
"Yes","2005","Full Time","higher vocational","743","0.945013639139732","0.92897513880096","0.961052139478504"
"Yes","2005","Full Time","higher education","2161","0.942657190215652","0.933029093175052","0.952285287256252"
"Yes","2005","Part Time","in school","92","0.873884106444176","0.807475509374647","0.940292703513705"
"Yes","2005","Part Time","inadequately","17","","",""
"Yes","2005","Part Time","general elemantary","395","0.789284933097444","0.75353890517347","0.825030961021418"
"Yes","2005","Part Time","middle vocational","2373","0.925959272915711","0.915724063464221","0.9361944823672"
"Yes","2005","Part Time","vocational + Abi","296","0.917236442776119","0.887142410655989","0.947330474896248"
"Yes","2005","Part Time","higher vocational","316","0.918517238503748","0.889177828050714","0.947856648956782"
"Yes","2005","Part Time","higher education","889","0.910084223213543","0.891728731955193","0.928439714471892"
"Yes","2005","Not Working","in school","516","0.923355657362528","0.901163316657351","0.945547998067705"
"Yes","2005","Not Working","inadequately","75","0.580587945006481","0.50265121283327","0.658524677179692"
"Yes","2005","Not Working","general elemantary","1146","0.867749490979453","0.849745263282437","0.885753718676469"
"Yes","2005","Not Working","middle vocational","3808","0.956964077629078","0.950653745992065","0.963274409266091"
"Yes","2005","Not Working","vocational + Abi","252","0.880381364092629","0.842705735738689","0.918056992446569"
"Yes","2005","Not Working","higher vocational","447","0.970763387692752","0.95533446614713","0.986192309238375"
"Yes","2005","Not Working","higher education","962","0.912415485017203","0.894955521012193","0.929875449022214"
"No","2005","Full Time","in school","","","",""
"No","2005","Full Time","inadequately","30","0.430396113495623","0.300715600467312","0.560076626523935"
"No","2005","Full Time","general elemantary","130","0.214147904373919","0.1800491890281","0.248246619719738"
"No","2005","Full Time","middle vocational","238","0.063972242389202","0.0562133500964766","0.0717311346819274"
"No","2005","Full Time","vocational + Abi","47","0.114954513154483","0.0877991280973668","0.142109898211599"
"No","2005","Full Time","higher vocational","33","0.0549863608602681","0.0389478605214958","0.0710248611990403"
"No","2005","Full Time","higher education","79","0.0573428097843481","0.0477147127437478","0.0669709068249483"
"No","2005","Part Time","in school","4","","",""
"No","2005","Part Time","inadequately","19","","",""
"No","2005","Part Time","general elemantary","105","0.210715066902556","0.174969038978582","0.24646109482653"
"No","2005","Part Time","middle vocational","141","0.0740407270842893","0.0638055176327998","0.0842759365357789"
"No","2005","Part Time","vocational + Abi","26","","",""
"No","2005","Part Time","higher vocational","18","","",""
"No","2005","Part Time","higher education","44","0.0899157767864572","0.0715602855281076","0.108271268044807"
"No","2005","Not Working","in school","36","0.076644342637472","0.0544520019322947","0.0988366833426492"
"No","2005","Not Working","inadequately","79","0.419412054993519","0.341475322820308","0.49734878716673"
"No","2005","Not Working","general elemantary","214","0.132250509020547","0.114246281323531","0.150254736717563"
"No","2005","Not Working","middle vocational","165","0.043035922370922","0.0367255907339087","0.0493462540079352"
"No","2005","Not Working","vocational + Abi","33","0.119618635907371","0.0819430075534313","0.157294264261311"
"No","2005","Not Working","higher vocational","11","","",""
"No","2005","Not Working","higher education","45","0.0875845149827968","0.0701245509777861","0.105044478987807"
"Yes","2006","Full Time","in school","4","","",""
"Yes","2006","Full Time","inadequately","36","0.722090846954302","0.603701100186652","0.840480593721953"
"Yes","2006","Full Time","general elemantary","402","0.770451222072374","0.734095179926237","0.806807264218511"
"Yes","2006","Full Time","middle vocational","3754","0.92301138753291","0.914735849867151","0.93128692519867"
"Yes","2006","Full Time","vocational + Abi","521","0.916091988461258","0.893170058013325","0.939013918909192"
"Yes","2006","Full Time","higher vocational","770","0.945297340084598","0.92957893392002","0.961015746249176"
"Yes","2006","Full Time","higher education","2365","0.952463167874262","0.944016791031921","0.960909544716602"
"Yes","2006","Part Time","in school","61","0.940307072688796","0.882263465560225","0.998350679817366"
"Yes","2006","Part Time","inadequately","21","","",""
"Yes","2006","Part Time","general elemantary","418","0.847996999389866","0.816807210284615","0.879186788495118"
"Yes","2006","Part Time","middle vocational","2531","0.941949207331474","0.9330427104479","0.950855704215047"
"Yes","2006","Part Time","vocational + Abi","332","0.909615230892848","0.879913410606687","0.939317051179008"
"Yes","2006","Part Time","higher vocational","320","0.919873850880658","0.890845008016676","0.94890269374464"
"Yes","2006","Part Time","higher education","928","0.896840229543647","0.877796685385086","0.915883773702208"
"Yes","2006","Not Working","in school","310","0.895302433803643","0.862219553191434","0.928385314415852"
"Yes","2006","Not Working","inadequately","76","0.562718751648396","0.483598850092624","0.641838653204168"
"Yes","2006","Not Working","general elemantary","1281","0.868122864015242","0.850884637466293","0.885361090564192"
"Yes","2006","Not Working","middle vocational","4316","0.946299949720255","0.939717274198638","0.952882625241872"
"Yes","2006","Not Working","vocational + Abi","266","0.862191231530695","0.823185566182962","0.901196896878427"
"Yes","2006","Not Working","higher vocational","501","0.949168613461296","0.930271212645527","0.968066014277064"
"Yes","2006","Not Working","higher education","1116","0.901377514533035","0.884307825206198","0.918447203859873"
"No","2006","Full Time","in school","","","",""
"No","2006","Full Time","inadequately","19","","",""
"No","2006","Full Time","general elemantary","112","0.229548777927626","0.193192735781489","0.265904820073763"
"No","2006","Full Time","middle vocational","232","0.0769886124670899","0.0687130748013301","0.0852641501328496"
"No","2006","Full Time","vocational + Abi","41","0.0839080115387418","0.0609860810908083","0.106829941986675"
"No","2006","Full Time","higher vocational","34","0.0547026599154018","0.0389842537508238","0.0704210660799797"
"No","2006","Full Time","higher education","73","0.0475368321257384","0.0390904552833976","0.0559832089680791"
"No","2006","Part Time","in school","3","","",""
"No","2006","Part Time","inadequately","16","","",""
"No","2006","Part Time","general elemantary","91","0.152003000610134","0.120813211504882","0.183192789715385"
"No","2006","Part Time","middle vocational","117","0.0580507926685261","0.0491442957849526","0.0669572895520996"
"No","2006","Part Time","vocational + Abi","26","","",""
"No","2006","Part Time","higher vocational","16","","",""
"No","2006","Part Time","higher education","52","0.103159770456353","0.0841162262977924","0.122203314614914"
"No","2006","Not Working","in school","19","","",""
"No","2006","Not Working","inadequately","75","0.437281248351604","0.358161346795832","0.516401149907376"
"No","2006","Not Working","general elemantary","199","0.131877135984758","0.114638909435808","0.149115362533707"
"No","2006","Not Working","middle vocational","189","0.0537000502797449","0.047117374758128","0.0602827258013618"
"No","2006","Not Working","vocational + Abi","34","0.137808768469306","0.0988031031215729","0.176814433817038"
"No","2006","Not Working","higher vocational","18","","",""
"No","2006","Not Working","higher education","56","0.0986224854669646","0.081552796140127","0.115692174793802"
"Yes","2007","Full Time","in school","","","",""
"Yes","2007","Full Time","inadequately","24","","",""
"Yes","2007","Full Time","general elemantary","350","0.772359404732659","0.733268877120927","0.811449932344391"
"Yes","2007","Full Time","middle vocational","3550","0.930849372540679","0.92273127165839","0.938967473422968"
"Yes","2007","Full Time","vocational + Abi","515","0.91257147666293","0.889092956937795","0.936049996388065"
"Yes","2007","Full Time","higher vocational","698","0.950813393364008","0.935049988914713","0.966576797813303"
"Yes","2007","Full Time","higher education","2227","0.95369294068528","0.945097066814851","0.96228881455571"
"Yes","2007","Part Time","in school","48","0.879668343322929","0.790376367586686","0.968960319059172"
"Yes","2007","Part Time","inadequately","27","","",""
"Yes","2007","Part Time","general elemantary","374","0.802408700290114","0.766021310871368","0.83879608970886"
"Yes","2007","Part Time","middle vocational","2357","0.920474497463632","0.909808954999716","0.931140039927548"
"Yes","2007","Part Time","vocational + Abi","302","0.922120103648658","0.892895188595387","0.951345018701929"
"Yes","2007","Part Time","higher vocational","305","0.913661592803382","0.882936707132636","0.944386478474127"
"Yes","2007","Part Time","higher education","900","0.908582362539346","0.890236376018436","0.926928349060257"
"Yes","2007","Not Working","in school","279","0.935545438633115","0.907331685111779","0.963759192154452"
"Yes","2007","Not Working","inadequately","75","0.583511665799719","0.501261886737329","0.665761444862109"
"Yes","2007","Not Working","general elemantary","1153","0.860523490309828","0.841869486876239","0.879177493743418"
"Yes","2007","Not Working","middle vocational","4003","0.948149752418413","0.941410375692999","0.954889129143827"
"Yes","2007","Not Working","vocational + Abi","265","0.880017100059813","0.842999567390904","0.917034632728722"
"Yes","2007","Not Working","higher vocational","481","0.950915684902377","0.931883534339948","0.969947835464807"
"Yes","2007","Not Working","higher education","1109","0.904105915801954","0.887146949595769","0.921064882008139"
"No","2007","Full Time","in school","","","",""
"No","2007","Full Time","inadequately","15","","",""
"No","2007","Full Time","general elemantary","92","0.227640595267341","0.188550067655609","0.266731122879073"
"No","2007","Full Time","middle vocational","202","0.0691506274593211","0.0610325265770317","0.0772687283416105"
"No","2007","Full Time","vocational + Abi","41","0.0874285233370704","0.0639500036119354","0.110907043062205"
"No","2007","Full Time","higher vocational","25","","",""
"No","2007","Full Time","higher education","69","0.0463070593147196","0.03771118544429","0.0549029331851491"
"No","2007","Part Time","in school","3","","",""
"No","2007","Part Time","inadequately","15","","",""
"No","2007","Part Time","general elemantary","86","0.197591299709886","0.16120391029114","0.233978689128632"
"No","2007","Part Time","middle vocational","115","0.0795255025363681","0.0688599600724524","0.0901910450002838"
"No","2007","Part Time","vocational + Abi","21","","",""
"No","2007","Part Time","higher vocational","16","","",""
"No","2007","Part Time","higher education","48","0.0914176374606536","0.0730716509397429","0.109763623981564"
"No","2007","Not Working","in school","12","","",""
"No","2007","Not Working","inadequately","63","0.416488334200281","0.334238555137891","0.498738113262671"
"No","2007","Not Working","general elemantary","172","0.139476509690172","0.120822506256582","0.158130513123761"
"No","2007","Not Working","middle vocational","155","0.0518502475815872","0.0451108708561735","0.0585896243070009"
"No","2007","Not Working","vocational + Abi","31","0.119982899940187","0.082965367271278","0.157000432609096"
"No","2007","Not Working","higher vocational","14","","",""
"No","2007","Not Working","higher education","49","0.0958940841980462","0.0789351179918611","0.112853050404231"
"Yes","2008","Full Time","in school","1","","",""
"Yes","2008","Full Time","inadequately","24","","",""
"Yes","2008","Full Time","general elemantary","340","0.793167656316443","0.754523521349346","0.83181179128354"
"Yes","2008","Full Time","middle vocational","3442","0.930165500936757","0.921856110956923","0.938474890916591"
"Yes","2008","Full Time","vocational + Abi","482","0.91802972064951","0.894314721696356","0.941744719602665"
"Yes","2008","Full Time","higher vocational","646","0.94982250540242","0.933279639611883","0.966365371192957"
"Yes","2008","Full Time","higher education","2091","0.950052858356833","0.940845011971532","0.959260704742135"
"Yes","2008","Part Time","in school","62","0.916025821139107","0.848076543393079","0.983975098885135"
"Yes","2008","Part Time","inadequately","15","","",""
"Yes","2008","Part Time","general elemantary","334","0.817623935503062","0.780245864822885","0.855002006183239"
"Yes","2008","Part Time","middle vocational","2193","0.912854373607866","0.901332609493293","0.92437613772244"
"Yes","2008","Part Time","vocational + Abi","307","0.900347966415728","0.867981266681217","0.93271466615024"
"Yes","2008","Part Time","higher vocational","282","0.935151897846097","0.907002822023322","0.963300973668871"
"Yes","2008","Part Time","higher education","855","0.907898110766712","0.888963912879994","0.926832308653429"
"Yes","2008","Not Working","in school","279","0.947705692570893","0.922083691525662","0.973327693616124"
"Yes","2008","Not Working","inadequately","66","0.57002003051687","0.480313444087344","0.659726616946396"
"Yes","2008","Not Working","general elemantary","1048","0.848986768043771","0.828778346198922","0.869195189888621"
"Yes","2008","Not Working","middle vocational","3741","0.95033025087395","0.943483443361632","0.957177058386268"
"Yes","2008","Not Working","vocational + Abi","228","0.86117327838496","0.818900252449136","0.903446304320785"
"Yes","2008","Not Working","higher vocational","447","0.953579438715767","0.934331892061592","0.972826985369942"
"Yes","2008","Not Working","higher education","1119","0.919103260001319","0.903425186701685","0.934781333300953"
"No","2008","Full Time","in school","","","",""
"No","2008","Full Time","inadequately","15","","",""
"No","2008","Full Time","general elemantary","82","0.206832343683557","0.16818820871646","0.245476478650654"
"No","2008","Full Time","middle vocational","172","0.0698344990632428","0.0615251090834086","0.0781438890430771"
"No","2008","Full Time","vocational + Abi","32","0.0819702793504895","0.0582552803973353","0.105685278303644"
"No","2008","Full Time","higher vocational","23","","",""
"No","2008","Full Time","higher education","59","0.0499471416431667","0.0407392952578652","0.0591549880284683"
"No","2008","Part Time","in school","2","","",""
"No","2008","Part Time","inadequately","16","","",""
"No","2008","Part Time","general elemantary","76","0.182376064496938","0.144997993816761","0.219754135177114"
"No","2008","Part Time","middle vocational","109","0.0871456263921338","0.0756238622775603","0.0986673905067073"
"No","2008","Part Time","vocational + Abi","22","","",""
"No","2008","Part Time","higher vocational","12","","",""
"No","2008","Part Time","higher education","41","0.092101889233288","0.0731676913465706","0.111036087120005"
"No","2008","Not Working","in school","11","","",""
"No","2008","Not Working","inadequately","51","0.42997996948313","0.340273383053604","0.519686555912656"
"No","2008","Not Working","general elemantary","158","0.151013231956229","0.130804810111379","0.171221653801078"
"No","2008","Not Working","middle vocational","127","0.0496697491260503","0.0428229416137325","0.0565165566383681"
"No","2008","Not Working","vocational + Abi","29","","",""
"No","2008","Not Working","higher vocational","12","","",""
"No","2008","Not Working","higher education","43","0.0808967399986808","0.0652186666990469","0.0965748132983146"
"Yes","2009","Full Time","in school","1","","",""
"Yes","2009","Full Time","inadequately","22","","",""
"Yes","2009","Full Time","general elemantary","321","0.816543127043174","0.778179799529542","0.854906454556807"
"Yes","2009","Full Time","middle vocational","3215","0.928183809164823","0.919450062352412","0.936917555977235"
"Yes","2009","Full Time","vocational + Abi","448","0.91351842363357","0.888294690938843","0.938742156328296"
"Yes","2009","Full Time","higher vocational","594","0.954973617417359","0.938491025101511","0.971456209733208"
"Yes","2009","Full Time","higher education","2004","0.949510062149201","0.940036536908611","0.958983587389791"
"Yes","2009","Part Time","in school","58","0.905308060164357","0.831223592246789","0.979392528081925"
"Yes","2009","Part Time","inadequately","18","","",""
"Yes","2009","Part Time","general elemantary","292","0.783223776798159","0.740835717538783","0.825611836057536"
"Yes","2009","Part Time","middle vocational","2101","0.916050914276078","0.904463019519785","0.927638809032371"
"Yes","2009","Part Time","vocational + Abi","264","0.887883879812636","0.851059482078807","0.924708277546464"
"Yes","2009","Part Time","higher vocational","289","0.924753739789705","0.895100864750901","0.954406614828509"
"Yes","2009","Part Time","higher education","847","0.890639697354186","0.870135915922788","0.911143478785584"
"Yes","2009","Not Working","in school","240","0.901227697593906","0.864390831567681","0.93806456362013"
"Yes","2009","Not Working","inadequately","52","0.514733442547325","0.415274554854997","0.614192330239652"
"Yes","2009","Not Working","general elemantary","923","0.849957277627925","0.828438813362589","0.871475741893262"
"Yes","2009","Not Working","middle vocational","3452","0.952996120320931","0.946037841957792","0.95995439868407"
"Yes","2009","Not Working","vocational + Abi","219","0.874516393670595","0.832951119336131","0.916081668005058"
"Yes","2009","Not Working","higher vocational","416","0.960717610188862","0.942269999804435","0.97916522057329"
"Yes","2009","Not Working","higher education","1069","0.924918320848767","0.90939470239233","0.940441939305204"
"No","2009","Full Time","in school","","","",""
"No","2009","Full Time","inadequately","18","","",""
"No","2009","Full Time","general elemantary","70","0.183456872956826","0.145093545443193","0.221820200470458"
"No","2009","Full Time","middle vocational","142","0.0718161908351765","0.0630824440227649","0.0805499376475882"
"No","2009","Full Time","vocational + Abi","29","","",""
"No","2009","Full Time","higher vocational","14","","",""
"No","2009","Full Time","higher education","48","0.050489937850799","0.0410164126102093","0.0599634630913886"
"No","2009","Part Time","in school","2","","",""
"No","2009","Part Time","inadequately","14","","",""
"No","2009","Part Time","general elemantary","71","0.216776223201841","0.174388163942464","0.259164282461217"
"No","2009","Part Time","middle vocational","99","0.0839490857239216","0.0723611909676287","0.0955369804802145"
"No","2009","Part Time","vocational + Abi","18","","",""
"No","2009","Part Time","higher vocational","15","","",""
"No","2009","Part Time","higher education","43","0.109360302645814","0.0888565212144159","0.129864084077212"
"No","2009","Not Working","in school","12","","",""
"No","2009","Not Working","inadequately","45","0.485266557452676","0.385807669760348","0.584725445145003"
"No","2009","Not Working","general elemantary","135","0.150042722372074","0.128524258106738","0.171561186637411"
"No","2009","Not Working","middle vocational","102","0.0470038796790689","0.0400456013159302","0.0539621580422076"
"No","2009","Not Working","vocational + Abi","25","","",""
"No","2009","Not Working","higher vocational","10","","",""
"No","2009","Not Working","higher education","38","0.0750816791512327","0.0595580606947958","0.0906052976076696"
"Yes","2010","Full Time","in school","2","","",""
"Yes","2010","Full Time","inadequately","30","0.547759877417745","0.421823232302456","0.673696522533034"
"Yes","2010","Full Time","general elemantary","446","0.842046144558904","0.811594878563659","0.872497410554149"
"Yes","2010","Full Time","middle vocational","4131","0.944534813613378","0.937710245366991","0.951359381859765"
"Yes","2010","Full Time","vocational + Abi","659","0.914775524516557","0.894193986729088","0.935357062304026"
"Yes","2010","Full Time","higher vocational","781","0.950643172025094","0.935642378957353","0.965643965092835"
"Yes","2010","Full Time","higher education","2616","0.95445917124443","0.946618335595505","0.962300006893356"
"Yes","2010","Part Time","in school","68","0.840464737530869","0.75646561390857","0.924463861153168"
"Yes","2010","Part Time","inadequately","42","0.639706617451767","0.527241553263906","0.752171681639628"
"Yes","2010","Part Time","general elemantary","464","0.762459552288609","0.727337027374181","0.797582077203038"
"Yes","2010","Part Time","middle vocational","3119","0.903978813031093","0.893860645341167","0.914096980721019"
"Yes","2010","Part Time","vocational + Abi","542","0.911576396922034","0.888510665101934","0.934642128742133"
"Yes","2010","Part Time","higher vocational","354","0.943145169152021","0.919518208059253","0.966772130244789"
"Yes","2010","Part Time","higher education","1249","0.870835586309764","0.852918594980119","0.88875257763941"
"Yes","2010","Not Working","in school","319","0.913560046899793","0.88369010052949","0.943429993270096"
"Yes","2010","Not Working","inadequately","124","0.551620069973882","0.485297044793624","0.61794309515414"
"Yes","2010","Not Working","general elemantary","1138","0.82674557699247","0.806594115511128","0.846897038473811"
"Yes","2010","Not Working","middle vocational","4026","0.949966775475772","0.943389835631064","0.956543715320481"
"Yes","2010","Not Working","vocational + Abi","362","0.850771176561243","0.816935408997983","0.884606944124502"
"Yes","2010","Not Working","higher vocational","437","0.955194019538984","0.936058568188835","0.974329470889133"
"Yes","2010","Not Working","higher education","1228","0.910740840138091","0.895383079240259","0.926098601035924"
"No","2010","Full Time","in school","1","","",""
"No","2010","Full Time","inadequately","30","0.452240122582255","0.326303477466966","0.578176767697544"
"No","2010","Full Time","general elemantary","105","0.157953855441096","0.127502589445851","0.188405121436341"
"No","2010","Full Time","middle vocational","190","0.0554651863866217","0.0486406181402347","0.0622897546330086"
"No","2010","Full Time","vocational + Abi","48","0.0852244754834431","0.0646429376959743","0.105806013270912"
"No","2010","Full Time","higher vocational","20","","",""
"No","2010","Full Time","higher education","100","0.0455408287555697","0.0376999931066441","0.0533816644044953"
"No","2010","Part Time","in school","5","","",""
"No","2010","Part Time","inadequately","28","","",""
"No","2010","Part Time","general elemantary","100","0.237540447711391","0.202417922796962","0.272662972625819"
"No","2010","Part Time","middle vocational","138","0.0960211869689073","0.0859030192789814","0.106139354658833"
"No","2010","Part Time","vocational + Abi","40","0.0884236030779663","0.0653578712578668","0.111489334898066"
"No","2010","Part Time","higher vocational","15","","",""
"No","2010","Part Time","higher education","97","0.129164413690236","0.11124742236059","0.147081405019881"
"No","2010","Not Working","in school","21","","",""
"No","2010","Not Working","inadequately","92","0.448379930026118","0.38205690484586","0.514702955206376"
"No","2010","Not Working","general elemantary","217","0.17325442300753","0.153102961526189","0.193405884488871"
"No","2010","Not Working","middle vocational","195","0.0500332245242276","0.0434562846795188","0.0566101643689364"
"No","2010","Not Working","vocational + Abi","64","0.149228823438757","0.115393055875497","0.183064591002017"
"No","2010","Not Working","higher vocational","12","","",""
"No","2010","Not Working","higher education","96","0.0892591598619088","0.0739013989640761","0.104616920759742"
"Yes","2011","Full Time","in school","5","","",""
"Yes","2011","Full Time","inadequately","32","0.658532750287547","0.524382746344526","0.792682754230568"
"Yes","2011","Full Time","general elemantary","412","0.851408351067586","0.819850724412662","0.882965977722509"
"Yes","2011","Full Time","middle vocational","3735","0.950624129083975","0.943804480567386","0.957443777600563"
"Yes","2011","Full Time","vocational + Abi","576","0.930479475448136","0.910262963793974","0.950695987102299"
"Yes","2011","Full Time","higher vocational","719","0.963384997917234","0.949816284965894","0.976953710868574"
"Yes","2011","Full Time","higher education","2429","0.955192915266432","0.947081738734462","0.963304091798402"
"Yes","2011","Part Time","in school","66","0.881874923941599","0.805719981705112","0.958029866178086"
"Yes","2011","Part Time","inadequately","40","0.626288813260108","0.50178304552788","0.750794580992337"
"Yes","2011","Part Time","general elemantary","419","0.829512725965874","0.795764852549854","0.863260599381894"
"Yes","2011","Part Time","middle vocational","2733","0.908122735053692","0.897534652548697","0.918710817558686"
"Yes","2011","Part Time","vocational + Abi","424","0.931939678076604","0.908670409361654","0.955208946791554"
"Yes","2011","Part Time","higher vocational","322","0.950402603586619","0.927083641169575","0.973721566003664"
"Yes","2011","Part Time","higher education","1025","0.907985691055771","0.890698949585992","0.925272432525549"
"Yes","2011","Not Working","in school","268","0.916216068433609","0.883992900034794","0.948439236832425"
"Yes","2011","Not Working","inadequately","107","0.675086842235987","0.60063254507847","0.749541139393504"
"Yes","2011","Not Working","general elemantary","1196","0.87897626018219","0.861447704687984","0.896504815676396"
"Yes","2011","Not Working","middle vocational","4291","0.959729396400547","0.953931078440345","0.965527714360749"
"Yes","2011","Not Working","vocational + Abi","279","0.857398136160282","0.818845114864789","0.895951157455774"
"Yes","2011","Not Working","higher vocational","469","0.953820918455575","0.93510416186031","0.972537675050841"
"Yes","2011","Not Working","higher education","1323","0.928209547897234","0.914580050466627","0.94183904532784"
"No","2011","Full Time","in school","","","",""
"No","2011","Full Time","inadequately","16","","",""
"No","2011","Full Time","general elemantary","76","0.148591648932414","0.117034022277491","0.180149275587338"
"No","2011","Full Time","middle vocational","142","0.0493758709160253","0.0425562223994367","0.056195519432614"
"No","2011","Full Time","vocational + Abi","32","0.0695205245518635","0.0493040128977005","0.0897370362060265"
"No","2011","Full Time","higher vocational","17","","",""
"No","2011","Full Time","higher education","70","0.0448070847335681","0.0366959082015977","0.0529182612655384"
"No","2011","Part Time","in school","3","","",""
"No","2011","Part Time","inadequately","18","","",""
"No","2011","Part Time","general elemantary","58","0.170487274034126","0.136739400618106","0.204235147450146"
"No","2011","Part Time","middle vocational","126","0.0918772649463082","0.0812891824413138","0.102465347451303"
"No","2011","Part Time","vocational + Abi","26","","",""
"No","2011","Part Time","higher vocational","11","","",""
"No","2011","Part Time","higher education","49","0.0920143089442294","0.0747275674744513","0.109301050414007"
"No","2011","Not Working","in school","16","","",""
"No","2011","Not Working","inadequately","45","0.324913157764013","0.250458860606496","0.39936745492153"
"No","2011","Not Working","general elemantary","134","0.12102373981781","0.103495184323604","0.138552295312016"
"No","2011","Not Working","middle vocational","125","0.0402706035994531","0.0344722856392513","0.0460689215596548"
"No","2011","Not Working","vocational + Abi","37","0.142601863839718","0.104048842544226","0.181154885135211"
"No","2011","Not Working","higher vocational","14","","",""
"No","2011","Not Working","higher education","55","0.0717904521027663","0.0581609546721596","0.085419949533373"
"Yes","2012","Full Time","in school","","","",""
"Yes","2012","Full Time","inadequately","48","0.565928087260063","0.457319400011865","0.674536774508261"
"Yes","2012","Full Time","general elemantary","562","0.824108208722787","0.795300963018198","0.852915454427375"
"Yes","2012","Full Time","middle vocational","4614","0.940694076770737","0.934020502134242","0.947367651407232"
"Yes","2012","Full Time","vocational + Abi","767","0.90566772004579","0.885746774594791","0.925588665496789"
"Yes","2012","Full Time","higher vocational","911","0.971095193714227","0.960339063064588","0.981851324363866"
"Yes","2012","Full Time","higher education","2911","0.94516944890019","0.937043565693376","0.953295332107004"
"Yes","2012","Part Time","in school","96","0.971140192567026","0.937994833208079","1.00428555192597"
"Yes","2012","Part Time","inadequately","66","0.768597092421765","0.682885336732381","0.854308848111148"
"Yes","2012","Part Time","general elemantary","603","0.819041646048646","0.790460870255806","0.847622421841486"
"Yes","2012","Part Time","middle vocational","3658","0.913320200088017","0.904373066415183","0.92226733376085"
"Yes","2012","Part Time","vocational + Abi","667","0.887261643454879","0.864191983364666","0.910331303545093"
"Yes","2012","Part Time","higher vocational","347","0.950580560418075","0.928097400198015","0.973063720638135"
"Yes","2012","Part Time","higher education","1467","0.891053470116739","0.875661142061869","0.906445798171609"
"Yes","2012","Not Working","in school","356","0.921898017505503","0.894739570846585","0.949056464164421"
"Yes","2012","Not Working","inadequately","153","0.64483053266963","0.580861546228397","0.708799519110864"
"Yes","2012","Not Working","general elemantary","1374","0.868619789198861","0.85176416015322","0.885475418244502"
"Yes","2012","Not Working","middle vocational","4811","0.951926658864063","0.945990640480157","0.957862677247969"
"Yes","2012","Not Working","vocational + Abi","369","0.879208939658216","0.84811646349833","0.910301415818102"
"Yes","2012","Not Working","higher vocational","513","0.951199657493448","0.932787592611842","0.969611722375053"
