"pld0044","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Rarely","2007","1-pers.-HH","no migration background","","","","","4"
"Rarely","2007","1-pers.-HH","direct migration background","","","","","4"
"Rarely","2007","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","2007","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","2007","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","2007","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","2007","Single parent ","no migration background","","","","","4"
"Rarely","2007","Single parent ","direct migration background","","","","","4"
"Rarely","2007","Single parent ","indirect migration background","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","2007","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","2007","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","2007","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Sometimes","2007","1-pers.-HH","no migration background","","","","","3"
"Sometimes","2007","1-pers.-HH","direct migration background","","","","","3"
"Sometimes","2007","(Married) couple without C. ","direct migration background","","","","","3"
"Sometimes","2007","(Married) couple without C. ","indirect migration background","","","","","3"
"Sometimes","2007","Single parent ","no migration background","","","","","3"
"Sometimes","2007","Single parent ","direct migration background","","","","","3"
"Sometimes","2007","Single parent ","indirect migration background","","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","no migration background","","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","direct migration background","","","","","3"
"Sometimes","2007","1-pers.-HH","indirect migration background","","","","","3"
"Sometimes","2007","(Married) couple without C. ","no migration background","","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","direct migration background","","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","no migration background","","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","no migration background","","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Very often","2007","Single parent ","indirect migration background","","","","","1"
"Very often","2007","1-pers.-HH","no migration background","","","","","1"
"Very often","2007","1-pers.-HH","direct migration background","","","","","1"
"Very often","2007","1-pers.-HH","indirect migration background","","","","","1"
"Very often","2007","(Married) couple without C. ","no migration background","","","","","1"
"Very often","2007","(Married) couple without C. ","direct migration background","","","","","1"
"Very often","2007","(Married) couple without C. ","indirect migration background","","","","","1"
"Very often","2007","Single parent ","no migration background","","","","","1"
"Very often","2007","Single parent ","direct migration background","","","","","1"
"Very often","2007","Couple + C. LE 16 ","no migration background","","","","","1"
"Very often","2007","Couple + C. LE 16 ","direct migration background","","","","","1"
"Very often","2007","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Very often","2007","Couple + C. GT 16 ","no migration background","","","","","1"
"Very often","2007","Couple + C. GT 16 ","direct migration background","","","","","1"
"Very often","2007","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Very often","2007","Couple + C. LE and GT 16","no migration background","","","","","1"
"Very often","2007","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Very often","2007","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Never","2008","1-pers.-HH","direct migration background","116","0.574651832801107","0.506133344269268","0.643170321332946","5"
"Never","2008","1-pers.-HH","indirect migration background","25","","","","5"
"Never","2008","Single parent ","direct migration background","51","0.427783698389323","0.336155044138382","0.519412352640265","5"
"Never","2008","Single parent ","indirect migration background","39","0.50351888416739","0.397227545461326","0.609810222873454","5"
"Never","2008","Couple + C. LE 16 ","no migration background","1296","0.474343323976949","0.455101450033186","0.493585197920711","5"
"Never","2008","1-pers.-HH","no migration background","1519","0.552664834493448","0.534033778103358","0.571295890883538","5"
"Never","2008","(Married) couple without C. ","no migration background","3996","0.625036878647199","0.613082557591916","0.636991199702482","5"
"Never","2008","(Married) couple without C. ","direct migration background","360","0.576936169837449","0.537437935054774","0.616434404620124","5"
"Never","2008","(Married) couple without C. ","indirect migration background","55","0.4334175239729","0.350437680777425","0.516397367168375","5"
"Never","2008","Single parent ","no migration background","401","0.43369990967905","0.401049063797646","0.466350755560454","5"
"Never","2008","Couple + C. GT 16 ","no migration background","1335","0.470110055616108","0.451786140534625","0.488433970697592","5"
"Never","2008","Couple + C. GT 16 ","direct migration background","141","0.435108066740566","0.38120820334113","0.489007930140003","5"
"Never","2008","Couple + C. LE 16 ","direct migration background","195","0.442817846078639","0.396085844491112","0.489549847666166","5"
"Never","2008","Couple + C. LE 16 ","indirect migration background","60","0.355283592576011","0.286317731331212","0.424249453820811","5"
"Never","2008","Couple + C. GT 16 ","indirect migration background","45","0.302743430575662","0.233880784415779","0.371606076735544","5"
"Never","2008","Couple + C. LE and GT 16","no migration background","434","0.445945840811474","0.414486040908083","0.477405640714865","5"
"Never","2008","Couple + C. LE and GT 16","direct migration background","73","0.341314644817654","0.267845570989658","0.414783718645649","5"
"Never","2008","Couple + C. LE and GT 16","indirect migration background","33","0.304385661263853","0.207134404292812","0.401636918234894","5"
"Often","2008","1-pers.-HH","no migration background","69","0.0254611727392774","0.0195587702699167","0.0313635752086382","2"
"Often","2008","1-pers.-HH","direct migration background","2","","","","2"
"Often","2008","1-pers.-HH","indirect migration background","8","","","","2"
"Often","2008","(Married) couple without C. ","no migration background","53","0.00945067552280223","0.00706150418724347","0.011839846858361","2"
"Often","2008","(Married) couple without C. ","direct migration background","14","","","","2"
"Often","2008","(Married) couple without C. ","indirect migration background","7","","","","2"
"Often","2008","Single parent ","no migration background","45","0.0631945761049324","0.0471642980152795","0.0792248541945852","2"
"Often","2008","Single parent ","direct migration background","6","","","","2"
"Often","2008","Single parent ","indirect migration background","3","","","","2"
"Often","2008","Couple + C. LE 16 ","no migration background","29","","","","2"
"Often","2008","Couple + C. LE 16 ","direct migration background","13","","","","2"
"Often","2008","Couple + C. LE 16 ","indirect migration background","10","","","","2"
"Often","2008","Couple + C. GT 16 ","no migration background","86","0.0324194991200129","0.0259171188342063","0.0389218794058194","2"
"Often","2008","Couple + C. GT 16 ","direct migration background","8","","","","2"
"Often","2008","Couple + C. GT 16 ","indirect migration background","18","","","","2"
"Often","2008","Couple + C. LE and GT 16","indirect migration background","6","","","","2"
"Often","2008","Couple + C. LE and GT 16","no migration background","52","0.0642849411750721","0.0487623141574232","0.0798075681927211","2"
"Often","2008","Couple + C. LE and GT 16","direct migration background","8","","","","2"
"Rarely","2008","1-pers.-HH","no migration background","789","0.292353715228717","0.27531046310791","0.309396967349524","4"
"Rarely","2008","1-pers.-HH","direct migration background","56","0.317386049467028","0.25287789906321","0.381894199870845","4"
"Rarely","2008","(Married) couple without C. ","direct migration background","147","0.258532305597519","0.223528571067501","0.293536040127538","4"
"Rarely","2008","(Married) couple without C. ","indirect migration background","47","0.29160745656863","0.215500542909438","0.367714370227822","4"
"Rarely","2008","1-pers.-HH","indirect migration background","32","0.332734330245887","0.234286771400798","0.431181889090975","4"
"Rarely","2008","(Married) couple without C. ","no migration background","1754","0.28041835067211","0.269326064350775","0.291510636993446","4"
"Rarely","2008","Single parent ","no migration background","294","0.316744551018558","0.286095108199167","0.347393993837949","4"
"Rarely","2008","Single parent ","direct migration background","30","0.257822180348681","0.176809462250577","0.338834898446785","4"
"Rarely","2008","Single parent ","indirect migration background","24","","","","4"
"Rarely","2008","Couple + C. LE 16 ","no migration background","981","0.400482929622353","0.381601161584167","0.419364697660538","4"
"Rarely","2008","Couple + C. LE 16 ","direct migration background","148","0.33739947279944","0.292915730655626","0.381883214943255","4"
"Rarely","2008","Couple + C. LE 16 ","indirect migration background","80","0.408371136406369","0.337541596136526","0.479200676676212","4"
"Rarely","2008","Couple + C. GT 16 ","no migration background","1001","0.348618213911306","0.331123030365822","0.36611339745679","4"
"Rarely","2008","Couple + C. GT 16 ","direct migration background","117","0.375192524364396","0.322553648344173","0.427831400384619","4"
"Rarely","2008","Couple + C. GT 16 ","indirect migration background","58","0.342821377881285","0.271679438921164","0.413963316841406","4"
"Rarely","2008","Couple + C. LE and GT 16","no migration background","326","0.325261589322212","0.295611712447563","0.354911466196862","4"
"Rarely","2008","Couple + C. LE and GT 16","direct migration background","42","0.315743908074645","0.243721949734586","0.387765866414704","4"
"Rarely","2008","Couple + C. LE and GT 16","indirect migration background","22","","","","4"
"Sometimes","2008","1-pers.-HH","no migration background","344","0.123872501818988","0.111528352835117","0.136216650802858","3"
"Sometimes","2008","(Married) couple without C. ","direct migration background","79","0.140617105386948","0.112824882475747","0.168409328298149","3"
"Sometimes","2008","(Married) couple without C. ","indirect migration background","27","","","","3"
"Sometimes","2008","Single parent ","direct migration background","25","","","","3"
"Sometimes","2008","Single parent ","indirect migration background","19","","","","3"
"Sometimes","2008","Couple + C. LE 16 ","no migration background","274","0.110013481983904","0.0979557799970401","0.122071183970767","3"
"Sometimes","2008","Couple + C. GT 16 ","direct migration background","58","0.135518701702474","0.0983066318146385","0.172730771590309","3"
"Sometimes","2008","1-pers.-HH","direct migration background","25","","","","3"
"Sometimes","2008","1-pers.-HH","indirect migration background","21","","","","3"
"Sometimes","2008","(Married) couple without C. ","no migration background","481","0.0827476803277585","0.0759446855173635","0.0895506751381535","3"
"Sometimes","2008","Single parent ","no migration background","135","0.170815075285625","0.146020010187235","0.195610140384015","3"
"Sometimes","2008","Couple + C. LE 16 ","direct migration background","75","0.167866074515345","0.132703448001684","0.203028701029005","3"
"Sometimes","2008","Couple + C. LE 16 ","indirect migration background","33","0.164477697484369","0.111058819828333","0.217896575140404","3"
"Sometimes","2008","Couple + C. GT 16 ","no migration background","407","0.140640457850089","0.127877002935491","0.153403912764687","3"
"Sometimes","2008","Couple + C. GT 16 ","indirect migration background","48","0.226280677135701","0.163566534098174","0.288994820173228","3"
"Sometimes","2008","Couple + C. LE and GT 16","no migration background","138","0.151435283130877","0.128747356485798","0.174123209775956","3"
"Sometimes","2008","Couple + C. LE and GT 16","direct migration background","37","0.299902727004392","0.228902865740666","0.370902588268119","3"
"Sometimes","2008","Couple + C. LE and GT 16","indirect migration background","21","","","","3"
"Very often","2008","1-pers.-HH","no migration background","15","","","","1"
"Very often","2008","1-pers.-HH","direct migration background","1","","","","1"
"Very often","2008","1-pers.-HH","indirect migration background","2","","","","1"
"Very often","2008","(Married) couple without C. ","no migration background","16","","","","1"
"Very often","2008","(Married) couple without C. ","direct migration background","1","","","","1"
"Very often","2008","Single parent ","indirect migration background","","","","","1"
"Very often","2008","Couple + C. LE 16 ","indirect migration background","2","","","","1"
"Very often","2008","Couple + C. GT 16 ","no migration background","21","","","","1"
"Very often","2008","Couple + C. GT 16 ","direct migration background","1","","","","1"
"Very often","2008","(Married) couple without C. ","indirect migration background","1","","","","1"
"Very often","2008","Single parent ","no migration background","10","","","","1"
"Very often","2008","Single parent ","direct migration background","","","","","1"
"Very often","2008","Couple + C. LE 16 ","no migration background","7","","","","1"
"Very often","2008","Couple + C. LE 16 ","direct migration background","3","","","","1"
"Very often","2008","Couple + C. GT 16 ","indirect migration background","2","","","","1"
"Very often","2008","Couple + C. LE and GT 16","no migration background","9","","","","1"
"Very often","2008","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Very often","2008","Couple + C. LE and GT 16","indirect migration background","4","","","","1"
"Never","2009","1-pers.-HH","no migration background","","","","","5"
"Never","2009","1-pers.-HH","direct migration background","","","","","5"
"Never","2009","1-pers.-HH","indirect migration background","","","","","5"
"Never","2009","(Married) couple without C. ","no migration background","","","","","5"
"Never","2009","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","2009","Single parent ","no migration background","","","","","5"
"Never","2009","Single parent ","indirect migration background","","","","","5"
"Never","2009","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","2009","(Married) couple without C. ","direct migration background","","","","","5"
"Never","2009","Single parent ","direct migration background","","","","","5"
"Never","2009","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","2009","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","2009","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","2009","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","2009","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","2009","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","2009","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","2009","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Often","2009","1-pers.-HH","no migration background","","","","","2"
"Often","2009","1-pers.-HH","direct migration background","","","","","2"
"Often","2009","1-pers.-HH","indirect migration background","","","","","2"
"Often","2009","(Married) couple without C. ","no migration background","","","","","2"
"Often","2009","(Married) couple without C. ","direct migration background","","","","","2"
"Often","2009","(Married) couple without C. ","indirect migration background","","","","","2"
"Often","2009","Single parent ","no migration background","","","","","2"
"Often","2009","Single parent ","direct migration background","","","","","2"
"Often","2009","Single parent ","indirect migration background","","","","","2"
"Often","2009","Couple + C. LE 16 ","no migration background","","","","","2"
"Often","2009","Couple + C. LE 16 ","direct migration background","","","","","2"
"Often","2009","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Often","2009","Couple + C. GT 16 ","no migration background","","","","","2"
"Often","2009","Couple + C. GT 16 ","direct migration background","","","","","2"
"Often","2009","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Often","2009","Couple + C. LE and GT 16","no migration background","","","","","2"
"Often","2009","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Often","2009","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Rarely","2009","1-pers.-HH","no migration background","","","","","4"
"Rarely","2009","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","2009","1-pers.-HH","direct migration background","","","","","4"
"Rarely","2009","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","2009","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","2009","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","2009","Single parent ","no migration background","","","","","4"
"Rarely","2009","Single parent ","direct migration background","","","","","4"
"Rarely","2009","Single parent ","indirect migration background","","","","","4"
"Rarely","2009","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","2009","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","2009","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","2009","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","2009","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","2009","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Sometimes","2009","1-pers.-HH","no migration background","","","","","3"
"Sometimes","2009","1-pers.-HH","direct migration background","","","","","3"
"Sometimes","2009","1-pers.-HH","indirect migration background","","","","","3"
"Sometimes","2009","(Married) couple without C. ","no migration background","","","","","3"
"Sometimes","2009","(Married) couple without C. ","direct migration background","","","","","3"
"Sometimes","2009","(Married) couple without C. ","indirect migration background","","","","","3"
"Sometimes","2009","Single parent ","no migration background","","","","","3"
"Sometimes","2009","Single parent ","direct migration background","","","","","3"
"Sometimes","2009","Single parent ","indirect migration background","","","","","3"
"Sometimes","2009","Couple + C. LE 16 ","no migration background","","","","","3"
"Sometimes","2009","Couple + C. LE 16 ","direct migration background","","","","","3"
"Sometimes","2009","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Sometimes","2009","Couple + C. GT 16 ","no migration background","","","","","3"
"Sometimes","2009","Couple + C. GT 16 ","direct migration background","","","","","3"
"Sometimes","2009","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Sometimes","2009","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Sometimes","2009","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Sometimes","2009","Couple + C. LE and GT 16","no migration background","","","","","3"
"Very often","2009","1-pers.-HH","no migration background","","","","","1"
"Very often","2009","1-pers.-HH","direct migration background","","","","","1"
"Very often","2009","1-pers.-HH","indirect migration background","","","","","1"
"Very often","2009","(Married) couple without C. ","no migration background","","","","","1"
"Very often","2009","(Married) couple without C. ","direct migration background","","","","","1"
"Very often","2009","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Very often","2009","Couple + C. GT 16 ","no migration background","","","","","1"
"Very often","2009","(Married) couple without C. ","indirect migration background","","","","","1"
"Very often","2009","Single parent ","no migration background","","","","","1"
"Very often","2009","Single parent ","direct migration background","","","","","1"
"Very often","2009","Single parent ","indirect migration background","","","","","1"
"Very often","2009","Couple + C. LE 16 ","no migration background","","","","","1"
"Very often","2009","Couple + C. LE 16 ","direct migration background","","","","","1"
"Very often","2009","Couple + C. GT 16 ","direct migration background","","","","","1"
"Very often","2009","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Very often","2009","Couple + C. LE and GT 16","no migration background","","","","","1"
"Very often","2009","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Very often","2009","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Never","2010","1-pers.-HH","no migration background","","","","","5"
"Never","2010","1-pers.-HH","direct migration background","","","","","5"
"Never","2010","1-pers.-HH","indirect migration background","","","","","5"
"Never","2010","(Married) couple without C. ","no migration background","","","","","5"
"Never","2010","(Married) couple without C. ","direct migration background","","","","","5"
"Never","2010","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","2010","Single parent ","no migration background","","","","","5"
"Never","2010","Single parent ","indirect migration background","","","","","5"
"Never","2010","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","2010","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","2010","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","2010","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","2010","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","2010","Single parent ","direct migration background","","","","","5"
"Never","2010","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","2010","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","2010","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Never","2010","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Often","2010","1-pers.-HH","direct migration background","","","","","2"
"Often","2010","1-pers.-HH","indirect migration background","","","","","2"
"Often","2010","(Married) couple without C. ","no migration background","","","","","2"
"Often","2010","1-pers.-HH","no migration background","","","","","2"
"Often","2010","(Married) couple without C. ","direct migration background","","","","","2"
"Often","2010","Single parent ","direct migration background","","","","","2"
"Often","2010","Single parent ","indirect migration background","","","","","2"
"Often","2010","(Married) couple without C. ","indirect migration background","","","","","2"
"Often","2010","Single parent ","no migration background","","","","","2"
"Often","2010","Couple + C. LE 16 ","no migration background","","","","","2"
"Often","2010","Couple + C. LE 16 ","direct migration background","","","","","2"
"Often","2010","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Often","2010","Couple + C. GT 16 ","no migration background","","","","","2"
"Often","2010","Couple + C. GT 16 ","direct migration background","","","","","2"
"Often","2010","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Often","2010","Couple + C. LE and GT 16","no migration background","","","","","2"
"Often","2010","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Often","2010","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Rarely","2010","1-pers.-HH","no migration background","","","","","4"
"Rarely","2010","1-pers.-HH","direct migration background","","","","","4"
"Rarely","2010","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","2010","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","2010","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","2010","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","2010","Single parent ","no migration background","","","","","4"
"Rarely","2010","Single parent ","direct migration background","","","","","4"
"Rarely","2010","Single parent ","indirect migration background","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Sometimes","2010","1-pers.-HH","no migration background","","","","","3"
"Sometimes","2010","1-pers.-HH","direct migration background","","","","","3"
"Sometimes","2010","1-pers.-HH","indirect migration background","","","","","3"
"Sometimes","2010","(Married) couple without C. ","no migration background","","","","","3"
"Sometimes","2010","(Married) couple without C. ","direct migration background","","","","","3"
"Sometimes","2010","(Married) couple without C. ","indirect migration background","","","","","3"
"Sometimes","2010","Single parent ","direct migration background","","","","","3"
"Sometimes","2010","Single parent ","indirect migration background","","","","","3"
"Sometimes","2010","Couple + C. LE 16 ","no migration background","","","","","3"
"Sometimes","2010","Couple + C. LE 16 ","direct migration background","","","","","3"
"Sometimes","2010","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Sometimes","2010","Couple + C. GT 16 ","no migration background","","","","","3"
"Sometimes","2010","Couple + C. GT 16 ","direct migration background","","","","","3"
"Sometimes","2010","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Sometimes","2010","Single parent ","no migration background","","","","","3"
"Sometimes","2010","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Sometimes","2010","Couple + C. LE and GT 16","no migration background","","","","","3"
"Sometimes","2010","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Very often","2010","1-pers.-HH","no migration background","","","","","1"
"Very often","2010","1-pers.-HH","direct migration background","","","","","1"
"Very often","2010","1-pers.-HH","indirect migration background","","","","","1"
"Very often","2010","(Married) couple without C. ","no migration background","","","","","1"
"Very often","2010","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Very often","2010","(Married) couple without C. ","direct migration background","","","","","1"
"Very often","2010","(Married) couple without C. ","indirect migration background","","","","","1"
"Very often","2010","Single parent ","no migration background","","","","","1"
"Very often","2010","Single parent ","direct migration background","","","","","1"
"Very often","2010","Single parent ","indirect migration background","","","","","1"
"Very often","2010","Couple + C. LE 16 ","no migration background","","","","","1"
"Very often","2010","Couple + C. LE 16 ","direct migration background","","","","","1"
"Very often","2010","Couple + C. GT 16 ","no migration background","","","","","1"
"Very often","2010","Couple + C. GT 16 ","direct migration background","","","","","1"
"Very often","2010","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Very often","2010","Couple + C. LE and GT 16","no migration background","","","","","1"
"Very often","2010","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Very often","2010","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Never","2011","1-pers.-HH","no migration background","","","","","5"
"Never","2011","1-pers.-HH","direct migration background","","","","","5"
"Never","2011","1-pers.-HH","indirect migration background","","","","","5"
"Never","2011","(Married) couple without C. ","no migration background","","","","","5"
"Never","2011","(Married) couple without C. ","direct migration background","","","","","5"
"Never","2011","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","2011","Single parent ","direct migration background","","","","","5"
"Never","2011","Single parent ","indirect migration background","","","","","5"
"Never","2011","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","2011","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","2011","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","2011","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","2011","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","2011","Single parent ","no migration background","","","","","5"
"Never","2011","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","2011","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","2011","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","2011","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Often","2011","1-pers.-HH","no migration background","","","","","2"
"Often","2011","1-pers.-HH","direct migration background","","","","","2"
"Often","2011","1-pers.-HH","indirect migration background","","","","","2"
"Often","2011","(Married) couple without C. ","no migration background","","","","","2"
"Often","2011","Single parent ","direct migration background","","","","","2"
"Often","2011","Single parent ","indirect migration background","","","","","2"
"Often","2011","(Married) couple without C. ","direct migration background","","","","","2"
"Often","2011","(Married) couple without C. ","indirect migration background","","","","","2"
"Often","2011","Single parent ","no migration background","","","","","2"
"Often","2011","Couple + C. LE 16 ","no migration background","","","","","2"
"Often","2011","Couple + C. LE 16 ","direct migration background","","","","","2"
"Often","2011","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Often","2011","Couple + C. GT 16 ","no migration background","","","","","2"
"Often","2011","Couple + C. GT 16 ","direct migration background","","","","","2"
"Often","2011","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Often","2011","Couple + C. LE and GT 16","no migration background","","","","","2"
"Often","2011","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Often","2011","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Rarely","2011","1-pers.-HH","no migration background","","","","","4"
"Rarely","2011","1-pers.-HH","direct migration background","","","","","4"
"Rarely","2011","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","2011","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","2011","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","2011","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","2011","Single parent ","no migration background","","","","","4"
"Rarely","2011","Single parent ","direct migration background","","","","","4"
"Rarely","2011","Single parent ","indirect migration background","","","","","4"
"Rarely","2011","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","2011","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","2011","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","2011","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","2011","Couple + C. GT 16 ","direct migration background","","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Rarely","2011","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Sometimes","2011","1-pers.-HH","no migration background","","","","","3"
"Sometimes","2011","1-pers.-HH","indirect migration background","","","","","3"
"Sometimes","2011","(Married) couple without C. ","no migration background","","","","","3"
"Sometimes","2011","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Sometimes","2011","1-pers.-HH","direct migration background","","","","","3"
"Sometimes","2011","(Married) couple without C. ","direct migration background","","","","","3"
"Sometimes","2011","(Married) couple without C. ","indirect migration background","","","","","3"
"Sometimes","2011","Single parent ","no migration background","","","","","3"
"Sometimes","2011","Single parent ","direct migration background","","","","","3"
"Sometimes","2011","Single parent ","indirect migration background","","","","","3"
"Sometimes","2011","Couple + C. LE 16 ","no migration background","","","","","3"
"Sometimes","2011","Couple + C. LE 16 ","direct migration background","","","","","3"
"Sometimes","2011","Couple + C. GT 16 ","no migration background","","","","","3"
"Sometimes","2011","Couple + C. GT 16 ","direct migration background","","","","","3"
"Sometimes","2011","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Sometimes","2011","Couple + C. LE and GT 16","no migration background","","","","","3"
"Sometimes","2011","Couple + C. LE and GT 16","direct migration background","","","","","3"
