"ple0160","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"No","2011","general elemantary","Female","1469","0.97122849862177","0.962808207156245","0.979648790087295"
"No","2011","middle vocational","Male","4674","0.955173617798044","0.949391090603273","0.960956144992815"
"No","2011","middle vocational","Female","5325","0.948669888885931","0.942900582630254","0.954439195141608"
"No","2011","vocational + Abi","Male","427","0.921717111504941","0.897035435972082","0.946398787037799"
"No","2011","vocational + Abi","Female","700","0.935138697956598","0.917536373711349","0.952741022201847"
"No","2011","higher vocational","Male","861","0.959413344031334","0.94652131280684","0.972305375255829"
"No","2011","higher vocational","Female","521","0.938436914609369","0.918367485361311","0.958506343857426"
"No","2011","higher education","Male","2375","0.951839150632501","0.94340406802397","0.960274233241032"
"No","2011","higher education","Female","1997","0.938891349301351","0.928699935929881","0.949082762672822"
"Yes","2012","in school","Male","","","",""
"Yes","2012","in school","Female","6","","",""
"Yes","2012","inadequately","Male","5","","",""
"Yes","2012","inadequately","Female","5","","",""
"Yes","2012","general elemantary","Male","31","0.0405063892141585","0.0257645207528145","0.0552482576755026"
"Yes","2012","general elemantary","Female","37","0.0240889315899274","0.0161642369082555","0.0320136262715994"
"Yes","2012","middle vocational","Male","174","0.0370290398126345","0.0316803324102288","0.0423777472150402"
"Yes","2012","middle vocational","Female","222","0.03679866687296","0.0318406615498667","0.0417566721960532"
"Yes","2012","vocational + Abi","Male","18","","",""
"Yes","2012","vocational + Abi","Female","34","0.047523796829706","0.0323477992898755","0.0626997943695365"
"Yes","2012","higher vocational","Male","27","","",""
"Yes","2012","higher vocational","Female","20","","",""
"Yes","2012","higher education","Male","78","0.0488426945020584","0.0403442841088817","0.057341104895235"
"Yes","2012","higher education","Female","101","0.0459924094092008","0.0372154633746111","0.0547693554437905"
"No","2012","in school","Male","133","1","1","1"
"No","2012","in school","Female","143","0.966553102251044","0.937683171803119","0.995423032698969"
"No","2012","inadequately","Male","89","0.952933261790241","0.910120577495063","0.995745946085418"
"No","2012","inadequately","Female","132","0.967805616267799","0.938247827949334","0.997363404586265"
"No","2012","general elemantary","Male","656","0.959493610785841","0.944751742324497","0.974235479247185"
"No","2012","general elemantary","Female","1401","0.975911068410073","0.967986373728401","0.983835763091745"
"No","2012","middle vocational","Male","4614","0.962970960187365","0.95762225278496","0.968319667589771"
"No","2012","middle vocational","Female","5317","0.96320133312704","0.958243327803947","0.968159338450133"
"No","2012","vocational + Abi","Male","436","0.960289104872558","0.942326223422588","0.978251986322529"
"No","2012","vocational + Abi","Female","721","0.952476203170294","0.937300205630463","0.967652200710125"
"No","2012","higher vocational","Male","875","0.97155190834489","0.96070254144921","0.982401275240571"
"No","2012","higher vocational","Female","526","0.965385319872577","0.950052138381741","0.980718501363414"
"No","2012","higher education","Male","2393","0.951157305497942","0.942658895104765","0.959655715891118"
"No","2012","higher education","Female","2087","0.954007590590799","0.94523064455621","0.962784536625389"
"Yes","2013","in school","Male","3","","",""
"Yes","2013","in school","Female","5","","",""
"Yes","2013","inadequately","Male","1","","",""
"Yes","2013","inadequately","Female","1","","",""
"Yes","2013","general elemantary","Male","25","","",""
"Yes","2013","general elemantary","Female","18","","",""
"Yes","2013","middle vocational","Male","93","0.0219922519581056","0.0176244795740728","0.0263600243421385"
"Yes","2013","middle vocational","Female","144","0.0254223458977445","0.0211121009698756","0.0297325908256135"
"Yes","2013","vocational + Abi","Male","14","","",""
"Yes","2013","vocational + Abi","Female","20","","",""
"Yes","2013","higher vocational","Male","20","","",""
"Yes","2013","higher vocational","Female","11","","",""
"Yes","2013","higher education","Male","46","0.0199545433333024","0.0143113084479856","0.0255977782186192"
"Yes","2013","higher education","Female","66","0.0226231904886839","0.0162889346084769","0.0289574463688909"
"No","2013","in school","Male","119","0.986352738518484","0.965765075104778","1.00694040193219"
"No","2013","in school","Female","131","0.980195911841133","0.956779922823845","1.00361190085842"
"No","2013","inadequately","Male","84","0.985329436735801","0.959769913348275","1.01088896012333"
"No","2013","inadequately","Female","109","0.990522171059506","0.972415513757273","1.00862882836174"
"No","2013","general elemantary","Male","560","0.959170518314271","0.943134187670769","0.975206848957774"
"No","2013","general elemantary","Female","1262","0.987246988579235","0.981100000239025","0.993393976919445"
"No","2013","middle vocational","Male","4238","0.978007748041894","0.973639975657862","0.982375520425927"
"No","2013","middle vocational","Female","4979","0.974577654102255","0.970267409174387","0.978887899030124"
"No","2013","vocational + Abi","Male","406","0.961675559626375","0.943315434096605","0.980035685156145"
"No","2013","vocational + Abi","Female","662","0.959565759082806","0.944782577137752","0.97434894102786"
"No","2013","higher vocational","Male","806","0.975542390279955","0.965008515646609","0.986076264913301"
"No","2013","higher vocational","Female","496","0.971458487575469","0.956964271669958","0.98595270348098"
"No","2013","higher education","Male","2313","0.980045456666698","0.974402221781381","0.985688691552014"
"No","2013","higher education","Female","2051","0.977376809511316","0.971042553631109","0.983711065391523"
"Yes","2014","in school","Male","5","","",""
"Yes","2014","in school","Female","6","","",""
"Yes","2014","inadequately","Male","7","","",""
"Yes","2014","inadequately","Female","12","","",""
"Yes","2014","general elemantary","Male","53","0.0314615405792776","0.0215560429815475","0.0413670381770077"
"Yes","2014","general elemantary","Female","51","0.0189592538345671","0.0128668754661654","0.0250516322029688"
"Yes","2014","middle vocational","Male","174","0.0296070228555739","0.0251966570005909","0.0340173887105569"
"Yes","2014","middle vocational","Female","203","0.0198118368841008","0.016527100643831","0.0230965731243706"
"Yes","2014","vocational + Abi","Male","29","","",""
"Yes","2014","vocational + Abi","Female","46","0.0384552481534602","0.0280063137501722","0.0489041825567482"
"Yes","2014","higher vocational","Male","27","","",""
"Yes","2014","higher vocational","Female","22","","",""
"Yes","2014","higher education","Male","108","0.0409962190290401","0.0340230622859759","0.0479693757721043"
"Yes","2014","higher education","Female","111","0.0357779928953105","0.0292690385507518","0.0422869472398691"
"No","2014","in school","Male","207","0.963308652874404","0.93800141659745","0.988615889151357"
"No","2014","in school","Female","227","0.945931996551996","0.916893758924376","0.974970234179616"
"No","2014","inadequately","Male","205","0.98100287456821","0.962626524918364","0.999379224218055"
"No","2014","inadequately","Female","280","0.966344451474511","0.945659667930763","0.987029235018258"
"No","2014","general elemantary","Male","1140","0.968538459420722","0.958632961822992","0.978443957018453"
"No","2014","general elemantary","Female","1874","0.981040746165433","0.974948367797031","0.987133124533835"
"No","2014","middle vocational","Male","5500","0.970392977144426","0.965982611289443","0.974803342999409"
"No","2014","middle vocational","Female","6711","0.980188163115899","0.976903426875629","0.983472899356169"
"No","2014","vocational + Abi","Male","725","0.960079272416084","0.94610545099412","0.974053093838048"
"No","2014","vocational + Abi","Female","1255","0.96154475184654","0.951095817443252","0.971993686249828"
"No","2014","higher vocational","Male","959","0.974890721934765","0.965124991881267","0.984656451988263"
"No","2014","higher vocational","Female","591","0.962786146840823","0.947801894091844","0.977770399589802"
"No","2014","higher education","Male","2998","0.95900378097096","0.952030624227896","0.965976937714024"
"No","2014","higher education","Female","3017","0.964222007104689","0.957713052760131","0.970730961449248"
"Yes","2015","in school","Male","3","","",""
"Yes","2015","in school","Female","5","","",""
"Yes","2015","inadequately","Male","1","","",""
"Yes","2015","inadequately","Female","11","","",""
"Yes","2015","general elemantary","Male","32","0.0402409175756427","0.0281627050424954","0.05231913010879"
"Yes","2015","general elemantary","Female","47","0.0156529714629563","0.00969067610499286","0.0216152668209197"
"Yes","2015","middle vocational","Male","179","0.0307823759145572","0.0261038397361541","0.0354609120929603"
"Yes","2015","middle vocational","Female","188","0.0219621987199228","0.0183901909961903","0.0255342064436552"
"Yes","2015","vocational + Abi","Male","34","0.0491927353663776","0.0333404529147151","0.0650450178180401"
"Yes","2015","vocational + Abi","Female","44","0.0419929967909972","0.0308472113852327","0.0531387821967617"
"Yes","2015","higher vocational","Male","29","","",""
"Yes","2015","higher vocational","Female","22","","",""
"Yes","2015","higher education","Male","103","0.0377263628107076","0.030861254857493","0.0445914707639222"
"Yes","2015","higher education","Female","111","0.0346992833042871","0.0280747135909383","0.0413238530176358"
"No","2015","in school","Male","151","0.952682644902827","0.919149669692833","0.986215620112822"
"No","2015","in school","Female","191","0.989665048682292","0.975506511378458","1.00382358598613"
"No","2015","inadequately","Male","161","0.999594340322975","0.996493471473293","1.00269520917266"
"No","2015","inadequately","Female","238","0.968096395594261","0.94626770953716","0.989925081651361"
"No","2015","general elemantary","Male","985","0.959759082424357","0.94768086989121","0.971837294957505"
"No","2015","general elemantary","Female","1618","0.984347028537044","0.97838473317908","0.990309323895007"
"No","2015","middle vocational","Male","5057","0.969217624085443","0.96453908790704","0.973896160263846"
"No","2015","middle vocational","Female","6279","0.978037801280077","0.974465793556345","0.98160980900381"
"No","2015","vocational + Abi","Male","681","0.950807264633622","0.93495498218196","0.966659547085285"
"No","2015","vocational + Abi","Female","1200","0.958007003209003","0.946861217803238","0.969152788614767"
"No","2015","higher vocational","Male","916","0.973209994356693","0.962915100590924","0.983504888122462"
"No","2015","higher vocational","Female","564","0.973745789879904","0.960800208539527","0.98669137122028"
"No","2015","higher education","Male","2856","0.962273637189292","0.955408529236078","0.969138745142507"
"No","2015","higher education","Female","2821","0.965300716695713","0.958676146982364","0.971925286409062"
"Yes","2016","in school","Male","7","","",""
"Yes","2016","in school","Female","5","","",""
"Yes","2016","inadequately","Male","5","","",""
"Yes","2016","inadequately","Female","10","","",""
"Yes","2016","general elemantary","Male","42","0.029487938816294","0.0189606889326252","0.0400151886999627"
"Yes","2016","general elemantary","Female","46","0.0167824567241732","0.0104465379140162","0.0231183755343302"
"Yes","2016","middle vocational","Male","189","0.0357432171887869","0.0305704084992717","0.0409160258783021"
"Yes","2016","middle vocational","Female","204","0.0334060574855853","0.028887026242939","0.0379250887282315"
"Yes","2016","vocational + Abi","Male","30","0.0527314391241189","0.0367681648056159","0.068694713442622"
"Yes","2016","vocational + Abi","Female","51","0.0456523928414253","0.0341771896830524","0.0571275959997982"
"Yes","2016","higher vocational","Male","30","0.0263579601467879","0.0156512900091576","0.0370646302844182"
"Yes","2016","higher vocational","Female","16","","",""
"Yes","2016","higher education","Male","115","0.0362109578425944","0.0294443103376657","0.0429776053475232"
"Yes","2016","higher education","Female","140","0.0488674188689203","0.0411138777209135","0.0566209600169271"
"No","2016","in school","Male","136","0.974587748445793","0.948794139043988","1.0003813578476"
"No","2016","in school","Female","182","0.993936549081685","0.982809844657398","1.00506325350597"
"No","2016","inadequately","Male","166","0.98770425150489","0.971186878247235","1.00422162476254"
"No","2016","inadequately","Female","221","0.961251477839835","0.936363581853182","0.986139373826488"
"No","2016","general elemantary","Male","950","0.970512061183706","0.959984811300037","0.981039311067375"
"No","2016","general elemantary","Female","1533","0.983217543275827","0.97688162446567","0.989553462085984"
"No","2016","middle vocational","Male","4759","0.964256782811213","0.959083974121698","0.969429591500728"
"No","2016","middle vocational","Female","5870","0.966593942514415","0.962074911271769","0.971112973757061"
"No","2016","vocational + Abi","Male","723","0.947268560875881","0.931305286557378","0.963231835194384"
"No","2016","vocational + Abi","Female","1220","0.954347607158575","0.942872404000202","0.965822810316948"
"No","2016","higher vocational","Male","830","0.973642039853212","0.962935369715582","0.984348709990842"
"No","2016","higher vocational","Female","533","0.984166259480686","0.973724157833017","0.994608361128356"
"No","2016","higher education","Male","2813","0.963789042157406","0.957022394652477","0.970555689662334"
"No","2016","higher education","Female","2830","0.95113258113108","0.943379039983073","0.958886122279086"
"Yes","2017","in school","Male","3","","",""
"Yes","2017","in school","Female","9","","",""
"Yes","2017","inadequately","Male","6","","",""
"Yes","2017","inadequately","Female","8","","",""
"Yes","2017","general elemantary","Male","38","0.029913937414952","0.0196248743704453","0.0402030004594587"
"Yes","2017","general elemantary","Female","44","0.0210975596754972","0.014239893073028","0.0279552262779664"
"Yes","2017","middle vocational","Male","214","0.0371184078138932","0.0321134629032307","0.0421233527245558"
"Yes","2017","middle vocational","Female","251","0.0308024100092061","0.0266311146074645","0.0349737054109476"
"Yes","2017","vocational + Abi","Male","30","0.0350052316048653","0.0224101670919638","0.0476002961177668"
"Yes","2017","vocational + Abi","Female","62","0.0459023384865927","0.0349205061603227","0.0568841708128626"
"Yes","2017","higher vocational","Male","43","0.0335064480105655","0.0220571552413432","0.0449557407797879"
"Yes","2017","higher vocational","Female","31","0.0344468799888171","0.0197806699521541","0.0491130900254801"
"Yes","2017","higher education","Male","135","0.0398543033229921","0.0331444553706939","0.0465641512752904"
"Yes","2017","higher education","Female","163","0.0438500397640751","0.0368265250008411","0.0508735545273091"
"No","2017","in school","Male","184","0.993445651761177","0.981880160083325","1.00501114343903"
"No","2017","in school","Female","202","0.976229213742002","0.955674826384331","0.996783601099673"
"No","2017","inadequately","Male","185","0.974884913637321","0.95269398789156","0.997075839383083"
"No","2017","inadequately","Female","248","0.977709925676537","0.959626159676201","0.995793691676873"
"No","2017","general elemantary","Male","1015","0.970086062585048","0.959796999540541","0.980375125629555"
"No","2017","general elemantary","Female","1643","0.978902440324503","0.972044773722033","0.985760106926972"
"No","2017","middle vocational","Male","5267","0.962881592186107","0.957876647275444","0.967886537096769"
"No","2017","middle vocational","Female","6340","0.969197589990794","0.965026294589052","0.973368885392536"
"No","2017","vocational + Abi","Male","788","0.964994768395135","0.952399703882233","0.977589832908036"
"No","2017","vocational + Abi","Female","1333","0.954097661513407","0.943115829187138","0.965079493839677"
"No","2017","higher vocational","Male","906","0.966493551989434","0.955044259220212","0.977942844758657"
"No","2017","higher vocational","Female","563","0.965553120011183","0.95088690997452","0.980219330047846"
"No","2017","higher education","Male","3130","0.960145696677008","0.95343584872471","0.966855544629306"
"No","2017","higher education","Female","3102","0.956149960235925","0.949126445472691","0.963173474999159"
"Yes","2018","in school","Male","2","","",""
"Yes","2018","in school","Female","8","","",""
"Yes","2018","inadequately","Male","10","","",""
"Yes","2018","inadequately","Female","8","","",""
"Yes","2018","general elemantary","Male","34","0.0307954262765186","0.0203754442603791","0.041215408292658"
"Yes","2018","general elemantary","Female","40","0.0200606736832026","0.013209855856235","0.0269114915101702"
"Yes","2018","middle vocational","Male","187","0.0352611493817619","0.0302306848578027","0.0402916139057211"
"Yes","2018","middle vocational","Female","215","0.0279282372126404","0.0238670087029562","0.0319894657223246"
"Yes","2018","vocational + Abi","Male","32","0.0305925753778896","0.0186066191437995","0.0425785316119797"
"Yes","2018","vocational + Abi","Female","64","0.0480722481099594","0.0365321278209237","0.059612368398995"
"Yes","2018","higher vocational","Male","25","","",""
"Yes","2018","higher vocational","Female","23","","",""
"Yes","2018","higher education","Male","102","0.0317651136817755","0.0256271313458127","0.0379030960177383"
"Yes","2018","higher education","Female","115","0.0310955105881604","0.0250578936346914","0.0371331275416293"
"No","2018","in school","Male","149","0.9951384132792","0.984044356575996","1.0062324699824"
"No","2018","in school","Female","174","0.92004849123498","0.880645328017484","0.959451654452475"
"No","2018","inadequately","Male","188","0.957648619371136","0.929597359236953","0.985699879505319"
"No","2018","inadequately","Female","268","0.9838984287577","0.969049237108082","0.998747620407318"
"No","2018","general elemantary","Male","1022","0.969204573723481","0.958784591707342","0.979624555739621"
"No","2018","general elemantary","Female","1569","0.979939326316797","0.97308850848983","0.986790144143765"
"No","2018","middle vocational","Male","4977","0.964738850618238","0.959708386094279","0.969769315142197"
"No","2018","middle vocational","Female","6108","0.97207176278736","0.968010534277675","0.976132991297044"
"No","2018","vocational + Abi","Male","761","0.96940742462211","0.95742146838802","0.981393380856201"
"No","2018","vocational + Abi","Female","1256","0.951927751890041","0.940387631601005","0.963467872179076"
"No","2018","higher vocational","Male","853","0.973533299617706","0.962915705018479","0.984150894216934"
"No","2018","higher vocational","Female","549","0.965636162774984","0.950707955242699","0.980564370307268"
"No","2018","higher education","Male","3034","0.968234886318225","0.962096903982262","0.974372868654187"
"No","2018","higher education","Female","3060","0.96890448941184","0.962866872458371","0.974942106365309"
"Yes","2019","in school","Male","6","","",""
"Yes","2019","in school","Female","4","","",""
"Yes","2019","inadequately","Male","4","","",""
"Yes","2019","inadequately","Female","5","","",""
"Yes","2019","general elemantary","Male","40","0.0327728519718995","0.0216935190662658","0.0438521848775331"
"Yes","2019","general elemantary","Female","39","0.0192425911121942","0.0121149031457022","0.0263702790786862"
"Yes","2019","middle vocational","Male","146","0.0249655439180847","0.0206683817824406","0.0292627060537287"
"Yes","2019","middle vocational","Female","165","0.0233660220227994","0.0195620110393639","0.027170033006235"
"Yes","2019","vocational + Abi","Male","38","0.0653122890524087","0.0485235860338067","0.0821009920710108"
"Yes","2019","vocational + Abi","Female","44","0.0279418664104466","0.0191177847793324","0.0367659480415607"
"Yes","2019","higher vocational","Male","35","0.0390135144436383","0.0274763086871626","0.050550720200114"
"Yes","2019","higher vocational","Female","26","","",""
"Yes","2019","higher education","Male","106","0.0420688222954328","0.0355705307499493","0.0485671138409162"
"Yes","2019","higher education","Female","109","0.0389986090812852","0.0324381142600279","0.0455591039025424"
"No","2019","in school","Male","161","0.94670787551715","0.912641230328953","0.980774520705347"
"No","2019","in school","Female","158","0.990021392314014","0.974715880834465","1.00532690379356"
"No","2019","inadequately","Male","170","0.972411194273358","0.948074314746578","0.996748073800137"
"No","2019","inadequately","Female","212","0.986812295917994","0.971634102005085","1.0019904898309"
"No","2019","general elemantary","Male","952","0.967227148028101","0.956147815122467","0.978306480933734"
"No","2019","general elemantary","Female","1388","0.980757408887806","0.973629720921314","0.987885096854298"
"No","2019","middle vocational","Male","4918","0.975034456081915","0.970737293946271","0.979331618217559"
"No","2019","middle vocational","Female","5893","0.976633977977201","0.972829966993765","0.980437988960636"
"No","2019","vocational + Abi","Male","794","0.934687710947591","0.917899007928989","0.951476413966193"
"No","2019","vocational + Abi","Female","1296","0.972058133589553","0.963234051958439","0.980882215220668"
"No","2019","higher vocational","Male","1047","0.960986485556362","0.949449279799886","0.972523691312837"
"No","2019","higher vocational","Female","563","0.956838469843732","0.940426595847172","0.973250343840293"
"No","2019","higher education","Male","3560","0.957931177704567","0.951432886159084","0.964429469250051"
"No","2019","higher education","Female","3236","0.961001390918715","0.954440896097458","0.967561885739972"
