"ple0008","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Poor","2003","no migration background","East Germany","203","0.0545771479891314","0.0484144212810759","0.0607398746971869"
"Poor","2003","direct migration background","West Germany","115","0.0505038383737186","0.0419793581193246","0.0590283186281127"
"Poor","2003","direct migration background","East Germany","4","","",""
"Poor","2003","indirect migration background","West Germany","11","","",""
"Poor","2003","indirect migration background","East Germany","1","","",""
"Very good","2004","no migration background","West Germany","1381","0.0962595096442702","0.0912334426227451","0.101285576665795"
"Very good","2004","no migration background","East Germany","367","0.0679908672869691","0.0610848425014406","0.0748968920724977"
"Very good","2004","direct migration background","West Germany","266","0.115055640401861","0.102412846853832","0.127698433949889"
"Very good","2004","direct migration background","East Germany","5","","",""
"Very good","2004","indirect migration background","West Germany","185","0.233265949188062","0.203491393530981","0.263040504845142"
"Very good","2004","indirect migration background","East Germany","4","","",""
"Good","2004","no migration background","West Germany","5481","0.372798749491866","0.364558786445545","0.381038712538186"
"Good","2004","no migration background","East Germany","2117","0.380780096149524","0.367458620613499","0.394101571685549"
"Good","2004","direct migration background","West Germany","963","0.377397171594913","0.358191213740984","0.396603129448841"
"Good","2004","direct migration background","East Germany","15","","",""
"Good","2004","indirect migration background","West Germany","392","0.451006739081943","0.415974147815811","0.486039330348074"
"Good","2004","indirect migration background","East Germany","18","","",""
"Satisfactory","2004","no migration background","West Germany","4140","0.329283692639801","0.321275414890282","0.337291970389319"
"Satisfactory","2004","no migration background","East Germany","1735","0.345942020548055","0.332892260048686","0.358991781047424"
"Satisfactory","2004","direct migration background","West Germany","734","0.283498531231188","0.265641261630372","0.301355800832003"
"Satisfactory","2004","direct migration background","East Germany","47","0.43491329551743","0.338706246865283","0.531120344169577"
"Satisfactory","2004","indirect migration background","West Germany","148","0.227039154312203","0.19754565063119","0.256532657993216"
"Satisfactory","2004","indirect migration background","East Germany","10","","",""
"Less good","2004","no migration background","West Germany","1728","0.151928999480749","0.14581224529037","0.158045753671127"
"Less good","2004","no migration background","East Germany","687","0.155538888685914","0.145596240299733","0.165481537072095"
"Less good","2004","direct migration background","West Germany","370","0.174388520940633","0.159354404319422","0.189422637561844"
"Less good","2004","direct migration background","East Germany","31","0.322972063479268","0.232224749546888","0.413719377411647"
"Less good","2004","indirect migration background","West Germany","41","0.0808784363925132","0.0616829071478579","0.100073965637168"
"Less good","2004","indirect migration background","East Germany","1","","",""
"Poor","2004","no migration background","West Germany","499","0.0497290487433149","0.0460246870420147","0.0534334104446151"
"Poor","2004","no migration background","East Germany","198","0.0497481273295377","0.0437832640475211","0.0557129906115542"
"Poor","2004","direct migration background","West Germany","114","0.0496601358314056","0.0410526853783951","0.0582675862844161"
"Poor","2004","direct migration background","East Germany","4","","",""
"Poor","2004","indirect migration background","West Germany","9","","",""
"Poor","2004","indirect migration background","East Germany","2","","",""
"Very good","2005","no migration background","West Germany","1199","0.0889898482260553","0.084024566742678","0.0939551297094327"
"Very good","2005","no migration background","East Germany","378","0.0710366168661754","0.0638446749279719","0.0782285588043789"
"Very good","2005","direct migration background","West Germany","201","0.0882356254107062","0.0765803998114497","0.0998908510099627"
"Very good","2005","direct migration background","East Germany","3","","",""
"Very good","2005","indirect migration background","West Germany","167","0.184261188310265","0.157345132069178","0.211177244551352"
"Very good","2005","indirect migration background","East Germany","4","","",""
"Good","2005","no migration background","West Germany","5076","0.371076230015927","0.362651759689686","0.379500700342168"
"Good","2005","no migration background","East Germany","1957","0.380181629389374","0.366591189137316","0.393772069641432"
"Good","2005","direct migration background","West Germany","863","0.355876349243401","0.336202398634937","0.375550299851864"
"Good","2005","direct migration background","East Germany","21","","",""
"Good","2005","indirect migration background","West Germany","403","0.483050908017981","0.448358114594108","0.517743701441855"
"Good","2005","indirect migration background","East Germany","15","","",""
"Satisfactory","2005","no migration background","West Germany","4151","0.340459715932424","0.332196186805189","0.348723245059659"
"Satisfactory","2005","no migration background","East Germany","1679","0.331917965889966","0.318734305217525","0.345101626562408"
"Satisfactory","2005","direct migration background","West Germany","725","0.331642812093351","0.312296553141506","0.350989071045195"
"Satisfactory","2005","direct migration background","East Germany","49","0.450264294616492","0.353712859706806","0.546815729526177"
"Satisfactory","2005","indirect migration background","West Germany","176","0.236871651096683","0.207354511614756","0.266388790578609"
"Satisfactory","2005","indirect migration background","East Germany","13","","",""
"Less good","2005","no migration background","West Germany","1741","0.154582660626771","0.148278489450937","0.160886831802604"
"Less good","2005","no migration background","East Germany","700","0.167179847653429","0.156733287361716","0.177626407945143"
"Less good","2005","direct migration background","West Germany","364","0.170352446686352","0.154904228429344","0.18580066494336"
"Less good","2005","direct migration background","East Germany","20","","",""
"Less good","2005","indirect migration background","West Germany","44","0.0822924584441736","0.0632136565249714","0.101371260363376"
"Less good","2005","indirect migration background","East Germany","2","","",""
"Poor","2005","no migration background","West Germany","465","0.0448915451988232","0.0412806020201392","0.0485024883775072"
"Poor","2005","no migration background","East Germany","187","0.049683940201055","0.0436005203683955","0.0557673600337144"
"Poor","2005","direct migration background","West Germany","122","0.0538927665661905","0.044613945256341","0.06317158787604"
"Poor","2005","direct migration background","East Germany","9","","",""
"Poor","2005","indirect migration background","West Germany","7","","",""
"Poor","2005","indirect migration background","East Germany","1","","",""
"Very good","2006","no migration background","West Germany","1249","0.0881519417096747","0.0834030548146105","0.092900828604739"
"Very good","2006","no migration background","East Germany","372","0.0796854539097961","0.0722828935430301","0.0870880142765622"
"Very good","2006","direct migration background","West Germany","222","0.101840148833881","0.0894205501499072","0.114259747517854"
"Very good","2006","direct migration background","East Germany","6","","",""
"Very good","2006","indirect migration background","West Germany","141","0.165016260691001","0.138999867093665","0.191032654288336"
"Very good","2006","indirect migration background","East Germany","7","","",""
"Good","2006","no migration background","West Germany","5479","0.373049154231415","0.364948605818266","0.381149702644564"
"Good","2006","no migration background","East Germany","2097","0.368653120986689","0.355465475448264","0.381840766525114"
"Good","2006","direct migration background","West Germany","835","0.355621689325824","0.335963848758133","0.375279529893514"
"Good","2006","direct migration background","East Germany","32","0.374167999107574","0.284548753543517","0.463787244671632"
"Good","2006","indirect migration background","West Germany","402","0.487515823260301","0.452482664034045","0.522548982486557"
"Good","2006","indirect migration background","East Germany","19","","",""
"Satisfactory","2006","no migration background","West Germany","4606","0.348004925364115","0.34002627381518","0.35598357691305"
"Satisfactory","2006","no migration background","East Germany","1734","0.340128242745545","0.327178074606049","0.353078410885041"
"Satisfactory","2006","direct migration background","West Germany","744","0.321929403045238","0.302743201178614","0.341115604911861"
"Satisfactory","2006","direct migration background","East Germany","38","0.28024857110382","0.197071801178282","0.363425341029359"
"Satisfactory","2006","indirect migration background","West Germany","167","0.242305829227284","0.212274564755129","0.272337093699439"
"Satisfactory","2006","indirect migration background","East Germany","11","","",""
"Less good","2006","no migration background","West Germany","1814","0.142681930492572","0.136823650524647","0.148540210460498"
"Less good","2006","no migration background","East Germany","713","0.15347661864121","0.143623700395063","0.163329536887357"
"Less good","2006","direct migration background","West Germany","358","0.168744923769085","0.153365015509412","0.184124832028758"
"Less good","2006","direct migration background","East Germany","25","","",""
"Less good","2006","indirect migration background","West Germany","61","0.086967398616011","0.0672174442360041","0.106717352996018"
"Less good","2006","indirect migration background","East Germany","2","","",""
"Poor","2006","no migration background","West Germany","544","0.0481120482022228","0.044527499514166","0.0516965968902797"
"Poor","2006","no migration background","East Germany","225","0.0580565637167601","0.0516641869456195","0.0644489404879007"
"Poor","2006","direct migration background","West Germany","119","0.0518638350259728","0.0427575990377562","0.0609700710141895"
"Poor","2006","direct migration background","East Germany","11","","",""
"Poor","2006","indirect migration background","West Germany","11","","",""
"Poor","2006","indirect migration background","East Germany","1","","",""
"Very good","2007","no migration background","West Germany","1084","0.0777987334688417","0.0731524812398453","0.0824449856978382"
"Very good","2007","no migration background","East Germany","342","0.073957724324715","0.0666189592834381","0.0812964893659919"
"Very good","2007","direct migration background","West Germany","159","0.0824074052400511","0.070471714760199","0.0943430957199031"
"Very good","2007","direct migration background","East Germany","4","","",""
"Very good","2007","indirect migration background","West Germany","133","0.191645824745361","0.163401629746491","0.21989001974423"
"Very good","2007","indirect migration background","East Germany","6","","",""
"Good","2007","no migration background","West Germany","5142","0.375281735738023","0.36688279575838","0.383680675717666"
"Good","2007","no migration background","East Germany","1969","0.391006419234141","0.377322386383337","0.404690452084945"
"Good","2007","direct migration background","West Germany","801","0.35858676249239","0.337770365390645","0.379403159594136"
"Good","2007","direct migration background","East Germany","18","","",""
"Good","2007","indirect migration background","West Germany","371","0.457409178525371","0.421659895491988","0.493158461558753"
"Good","2007","indirect migration background","East Germany","18","","",""
"Satisfactory","2007","no migration background","West Germany","4267","0.351832906754875","0.343549378092682","0.360116435417068"
"Satisfactory","2007","no migration background","East Germany","1708","0.331056120679652","0.317859538699792","0.344252702659512"
"Satisfactory","2007","direct migration background","West Germany","659","0.33552366619548","0.315029001555827","0.356018330835132"
"Satisfactory","2007","direct migration background","East Germany","43","0.480137995889559","0.379140352525755","0.581135639253363"
"Satisfactory","2007","indirect migration background","West Germany","174","0.244036614765719","0.213214917260973","0.274858312270465"
"Satisfactory","2007","indirect migration background","East Germany","16","","",""
"Less good","2007","no migration background","West Germany","1806","0.154081832690448","0.147819393012429","0.160344272368466"
"Less good","2007","no migration background","East Germany","671","0.154910141836882","0.144763854019376","0.165056429654387"
"Less good","2007","direct migration background","West Germany","315","0.16834591165753","0.152104935512149","0.184586887802911"
"Less good","2007","direct migration background","East Germany","23","","",""
"Less good","2007","indirect migration background","West Germany","55","0.0917983865026635","0.0710785017346525","0.112518271270674"
"Less good","2007","indirect migration background","East Germany","","","",""
"Poor","2007","no migration background","West Germany","468","0.0410047913478126","0.0375650230966168","0.0444445595990085"
"Poor","2007","no migration background","East Germany","195","0.04906959392461","0.0430120523138131","0.0551271355354069"
"Poor","2007","direct migration background","West Germany","105","0.0551362544145495","0.0452292421481991","0.0650432666809"
"Poor","2007","direct migration background","East Germany","6","","",""
"Poor","2007","indirect migration background","West Germany","13","","",""
"Poor","2007","indirect migration background","East Germany","1","","",""
"Very good","2008","no migration background","West Germany","1039","0.0812882123889248","0.0764089070271211","0.0861675177507285"
"Very good","2008","no migration background","East Germany","344","0.0809542482123836","0.0731278108865652","0.088780685538202"
"Very good","2008","direct migration background","West Germany","155","0.094384237584119","0.0809965034604464","0.107771971707792"
"Very good","2008","direct migration background","East Germany","3","","",""
"Very good","2008","indirect migration background","West Germany","151","0.208298776274173","0.178840272940226","0.23775727960812"
"Very good","2008","indirect migration background","East Germany","7","","",""
"Good","2008","no migration background","West Germany","4821","0.376471896725746","0.367821244260383","0.385122549191109"
"Good","2008","no migration background","East Germany","1840","0.385642541510267","0.3716763253492","0.399608757671333"
"Good","2008","direct migration background","West Germany","682","0.344346802947122","0.322588727640325","0.366104878253919"
"Good","2008","direct migration background","East Germany","20","","",""
"Good","2008","indirect migration background","West Germany","352","0.455721438429555","0.419593181823703","0.491849695035407"
"Good","2008","indirect migration background","East Germany","21","","",""
"Satisfactory","2008","no migration background","West Germany","4023","0.352653155523554","0.344122213856113","0.361184097190995"
"Satisfactory","2008","no migration background","East Germany","1619","0.331478034419366","0.317970970907918","0.344985097930814"
"Satisfactory","2008","direct migration background","West Germany","570","0.319547799630214","0.2981951347808","0.340900464479627"
"Satisfactory","2008","direct migration background","East Germany","39","0.441318497911282","0.333184118210355","0.549452877612208"
"Satisfactory","2008","indirect migration background","West Germany","162","0.247265965902359","0.215969909988739","0.278562021815978"
"Satisfactory","2008","indirect migration background","East Germany","13","","",""
"Less good","2008","no migration background","West Germany","1725","0.148083695907586","0.141741981866015","0.154425409949158"
"Less good","2008","no migration background","East Germany","681","0.157887781953861","0.147425294025985","0.168350269881736"
"Less good","2008","direct migration background","West Germany","324","0.184060057094005","0.166314312385272","0.201805801802739"
"Less good","2008","direct migration background","East Germany","13","","",""
"Less good","2008","indirect migration background","West Germany","54","0.0760533028512768","0.0568237511646309","0.0952828545379228"
"Less good","2008","indirect migration background","East Germany","2","","",""
"Poor","2008","no migration background","West Germany","442","0.041503039454189","0.0379418925527687","0.0450641863556093"
"Poor","2008","no migration background","East Germany","182","0.0440373939041231","0.0381502184254146","0.0499245693828315"
"Poor","2008","direct migration background","West Germany","101","0.05766110274454","0.0469870243703319","0.0683351811187482"
"Poor","2008","direct migration background","East Germany","6","","",""
"Poor","2008","indirect migration background","West Germany","11","","",""
"Poor","2008","indirect migration background","East Germany","","","",""
"Very good","2009","no migration background","West Germany","937","0.0778753585294558","0.0729265960095807","0.0828241210493309"
"Very good","2009","no migration background","East Germany","265","0.0645626165961014","0.0573331968491156","0.0717920363430873"
"Very good","2009","direct migration background","West Germany","127","0.0869736774515095","0.0731225509779093","0.10082480392511"
"Very good","2009","direct migration background","East Germany","5","","",""
"Very good","2009","indirect migration background","West Germany","121","0.195595398522548","0.165627440698213","0.225563356346883"
"Very good","2009","indirect migration background","East Germany","6","","",""
"Good","2009","no migration background","West Germany","4372","0.364310502370234","0.35542340099954","0.373197603740929"
"Good","2009","no migration background","East Germany","1741","0.383689174978954","0.369383933616944","0.397994416340964"
"Good","2009","direct migration background","West Germany","578","0.356191100345046","0.332653100868719","0.379729099821373"
"Good","2009","direct migration background","East Germany","17","","",""
"Good","2009","indirect migration background","West Germany","342","0.462008587785471","0.424342262325623","0.499674913245319"
"Good","2009","indirect migration background","East Germany","22","","",""
"Satisfactory","2009","no migration background","West Germany","3989","0.373430072055491","0.364497198472577","0.382362945638405"
"Satisfactory","2009","no migration background","East Germany","1578","0.345797603747393","0.331805836453283","0.359789371041503"
"Satisfactory","2009","direct migration background","West Germany","512","0.321927587496491","0.298962576163823","0.344892598829158"
"Satisfactory","2009","direct migration background","East Germany","37","0.409668463046662","0.299106547725216","0.520230378368109"
"Satisfactory","2009","indirect migration background","West Germany","150","0.252098722015989","0.21929311949371","0.284904324538268"
"Satisfactory","2009","indirect migration background","East Germany","9","","",""
"Less good","2009","no migration background","West Germany","1545","0.143064094875471","0.13659801201183","0.149530177739112"
"Less good","2009","no migration background","East Germany","676","0.159260594239454","0.148496180394489","0.170025008084418"
"Less good","2009","direct migration background","West Germany","285","0.186493275018421","0.167347996423071","0.205638553613771"
"Less good","2009","direct migration background","East Germany","12","","",""
"Less good","2009","indirect migration background","West Germany","54","0.0774601890483536","0.0572638620603153","0.0976565160363919"
"Less good","2009","indirect migration background","East Germany","3","","",""
"Poor","2009","no migration background","West Germany","421","0.0413199721693486","0.0376444536086886","0.0449954907300087"
"Poor","2009","no migration background","East Germany","179","0.0466900104380975","0.0404836845533861","0.0528963363228089"
"Poor","2009","direct migration background","West Germany","88","0.0484143596885327","0.0378641627900057","0.0589645565870597"
"Poor","2009","direct migration background","East Germany","5","","",""
"Poor","2009","indirect migration background","West Germany","6","","",""
"Poor","2009","indirect migration background","East Germany","1","","",""
"Very good","2010","no migration background","West Germany","1714","0.0915584728431001","0.0868980561118945","0.0962188895743058"
"Very good","2010","no migration background","East Germany","464","0.0719228577876631","0.0649560586149781","0.078889656960348"
"Very good","2010","direct migration background","West Germany","390","0.108622421778039","0.0970513772784128","0.120193466277665"
"Very good","2010","direct migration background","East Germany","17","","",""
"Very good","2010","indirect migration background","West Germany","204","0.200894998508422","0.176921317806095","0.224868679210749"
"Very good","2010","indirect migration background","East Germany","20","","",""
"Good","2010","no migration background","West Germany","5902","0.362811970415278","0.355042317808906","0.370581623021649"
"Good","2010","no migration background","East Germany","2215","0.384412912839162","0.371295399329414","0.397530426348909"
"Good","2010","direct migration background","West Germany","1152","0.381589744239438","0.363525547317621","0.399653941161255"
"Good","2010","direct migration background","East Germany","41","0.239069093343164","0.165180493740995","0.312957692945333"
"Good","2010","indirect migration background","West Germany","501","0.407527239224967","0.378126331072788","0.436928147377146"
"Good","2010","indirect migration background","East Germany","27","","",""
"Satisfactory","2010","no migration background","West Germany","4651","0.348652774798203","0.340952081266093","0.356353468330313"
"Satisfactory","2010","no migration background","East Germany","1683","0.338453893458623","0.325694277538575","0.35121350937867"
"Satisfactory","2010","direct migration background","West Germany","773","0.292789685484862","0.275868368934751","0.309711002034973"
"Satisfactory","2010","direct migration background","East Germany","39","0.331474248456859","0.249923664738873","0.413024832174845"
"Satisfactory","2010","indirect migration background","West Germany","264","0.279126265807619","0.252286533268159","0.305965998347079"
"Satisfactory","2010","indirect migration background","East Germany","19","","",""
"Less good","2010","no migration background","West Germany","1953","0.153112076516111","0.147293125698941","0.15893102733328"
"Less good","2010","no migration background","East Germany","710","0.160504241826371","0.150605949038193","0.170402534614549"
"Less good","2010","direct migration background","West Germany","344","0.156402114831392","0.142894737812972","0.169909491849811"
"Less good","2010","direct migration background","East Germany","26","","",""
"Less good","2010","indirect migration background","West Germany","90","0.0929426549401974","0.07556972215841","0.110315587721985"
"Less good","2010","indirect migration background","East Germany","10","","",""
"Poor","2010","no migration background","West Germany","491","0.0438647054273083","0.0405553434190786","0.0471740674355381"
"Poor","2010","no migration background","East Germany","211","0.0447060940881818","0.0391334712149599","0.0502787169614037"
"Poor","2010","direct migration background","West Germany","119","0.0605960336662693","0.05172385530209","0.0694682120304486"
"Poor","2010","direct migration background","East Germany","5","","",""
"Poor","2010","indirect migration background","West Germany","14","","",""
"Poor","2010","indirect migration background","East Germany","","","",""
"Very good","2011","no migration background","West Germany","1926","0.0966617992406634","0.0923222524717118","0.101001346009615"
"Very good","2011","no migration background","East Germany","508","0.0869650396774206","0.0798908404040514","0.0940392389507899"
"Very good","2011","direct migration background","West Germany","404","0.114125219631998","0.102915995045825","0.125334444218171"
"Very good","2011","direct migration background","East Germany","25","","",""
"Very good","2011","indirect migration background","West Germany","218","0.177172507029699","0.155756286934206","0.198588727125192"
"Very good","2011","indirect migration background","East Germany","14","","",""
"Good","2011","no migration background","West Germany","7252","0.378186906676066","0.371065350186307","0.385308463165824"
"Good","2011","no migration background","East Germany","2426","0.347384600508978","0.335431098030312","0.359338102987644"
"Good","2011","direct migration background","West Germany","1232","0.380357201700227","0.363242666319228","0.397471737081226"
"Good","2011","direct migration background","East Germany","55","0.28905550584877","0.218145628289418","0.359965383408122"
"Good","2011","indirect migration background","West Germany","586","0.475710190823197","0.447697992352357","0.503722389294038"
"Good","2011","indirect migration background","East Germany","41","0.492772530452672","0.387109395172821","0.598435665732522"
"Satisfactory","2011","no migration background","West Germany","5577","0.326602298620778","0.319715186059009","0.333489411182548"
"Satisfactory","2011","no migration background","East Germany","2048","0.367699367338278","0.355594236565246","0.37980449811131"
"Satisfactory","2011","direct migration background","West Germany","877","0.293885268137359","0.277826022801016","0.309944513473702"
"Satisfactory","2011","direct migration background","East Germany","42","0.323780545590363","0.250587895733547","0.396973195447179"
"Satisfactory","2011","indirect migration background","West Germany","283","0.243031474073809","0.218973423654071","0.267089524493546"
"Satisfactory","2011","indirect migration background","East Germany","22","","",""
"Less good","2011","no migration background","West Germany","2425","0.154073477128662","0.148771693366913","0.15937526089041"
"Less good","2011","no migration background","East Germany","856","0.155001088389561","0.145915424123905","0.164086752655217"
"Less good","2011","direct migration background","West Germany","446","0.168662435407408","0.155461750207762","0.181863120607055"
"Less good","2011","direct migration background","East Germany","27","","",""
"Less good","2011","indirect migration background","West Germany","112","0.0877784589912379","0.0719063587784158","0.10365055920406"
"Less good","2011","indirect migration background","East Germany","8","","",""
"Poor","2011","no migration background","West Germany","632","0.0444755183338312","0.0414480949142036","0.0475029417534589"
"Poor","2011","no migration background","East Germany","257","0.0429499040857627","0.0378599991538187","0.0480398090177067"
"Poor","2011","direct migration background","West Germany","132","0.0429698751230075","0.0358209057170045","0.0501188445290105"
"Poor","2011","direct migration background","East Germany","8","","",""
"Poor","2011","indirect migration background","West Germany","22","","",""
"Poor","2011","indirect migration background","East Germany","1","","",""
"Very good","2012","no migration background","West Germany","1810","0.0978674386980243","0.0934546238525211","0.102280253543528"
"Very good","2012","no migration background","East Germany","426","0.0735604627256785","0.0669378696866392","0.0801830557647178"
"Very good","2012","direct migration background","West Germany","349","0.107736557707486","0.0964482978642639","0.119024817550708"
"Very good","2012","direct migration background","East Germany","14","","",""
"Very good","2012","indirect migration background","West Germany","227","0.21290682311328","0.189745395130695","0.236068251095865"
"Very good","2012","indirect migration background","East Germany","14","","",""
"Good","2012","no migration background","West Germany","7152","0.377380767481653","0.37018192679297","0.384579608170336"
"Good","2012","no migration background","East Germany","2475","0.37553455159046","0.363249514866541","0.387819588314378"
"Good","2012","direct migration background","West Germany","1181","0.394292471933663","0.376499863190018","0.412085080677308"
"Good","2012","direct migration background","East Germany","62","0.271936859333094","0.201660979472505","0.342212739193682"
"Good","2012","indirect migration background","West Germany","546","0.453457732844117","0.425290917206524","0.48162454848171"
"Good","2012","indirect migration background","East Germany","38","0.367010580528995","0.261391929764469","0.47262923129352"
"Satisfactory","2012","no migration background","West Germany","5644","0.343354074707476","0.336302304612711","0.350405844802241"
"Satisfactory","2012","no migration background","East Germany","1999","0.354352267933295","0.342218023900213","0.366486511966377"
"Satisfactory","2012","direct migration background","West Germany","833","0.300393728336571","0.283703157969774","0.317084298703367"
"Satisfactory","2012","direct migration background","East Germany","40","0.315292305080238","0.241909041761115","0.388675568399361"
"Satisfactory","2012","indirect migration background","West Germany","291","0.224896440838416","0.201273790327012","0.24851909134982"
"Satisfactory","2012","indirect migration background","East Germany","14","","",""
"Less good","2012","no migration background","West Germany","2230","0.142007953719476","0.136824020708341","0.147191886730611"
"Less good","2012","no migration background","East Germany","840","0.153275794296646","0.144136659626737","0.162414928966556"
"Less good","2012","direct migration background","West Germany","417","0.160784860976497","0.14741095909825","0.174158762854743"
"Less good","2012","direct migration background","East Germany","28","","",""
"Less good","2012","indirect migration background","West Germany","113","0.0909626431427451","0.0746929309992626","0.107232355286228"
"Less good","2012","indirect migration background","East Germany","13","","",""
"Poor","2012","no migration background","West Germany","581","0.0393897653933712","0.036500903921194","0.0422786268655485"
"Poor","2012","no migration background","East Germany","229","0.0432769234539203","0.038114916135232","0.0484389307726086"
"Poor","2012","direct migration background","West Germany","118","0.0367923810457838","0.0299384804369735","0.0436462816545941"
"Poor","2012","direct migration background","East Germany","10","","",""
"Poor","2012","indirect migration background","West Germany","23","","",""
"Poor","2012","indirect migration background","East Germany","1","","",""
"Very good","2013","no migration background","West Germany","1690","0.0915373539508855","0.0871503005038586","0.0959244073979125"
"Very good","2013","no migration background","East Germany","409","0.0726378286493699","0.0658389426556085","0.0794367146431313"
"Very good","2013","direct migration background","West Germany","1058","0.15677939148804","0.147557855088391","0.166000927887689"
"Very good","2013","direct migration background","East Germany","74","0.160599283775303","0.126175084881654","0.195023482668952"
"Very good","2013","indirect migration background","West Germany","488","0.240245038238814","0.221655395069626","0.258834681408002"
"Very good","2013","indirect migration background","East Germany","24","","",""
"Good","2013","no migration background","West Germany","6667","0.370275660133403","0.362929539881271","0.377621780385535"
"Good","2013","no migration background","East Germany","2161","0.357378562739057","0.344824812109778","0.369932313368336"
"Good","2013","direct migration background","West Germany","2380","0.366919406807464","0.354695696943172","0.379143116671755"
"Good","2013","direct migration background","East Germany","168","0.337237733934595","0.292912162735056","0.381563305134134"
"Good","2013","indirect migration background","West Germany","892","0.442627087589582","0.421014886940258","0.464239288238905"
"Good","2013","indirect migration background","East Germany","49","0.415765718009271","0.321496197435425","0.510035238583118"
"Satisfactory","2013","no migration background","West Germany","5367","0.341229119735103","0.334016210774619","0.348442028695587"
"Satisfactory","2013","no migration background","East Germany","1951","0.362511582429197","0.349918595958988","0.375104568899407"
"Satisfactory","2013","direct migration background","West Germany","1503","0.279130712996268","0.267753909280865","0.290507516711672"
"Satisfactory","2013","direct migration background","East Germany","121","0.282671452483161","0.240452504706633","0.32489040025969"
"Satisfactory","2013","indirect migration background","West Germany","459","0.232703890849097","0.214317758249447","0.251090023448747"
"Satisfactory","2013","indirect migration background","East Germany","23","","",""
"Less good","2013","no migration background","West Germany","2296","0.152872529204385","0.14739784189753","0.158347216511239"
"Less good","2013","no migration background","East Germany","847","0.158688186399234","0.149116632793497","0.16825974000497"
"Less good","2013","direct migration background","West Germany","795","0.154234355199241","0.145074180159347","0.163394530239135"
"Less good","2013","direct migration background","East Germany","56","0.107023339346042","0.0780387817834218","0.136007896908662"
"Less good","2013","indirect migration background","West Germany","154","0.0704620429068993","0.0593263243246787","0.08159776148912"
"Less good","2013","indirect migration background","East Germany","6","","",""
"Poor","2013","no migration background","West Germany","578","0.0440853369762243","0.0409623019505537","0.0472083720018949"
"Poor","2013","no migration background","East Germany","230","0.048783839783142","0.043140850256014","0.05442682931027"
"Poor","2013","direct migration background","West Germany","236","0.0429361335089871","0.037794866991093","0.0480774000268812"
"Poor","2013","direct migration background","East Germany","18","","",""
"Poor","2013","indirect migration background","West Germany","36","0.013961940415608","0.00885657541448913","0.0190673054167269"
"Poor","2013","indirect migration background","East Germany","3","","",""
"Very good","2014","no migration background","West Germany","1405","0.0919873187543245","0.0873781095881127","0.0965965279205364"
"Very good","2014","no migration background","East Germany","353","0.0716099905045318","0.0645754910756318","0.0786444899334318"
"Very good","2014","direct migration background","West Germany","611","0.125364589685718","0.115981335626057","0.134747843745379"
"Very good","2014","direct migration background","East Germany","47","0.126229791692525","0.0912361137190146","0.161223469666035"
"Very good","2014","indirect migration background","West Germany","347","0.227917677135063","0.207917881940161","0.247917472329965"
"Very good","2014","indirect migration background","East Germany","15","","",""
"Good","2014","no migration background","West Germany","5996","0.369137091798393","0.361440865664723","0.376833317932064"
"Good","2014","no migration background","East Germany","2046","0.363016071601151","0.349896842225827","0.376135300976476"
"Good","2014","direct migration background","West Germany","1937","0.380743576692581","0.366984032157814","0.394503121227348"
"Good","2014","direct migration background","East Germany","145","0.399517967101254","0.347908638664224","0.451127295538283"
"Good","2014","indirect migration background","West Germany","752","0.426632766344154","0.403052523273055","0.450213009415253"
"Good","2014","indirect migration background","East Germany","60","0.633141814251839","0.540067663154436","0.726215965349241"
"Satisfactory","2014","no migration background","West Germany","4981","0.339227979413327","0.331677263423575","0.346778695403079"
"Satisfactory","2014","no migration background","East Germany","1769","0.352381449509081","0.339348361724721","0.365414537293441"
"Satisfactory","2014","direct migration background","West Germany","1381","0.296159356084015","0.283221795244865","0.309096916923164"
"Satisfactory","2014","direct migration background","East Germany","92","0.284317389719757","0.236786933194287","0.331847846245227"
"Satisfactory","2014","indirect migration background","West Germany","421","0.245906823217204","0.225376181034107","0.266437465400302"
"Satisfactory","2014","indirect migration background","East Germany","20","","",""
"Less good","2014","no migration background","West Germany","2217","0.161207166607888","0.155342598857238","0.167071734358537"
"Less good","2014","no migration background","East Germany","786","0.166835422594211","0.156663789338916","0.177007055849506"
"Less good","2014","direct migration background","West Germany","665","0.150736544107001","0.140597827105695","0.160875261108307"
"Less good","2014","direct migration background","East Germany","47","0.148600271087654","0.11112139177104","0.186079150404267"
"Less good","2014","indirect migration background","West Germany","137","0.082501133183252","0.0693840442251192","0.0956182221413847"
"Less good","2014","indirect migration background","East Germany","5","","",""
"Poor","2014","no migration background","West Germany","504","0.0384404434260673","0.0353742555048457","0.0415066313472889"
"Poor","2014","no migration background","East Germany","207","0.0461570657910242","0.0404325508741239","0.0518815807079246"
"Poor","2014","direct migration background","West Germany","190","0.0469959334306852","0.0409989890296362","0.0529928778317343"
"Poor","2014","direct migration background","East Germany","15","","",""
"Poor","2014","indirect migration background","West Germany","33","0.0170416001203271","0.0108709987245884","0.0232122015160658"
"Poor","2014","indirect migration background","East Germany","3","","",""
"Very good","2015","no migration background","West Germany","1331","0.0912484391304026","0.0865431839286794","0.0959536943321258"
"Very good","2015","no migration background","East Germany","304","0.0648058355149212","0.0579191614953568","0.0716925095344856"
"Very good","2015","direct migration background","West Germany","985","0.149042710185065","0.139634259139481","0.158451161230649"
