"pli0083","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1997","vocational + Abi","Male","","","",""
"Rarely","1997","vocational + Abi","Female","","","",""
"Rarely","1997","higher vocational","Male","","","",""
"Rarely","1997","higher vocational","Female","","","",""
"Rarely","1997","higher education","Male","","","",""
"Rarely","1997","higher education","Female","","","",""
"Never","1997","in school","Male","","","",""
"Never","1997","in school","Female","","","",""
"Never","1997","inadequately","Male","","","",""
"Never","1997","inadequately","Female","","","",""
"Never","1997","general elemantary","Male","","","",""
"Never","1997","general elemantary","Female","","","",""
"Never","1997","middle vocational","Male","","","",""
"Never","1997","middle vocational","Female","","","",""
"Never","1997","vocational + Abi","Male","","","",""
"Never","1997","vocational + Abi","Female","","","",""
"Never","1997","higher vocational","Male","","","",""
"Never","1997","higher vocational","Female","","","",""
"Never","1997","higher education","Male","","","",""
"Never","1997","higher education","Female","","","",""
"Daily","1998","in school","Male","149","0.873248621834637","0.822174655212947","0.924322588456327"
"Daily","1998","in school","Female","138","0.772691450223141","0.70969231770919","0.835690582737093"
"Daily","1998","inadequately","Male","175","0.93586338286847","0.9005595808361","0.97116718490084"
"Daily","1998","inadequately","Female","241","0.923902989406113","0.8916731307213","0.956132848090926"
"Daily","1998","general elemantary","Male","819","0.889945922575966","0.869701209407576","0.910190635744356"
"Daily","1998","general elemantary","Female","1469","0.916284404300994","0.902805921792331","0.929762886809656"
"Daily","1998","middle vocational","Male","3060","0.868912891353211","0.857750970212169","0.880074812494253"
"Daily","1998","middle vocational","Female","3049","0.864176683772997","0.852834608712775","0.875518758833219"
"Daily","1998","vocational + Abi","Male","188","0.759809784045353","0.70609732304483","0.813522245045877"
"Daily","1998","vocational + Abi","Female","204","0.717613061804504","0.663818370362795","0.771407753246212"
"Daily","1998","higher vocational","Male","428","0.86416504617399","0.834043725173805","0.894286367174175"
"Daily","1998","higher vocational","Female","247","0.72541245125301","0.677038992878682","0.773785909627338"
"Daily","1998","higher education","Male","830","0.750878801150044","0.725108189584509","0.77664941271558"
"Daily","1998","higher education","Female","674","0.734716350288838","0.705711663371772","0.763721037205904"
"Min 1x per week","1998","in school","Male","13","","",""
"Min 1x per week","1998","in school","Female","26","","",""
"Min 1x per week","1998","inadequately","Male","5","","",""
"Min 1x per week","1998","inadequately","Female","10","","",""
"Min 1x per week","1998","general elemantary","Male","67","0.0721833803640858","0.0554425717139912","0.0889241890141803"
"Min 1x per week","1998","general elemantary","Female","85","0.04454436667686","0.0345045837463262","0.0545841496073938"
"Min 1x per week","1998","middle vocational","Male","314","0.0879746065012979","0.0786064751979366","0.0973427378046592"
"Min 1x per week","1998","middle vocational","Female","319","0.0912702429809388","0.0817360034630771","0.100804482498801"
"Min 1x per week","1998","vocational + Abi","Male","40","0.179071338192402","0.130864271845965","0.227278404538839"
"Min 1x per week","1998","vocational + Abi","Female","51","0.234094701580414","0.183494146612382","0.284695256548446"
"Min 1x per week","1998","higher vocational","Male","48","0.0843085113178618","0.0598809452946489","0.108736077341075"
"Min 1x per week","1998","higher vocational","Female","54","0.164655862783647","0.124458688149484","0.20485303741781"
"Min 1x per week","1998","higher education","Male","193","0.184990727403481","0.161854597418211","0.208126857388751"
"Min 1x per week","1998","higher education","Female","158","0.194356721530541","0.16835965988095","0.220353783180133"
"Min 1x per month","1998","in school","Male","","","",""
"Min 1x per month","1998","in school","Female","1","","",""
"Min 1x per month","1998","inadequately","Male","2","","",""
"Min 1x per month","1998","inadequately","Female","2","","",""
"Min 1x per month","1998","general elemantary","Male","5","","",""
"Min 1x per month","1998","general elemantary","Female","15","","",""
"Min 1x per month","1998","middle vocational","Male","32","0.00869128675292278","0.00562143545767815","0.0117611380481674"
"Min 1x per month","1998","middle vocational","Female","23","","",""
"Min 1x per month","1998","vocational + Abi","Male","2","","",""
"Min 1x per month","1998","vocational + Abi","Female","3","","",""
"Min 1x per month","1998","higher vocational","Male","7","","",""
"Min 1x per month","1998","higher vocational","Female","6","","",""
"Min 1x per month","1998","higher education","Male","21","","",""
"Min 1x per month","1998","higher education","Female","10","","",""
"Rarely","1998","in school","Male","1","","",""
"Rarely","1998","in school","Female","4","","",""
"Rarely","1998","inadequately","Male","2","","",""
"Rarely","1998","inadequately","Female","4","","",""
"Rarely","1998","general elemantary","Male","20","","",""
"Rarely","1998","general elemantary","Female","29","","",""
"Rarely","1998","middle vocational","Male","83","0.0268723106884872","0.0215241030680209","0.0322205183089535"
"Rarely","1998","middle vocational","Female","85","0.0287774851065487","0.0232428388350354","0.034312131378062"
"Rarely","1998","vocational + Abi","Male","8","","",""
"Rarely","1998","vocational + Abi","Female","9","","",""
"Rarely","1998","higher vocational","Male","10","","",""
"Rarely","1998","higher vocational","Female","14","","",""
"Rarely","1998","higher education","Male","25","","",""
"Rarely","1998","higher education","Female","33","0.0317755416217238","0.020251957055274","0.0432991261881736"
"Never","1998","in school","Male","","","",""
"Never","1998","in school","Female","1","","",""
"Never","1998","inadequately","Male","1","","",""
"Never","1998","inadequately","Female","3","","",""
"Never","1998","general elemantary","Male","7","","",""
"Never","1998","general elemantary","Female","24","","",""
"Never","1998","middle vocational","Male","23","","",""
"Never","1998","middle vocational","Female","29","","",""
"Never","1998","vocational + Abi","Male","5","","",""
"Never","1998","vocational + Abi","Female","2","","",""
"Never","1998","higher vocational","Male","4","","",""
"Never","1998","higher vocational","Female","6","","",""
"Never","1998","higher education","Male","13","","",""
"Never","1998","higher education","Female","15","","",""
"Daily","1999","in school","Male","","","",""
"Daily","1999","in school","Female","","","",""
"Daily","1999","inadequately","Male","","","",""
"Daily","1999","inadequately","Female","","","",""
"Daily","1999","general elemantary","Male","","","",""
"Daily","1999","general elemantary","Female","","","",""
"Daily","1999","middle vocational","Male","","","",""
"Daily","1999","middle vocational","Female","","","",""
"Daily","1999","vocational + Abi","Male","","","",""
"Daily","1999","vocational + Abi","Female","","","",""
"Daily","1999","higher vocational","Male","","","",""
"Daily","1999","higher vocational","Female","","","",""
"Daily","1999","higher education","Male","","","",""
"Daily","1999","higher education","Female","","","",""
"Min 1x per week","1999","in school","Male","","","",""
"Min 1x per week","1999","in school","Female","","","",""
"Min 1x per week","1999","inadequately","Male","","","",""
"Min 1x per week","1999","inadequately","Female","","","",""
"Min 1x per week","1999","general elemantary","Male","","","",""
"Min 1x per week","1999","general elemantary","Female","","","",""
"Min 1x per week","1999","middle vocational","Male","","","",""
"Min 1x per week","1999","middle vocational","Female","","","",""
"Min 1x per week","1999","vocational + Abi","Male","","","",""
"Min 1x per week","1999","vocational + Abi","Female","","","",""
"Min 1x per week","1999","higher vocational","Male","","","",""
"Min 1x per week","1999","higher vocational","Female","","","",""
"Min 1x per week","1999","higher education","Male","","","",""
"Min 1x per week","1999","higher education","Female","","","",""
"Min 1x per month","1999","in school","Male","","","",""
"Min 1x per month","1999","in school","Female","","","",""
"Min 1x per month","1999","inadequately","Male","","","",""
"Min 1x per month","1999","inadequately","Female","","","",""
"Min 1x per month","1999","general elemantary","Male","","","",""
"Min 1x per month","1999","general elemantary","Female","","","",""
"Min 1x per month","1999","middle vocational","Male","","","",""
"Min 1x per month","1999","middle vocational","Female","","","",""
"Min 1x per month","1999","vocational + Abi","Male","","","",""
"Min 1x per month","1999","vocational + Abi","Female","","","",""
"Min 1x per month","1999","higher vocational","Male","","","",""
"Min 1x per month","1999","higher vocational","Female","","","",""
"Min 1x per month","1999","higher education","Male","","","",""
"Min 1x per month","1999","higher education","Female","","","",""
"Rarely","1999","in school","Male","","","",""
"Rarely","1999","in school","Female","","","",""
"Rarely","1999","inadequately","Male","","","",""
"Rarely","1999","inadequately","Female","","","",""
"Rarely","1999","general elemantary","Male","","","",""
"Rarely","1999","general elemantary","Female","","","",""
"Rarely","1999","middle vocational","Male","","","",""
"Rarely","1999","middle vocational","Female","","","",""
"Rarely","1999","vocational + Abi","Male","","","",""
"Rarely","1999","vocational + Abi","Female","","","",""
"Rarely","1999","higher vocational","Male","","","",""
"Rarely","1999","higher vocational","Female","","","",""
"Rarely","1999","higher education","Male","","","",""
"Rarely","1999","higher education","Female","","","",""
"Never","1999","in school","Male","","","",""
"Never","1999","in school","Female","","","",""
"Never","1999","inadequately","Male","","","",""
"Never","1999","inadequately","Female","","","",""
"Never","1999","general elemantary","Male","","","",""
"Never","1999","general elemantary","Female","","","",""
"Never","1999","middle vocational","Male","","","",""
"Never","1999","middle vocational","Female","","","",""
"Never","1999","vocational + Abi","Male","","","",""
"Never","1999","vocational + Abi","Female","","","",""
"Never","1999","higher vocational","Male","","","",""
"Never","1999","higher vocational","Female","","","",""
"Never","1999","higher education","Male","","","",""
"Never","1999","higher education","Female","","","",""
"Daily","2000","in school","Male","","","",""
"Daily","2000","in school","Female","","","",""
"Daily","2000","inadequately","Male","","","",""
"Daily","2000","inadequately","Female","","","",""
"Daily","2000","general elemantary","Male","","","",""
"Daily","2000","general elemantary","Female","","","",""
"Daily","2000","middle vocational","Male","","","",""
"Daily","2000","middle vocational","Female","","","",""
"Daily","2000","vocational + Abi","Male","","","",""
"Daily","2000","vocational + Abi","Female","","","",""
"Daily","2000","higher vocational","Male","","","",""
"Daily","2000","higher vocational","Female","","","",""
"Daily","2000","higher education","Male","","","",""
"Daily","2000","higher education","Female","","","",""
"Min 1x per week","2000","in school","Male","","","",""
"Min 1x per week","2000","in school","Female","","","",""
"Min 1x per week","2000","inadequately","Male","","","",""
"Min 1x per week","2000","inadequately","Female","","","",""
"Min 1x per week","2000","general elemantary","Male","","","",""
"Min 1x per week","2000","general elemantary","Female","","","",""
"Min 1x per week","2000","middle vocational","Male","","","",""
"Min 1x per week","2000","middle vocational","Female","","","",""
"Min 1x per week","2000","vocational + Abi","Male","","","",""
"Min 1x per week","2000","vocational + Abi","Female","","","",""
"Min 1x per week","2000","higher vocational","Male","","","",""
"Min 1x per week","2000","higher vocational","Female","","","",""
"Min 1x per week","2000","higher education","Male","","","",""
"Min 1x per week","2000","higher education","Female","","","",""
"Min 1x per month","2000","in school","Male","","","",""
"Min 1x per month","2000","in school","Female","","","",""
"Min 1x per month","2000","inadequately","Male","","","",""
"Min 1x per month","2000","inadequately","Female","","","",""
"Min 1x per month","2000","general elemantary","Male","","","",""
"Min 1x per month","2000","general elemantary","Female","","","",""
"Min 1x per month","2000","middle vocational","Male","","","",""
"Min 1x per month","2000","middle vocational","Female","","","",""
"Min 1x per month","2000","vocational + Abi","Male","","","",""
"Min 1x per month","2000","vocational + Abi","Female","","","",""
"Min 1x per month","2000","higher vocational","Male","","","",""
"Min 1x per month","2000","higher vocational","Female","","","",""
"Min 1x per month","2000","higher education","Male","","","",""
"Min 1x per month","2000","higher education","Female","","","",""
"Rarely","2000","in school","Male","","","",""
"Rarely","2000","in school","Female","","","",""
"Rarely","2000","inadequately","Male","","","",""
"Rarely","2000","inadequately","Female","","","",""
"Rarely","2000","general elemantary","Male","","","",""
"Rarely","2000","general elemantary","Female","","","",""
"Rarely","2000","middle vocational","Male","","","",""
"Rarely","2000","middle vocational","Female","","","",""
"Rarely","2000","vocational + Abi","Male","","","",""
"Rarely","2000","vocational + Abi","Female","","","",""
"Rarely","2000","higher vocational","Male","","","",""
"Rarely","2000","higher vocational","Female","","","",""
"Rarely","2000","higher education","Male","","","",""
"Rarely","2000","higher education","Female","","","",""
"Never","2000","in school","Male","","","",""
"Never","2000","in school","Female","","","",""
"Never","2000","inadequately","Male","","","",""
"Never","2000","inadequately","Female","","","",""
"Never","2000","general elemantary","Male","","","",""
"Never","2000","general elemantary","Female","","","",""
"Never","2000","middle vocational","Male","","","",""
"Never","2000","middle vocational","Female","","","",""
"Never","2000","vocational + Abi","Male","","","",""
"Never","2000","vocational + Abi","Female","","","",""
"Never","2000","higher vocational","Male","","","",""
"Never","2000","higher vocational","Female","","","",""
"Never","2000","higher education","Male","","","",""
"Never","2000","higher education","Female","","","",""
"Daily","2001","in school","Male","","","",""
"Daily","2001","in school","Female","","","",""
"Daily","2001","inadequately","Male","","","",""
"Daily","2001","inadequately","Female","","","",""
"Daily","2001","general elemantary","Male","","","",""
"Daily","2001","general elemantary","Female","","","",""
"Daily","2001","middle vocational","Male","","","",""
"Daily","2001","middle vocational","Female","","","",""
"Daily","2001","vocational + Abi","Male","","","",""
"Daily","2001","vocational + Abi","Female","","","",""
"Daily","2001","higher vocational","Male","","","",""
"Daily","2001","higher vocational","Female","","","",""
"Daily","2001","higher education","Male","","","",""
"Daily","2001","higher education","Female","","","",""
"Min 1x per week","2001","in school","Male","","","",""
"Min 1x per week","2001","in school","Female","","","",""
"Min 1x per week","2001","inadequately","Male","","","",""
"Min 1x per week","2001","inadequately","Female","","","",""
"Min 1x per week","2001","general elemantary","Male","","","",""
"Min 1x per week","2001","general elemantary","Female","","","",""
"Min 1x per week","2001","middle vocational","Male","","","",""
"Min 1x per week","2001","middle vocational","Female","","","",""
"Min 1x per week","2001","vocational + Abi","Male","","","",""
"Min 1x per week","2001","vocational + Abi","Female","","","",""
"Min 1x per week","2001","higher vocational","Male","","","",""
"Min 1x per week","2001","higher vocational","Female","","","",""
"Min 1x per week","2001","higher education","Male","","","",""
"Min 1x per week","2001","higher education","Female","","","",""
"Min 1x per month","2001","in school","Male","","","",""
"Min 1x per month","2001","in school","Female","","","",""
"Min 1x per month","2001","inadequately","Male","","","",""
"Min 1x per month","2001","inadequately","Female","","","",""
"Min 1x per month","2001","general elemantary","Male","","","",""
"Min 1x per month","2001","general elemantary","Female","","","",""
"Min 1x per month","2001","middle vocational","Male","","","",""
"Min 1x per month","2001","middle vocational","Female","","","",""
"Min 1x per month","2001","vocational + Abi","Male","","","",""
"Min 1x per month","2001","vocational + Abi","Female","","","",""
"Min 1x per month","2001","higher vocational","Male","","","",""
"Min 1x per month","2001","higher vocational","Female","","","",""
"Min 1x per month","2001","higher education","Male","","","",""
"Min 1x per month","2001","higher education","Female","","","",""
"Rarely","2001","in school","Male","","","",""
"Rarely","2001","in school","Female","","","",""
"Rarely","2001","inadequately","Male","","","",""
"Rarely","2001","inadequately","Female","","","",""
"Rarely","2001","general elemantary","Male","","","",""
"Rarely","2001","general elemantary","Female","","","",""
"Rarely","2001","middle vocational","Male","","","",""
"Rarely","2001","middle vocational","Female","","","",""
"Rarely","2001","vocational + Abi","Male","","","",""
"Rarely","2001","vocational + Abi","Female","","","",""
"Rarely","2001","higher vocational","Male","","","",""
"Rarely","2001","higher vocational","Female","","","",""
"Rarely","2001","higher education","Male","","","",""
"Rarely","2001","higher education","Female","","","",""
"Never","2001","in school","Male","","","",""
"Never","2001","in school","Female","","","",""
"Never","2001","inadequately","Male","","","",""
"Never","2001","inadequately","Female","","","",""
"Never","2001","general elemantary","Male","","","",""
"Never","2001","general elemantary","Female","","","",""
"Never","2001","middle vocational","Male","","","",""
"Never","2001","middle vocational","Female","","","",""
"Never","2001","vocational + Abi","Male","","","",""
"Never","2001","vocational + Abi","Female","","","",""
"Never","2001","higher vocational","Male","","","",""
"Never","2001","higher vocational","Female","","","",""
"Never","2001","higher education","Male","","","",""
"Never","2001","higher education","Female","","","",""
"Daily","2002","in school","Male","","","",""
"Daily","2002","in school","Female","","","",""
"Daily","2002","inadequately","Male","","","",""
"Daily","2002","inadequately","Female","","","",""
"Daily","2002","general elemantary","Male","","","",""
"Daily","2002","general elemantary","Female","","","",""
"Daily","2002","middle vocational","Male","","","",""
"Daily","2002","middle vocational","Female","","","",""
"Daily","2002","vocational + Abi","Male","","","",""
"Daily","2002","vocational + Abi","Female","","","",""
"Daily","2002","higher vocational","Male","","","",""
"Daily","2002","higher vocational","Female","","","",""
"Daily","2002","higher education","Male","","","",""
"Daily","2002","higher education","Female","","","",""
"Min 1x per week","2002","in school","Male","","","",""
"Min 1x per week","2002","in school","Female","","","",""
"Min 1x per week","2002","inadequately","Male","","","",""
"Min 1x per week","2002","inadequately","Female","","","",""
"Min 1x per week","2002","general elemantary","Male","","","",""
"Min 1x per week","2002","general elemantary","Female","","","",""
"Min 1x per week","2002","middle vocational","Male","","","",""
"Min 1x per week","2002","middle vocational","Female","","","",""
"Min 1x per week","2002","vocational + Abi","Male","","","",""
"Min 1x per week","2002","vocational + Abi","Female","","","",""
"Min 1x per week","2002","higher vocational","Male","","","",""
"Min 1x per week","2002","higher vocational","Female","","","",""
"Min 1x per week","2002","higher education","Male","","","",""
"Min 1x per week","2002","higher education","Female","","","",""
"Min 1x per month","2002","in school","Male","","","",""
"Min 1x per month","2002","in school","Female","","","",""
"Min 1x per month","2002","inadequately","Male","","","",""
"Min 1x per month","2002","inadequately","Female","","","",""
"Min 1x per month","2002","general elemantary","Male","","","",""
"Min 1x per month","2002","general elemantary","Female","","","",""
"Min 1x per month","2002","middle vocational","Male","","","",""
"Min 1x per month","2002","middle vocational","Female","","","",""
"Min 1x per month","2002","vocational + Abi","Male","","","",""
"Min 1x per month","2002","vocational + Abi","Female","","","",""
"Min 1x per month","2002","higher vocational","Male","","","",""
"Min 1x per month","2002","higher vocational","Female","","","",""
"Min 1x per month","2002","higher education","Male","","","",""
"Min 1x per month","2002","higher education","Female","","","",""
"Rarely","2002","in school","Male","","","",""
"Rarely","2002","in school","Female","","","",""
"Rarely","2002","inadequately","Male","","","",""
"Rarely","2002","inadequately","Female","","","",""
"Rarely","2002","general elemantary","Male","","","",""
"Rarely","2002","general elemantary","Female","","","",""
"Rarely","2002","middle vocational","Male","","","",""
"Rarely","2002","middle vocational","Female","","","",""
"Rarely","2002","vocational + Abi","Male","","","",""
"Rarely","2002","vocational + Abi","Female","","","",""
"Rarely","2002","higher vocational","Male","","","",""
"Rarely","2002","higher vocational","Female","","","",""
"Rarely","2002","higher education","Male","","","",""
"Rarely","2002","higher education","Female","","","",""
"Never","2002","in school","Male","","","",""
"Never","2002","in school","Female","","","",""
"Never","2002","inadequately","Male","","","",""
"Never","2002","inadequately","Female","","","",""
"Never","2002","general elemantary","Male","","","",""
"Never","2002","general elemantary","Female","","","",""
"Never","2002","middle vocational","Male","","","",""
"Never","2002","middle vocational","Female","","","",""
"Never","2002","vocational + Abi","Male","","","",""
"Never","2002","vocational + Abi","Female","","","",""
"Never","2002","higher vocational","Male","","","",""
"Never","2002","higher vocational","Female","","","",""
"Never","2002","higher education","Male","","","",""
"Never","2002","higher education","Female","","","",""
"Daily","2003","in school","Male","253","0.808000106063298","0.763504098379996","0.852496113746599"
"Daily","2003","in school","Female","260","0.822005327779302","0.779629641960761","0.864381013597843"
"Daily","2003","inadequately","Male","97","0.879182383290482","0.817998158352236","0.940366608228728"
"Daily","2003","inadequately","Female","146","0.914131458986901","0.870719491491751","0.957543426482051"
"Daily","2003","general elemantary","Male","827","0.910386594097921","0.89189974730933","0.928873440886512"
"Daily","2003","general elemantary","Female","1685","0.924453460458771","0.912381688828928","0.936525232088615"
"Daily","2003","middle vocational","Male","4711","0.879682678875269","0.870951986572551","0.888413371177986"
"Daily","2003","middle vocational","Female","5167","0.893240195648144","0.885297641366062","0.901182749930227"
"Daily","2003","vocational + Abi","Male","404","0.848059660770226","0.816079903803274","0.880039417737179"
"Daily","2003","vocational + Abi","Female","540","0.79918432296747","0.76900732444612","0.829361321488821"
"Daily","2003","higher vocational","Male","837","0.859006622843139","0.837150847129191","0.880862398557088"
"Daily","2003","higher vocational","Female","588","0.816996955924342","0.788614975105325","0.845378936743359"
"Daily","2003","higher education","Male","1962","0.784954634137449","0.768712448320455","0.801196819954443"
"Daily","2003","higher education","Female","1481","0.779185950954922","0.760515155034614","0.797856746875229"
"Min 1x per week","2003","in school","Male","33","0.105390851802524","0.0707025556774534","0.140079147927595"
"Min 1x per week","2003","in school","Female","46","0.157308831233332","0.116973400806204","0.197644261660461"
"Min 1x per week","2003","inadequately","Male","9","","",""
"Min 1x per week","2003","inadequately","Female","6","","",""
"Min 1x per week","2003","general elemantary","Male","59","0.0618446462003358","0.0462544400288256","0.077434852371846"
"Min 1x per week","2003","general elemantary","Female","97","0.0435598603139846","0.0342360520709353","0.0528836685570338"
"Min 1x per week","2003","middle vocational","Male","437","0.0792592247684574","0.0720096057583799","0.086508843778535"
"Min 1x per week","2003","middle vocational","Female","441","0.0712691184682921","0.0646520166866699","0.0778862202499143"
"Min 1x per week","2003","vocational + Abi","Male","59","0.111815005176929","0.0837395264563591","0.139890483897499"
"Min 1x per week","2003","vocational + Abi","Female","104","0.153992247325522","0.126803427508188","0.181181067142855"
"Min 1x per week","2003","higher vocational","Male","107","0.099023583618149","0.0802652332311844","0.117781934005114"
"Min 1x per week","2003","higher vocational","Female","77","0.112008850623835","0.0888597663986217","0.135157934849048"
"Min 1x per week","2003","higher education","Male","372","0.158084237938125","0.143661897032612","0.172506578843639"
"Min 1x per week","2003","higher education","Female","317","0.168053851947241","0.151223206633711","0.184884497260771"
"Min 1x per month","2003","in school","Male","2","","",""
"Min 1x per month","2003","in school","Female","4","","",""
"Min 1x per month","2003","inadequately","Male","1","","",""
"Min 1x per month","2003","inadequately","Female","1","","",""
"Min 1x per month","2003","general elemantary","Male","11","","",""
"Min 1x per month","2003","general elemantary","Female","9","","",""
"Min 1x per month","2003","middle vocational","Male","49","0.0115168361791482","0.00865349685139302","0.0143801755069034"
"Min 1x per month","2003","middle vocational","Female","51","0.00939810122717846","0.0069164438865031","0.0118797585678538"
"Min 1x per month","2003","vocational + Abi","Male","7","","",""
"Min 1x per month","2003","vocational + Abi","Female","8","","",""
"Min 1x per month","2003","higher vocational","Male","9","","",""
"Min 1x per month","2003","higher vocational","Female","12","","",""
"Min 1x per month","2003","higher education","Male","23","","",""
"Min 1x per month","2003","higher education","Female","20","","",""
"Rarely","2003","in school","Male","8","","",""
"Rarely","2003","in school","Female","3","","",""
"Rarely","2003","inadequately","Male","2","","",""
"Rarely","2003","inadequately","Female","3","","",""
"Rarely","2003","general elemantary","Male","11","","",""
"Rarely","2003","general elemantary","Female","17","","",""
"Rarely","2003","middle vocational","Male","87","0.0163021647251454","0.0129037601342012","0.0197005693160896"
"Rarely","2003","middle vocational","Female","83","0.0127535370349855","0.00986751066448874","0.0156395634054822"
"Rarely","2003","vocational + Abi","Male","10","","",""
"Rarely","2003","vocational + Abi","Female","18","","",""
"Rarely","2003","higher vocational","Male","11","","",""
"Rarely","2003","higher vocational","Female","25","","",""
"Rarely","2003","higher education","Male","64","0.0274930268039282","0.0210288267054018","0.0339572269024546"
"Rarely","2003","higher education","Female","49","0.023718223647918","0.0168687437442313","0.0305677035516047"
"Never","2003","in school","Male","5","","",""
"Never","2003","in school","Female","","","",""
"Never","2003","inadequately","Male","","","",""
"Never","2003","inadequately","Female","4","","",""
"Never","2003","general elemantary","Male","9","","",""
"Never","2003","general elemantary","Female","33","0.0176994887807298","0.0116763378901883","0.0237226396712713"
"Never","2003","middle vocational","Male","50","0.0132390954519804","0.0101717922410943","0.0163063986628666"
"Never","2003","middle vocational","Female","65","0.0133390476213996","0.0103883917606008","0.0162897034821984"
"Never","2003","vocational + Abi","Male","4","","",""
"Never","2003","vocational + Abi","Female","7","","",""
"Never","2003","higher vocational","Male","10","","",""
"Never","2003","higher vocational","Female","11","","",""
"Never","2003","higher education","Male","37","0.0180460517767247","0.0127835311434549","0.0233085724099945"
"Never","2003","higher education","Female","29","","",""
"Daily","2004","in school","Male","","","",""
"Daily","2004","in school","Female","","","",""
"Daily","2004","inadequately","Male","","","",""
"Daily","2004","inadequately","Female","","","",""
"Daily","2004","general elemantary","Male","","","",""
"Daily","2004","general elemantary","Female","","","",""
"Daily","2004","middle vocational","Male","","","",""
"Daily","2004","middle vocational","Female","","","",""
"Daily","2004","vocational + Abi","Male","","","",""
"Daily","2004","vocational + Abi","Female","","","",""
"Daily","2004","higher vocational","Male","","","",""
"Daily","2004","higher vocational","Female","","","",""
"Daily","2004","higher education","Male","","","",""
"Daily","2004","higher education","Female","","","",""
"Min 1x per week","2004","in school","Male","","","",""
"Min 1x per week","2004","in school","Female","","","",""
"Min 1x per week","2004","inadequately","Male","","","",""
"Min 1x per week","2004","inadequately","Female","","","",""
"Min 1x per week","2004","general elemantary","Male","","","",""
"Min 1x per week","2004","general elemantary","Female","","","",""
"Min 1x per week","2004","middle vocational","Male","","","",""
"Min 1x per week","2004","middle vocational","Female","","","",""
"Min 1x per week","2004","vocational + Abi","Male","","","",""
"Min 1x per week","2004","vocational + Abi","Female","","","",""
"Min 1x per week","2004","higher vocational","Male","","","",""
"Min 1x per week","2004","higher vocational","Female","","","",""
"Min 1x per week","2004","higher education","Male","","","",""
"Min 1x per week","2004","higher education","Female","","","",""
"Min 1x per month","2004","in school","Male","","","",""
"Min 1x per month","2004","in school","Female","","","",""
"Min 1x per month","2004","inadequately","Male","","","",""
"Min 1x per month","2004","inadequately","Female","","","",""
"Min 1x per month","2004","general elemantary","Male","","","",""
"Min 1x per month","2004","general elemantary","Female","","","",""
"Min 1x per month","2004","middle vocational","Male","","","",""
"Min 1x per month","2004","middle vocational","Female","","","",""
"Min 1x per month","2004","vocational + Abi","Male","","","",""
"Min 1x per month","2004","vocational + Abi","Female","","","",""
"Min 1x per month","2004","higher vocational","Male","","","",""
"Min 1x per month","2004","higher vocational","Female","","","",""
"Min 1x per month","2004","higher education","Male","","","",""
"Min 1x per month","2004","higher education","Female","","","",""
"Rarely","2004","in school","Male","","","",""
"Rarely","2004","in school","Female","","","",""
"Rarely","2004","inadequately","Male","","","",""
"Rarely","2004","inadequately","Female","","","",""
"Rarely","2004","general elemantary","Male","","","",""
"Rarely","2004","general elemantary","Female","","","",""
"Rarely","2004","middle vocational","Male","","","",""
"Rarely","2004","middle vocational","Female","","","",""
"Rarely","2004","vocational + Abi","Male","","","",""
"Rarely","2004","vocational + Abi","Female","","","",""
"Rarely","2004","higher vocational","Male","","","",""
"Rarely","2004","higher vocational","Female","","","",""
"Rarely","2004","higher education","Male","","","",""
"Rarely","2004","higher education","Female","","","",""
"Never","2004","in school","Male","","","",""
"Never","2004","in school","Female","","","",""
"Never","2004","inadequately","Male","","","",""
"Never","2004","inadequately","Female","","","",""
"Never","2004","general elemantary","Male","","","",""
"Never","2004","general elemantary","Female","","","",""
"Never","2004","middle vocational","Male","","","",""
"Never","2004","middle vocational","Female","","","",""
"Never","2004","vocational + Abi","Male","","","",""
"Never","2004","vocational + Abi","Female","","","",""
"Never","2004","higher vocational","Male","","","",""
"Never","2004","higher vocational","Female","","","",""
"Never","2004","higher education","Male","","","",""
"Never","2004","higher education","Female","","","",""
"Daily","2005","in school","Male","","","",""
"Daily","2005","in school","Female","","","",""
"Daily","2005","inadequately","Male","","","",""
"Daily","2005","inadequately","Female","","","",""
"Daily","2005","general elemantary","Male","","","",""
"Daily","2005","general elemantary","Female","","","",""
"Daily","2005","middle vocational","Male","","","",""
"Daily","2005","middle vocational","Female","","","",""
"Daily","2005","vocational + Abi","Male","","","",""
"Daily","2005","vocational + Abi","Female","","","",""
"Daily","2005","higher vocational","Male","","","",""
"Daily","2005","higher vocational","Female","","","",""
"Daily","2005","higher education","Male","","","",""
"Daily","2005","higher education","Female","","","",""
"Min 1x per week","2005","in school","Male","","","",""
"Min 1x per week","2005","in school","Female","","","",""
"Min 1x per week","2005","inadequately","Male","","","",""
"Min 1x per week","2005","inadequately","Female","","","",""
"Min 1x per week","2005","general elemantary","Male","","","",""
"Min 1x per week","2005","general elemantary","Female","","","",""
"Min 1x per week","2005","middle vocational","Male","","","",""
"Min 1x per week","2005","middle vocational","Female","","","",""
"Min 1x per week","2005","vocational + Abi","Male","","","",""
"Min 1x per week","2005","vocational + Abi","Female","","","",""
"Min 1x per week","2005","higher vocational","Male","","","",""
"Min 1x per week","2005","higher vocational","Female","","","",""
"Min 1x per week","2005","higher education","Male","","","",""
"Min 1x per week","2005","higher education","Female","","","",""
"Min 1x per month","2005","in school","Male","","","",""
"Min 1x per month","2005","in school","Female","","","",""
