"pli0083","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2005","general elemantary","","","","","2"
"Min 1x per week","2005","in school","","","","","2"
"Never","2005","higher education","","","","","5"
"Never","2005","middle vocational","","","","","5"
"Never","2005","vocational + Abi","","","","","5"
"Never","2005","higher vocational","","","","","5"
"Never","2005","in school","","","","","5"
"Never","2005","inadequately","","","","","5"
"Never","2005","general elemantary","","","","","5"
"Rarely","2005","higher education","","","","","4"
"Rarely","2005","vocational + Abi","","","","","4"
"Rarely","2005","higher vocational","","","","","4"
"Rarely","2005","in school","","","","","4"
"Rarely","2005","middle vocational","","","","","4"
"Rarely","2005","general elemantary","","","","","4"
"Rarely","2005","inadequately","","","","","4"
"Daily","2006","vocational + Abi","","","","","1"
"Daily","2006","higher vocational","","","","","1"
"Daily","2006","higher education","","","","","1"
"Daily","2006","inadequately","","","","","1"
"Daily","2006","general elemantary","","","","","1"
"Daily","2006","middle vocational","","","","","1"
"Daily","2006","in school","","","","","1"
"Min 1x per month","2006","vocational + Abi","","","","","3"
"Min 1x per month","2006","inadequately","","","","","3"
"Min 1x per month","2006","higher vocational","","","","","3"
"Min 1x per month","2006","higher education","","","","","3"
"Min 1x per month","2006","middle vocational","","","","","3"
"Min 1x per month","2006","in school","","","","","3"
"Min 1x per month","2006","general elemantary","","","","","3"
"Min 1x per week","2006","vocational + Abi","","","","","2"
"Min 1x per week","2006","higher vocational","","","","","2"
"Min 1x per week","2006","middle vocational","","","","","2"
"Min 1x per week","2006","higher education","","","","","2"
"Min 1x per week","2006","inadequately","","","","","2"
"Min 1x per week","2006","general elemantary","","","","","2"
"Min 1x per week","2006","in school","","","","","2"
"Never","2006","middle vocational","","","","","5"
"Never","2006","vocational + Abi","","","","","5"
"Never","2006","higher vocational","","","","","5"
"Never","2006","higher education","","","","","5"
"Never","2006","in school","","","","","5"
"Never","2006","inadequately","","","","","5"
"Never","2006","general elemantary","","","","","5"
"Rarely","2006","higher vocational","","","","","4"
"Rarely","2006","higher education","","","","","4"
"Rarely","2006","vocational + Abi","","","","","4"
"Rarely","2006","middle vocational","","","","","4"
"Rarely","2006","inadequately","","","","","4"
"Rarely","2006","in school","","","","","4"
"Rarely","2006","general elemantary","","","","","4"
"Daily","2007","vocational + Abi","","","","","1"
"Daily","2007","higher vocational","","","","","1"
"Daily","2007","higher education","","","","","1"
"Daily","2007","inadequately","","","","","1"
"Daily","2007","in school","","","","","1"
"Daily","2007","general elemantary","","","","","1"
"Daily","2007","middle vocational","","","","","1"
"Min 1x per month","2007","vocational + Abi","","","","","3"
"Min 1x per month","2007","inadequately","","","","","3"
"Min 1x per month","2007","higher vocational","","","","","3"
"Min 1x per month","2007","higher education","","","","","3"
"Min 1x per month","2007","middle vocational","","","","","3"
"Min 1x per month","2007","in school","","","","","3"
"Min 1x per month","2007","general elemantary","","","","","3"
"Min 1x per week","2007","vocational + Abi","","","","","2"
"Min 1x per week","2007","middle vocational","","","","","2"
"Min 1x per week","2007","higher vocational","","","","","2"
"Min 1x per week","2007","higher education","","","","","2"
"Min 1x per week","2007","inadequately","","","","","2"
"Min 1x per week","2007","general elemantary","","","","","2"
"Min 1x per week","2007","in school","","","","","2"
"Never","2007","middle vocational","","","","","5"
"Never","2007","vocational + Abi","","","","","5"
"Never","2007","higher vocational","","","","","5"
"Never","2007","higher education","","","","","5"
"Never","2007","in school","","","","","5"
"Never","2007","inadequately","","","","","5"
"Never","2007","general elemantary","","","","","5"
"Rarely","2007","higher vocational","","","","","4"
"Rarely","2007","vocational + Abi","","","","","4"
"Rarely","2007","higher education","","","","","4"
"Rarely","2007","middle vocational","","","","","4"
"Rarely","2007","inadequately","","","","","4"
"Rarely","2007","in school","","","","","4"
"Rarely","2007","general elemantary","","","","","4"
"Daily","2008","vocational + Abi","852","0.810964867812194","0.787774196836293","0.834155538788095","1"
"Daily","2008","higher vocational","1190","0.842298772865341","0.823349101944893","0.861248443785789","1"
"Daily","2008","higher education","3161","0.734963856001888","0.721614488263417","0.748313223740358","1"
"Daily","2008","inadequately","169","0.853423444631751","0.802595077375306","0.904251811888195","1"
"Daily","2008","general elemantary","1831","0.904652898322193","0.891895740107765","0.917410056536621","1"
"Daily","2008","middle vocational","8440","0.857078577330399","0.850130388810453","0.864026765850346","1"
"Daily","2008","in school","280","0.805713796309263","0.764381632632925","0.847045959985601","1"
"Min 1x per month","2008","vocational + Abi","18","","","","3"
"Min 1x per month","2008","inadequately","1","","","","3"
"Min 1x per month","2008","middle vocational","131","0.0140677079695556","0.0117296901024315","0.0164057258366796","3"
"Min 1x per month","2008","higher vocational","15","","","","3"
"Min 1x per month","2008","higher education","78","0.0247170896753128","0.0200209703076666","0.029413209042959","3"
"Min 1x per month","2008","in school","6","","","","3"
"Min 1x per month","2008","general elemantary","22","","","","3"
"Min 1x per week","2008","vocational + Abi","188","0.148582209732465","0.127515544299266","0.169648875165664","2"
"Min 1x per week","2008","inadequately","5","","","","2"
"Min 1x per week","2008","middle vocational","889","0.0958225236523745","0.0899790209070638","0.101666026397685","2"
"Min 1x per week","2008","higher vocational","170","0.118160898838798","0.10137739543805","0.134944402239546","2"
"Min 1x per week","2008","higher education","762","0.187225942972447","0.175427000505754","0.199024885439141","2"
"Min 1x per week","2008","general elemantary","126","0.0570490324030814","0.04697443034213","0.0671236344640328","2"
"Min 1x per week","2008","in school","60","0.156495280316807","0.118540092927299","0.194450467706314","2"
"Never","2008","middle vocational","98","0.0122565188394517","0.0100721887785152","0.0144408489003882","5"
"Never","2008","vocational + Abi","8","","","","5"
"Never","2008","higher vocational","8","","","","5"
"Never","2008","higher education","64","0.0222407402912882","0.0177804231243863","0.0267010574581902","5"
"Never","2008","in school","3","","","","5"
"Never","2008","inadequately","5","","","","5"
"Never","2008","general elemantary","25","","","","5"
"Rarely","2008","vocational + Abi","29","","","","4"
"Rarely","2008","higher vocational","38","0.0263770426338454","0.0180448460934621","0.0347092391742287","4"
"Rarely","2008","higher education","134","0.0308523710590635","0.0256222180373782","0.0360825240807488","4"
"Rarely","2008","in school","3","","","","4"
"Rarely","2008","middle vocational","189","0.0207746722082187","0.0179431431882335","0.0236062012282039","4"
"Rarely","2008","inadequately","6","","","","4"
"Rarely","2008","general elemantary","32","0.015674632158057","0.0102791877514111","0.021070076564703","4"
"Daily","2009","vocational + Abi","","","","","1"
"Daily","2009","higher vocational","","","","","1"
"Daily","2009","higher education","","","","","1"
"Daily","2009","inadequately","","","","","1"
"Daily","2009","general elemantary","","","","","1"
"Daily","2009","middle vocational","","","","","1"
"Daily","2009","in school","","","","","1"
"Min 1x per month","2009","vocational + Abi","","","","","3"
"Min 1x per month","2009","inadequately","","","","","3"
"Min 1x per month","2009","middle vocational","","","","","3"
"Min 1x per month","2009","higher vocational","","","","","3"
"Min 1x per month","2009","higher education","","","","","3"
"Min 1x per month","2009","general elemantary","","","","","3"
"Min 1x per month","2009","in school","","","","","3"
"Min 1x per week","2009","vocational + Abi","","","","","2"
"Min 1x per week","2009","higher vocational","","","","","2"
"Min 1x per week","2009","inadequately","","","","","2"
"Min 1x per week","2009","general elemantary","","","","","2"
"Min 1x per week","2009","middle vocational","","","","","2"
"Min 1x per week","2009","higher education","","","","","2"
"Min 1x per week","2009","in school","","","","","2"
"Never","2009","middle vocational","","","","","5"
"Never","2009","vocational + Abi","","","","","5"
"Never","2009","higher vocational","","","","","5"
"Never","2009","higher education","","","","","5"
"Never","2009","in school","","","","","5"
"Never","2009","inadequately","","","","","5"
"Never","2009","general elemantary","","","","","5"
"Rarely","2009","higher education","","","","","4"
"Rarely","2009","higher vocational","","","","","4"
"Rarely","2009","vocational + Abi","","","","","4"
"Rarely","2009","middle vocational","","","","","4"
"Rarely","2009","inadequately","","","","","4"
"Rarely","2009","in school","","","","","4"
"Rarely","2009","general elemantary","","","","","4"
"Daily","2010","vocational + Abi","","","","","1"
"Daily","2010","higher vocational","","","","","1"
"Daily","2010","higher education","","","","","1"
"Daily","2010","inadequately","","","","","1"
"Daily","2010","in school","","","","","1"
"Daily","2010","general elemantary","","","","","1"
"Daily","2010","middle vocational","","","","","1"
"Min 1x per month","2010","vocational + Abi","","","","","3"
"Min 1x per month","2010","higher vocational","","","","","3"
"Min 1x per month","2010","inadequately","","","","","3"
"Min 1x per month","2010","middle vocational","","","","","3"
"Min 1x per month","2010","higher education","","","","","3"
"Min 1x per month","2010","general elemantary","","","","","3"
"Min 1x per month","2010","in school","","","","","3"
"Min 1x per week","2010","higher vocational","","","","","2"
"Min 1x per week","2010","vocational + Abi","","","","","2"
"Min 1x per week","2010","inadequately","","","","","2"
"Min 1x per week","2010","general elemantary","","","","","2"
"Min 1x per week","2010","middle vocational","","","","","2"
"Min 1x per week","2010","higher education","","","","","2"
"Min 1x per week","2010","in school","","","","","2"
"Never","2010","middle vocational","","","","","5"
"Never","2010","vocational + Abi","","","","","5"
"Never","2010","higher vocational","","","","","5"
"Never","2010","higher education","","","","","5"
"Never","2010","in school","","","","","5"
"Never","2010","inadequately","","","","","5"
"Never","2010","general elemantary","","","","","5"
"Rarely","2010","higher vocational","","","","","4"
"Rarely","2010","higher education","","","","","4"
"Rarely","2010","vocational + Abi","","","","","4"
"Rarely","2010","middle vocational","","","","","4"
"Rarely","2010","inadequately","","","","","4"
"Rarely","2010","in school","","","","","4"
"Rarely","2010","general elemantary","","","","","4"
"Daily","2011","vocational + Abi","","","","","1"
"Daily","2011","higher vocational","","","","","1"
"Daily","2011","higher education","","","","","1"
"Daily","2011","inadequately","","","","","1"
"Daily","2011","general elemantary","","","","","1"
"Daily","2011","middle vocational","","","","","1"
"Daily","2011","in school","","","","","1"
"Min 1x per month","2011","vocational + Abi","","","","","3"
"Min 1x per month","2011","inadequately","","","","","3"
"Min 1x per month","2011","middle vocational","","","","","3"
"Min 1x per month","2011","higher vocational","","","","","3"
"Min 1x per month","2011","higher education","","","","","3"
"Min 1x per month","2011","in school","","","","","3"
"Min 1x per month","2011","general elemantary","","","","","3"
"Min 1x per week","2011","vocational + Abi","","","","","2"
"Min 1x per week","2011","inadequately","","","","","2"
"Min 1x per week","2011","middle vocational","","","","","2"
"Min 1x per week","2011","higher vocational","","","","","2"
"Min 1x per week","2011","higher education","","","","","2"
"Min 1x per week","2011","general elemantary","","","","","2"
"Min 1x per week","2011","in school","","","","","2"
"Never","2011","higher vocational","","","","","5"
"Never","2011","higher education","","","","","5"
"Never","2011","middle vocational","","","","","5"
"Never","2011","vocational + Abi","","","","","5"
"Never","2011","in school","","","","","5"
"Never","2011","inadequately","","","","","5"
"Never","2011","general elemantary","","","","","5"
"Rarely","2011","vocational + Abi","","","","","4"
"Rarely","2011","middle vocational","","","","","4"
"Rarely","2011","higher vocational","","","","","4"
"Rarely","2011","higher education","","","","","4"
"Rarely","2011","inadequately","","","","","4"
"Rarely","2011","general elemantary","","","","","4"
"Rarely","2011","in school","","","","","4"
"Daily","2012","vocational + Abi","","","","","1"
"Daily","2012","higher vocational","","","","","1"
"Daily","2012","higher education","","","","","1"
"Daily","2012","inadequately","","","","","1"
"Daily","2012","general elemantary","","","","","1"
"Daily","2012","middle vocational","","","","","1"
"Daily","2012","in school","","","","","1"
"Min 1x per month","2012","vocational + Abi","","","","","3"
"Min 1x per month","2012","inadequately","","","","","3"
"Min 1x per month","2012","middle vocational","","","","","3"
"Min 1x per month","2012","higher vocational","","","","","3"
"Min 1x per month","2012","higher education","","","","","3"
"Min 1x per month","2012","in school","","","","","3"
"Min 1x per month","2012","general elemantary","","","","","3"
"Min 1x per week","2012","vocational + Abi","","","","","2"
"Min 1x per week","2012","higher vocational","","","","","2"
"Min 1x per week","2012","inadequately","","","","","2"
"Min 1x per week","2012","general elemantary","","","","","2"
"Min 1x per week","2012","middle vocational","","","","","2"
"Min 1x per week","2012","higher education","","","","","2"
"Min 1x per week","2012","in school","","","","","2"
"Never","2012","higher vocational","","","","","5"
"Never","2012","higher education","","","","","5"
"Never","2012","middle vocational","","","","","5"
"Never","2012","vocational + Abi","","","","","5"
"Never","2012","in school","","","","","5"
"Never","2012","inadequately","","","","","5"
"Never","2012","general elemantary","","","","","5"
"Rarely","2012","vocational + Abi","","","","","4"
"Rarely","2012","higher vocational","","","","","4"
"Rarely","2012","middle vocational","","","","","4"
"Rarely","2012","higher education","","","","","4"
"Rarely","2012","inadequately","","","","","4"
"Rarely","2012","general elemantary","","","","","4"
"Rarely","2012","in school","","","","","4"
"Daily","2013","vocational + Abi","1321","0.760505172234372","0.740667926734752","0.780342417733991","1"
"Daily","2013","higher vocational","1288","0.775954932673223","0.756022964878155","0.79588690046829","1"
"Daily","2013","higher education","3970","0.696582120263151","0.684785119033924","0.708379121492379","1"
"Daily","2013","inadequately","294","0.862994194265899","0.82589499435185","0.900093394179947","1"
"Daily","2013","general elemantary","2225","0.880946082646308","0.868502628428627","0.893389536863989","1"
"Daily","2013","middle vocational","10189","0.827774335978725","0.821138506971193","0.834410164986256","1"
"Daily","2013","in school","285","0.683542073766654","0.640329642649623","0.726754504883685","1"
"Min 1x per month","2013","vocational + Abi","31","0.00880665974254375","0.0044638879435837","0.0131494315415038","3"
"Min 1x per month","2013","inadequately","1","","","","3"
"Min 1x per month","2013","in school","17","","","","3"
"Min 1x per month","2013","general elemantary","31","0.013239930482293","0.00884812515925217","0.0176317358053339","3"
"Min 1x per month","2013","middle vocational","220","0.0181609604893128","0.0158141402292135","0.0205077807494121","3"
"Min 1x per month","2013","higher vocational","48","0.029041557789757","0.0210141650840516","0.0370689504954624","3"
"Min 1x per month","2013","higher education","211","0.0330884180383165","0.0284985916152611","0.0376782444613718","3"
"Min 1x per week","2013","higher vocational","271","0.149684215694234","0.132629583496271","0.166738847892197","2"
"Min 1x per week","2013","inadequately","21","","","","2"
"Min 1x per week","2013","general elemantary","243","0.0732579897616829","0.0632464386527349","0.083269540870631","2"
"Min 1x per week","2013","vocational + Abi","361","0.204348980926034","0.185606384126682","0.223091577725386","2"
"Min 1x per week","2013","in school","122","0.238916778149442","0.199297415548725","0.278536140750159","2"
"Min 1x per week","2013","middle vocational","1531","0.114691652496964","0.109091453512055","0.120291851481873","2"
"Min 1x per week","2013","higher education","1343","0.218891313710709","0.208280837494899","0.229501789926519","2"
"Never","2013","in school","6","","","","5"
"Never","2013","inadequately","5","","","","5"
"Never","2013","general elemantary","36","0.0119221400570613","0.00775184158749523","0.0160924385266274","5"
"Never","2013","middle vocational","119","0.0112651867386548","0.00941037692764561","0.013119996549664","5"
"Never","2013","vocational + Abi","18","","","","5"
"Never","2013","higher vocational","19","","","","5"
"Never","2013","higher education","87","0.0170433316971049","0.0137220224594485","0.0203646409347613","5"
"Rarely","2013","vocational + Abi","47","0.0186644401665818","0.0123737475479607","0.0249551327852029","4"
"Rarely","2013","inadequately","9","","","","4"
"Rarely","2013","general elemantary","67","0.0206338570526547","0.015171787868088","0.0260959262372214","4"
"Rarely","2013","middle vocational","378","0.028107864296344","0.0252030843888144","0.0310126442038737","4"
"Rarely","2013","higher vocational","55","0.0282568292775519","0.0203354337883298","0.0361782247667739","4"
"Rarely","2013","higher education","223","0.0343948162907181","0.0297184214794126","0.0390712111020235","4"
"Rarely","2013","in school","15","","","","4"
"Daily","2014","vocational + Abi","","","","","1"
"Daily","2014","higher vocational","","","","","1"
"Daily","2014","higher education","","","","","1"
"Daily","2014","middle vocational","","","","","1"
"Daily","2014","general elemantary","","","","","1"
"Daily","2014","inadequately","","","","","1"
"Daily","2014","in school","","","","","1"
"Min 1x per month","2014","vocational + Abi","","","","","3"
"Min 1x per month","2014","inadequately","","","","","3"
"Min 1x per month","2014","in school","","","","","3"
"Min 1x per month","2014","middle vocational","","","","","3"
"Min 1x per month","2014","higher education","","","","","3"
"Min 1x per month","2014","general elemantary","","","","","3"
"Min 1x per month","2014","higher vocational","","","","","3"
"Min 1x per week","2014","general elemantary","","","","","2"
"Min 1x per week","2014","higher vocational","","","","","2"
"Min 1x per week","2014","inadequately","","","","","2"
"Min 1x per week","2014","vocational + Abi","","","","","2"
"Min 1x per week","2014","higher education","","","","","2"
"Min 1x per week","2014","in school","","","","","2"
"Min 1x per week","2014","middle vocational","","","","","2"
"Never","2014","in school","","","","","5"
"Never","2014","inadequately","","","","","5"
"Never","2014","general elemantary","","","","","5"
"Never","2014","middle vocational","","","","","5"
"Never","2014","vocational + Abi","","","","","5"
"Never","2014","higher vocational","","","","","5"
"Never","2014","higher education","","","","","5"
"Rarely","2014","vocational + Abi","","","","","4"
"Rarely","2014","inadequately","","","","","4"
"Rarely","2014","general elemantary","","","","","4"
"Rarely","2014","middle vocational","","","","","4"
"Rarely","2014","higher vocational","","","","","4"
"Rarely","2014","higher education","","","","","4"
"Rarely","2014","in school","","","","","4"
"Daily","2015","vocational + Abi","","","","","1"
"Daily","2015","higher vocational","","","","","1"
"Daily","2015","higher education","","","","","1"
"Daily","2015","inadequately","","","","","1"
"Daily","2015","general elemantary","","","","","1"
"Daily","2015","middle vocational","","","","","1"
"Daily","2015","in school","","","","","1"
"Min 1x per month","2015","inadequately","","","","","3"
"Min 1x per month","2015","vocational + Abi","","","","","3"
"Min 1x per month","2015","middle vocational","","","","","3"
"Min 1x per month","2015","in school","","","","","3"
"Min 1x per month","2015","general elemantary","","","","","3"
"Min 1x per month","2015","higher vocational","","","","","3"
"Min 1x per month","2015","higher education","","","","","3"
"Min 1x per week","2015","general elemantary","","","","","2"
"Min 1x per week","2015","higher vocational","","","","","2"
"Min 1x per week","2015","inadequately","","","","","2"
"Min 1x per week","2015","vocational + Abi","","","","","2"
"Min 1x per week","2015","higher education","","","","","2"
"Min 1x per week","2015","middle vocational","","","","","2"
"Min 1x per week","2015","in school","","","","","2"
"Never","2015","in school","","","","","5"
"Never","2015","inadequately","","","","","5"
"Never","2015","general elemantary","","","","","5"
"Never","2015","middle vocational","","","","","5"
"Never","2015","vocational + Abi","","","","","5"
"Never","2015","higher vocational","","","","","5"
"Never","2015","higher education","","","","","5"
"Rarely","2015","vocational + Abi","","","","","4"
"Rarely","2015","inadequately","","","","","4"
"Rarely","2015","general elemantary","","","","","4"
"Rarely","2015","middle vocational","","","","","4"
"Rarely","2015","higher vocational","","","","","4"
"Rarely","2015","higher education","","","","","4"
"Rarely","2015","in school","","","","","4"
"Daily","2016","vocational + Abi","","","","","1"
"Daily","2016","higher vocational","","","","","1"
"Daily","2016","higher education","","","","","1"
"Daily","2016","inadequately","","","","","1"
"Daily","2016","general elemantary","","","","","1"
"Daily","2016","middle vocational","","","","","1"
"Daily","2016","in school","","","","","1"
"Min 1x per month","2016","inadequately","","","","","3"
"Min 1x per month","2016","vocational + Abi","","","","","3"
"Min 1x per month","2016","higher vocational","","","","","3"
"Min 1x per month","2016","higher education","","","","","3"
"Min 1x per month","2016","middle vocational","","","","","3"
"Min 1x per month","2016","general elemantary","","","","","3"
"Min 1x per month","2016","in school","","","","","3"
"Min 1x per week","2016","general elemantary","","","","","2"
"Min 1x per week","2016","higher vocational","","","","","2"
"Min 1x per week","2016","inadequately","","","","","2"
"Min 1x per week","2016","vocational + Abi","","","","","2"
"Min 1x per week","2016","middle vocational","","","","","2"
"Min 1x per week","2016","higher education","","","","","2"
"Min 1x per week","2016","in school","","","","","2"
"Never","2016","in school","","","","","5"
"Never","2016","inadequately","","","","","5"
"Never","2016","general elemantary","","","","","5"
"Never","2016","middle vocational","","","","","5"
"Never","2016","vocational + Abi","","","","","5"
"Never","2016","higher vocational","","","","","5"
"Never","2016","higher education","","","","","5"
"Rarely","2016","vocational + Abi","","","","","4"
"Rarely","2016","inadequately","","","","","4"
"Rarely","2016","general elemantary","","","","","4"
"Rarely","2016","middle vocational","","","","","4"
"Rarely","2016","higher vocational","","","","","4"
"Rarely","2016","higher education","","","","","4"
"Rarely","2016","in school","","","","","4"
"Daily","2017","vocational + Abi","","","","","1"
"Daily","2017","higher vocational","","","","","1"
"Daily","2017","higher education","","","","","1"
"Daily","2017","inadequately","","","","","1"
"Daily","2017","general elemantary","","","","","1"
"Daily","2017","middle vocational","","","","","1"
"Daily","2017","in school","","","","","1"
"Min 1x per month","2017","inadequately","","","","","3"
"Min 1x per month","2017","in school","","","","","3"
"Min 1x per month","2017","vocational + Abi","","","","","3"
"Min 1x per month","2017","higher vocational","","","","","3"
"Min 1x per month","2017","higher education","","","","","3"
"Min 1x per month","2017","middle vocational","","","","","3"
"Min 1x per month","2017","general elemantary","","","","","3"
"Min 1x per week","2017","inadequately","","","","","2"
"Min 1x per week","2017","general elemantary","","","","","2"
"Min 1x per week","2017","vocational + Abi","","","","","2"
"Min 1x per week","2017","higher vocational","","","","","2"
"Min 1x per week","2017","middle vocational","","","","","2"
"Min 1x per week","2017","higher education","","","","","2"
"Min 1x per week","2017","in school","","","","","2"
"Never","2017","in school","","","","","5"
"Never","2017","inadequately","","","","","5"
"Never","2017","general elemantary","","","","","5"
"Never","2017","middle vocational","","","","","5"
"Never","2017","vocational + Abi","","","","","5"
"Never","2017","higher vocational","","","","","5"
"Never","2017","higher education","","","","","5"
"Rarely","2017","vocational + Abi","","","","","4"
"Rarely","2017","inadequately","","","","","4"
"Rarely","2017","general elemantary","","","","","4"
"Rarely","2017","middle vocational","","","","","4"
"Rarely","2017","higher vocational","","","","","4"
"Rarely","2017","higher education","","","","","4"
"Rarely","2017","in school","","","","","4"
"Daily","2018","vocational + Abi","","","","","1"
"Daily","2018","higher vocational","","","","","1"
"Daily","2018","higher education","","","","","1"
"Daily","2018","inadequately","","","","","1"
"Daily","2018","general elemantary","","","","","1"
"Daily","2018","middle vocational","","","","","1"
"Daily","2018","in school","","","","","1"
"Min 1x per month","2018","inadequately","","","","","3"
"Min 1x per month","2018","vocational + Abi","","","","","3"
"Min 1x per month","2018","higher vocational","","","","","3"
"Min 1x per month","2018","higher education","","","","","3"
"Min 1x per month","2018","general elemantary","","","","","3"
"Min 1x per month","2018","in school","","","","","3"
"Min 1x per month","2018","middle vocational","","","","","3"
"Min 1x per week","2018","general elemantary","","","","","2"
"Min 1x per week","2018","higher vocational","","","","","2"
"Min 1x per week","2018","inadequately","","","","","2"
"Min 1x per week","2018","vocational + Abi","","","","","2"
"Min 1x per week","2018","higher education","","","","","2"
"Min 1x per week","2018","in school","","","","","2"
"Min 1x per week","2018","middle vocational","","","","","2"
"Never","2018","in school","","","","","5"
"Never","2018","inadequately","","","","","5"
"Never","2018","general elemantary","","","","","5"
"Never","2018","middle vocational","","","","","5"
"Never","2018","vocational + Abi","","","","","5"
"Never","2018","higher vocational","","","","","5"
"Never","2018","higher education","","","","","5"
"Rarely","2018","vocational + Abi","","","","","4"
"Rarely","2018","inadequately","","","","","4"
"Rarely","2018","in school","","","","","4"
"Rarely","2018","general elemantary","","","","","4"
"Rarely","2018","middle vocational","","","","","4"
"Rarely","2018","higher vocational","","","","","4"
"Rarely","2018","higher education","","","","","4"
"Daily","2019","vocational + Abi","1592","0.741928541160033","0.723517885657656","0.76033919666241","1"
"Daily","2019","higher vocational","1266","0.755595289251643","0.734978580787783","0.776211997715503","1"
"Daily","2019","higher education","4547","0.673020934622431","0.662044088867984","0.683997780376878","1"
"Daily","2019","inadequately","333","0.834268727787309","0.797412156865394","0.871125298709224","1"
"Daily","2019","general elemantary","1971","0.833129063057394","0.818273575750023","0.847984550364764","1"
"Daily","2019","middle vocational","9019","0.819044513304198","0.811891662556568","0.826197364051828","1"
"Daily","2019","in school","216","0.722666975484153","0.674438449081332","0.770895501886973","1"
"Min 1x per month","2019","inadequately","6","","","","3"
"Min 1x per month","2019","vocational + Abi","50","0.0241194074150626","0.0176643533891628","0.0305744614409624","3"
"Min 1x per month","2019","higher vocational","38","0.0275507754283513","0.0196980519765155","0.035403498880187","3"
"Min 1x per month","2019","higher education","218","0.0296512362398498","0.0256821673966075","0.0336203050830921","3"
"Min 1x per month","2019","in school","13","","","","3"
"Min 1x per month","2019","general elemantary","30","0.012657277780605","0.0082033360771263","0.0171112194840837","3"
"Min 1x per month","2019","middle vocational","159","0.0143122240419877","0.0121054250298897","0.0165190230540858","3"
"Min 1x per week","2019","general elemantary","288","0.104736321537668","0.0925361889898207","0.116936454085514","2"
"Min 1x per week","2019","higher vocational","271","0.164846231971724","0.147045303405289","0.18264716053816","2"
"Min 1x per week","2019","inadequately","26","","","","2"
"Min 1x per week","2019","vocational + Abi","419","0.19498477939634","0.178315354154866","0.211654204637814","2"
"Min 1x per week","2019","higher education","1766","0.230863891552747","0.221003755507817","0.240724027597677","2"
"Min 1x per week","2019","middle vocational","1440","0.123759041916823","0.117640615003769","0.129877468829878","2"
"Min 1x per week","2019","in school","84","0.217505501597667","0.173061836762787","0.261949166432546","2"
"Never","2019","in school","4","","","","5"
"Never","2019","inadequately","12","","","","5"
"Never","2019","general elemantary","33","0.0130277457909908","0.00850994041557877","0.0175455511664029","5"
"Never","2019","middle vocational","117","0.01141543465379","0.00944168225203804","0.0133891870555419","5"
"Never","2019","vocational + Abi","24","","","","5"
"Never","2019","higher vocational","19","","","","5"
"Never","2019","higher education","143","0.0214481238554104","0.0180582004755606","0.0248380472352602","5"
"Rarely","2019","inadequately","14","","","","4"
"Rarely","2019","vocational + Abi","85","0.0286641992936716","0.0216436219308317","0.0356847766565115","4"
"Rarely","2019","higher education","342","0.0450158137295614","0.0401642253917367","0.0498674020673861","4"
"Rarely","2019","in school","14","","","","4"
"Rarely","2019","general elemantary","98","0.0364495918333429","0.0289829733235475","0.0439162103431383","4"
"Rarely","2019","middle vocational","393","0.0314687860832006","0.028225118515204","0.0347124536511972","4"
"Rarely","2019","higher vocational","75","0.0428182451974636","0.033105733363334","0.0525307570315932","4"
