"plb0037_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Limited","1995","North Rhine-Westphalia","Rural Area","4","","",""
"Limited","1995","Hesse","Urban Area","43","0.116299265326893","0.0865134714911518","0.146085059162634"
"Limited","1995","Hesse","Rural Area","8","","",""
"Limited","1995","Rhineland-Palatinate,Saarland","Urban Area","29","","",""
"Limited","1995","Rhineland-Palatinate,Saarland","Rural Area","11","","",""
"Limited","1995","Baden-Württemberg","Urban Area","101","0.0959277510088501","0.0765583893273251","0.115297112690375"
"Limited","1995","Baden-Württemberg","Rural Area","20","","",""
"Limited","1995","Bavaria","Urban Area","51","0.0911996350627251","0.0651999292418066","0.117199340883644"
"Limited","1995","Bavaria","Rural Area","56","0.150442982150763","0.118087796033898","0.182798168267628"
"Limited","1995","Berlin","Urban Area","35","0.105295543883194","0.0705633465409116","0.140027741225477"
"Limited","1995","Berlin","Rural Area","","","",""
"Limited","1995","Brandenburg","Urban Area","3","","",""
"Limited","1995","Brandenburg","Rural Area","54","0.152909283947541","0.113352914968449","0.192465652926634"
"Limited","1995","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Limited","1995","Mecklenburg-Western Pomerania","Rural Area","41","0.201713046113759","0.147179601183992","0.256246491043526"
"Limited","1995","Saxony","Urban Area","45","0.168118470583365","0.126421230776639","0.209815710390091"
"Limited","1995","Saxony","Rural Area","49","0.183188360203491","0.138040888612551","0.22833583179443"
"Limited","1995","Saxony-Anhalt","Urban Area","16","","",""
"Limited","1995","Saxony-Anhalt","Rural Area","56","0.220849590282419","0.172348234177836","0.269350946387001"
"Limited","1995","Thuringia","Urban Area","12","","",""
"Limited","1995","Thuringia","Rural Area","49","0.230296192406266","0.176694424454242","0.28389796035829"
"Permanent","1996","Schleswig-Holstein","Urban Area","61","0.860210164108363","0.779550018979619","0.940870309237108"
"Permanent","1996","Schleswig-Holstein","Rural Area","68","0.820169959598283","0.739002507106942","0.901337412089625"
"Permanent","1996","Hamburg","Urban Area","64","0.925182058519018","0.863984316960632","0.986379800077403"
"Permanent","1996","Hamburg","Rural Area","","","",""
"Permanent","1996","Lower Saxony","Urban Area","264","0.904835696903113","0.871178451916422","0.938492941889804"
"Permanent","1996","Lower Saxony","Rural Area","227","0.90424880613572","0.868274071408539","0.940223540862901"
"Permanent","1996","Bremen","Urban Area","34","0.860572486336855","0.750437763637568","0.970707209036142"
"Permanent","1996","Bremen","Rural Area","","","",""
"Permanent","1996","North Rhine-Westphalia","Urban Area","1156","0.884678853949962","0.867415208315703","0.901942499584221"
"Permanent","1996","North Rhine-Westphalia","Rural Area","38","0.941850272751174","0.870215986569628","1.01348455893272"
"Permanent","1996","Hesse","Urban Area","398","0.93490103952767","0.911419043466073","0.958383035589267"
"Permanent","1996","Hesse","Rural Area","61","0.882402701875023","0.805838506801065","0.958966896948982"
"Permanent","1996","Rhineland-Palatinate,Saarland","Urban Area","254","0.875159142137314","0.836918160519661","0.913400123754967"
"Permanent","1996","Rhineland-Palatinate,Saarland","Rural Area","67","0.919485817351922","0.857907733456485","0.981063901247358"
"Permanent","1996","Baden-Württemberg","Urban Area","742","0.897699305195835","0.876995369524019","0.918403240867651"
"Permanent","1996","Baden-Württemberg","Rural Area","91","0.841682024571639","0.772836557111844","0.910527492031433"
"Permanent","1996","Bavaria","Urban Area","403","0.891825899596068","0.863255135783844","0.920396663408292"
"Permanent","1996","Bavaria","Rural Area","413","0.873647745760049","0.843351641907713","0.903943849612385"
"Permanent","1996","Berlin","Urban Area","255","0.910156955019564","0.876602795351327","0.943711114687802"
"Permanent","1996","Berlin","Rural Area","","","",""
"Permanent","1996","Brandenburg","Urban Area","20","","",""
"Permanent","1996","Brandenburg","Rural Area","248","0.882618842175345","0.845444983896356","0.919792700454334"
"Permanent","1996","Mecklenburg-Western Pomerania","Urban Area","23","","",""
"Permanent","1996","Mecklenburg-Western Pomerania","Rural Area","150","0.818908321942847","0.763265894479087","0.874550749406608"
"Permanent","1996","Saxony","Urban Area","256","0.812698398084574","0.769126329306045","0.856270466863103"
"Permanent","1996","Saxony","Rural Area","250","0.847487783710557","0.806181070823143","0.888794496597972"
"Permanent","1996","Saxony-Anhalt","Urban Area","91","0.828083718659217","0.757574260769128","0.898593176549307"
"Permanent","1996","Saxony-Anhalt","Rural Area","200","0.801205591496327","0.752125507097523","0.850285675895131"
"Permanent","1996","Thuringia","Urban Area","91","0.821245938412546","0.748985467103526","0.893506409721566"
"Permanent","1996","Thuringia","Rural Area","200","0.855208265386333","0.811235035345667","0.899181495426999"
"Limited","1996","Schleswig-Holstein","Urban Area","10","","",""
"Limited","1996","Schleswig-Holstein","Rural Area","18","","",""
"Limited","1996","Hamburg","Urban Area","7","","",""
"Limited","1996","Hamburg","Rural Area","","","",""
"Limited","1996","Lower Saxony","Urban Area","28","","",""
"Limited","1996","Lower Saxony","Rural Area","30","0.0957511938642799","0.059776459137099","0.131725928591461"
"Limited","1996","Bremen","Urban Area","4","","",""
"Limited","1996","Bremen","Rural Area","","","",""
"Limited","1996","North Rhine-Westphalia","Urban Area","159","0.115321146050038","0.0980575004157792","0.132584791684297"
"Limited","1996","North Rhine-Westphalia","Rural Area","3","","",""
"Limited","1996","Hesse","Urban Area","26","","",""
"Limited","1996","Hesse","Rural Area","7","","",""
"Limited","1996","Rhineland-Palatinate,Saarland","Urban Area","33","0.124840857862686","0.0865998762450332","0.163081839480339"
"Limited","1996","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Limited","1996","Baden-Württemberg","Urban Area","81","0.102300694804165","0.0815967591323489","0.123004630475981"
"Limited","1996","Baden-Württemberg","Rural Area","17","","",""
"Limited","1996","Bavaria","Urban Area","51","0.108174100403932","0.0796033365917084","0.136744864216156"
"Limited","1996","Bavaria","Rural Area","49","0.126352254239951","0.096056150387615","0.156648358092287"
"Limited","1996","Berlin","Urban Area","24","","",""
"Limited","1996","Berlin","Rural Area","","","",""
"Limited","1996","Brandenburg","Urban Area","5","","",""
"Limited","1996","Brandenburg","Rural Area","40","0.117381157824655","0.0802072995456664","0.154555016103644"
"Limited","1996","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Limited","1996","Mecklenburg-Western Pomerania","Rural Area","34","0.181091678057153","0.125449250593392","0.236734105520913"
"Limited","1996","Saxony","Urban Area","52","0.187301601915426","0.143729533136897","0.230873670693955"
"Limited","1996","Saxony","Rural Area","41","0.152512216289443","0.111205503402028","0.193818929176857"
"Limited","1996","Saxony-Anhalt","Urban Area","19","","",""
"Limited","1996","Saxony-Anhalt","Rural Area","54","0.198794408503673","0.149714324104869","0.247874492902477"
"Limited","1996","Thuringia","Urban Area","17","","",""
"Limited","1996","Thuringia","Rural Area","46","0.144791734613667","0.100818504573001","0.188764964654333"
"Permanent","1997","Schleswig-Holstein","Urban Area","62","0.879456355012726","0.802068476687455","0.956844233337998"
"Permanent","1997","Schleswig-Holstein","Rural Area","66","0.851995603217698","0.773190058542528","0.930801147892869"
"Permanent","1997","Hamburg","Urban Area","56","0.914051130021117","0.845911975072267","0.982190284969967"
"Permanent","1997","Hamburg","Rural Area","","","",""
"Permanent","1997","Lower Saxony","Urban Area","258","0.887572102794047","0.851585479212905","0.923558726375189"
"Permanent","1997","Lower Saxony","Rural Area","211","0.810768283522651","0.762598291689767","0.858938275355536"
"Permanent","1997","Bremen","Urban Area","32","0.844200019684142","0.72573142988055","0.962668609487733"
"Permanent","1997","Bremen","Rural Area","","","",""
"Permanent","1997","North Rhine-Westphalia","Urban Area","1108","0.86368284632526","0.845030699879734","0.882334992770786"
"Permanent","1997","North Rhine-Westphalia","Rural Area","34","0.802558001075182","0.675992810700875","0.929123191449489"
"Permanent","1997","Hesse","Urban Area","355","0.888428401062767","0.857261537287013","0.919595264838521"
"Permanent","1997","Hesse","Rural Area","55","0.883658575251081","0.801843841321911","0.96547330918025"
"Permanent","1997","Rhineland-Palatinate,Saarland","Urban Area","245","0.871797996001161","0.832428165353401","0.91116782664892"
"Permanent","1997","Rhineland-Palatinate,Saarland","Rural Area","65","0.878096839302923","0.805019720116438","0.951173958489408"
"Permanent","1997","Baden-Württemberg","Urban Area","698","0.847628425224875","0.822848662425949","0.872408188023801"
"Permanent","1997","Baden-Württemberg","Rural Area","80","0.862082106954471","0.794499846531611","0.92966436737733"
"Permanent","1997","Bavaria","Urban Area","385","0.90451910652107","0.876838777212584","0.932199435829556"
"Permanent","1997","Bavaria","Rural Area","407","0.918266573231168","0.89286979825702","0.943663348205317"
"Permanent","1997","Berlin","Urban Area","229","0.878810228995593","0.839665526708789","0.917954931282397"
"Permanent","1997","Berlin","Rural Area","","","",""
"Permanent","1997","Brandenburg","Urban Area","14","","",""
"Permanent","1997","Brandenburg","Rural Area","247","0.845101272175516","0.803953325385022","0.88624921896601"
"Permanent","1997","Mecklenburg-Western Pomerania","Urban Area","24","","",""
"Permanent","1997","Mecklenburg-Western Pomerania","Rural Area","142","0.838555724326302","0.784041936930745","0.893069511721859"
"Permanent","1997","Saxony","Urban Area","241","0.832860404086015","0.789770291508922","0.875950516663109"
"Permanent","1997","Saxony","Rural Area","235","0.818269958332144","0.773578272103884","0.862961644560404"
"Permanent","1997","Saxony-Anhalt","Urban Area","80","0.859211281413713","0.789996932601379","0.928425630226048"
"Permanent","1997","Saxony-Anhalt","Rural Area","203","0.82008948387343","0.772186947361305","0.867992020385554"
"Permanent","1997","Thuringia","Urban Area","90","0.889847454699899","0.828789471673531","0.950905437726267"
"Permanent","1997","Thuringia","Rural Area","183","0.796610719263042","0.745037140878721","0.848184297647363"
"Limited","1997","Schleswig-Holstein","Urban Area","6","","",""
"Limited","1997","Schleswig-Holstein","Rural Area","12","","",""
"Limited","1997","Hamburg","Urban Area","9","","",""
"Limited","1997","Hamburg","Rural Area","","","",""
"Limited","1997","Lower Saxony","Urban Area","38","0.112427897205953","0.0764412736248108","0.148414520787095"
"Limited","1997","Lower Saxony","Rural Area","43","0.189231716477349","0.141061724644464","0.237401708310233"
"Limited","1997","Bremen","Urban Area","4","","",""
"Limited","1997","Bremen","Rural Area","","","",""
"Limited","1997","North Rhine-Westphalia","Urban Area","192","0.13631715367474","0.117665007229214","0.154969300120266"
"Limited","1997","North Rhine-Westphalia","Rural Area","4","","",""
"Limited","1997","Hesse","Urban Area","37","0.111571598937233","0.0804047351614789","0.142738462712987"
"Limited","1997","Hesse","Rural Area","4","","",""
"Limited","1997","Rhineland-Palatinate,Saarland","Urban Area","32","0.128202003998839","0.08883217335108","0.167571834646599"
"Limited","1997","Rhineland-Palatinate,Saarland","Rural Area","12","","",""
"Limited","1997","Baden-Württemberg","Urban Area","110","0.152371574775125","0.127591811976199","0.177151337574051"
"Limited","1997","Baden-Württemberg","Rural Area","20","","",""
"Limited","1997","Bavaria","Urban Area","48","0.0954808934789299","0.0678005641704442","0.123161222787416"
"Limited","1997","Bavaria","Rural Area","40","0.0817334267688315","0.0563366517946831","0.10713020174298"
"Limited","1997","Berlin","Urban Area","38","0.121189771004407","0.0820450687176034","0.16033447329121"
"Limited","1997","Berlin","Rural Area","","","",""
"Limited","1997","Brandenburg","Urban Area","6","","",""
"Limited","1997","Brandenburg","Rural Area","50","0.154898727824484","0.11375078103399","0.196046674614978"
"Limited","1997","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Limited","1997","Mecklenburg-Western Pomerania","Rural Area","33","0.161444275673698","0.106930488278141","0.215958063069255"
"Limited","1997","Saxony","Urban Area","47","0.167139595913985","0.124049483336891","0.210229708491078"
"Limited","1997","Saxony","Rural Area","51","0.181730041667856","0.137038355439596","0.226421727896116"
"Limited","1997","Saxony-Anhalt","Urban Area","17","","",""
"Limited","1997","Saxony-Anhalt","Rural Area","44","0.17991051612657","0.132007979614446","0.227813052638695"
"Limited","1997","Thuringia","Urban Area","11","","",""
"Limited","1997","Thuringia","Rural Area","51","0.203389280736958","0.151815702352637","0.254962859121279"
"Permanent","1998","Schleswig-Holstein","Urban Area","89","0.915753698730703","0.861314358506497","0.970193038954909"
"Permanent","1998","Schleswig-Holstein","Rural Area","78","0.883400838701526","0.815172429567547","0.951629247835505"
"Permanent","1998","Hamburg","Urban Area","69","0.902645230290724","0.836858552926369","0.968431907655079"
"Permanent","1998","Hamburg","Rural Area","","","",""
"Permanent","1998","Lower Saxony","Urban Area","289","0.86799372368435","0.832223269672169","0.90376417769653"
"Permanent","1998","Lower Saxony","Rural Area","264","0.883725979148346","0.847751184135592","0.9197007741611"
"Permanent","1998","Bremen","Urban Area","39","0.866535569194946","0.76605138309444","0.967019755295452"
"Permanent","1998","Bremen","Rural Area","","","",""
"Permanent","1998","North Rhine-Westphalia","Urban Area","1254","0.890550254924132","0.874317671430044","0.90678283841822"
"Permanent","1998","North Rhine-Westphalia","Rural Area","37","0.859198833297843","0.750038273651942","0.968359392943744"
"Permanent","1998","Hesse","Urban Area","380","0.858650440288231","0.82568378602887","0.891617094547592"
"Permanent","1998","Hesse","Rural Area","63","0.884965943535537","0.812270242760196","0.957661644310879"
"Permanent","1998","Rhineland-Palatinate,Saarland","Urban Area","244","0.793112695134406","0.746966424654313","0.839258965614498"
"Permanent","1998","Rhineland-Palatinate,Saarland","Rural Area","92","0.875759302848918","0.813259230266851","0.938259375430984"
"Permanent","1998","Baden-Württemberg","Urban Area","757","0.869190857537212","0.84679768441691","0.891584030657515"
"Permanent","1998","Baden-Württemberg","Rural Area","84","0.901393948820217","0.843536789353679","0.959251108286754"
"Permanent","1998","Bavaria","Urban Area","433","0.911796918943887","0.886400570770673","0.937193267117101"
"Permanent","1998","Bavaria","Rural Area","455","0.899419772427182","0.873239049553578","0.925600495300787"
"Permanent","1998","Berlin","Urban Area","233","0.842653753496705","0.799850333899002","0.885457173094409"
"Permanent","1998","Berlin","Rural Area","","","",""
"Permanent","1998","Brandenburg","Urban Area","17","","",""
"Permanent","1998","Brandenburg","Rural Area","243","0.810454100229076","0.765499092743502","0.855409107714649"
"Permanent","1998","Mecklenburg-Western Pomerania","Urban Area","21","","",""
"Permanent","1998","Mecklenburg-Western Pomerania","Rural Area","152","0.824184974503257","0.769032768717298","0.879337180289215"
"Permanent","1998","Saxony","Urban Area","252","0.822550065991987","0.779461334251132","0.865638797732842"
"Permanent","1998","Saxony","Rural Area","266","0.805923340256318","0.763057855847218","0.848788824665419"
"Permanent","1998","Saxony-Anhalt","Urban Area","83","0.892656496284952","0.830734843079269","0.954578149490636"
"Permanent","1998","Saxony-Anhalt","Rural Area","209","0.821890763864695","0.774838393887954","0.868943133841435"
"Permanent","1998","Thuringia","Urban Area","92","0.831082554587317","0.761064331696455","0.901100777478179"
"Permanent","1998","Thuringia","Rural Area","193","0.767002186190398","0.714388773257575","0.819615599123221"
"Limited","1998","Schleswig-Holstein","Urban Area","11","","",""
"Limited","1998","Schleswig-Holstein","Rural Area","7","","",""
"Limited","1998","Hamburg","Urban Area","9","","",""
"Limited","1998","Hamburg","Rural Area","","","",""
"Limited","1998","Lower Saxony","Urban Area","55","0.13200627631565","0.09623582230347","0.16777673032783"
"Limited","1998","Lower Saxony","Rural Area","41","0.116274020851654","0.0802992258389002","0.152248815864408"
"Limited","1998","Bremen","Urban Area","5","","",""
"Limited","1998","Bremen","Rural Area","","","",""
"Limited","1998","North Rhine-Westphalia","Urban Area","167","0.109449745075868","0.0932171615817804","0.125682328569956"
"Limited","1998","North Rhine-Westphalia","Rural Area","2","","",""
"Limited","1998","Hesse","Urban Area","49","0.141349559711769","0.108382905452408","0.17431621397113"
"Limited","1998","Hesse","Rural Area","11","","",""
"Limited","1998","Rhineland-Palatinate,Saarland","Urban Area","52","0.206887304865594","0.160741034385501","0.253033575345687"
"Limited","1998","Rhineland-Palatinate,Saarland","Rural Area","15","","",""
"Limited","1998","Baden-Württemberg","Urban Area","114","0.130809142462787","0.108415969342485","0.15320231558309"
"Limited","1998","Baden-Württemberg","Rural Area","18","","",""
"Limited","1998","Bavaria","Urban Area","46","0.0882030810561131","0.0628067328828994","0.113599429229327"
"Limited","1998","Bavaria","Rural Area","52","0.100580227572818","0.0743995046992133","0.126760950446422"
"Limited","1998","Berlin","Urban Area","45","0.157346246503295","0.114542826905591","0.200149666100999"
"Limited","1998","Berlin","Rural Area","","","",""
"Limited","1998","Brandenburg","Urban Area","4","","",""
"Limited","1998","Brandenburg","Rural Area","49","0.189545899770924","0.144590892285351","0.234500907256498"
"Limited","1998","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"Limited","1998","Mecklenburg-Western Pomerania","Rural Area","31","0.175815025496743","0.120662819710785","0.230967231282702"
"Limited","1998","Saxony","Urban Area","50","0.177449934008013","0.134361202267158","0.220538665748868"
"Limited","1998","Saxony","Rural Area","61","0.194076659743682","0.151211175334581","0.236942144152782"
"Limited","1998","Saxony-Anhalt","Urban Area","13","","",""
"Limited","1998","Saxony-Anhalt","Rural Area","45","0.178109236135305","0.131056866158565","0.225161606112046"
"Limited","1998","Thuringia","Urban Area","18","","",""
"Limited","1998","Thuringia","Rural Area","55","0.232997813809602","0.180384400876779","0.285611226742425"
"Permanent","1999","Schleswig-Holstein","Urban Area","85","0.902615494277306","0.842032532445067","0.963198456109545"
"Permanent","1999","Schleswig-Holstein","Rural Area","74","0.826390807901607","0.746799148083822","0.905982467719391"
"Permanent","1999","Hamburg","Urban Area","67","0.858035912066581","0.780582104795541","0.935489719337621"
"Permanent","1999","Hamburg","Rural Area","","","",""
"Permanent","1999","Lower Saxony","Urban Area","284","0.838256687375369","0.799232243915951","0.877281130834787"
"Permanent","1999","Lower Saxony","Rural Area","256","0.866935837605814","0.828818531329406","0.905053143882222"
"Permanent","1999","Bremen","Urban Area","32","0.792724235507184","0.662112391875636","0.923336079138732"
"Permanent","1999","Bremen","Rural Area","","","",""
"Permanent","1999","North Rhine-Westphalia","Urban Area","1242","0.897317534909979","0.881468098824573","0.913166970995386"
"Permanent","1999","North Rhine-Westphalia","Rural Area","38","0.945922921881395","0.875833483659313","1.01601236010348"
"Permanent","1999","Hesse","Urban Area","363","0.858534765774523","0.825045530515811","0.892024001033236"
"Permanent","1999","Hesse","Rural Area","51","0.771670474078013","0.672628217935014","0.870712730221012"
"Permanent","1999","Rhineland-Palatinate,Saarland","Urban Area","244","0.824412973988438","0.780773924182912","0.868052023793965"
"Permanent","1999","Rhineland-Palatinate,Saarland","Rural Area","91","0.887656341061006","0.826964804418803","0.948347877703208"
"Permanent","1999","Baden-Württemberg","Urban Area","737","0.862475492080777","0.839240619290109","0.885710364871445"
"Permanent","1999","Baden-Württemberg","Rural Area","84","0.867741340392076","0.80032433982277","0.935158340961383"
"Permanent","1999","Bavaria","Urban Area","424","0.88316456092054","0.854517330585557","0.911811791255523"
"Permanent","1999","Bavaria","Rural Area","456","0.878267376752083","0.850027594576482","0.906507158927684"
"Permanent","1999","Berlin","Urban Area","220","0.880632010055362","0.84137306552155","0.919890954589175"
"Permanent","1999","Berlin","Rural Area","","","",""
"Permanent","1999","Brandenburg","Urban Area","19","","",""
"Permanent","1999","Brandenburg","Rural Area","226","0.810350516587058","0.76467671489308","0.856024318281037"
"Permanent","1999","Mecklenburg-Western Pomerania","Urban Area","25","","",""
"Permanent","1999","Mecklenburg-Western Pomerania","Rural Area","152","0.841789632970188","0.789623526687351","0.893955739253025"
"Permanent","1999","Saxony","Urban Area","245","0.847674122563053","0.806738298029423","0.888609947096683"
"Permanent","1999","Saxony","Rural Area","248","0.798250314039774","0.753359768217191","0.843140859862356"
"Permanent","1999","Saxony-Anhalt","Urban Area","79","0.840639874985989","0.768541526307367","0.912738223664611"
"Permanent","1999","Saxony-Anhalt","Rural Area","205","0.766755038438719","0.715645180765929","0.817864896111508"
"Permanent","1999","Thuringia","Urban Area","98","0.852709393216383","0.788493399223608","0.916925387209157"
"Permanent","1999","Thuringia","Rural Area","195","0.743135740340157","0.690029282953592","0.796242197726722"
"Limited","1999","Schleswig-Holstein","Urban Area","7","","",""
"Limited","1999","Schleswig-Holstein","Rural Area","13","","",""
"Limited","1999","Hamburg","Urban Area","11","","",""
"Limited","1999","Hamburg","Rural Area","","","",""
"Limited","1999","Lower Saxony","Urban Area","58","0.161743312624631","0.122718869165213","0.200767756084049"
"Limited","1999","Lower Saxony","Rural Area","49","0.133064162394186","0.094946856117778","0.171181468670594"
"Limited","1999","Bremen","Urban Area","5","","",""
"Limited","1999","Bremen","Rural Area","","","",""
"Limited","1999","North Rhine-Westphalia","Urban Area","167","0.102682465090021","0.0868330290046144","0.118531901175427"
"Limited","1999","North Rhine-Westphalia","Rural Area","2","","",""
"Limited","1999","Hesse","Urban Area","53","0.141465234225477","0.107975998966764","0.174954469484189"
"Limited","1999","Hesse","Rural Area","18","","",""
"Limited","1999","Rhineland-Palatinate,Saarland","Urban Area","48","0.175587026011562","0.131947976206035","0.219226075817088"
"Limited","1999","Rhineland-Palatinate,Saarland","Rural Area","13","","",""
"Limited","1999","Baden-Württemberg","Urban Area","107","0.137524507919223","0.114289635128555","0.160759380709891"
"Limited","1999","Baden-Württemberg","Rural Area","13","","",""
"Limited","1999","Bavaria","Urban Area","59","0.11683543907946","0.0881882087444766","0.145482669414443"
"Limited","1999","Bavaria","Rural Area","59","0.121732623247917","0.093492841072316","0.149972405423518"
"Limited","1999","Berlin","Urban Area","42","0.119367989944638","0.080109045410825","0.15862693447845"
"Limited","1999","Berlin","Rural Area","","","",""
"Limited","1999","Brandenburg","Urban Area","7","","",""
"Limited","1999","Brandenburg","Rural Area","57","0.189649483412942","0.143975681718963","0.23532328510692"
"Limited","1999","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"Limited","1999","Mecklenburg-Western Pomerania","Rural Area","36","0.158210367029812","0.106044260746975","0.210376473312649"
"Limited","1999","Saxony","Urban Area","51","0.152325877436947","0.111390052903317","0.193261701970577"
"Limited","1999","Saxony","Rural Area","59","0.201749685960226","0.156859140137644","0.246640231782809"
"Limited","1999","Saxony-Anhalt","Urban Area","20","","",""
"Limited","1999","Saxony-Anhalt","Rural Area","58","0.233244961561282","0.182135103888492","0.284354819234071"
"Limited","1999","Thuringia","Urban Area","19","","",""
"Limited","1999","Thuringia","Rural Area","65","0.256864259659843","0.203757802273278","0.309970717046408"
"Permanent","2000","Schleswig-Holstein","Urban Area","127","0.923401016595426","0.879028381029769","0.967773652161082"
"Permanent","2000","Schleswig-Holstein","Rural Area","176","0.888125777394233","0.844870882578666","0.9313806722098"
"Permanent","2000","Hamburg","Urban Area","133","0.883980485459229","0.832559331608844","0.935401639309613"
"Permanent","2000","Hamburg","Rural Area","","","",""
"Permanent","2000","Lower Saxony","Urban Area","435","0.852991727295437","0.822137396625353","0.88384605796552"
"Permanent","2000","Lower Saxony","Rural Area","400","0.825721688845731","0.791855752374425","0.859587625317037"
"Permanent","2000","Bremen","Urban Area","79","0.858191158361116","0.786515602855305","0.929866713866928"
"Permanent","2000","Bremen","Rural Area","","","",""
"Permanent","2000","North Rhine-Westphalia","Urban Area","2105","0.868916362245817","0.855500492228855","0.882332232262778"
"Permanent","2000","North Rhine-Westphalia","Rural Area","56","0.890434925767224","0.813306409295967","0.967563442238482"
"Permanent","2000","Hesse","Urban Area","571","0.855820392459053","0.829061857550108","0.882578927367999"
"Permanent","2000","Hesse","Rural Area","114","0.796852043035497","0.731811449113129","0.861892636957866"
"Permanent","2000","Rhineland-Palatinate,Saarland","Urban Area","429","0.866096405514044","0.835943491673481","0.896249319354606"
"Permanent","2000","Rhineland-Palatinate,Saarland","Rural Area","143","0.842351690212398","0.787082736806757","0.897620643618039"
"Permanent","2000","Baden-Württemberg","Urban Area","1170","0.869600165071003","0.851475305242944","0.887725024899061"
"Permanent","2000","Baden-Württemberg","Rural Area","124","0.904247493377849","0.855330537422313","0.953164449333386"
"Permanent","2000","Bavaria","Urban Area","716","0.886837671759144","0.865008018680007","0.90866732483828"
"Permanent","2000","Bavaria","Rural Area","769","0.876957644932593","0.855266785318007","0.89864850454718"
"Permanent","2000","Berlin","Urban Area","355","0.908547174960232","0.880156690592294","0.936937659328169"
"Permanent","2000","Berlin","Rural Area","","","",""
"Permanent","2000","Brandenburg","Urban Area","33","0.793784758982916","0.669942769353882","0.917626748611949"
"Permanent","2000","Brandenburg","Rural Area","352","0.782435492478021","0.744272430226422","0.82059855472962"
"Permanent","2000","Mecklenburg-Western Pomerania","Urban Area","33","0.769126828034637","0.641685830898489","0.896567825170785"
"Permanent","2000","Mecklenburg-Western Pomerania","Rural Area","210","0.838700061443171","0.793556227558284","0.883843895328057"
"Permanent","2000","Saxony","Urban Area","346","0.817654850011801","0.78054975546788","0.854759944555722"
"Permanent","2000","Saxony","Rural Area","361","0.809713679302369","0.773243524384885","0.846183834219854"
"Permanent","2000","Saxony-Anhalt","Urban Area","101","0.805442717467891","0.736046761960682","0.874838672975101"
"Permanent","2000","Saxony-Anhalt","Rural Area","300","0.809053305549923","0.769377837711348","0.848728773388498"
"Permanent","2000","Thuringia","Urban Area","120","0.892561082871801","0.840516153735599","0.944606012008003"
"Permanent","2000","Thuringia","Rural Area","286","0.798560237124149","0.757357711257217","0.83976276299108"
"Limited","2000","Schleswig-Holstein","Urban Area","11","","",""
"Limited","2000","Schleswig-Holstein","Rural Area","28","","",""
"Limited","2000","Hamburg","Urban Area","16","","",""
"Limited","2000","Hamburg","Rural Area","","","",""
"Limited","2000","Lower Saxony","Urban Area","71","0.147008272704563","0.11615394203448","0.177862603374647"
"Limited","2000","Lower Saxony","Rural Area","82","0.174278311154269","0.140412374682963","0.208144247625575"
"Limited","2000","Bremen","Urban Area","12","","",""
"Limited","2000","Bremen","Rural Area","","","",""
"Limited","2000","North Rhine-Westphalia","Urban Area","326","0.131083637754183","0.117667767737221","0.144499507771145"
"Limited","2000","North Rhine-Westphalia","Rural Area","7","","",""
"Limited","2000","Hesse","Urban Area","91","0.144179607540947","0.117421072632001","0.170938142449892"
"Limited","2000","Hesse","Rural Area","33","0.203147956964503","0.138107363042134","0.268188550886871"
"Limited","2000","Rhineland-Palatinate,Saarland","Urban Area","61","0.133903594485956","0.103750680645394","0.164056508326519"
"Limited","2000","Rhineland-Palatinate,Saarland","Rural Area","24","","",""
"Limited","2000","Baden-Württemberg","Urban Area","156","0.130399834928997","0.112274975100939","0.148524694757056"
"Limited","2000","Baden-Württemberg","Rural Area","15","","",""
"Limited","2000","Bavaria","Urban Area","93","0.113162328240856","0.0913326751617195","0.134991981319993"
"Limited","2000","Bavaria","Rural Area","112","0.123042355067407","0.10135149545282","0.144733214681994"
"Limited","2000","Berlin","Urban Area","41","0.0914528250397683","0.0630623406718307","0.119843309407706"
"Limited","2000","Berlin","Rural Area","","","",""
"Limited","2000","Brandenburg","Urban Area","8","","",""
"Limited","2000","Brandenburg","Rural Area","97","0.217564507521979","0.17940144527038","0.255727569773578"
"Limited","2000","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"Limited","2000","Mecklenburg-Western Pomerania","Rural Area","45","0.161299938556829","0.116156104671943","0.206443772441716"
"Limited","2000","Saxony","Urban Area","70","0.182345149988199","0.145240055444278","0.219450244532121"
"Limited","2000","Saxony","Rural Area","84","0.190286320697631","0.153816165780146","0.226756475615115"
"Limited","2000","Saxony-Anhalt","Urban Area","24","","",""
"Limited","2000","Saxony-Anhalt","Rural Area","77","0.190946694450077","0.151271226611502","0.230622162288652"
"Limited","2000","Thuringia","Urban Area","16","","",""
"Limited","2000","Thuringia","Rural Area","78","0.201439762875851","0.16023723700892","0.242642288742783"
"Permanent","2001","Schleswig-Holstein","Urban Area","119","0.934115725894162","0.891138900628859","0.977092551159465"
"Permanent","2001","Schleswig-Holstein","Rural Area","150","0.868053682365816","0.817911758197275","0.918195606534358"
"Permanent","2001","Hamburg","Urban Area","120","0.868311506881449","0.811893175152103","0.924729838610794"
