"plb0037_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Permanent","2013","16-34 y.","Rural Area","889","0.646448672082272","0.621591923918758","0.671305420245787"
"Permanent","2013","35-65 y.","Urban Area","6937","0.916933936415727","0.910767236171392","0.923100636660061"
"Permanent","2013","35-65 y.","Rural Area","3657","0.933684880604932","0.925984216132002","0.941385545077862"
"Permanent","2013","66 and older","Urban Area","69","0.890369924310659","0.821907354734232","0.958832493887086"
"Permanent","2013","66 and older","Rural Area","38","0.875768045236281","0.778306574777999","0.973229515694563"
"Limited","2013","16-34 y.","Urban Area","1240","0.3804454360776","0.36338249598231","0.39750837617289"
"Limited","2013","16-34 y.","Rural Area","532","0.353551327917728","0.328694579754213","0.378408076081242"
"Limited","2013","35-65 y.","Urban Area","757","0.0830660635842734","0.0768993633399389","0.0892327638286079"
"Limited","2013","35-65 y.","Rural Area","354","0.0663151193950682","0.0586144549221384","0.0740157838679979"
"Limited","2013","66 and older","Urban Area","11","","",""
"Limited","2013","66 and older","Rural Area","6","","",""
"Permanent","2014","16-34 y.","Urban Area","1581","0.612346257994163","0.593739927530922","0.630952588457405"
"Permanent","2014","16-34 y.","Rural Area","746","0.589304364969149","0.561799974678108","0.616808755260189"
"Permanent","2014","35-65 y.","Urban Area","6188","0.917152843351185","0.910612685292045","0.923693001410326"
"Permanent","2014","35-65 y.","Rural Area","3342","0.936816768451828","0.928907721959362","0.944725814944294"
"Permanent","2014","66 and older","Urban Area","70","0.848075019440917","0.772211917645642","0.923938121236193"
"Permanent","2014","66 and older","Rural Area","46","0.930179977693622","0.860238228728699","1.00012172665855"
"Limited","2014","16-34 y.","Urban Area","1053","0.387653742005837","0.369047411542595","0.406260072469078"
"Limited","2014","16-34 y.","Rural Area","483","0.410695635030851","0.383191244739811","0.438200025321892"
"Limited","2014","35-65 y.","Urban Area","636","0.0828471566488145","0.0763069985896745","0.0893873147079546"
"Limited","2014","35-65 y.","Rural Area","293","0.0631832315481719","0.0552741850557059","0.0710922780406379"
"Limited","2014","66 and older","Urban Area","16","","",""
"Limited","2014","66 and older","Rural Area","5","","",""
"Permanent","2015","16-34 y.","Urban Area","1609","0.618796372635333","0.600550845193774","0.637041900076891"
"Permanent","2015","16-34 y.","Rural Area","746","0.641576546767153","0.61492880871761","0.668224284816696"
"Permanent","2015","35-65 y.","Urban Area","6046","0.91540974431122","0.908742627576616","0.922076861045825"
"Permanent","2015","35-65 y.","Rural Area","3326","0.930719837751979","0.922460430132966","0.938979245370992"
"Permanent","2015","66 and older","Urban Area","94","0.897910458106107","0.839999522166022","0.955821394046191"
"Permanent","2015","66 and older","Rural Area","47","0.868956056156058","0.780574537006782","0.957337575305334"
"Limited","2015","16-34 y.","Urban Area","1113","0.381203627364668","0.362958099923109","0.399449154806226"
"Limited","2015","16-34 y.","Rural Area","498","0.358423453232847","0.331775715183304","0.38507119128239"
"Limited","2015","35-65 y.","Urban Area","646","0.0845902556887796","0.0779231389541752","0.0912573724233839"
"Limited","2015","35-65 y.","Rural Area","305","0.0692801622480208","0.0610207546290075","0.0775395698670342"
"Limited","2015","66 and older","Urban Area","11","","",""
"Limited","2015","66 and older","Rural Area","9","","",""
"Permanent","2016","16-34 y.","Urban Area","1407","0.598867509318822","0.57951893699728","0.618216081640363"
"Permanent","2016","16-34 y.","Rural Area","641","0.597315691807411","0.569104833714122","0.6255265499007"
"Permanent","2016","35-65 y.","Urban Area","5659","0.911044097089428","0.904047665072051","0.918040529106805"
"Permanent","2016","35-65 y.","Rural Area","3087","0.938632115303283","0.930567211008895","0.946697019597672"
"Permanent","2016","66 and older","Urban Area","84","0.799710213732752","0.721269088681675","0.878151338783828"
"Permanent","2016","66 and older","Rural Area","41","0.819776109352301","0.71530403247345","0.924248186231152"
"Limited","2016","16-34 y.","Urban Area","1058","0.401132490681178","0.381783918359637","0.42048106300272"
"Limited","2016","16-34 y.","Rural Area","520","0.402684308192589","0.3744734500993","0.430895166285878"
"Limited","2016","35-65 y.","Urban Area","701","0.0889559029105722","0.081959470893195","0.0959523349279495"
"Limited","2016","35-65 y.","Rural Area","315","0.0613678846967166","0.053302980402328","0.0694327889911052"
"Limited","2016","66 and older","Urban Area","16","","",""
"Limited","2016","66 and older","Rural Area","11","","",""
"Permanent","2017","16-34 y.","Urban Area","1605","0.613980281906258","0.596212532532208","0.631748031280307"
"Permanent","2017","16-34 y.","Rural Area","784","0.640555296781977","0.615474011490754","0.665636582073201"
"Permanent","2017","35-65 y.","Urban Area","6391","0.918424286339385","0.91205569461336","0.924792878065411"
"Permanent","2017","35-65 y.","Rural Area","3638","0.92290178043361","0.91462499761424","0.931178563252981"
"Permanent","2017","66 and older","Urban Area","107","0.888132712682534","0.831736757743666","0.944528667621403"
"Permanent","2017","66 and older","Rural Area","62","0.862206915662625","0.782590741477433","0.941823089847817"
"Limited","2017","16-34 y.","Urban Area","1279","0.386019718093742","0.368251968719693","0.403787467467792"
"Limited","2017","16-34 y.","Rural Area","622","0.359444703218023","0.334363417926799","0.384525988509246"
"Limited","2017","35-65 y.","Urban Area","705","0.0815757136606148","0.0752071219345891","0.0879443053866405"
"Limited","2017","35-65 y.","Rural Area","352","0.0770982195663897","0.0688214367470191","0.0853750023857603"
"Limited","2017","66 and older","Urban Area","13","","",""
"Limited","2017","66 and older","Rural Area","10","","",""
"Permanent","2018","16-34 y.","Urban Area","1608","0.614839125081516","0.597299340346579","0.632378909816453"
"Permanent","2018","16-34 y.","Rural Area","781","0.664055570699741","0.639090507141802","0.68902063425768"
"Permanent","2018","35-65 y.","Urban Area","6185","0.919597430044226","0.913185249141666","0.926009610946785"
"Permanent","2018","35-65 y.","Rural Area","3488","0.92759278368163","0.919391564889608","0.935794002473652"
"Permanent","2018","66 and older","Urban Area","124","0.84629624718436","0.787183177085641","0.905409317283079"
"Permanent","2018","66 and older","Rural Area","68","0.879976885428462","0.806426400942801","0.953527369914123"
"Limited","2018","16-34 y.","Urban Area","1349","0.385160874918484","0.367621090183547","0.402700659653421"
"Limited","2018","16-34 y.","Rural Area","594","0.335944429300259","0.31097936574232","0.360909492858198"
"Limited","2018","35-65 y.","Urban Area","723","0.0804025699557742","0.0739903890532146","0.0868147508583337"
"Limited","2018","35-65 y.","Rural Area","348","0.0724072163183699","0.0642059975263481","0.0806084351103917"
"Limited","2018","66 and older","Urban Area","19","","",""
"Limited","2018","66 and older","Rural Area","7","","",""
"Permanent","2019","16-34 y.","Urban Area","1387","0.631980241179256","0.613360304485248","0.650600177873264"
"Permanent","2019","16-34 y.","Rural Area","731","0.666140883598658","0.640132636661433","0.692149130535883"
"Permanent","2019","35-65 y.","Urban Area","5576","0.929581244173989","0.923213214544987","0.93594927380299"
"Permanent","2019","35-65 y.","Rural Area","3321","0.933912363092897","0.925856048276897","0.941968677908897"
"Permanent","2019","66 and older","Urban Area","139","0.921292800698548","0.879036462477233","0.963549138919862"
"Permanent","2019","66 and older","Rural Area","75","0.85189778924666","0.775017380949416","0.928778197543903"
"Limited","2019","16-34 y.","Urban Area","1190","0.368019758820744","0.349399822126736","0.386639695514752"
"Limited","2019","16-34 y.","Rural Area","532","0.333859116401342","0.307850869464117","0.359867363338567"
"Limited","2019","35-65 y.","Urban Area","625","0.0704187558260115","0.06405072619701","0.076786785455013"
"Limited","2019","35-65 y.","Rural Area","332","0.0660876369071029","0.0580313220911027","0.0741439517231031"
"Limited","2019","66 and older","Urban Area","17","","",""
"Limited","2019","66 and older","Rural Area","7","","",""
