"year","bula_h","pgcasmin","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1994","Hesse","(1c) basic vocational qualification","","","","","","","","",""
"1994","Hesse","(2a) intermediate vocational","","","","","","","","",""
"1994","Hesse","(2b) intermediate general qualification","","","","","","","","",""
"1994","Hesse","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Hesse","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Hesse","(3a) lower tertiary education","","","","","","","","",""
"1994","Hesse","(3b) higher tertiary education","","","","","","","","",""
"1994","Lower Saxony","(0) in school","","","","","","","","",""
"1994","Lower Saxony","(1a) inadequately completed","","","","","","","","",""
"1994","Lower Saxony","(1b) general elementary school","","","","","","","","",""
"1994","Lower Saxony","(1c) basic vocational qualification","","","","","","","","",""
"1994","Lower Saxony","(2a) intermediate vocational","","","","","","","","",""
"1994","Lower Saxony","(2b) intermediate general qualification","","","","","","","","",""
"1994","Lower Saxony","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Lower Saxony","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Lower Saxony","(3a) lower tertiary education","","","","","","","","",""
"1994","Lower Saxony","(3b) higher tertiary education","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(0) in school","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(1b) general elementary school","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","","","","","","",""
"1994","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","","","","","","",""
"1994","North Rhine-Westphalia","(0) in school","","","","","","","","",""
"1994","North Rhine-Westphalia","(1a) inadequately completed","","","","","","","","",""
"1994","North Rhine-Westphalia","(1b) general elementary school","","","","","","","","",""
"1994","North Rhine-Westphalia","(1c) basic vocational qualification","","","","","","","","",""
"1994","North Rhine-Westphalia","(2a) intermediate vocational","","","","","","","","",""
"1994","North Rhine-Westphalia","(2b) intermediate general qualification","","","","","","","","",""
"1994","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","North Rhine-Westphalia","(3a) lower tertiary education","","","","","","","","",""
"1994","North Rhine-Westphalia","(3b) higher tertiary education","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(0) in school","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","","","","","","",""
"1994","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","","","","","","",""
"1994","Saxony","(0) in school","","","","","","","","",""
"1994","Saxony","(1a) inadequately completed","","","","","","","","",""
"1994","Saxony","(1b) general elementary school","","","","","","","","",""
"1994","Saxony","(1c) basic vocational qualification","","","","","","","","",""
"1994","Saxony","(2a) intermediate vocational","","","","","","","","",""
"1994","Saxony","(2b) intermediate general qualification","","","","","","","","",""
"1994","Saxony","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Saxony","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Saxony","(3a) lower tertiary education","","","","","","","","",""
"1994","Saxony","(3b) higher tertiary education","","","","","","","","",""
"1994","Saxony-Anhalt","(0) in school","","","","","","","","",""
"1994","Saxony-Anhalt","(1a) inadequately completed","","","","","","","","",""
"1994","Saxony-Anhalt","(1b) general elementary school","","","","","","","","",""
"1994","Saxony-Anhalt","(1c) basic vocational qualification","","","","","","","","",""
"1994","Saxony-Anhalt","(2a) intermediate vocational","","","","","","","","",""
"1994","Saxony-Anhalt","(2b) intermediate general qualification","","","","","","","","",""
"1994","Saxony-Anhalt","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Saxony-Anhalt","(3a) lower tertiary education","","","","","","","","",""
"1994","Saxony-Anhalt","(3b) higher tertiary education","","","","","","","","",""
"1994","Schleswig-Holstein","(0) in school","","","","","","","","",""
"1994","Schleswig-Holstein","(1a) inadequately completed","","","","","","","","",""
"1994","Schleswig-Holstein","(1b) general elementary school","","","","","","","","",""
"1994","Schleswig-Holstein","(1c) basic vocational qualification","","","","","","","","",""
"1994","Schleswig-Holstein","(2a) intermediate vocational","","","","","","","","",""
"1994","Schleswig-Holstein","(2b) intermediate general qualification","","","","","","","","",""
"1994","Schleswig-Holstein","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Schleswig-Holstein","(3a) lower tertiary education","","","","","","","","",""
"1994","Schleswig-Holstein","(3b) higher tertiary education","","","","","","","","",""
"1994","Thuringia","(0) in school","","","","","","","","",""
"1994","Thuringia","(1a) inadequately completed","","","","","","","","",""
"1994","Thuringia","(1b) general elementary school","","","","","","","","",""
"1994","Thuringia","(1c) basic vocational qualification","","","","","","","","",""
"1994","Thuringia","(2a) intermediate vocational","","","","","","","","",""
"1994","Thuringia","(2b) intermediate general qualification","","","","","","","","",""
"1994","Thuringia","(2c_gen) general maturity certificate","","","","","","","","",""
"1994","Thuringia","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1994","Thuringia","(3a) lower tertiary education","","","","","","","","",""
"1994","Thuringia","(3b) higher tertiary education","","","","","","","","",""
"1995","Baden-Württemberg","(0) in school","","","","","","","","",""
"1995","Baden-Württemberg","(1a) inadequately completed","","","","","","","","",""
"1995","Baden-Württemberg","(1b) general elementary school","","","","","","","","",""
"1995","Baden-Württemberg","(1c) basic vocational qualification","","","","","","","","",""
"1995","Baden-Württemberg","(2a) intermediate vocational","","","","","","","","",""
"1995","Baden-Württemberg","(2b) intermediate general qualification","","","","","","","","",""
"1995","Baden-Württemberg","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Baden-Württemberg","(3a) lower tertiary education","","","","","","","","",""
"1995","Baden-Württemberg","(3b) higher tertiary education","","","","","","","","",""
"1995","Bavaria","(0) in school","","","","","","","","",""
"1995","Bavaria","(1a) inadequately completed","","","","","","","","",""
"1995","Bavaria","(1b) general elementary school","","","","","","","","",""
"1995","Bavaria","(1c) basic vocational qualification","","","","","","","","",""
"1995","Bavaria","(2a) intermediate vocational","","","","","","","","",""
"1995","Bavaria","(2b) intermediate general qualification","","","","","","","","",""
"1995","Bavaria","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Bavaria","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Bavaria","(3a) lower tertiary education","","","","","","","","",""
"1995","Bavaria","(3b) higher tertiary education","","","","","","","","",""
"1995","Berlin","(0) in school","","","","","","","","",""
"1995","Berlin","(1a) inadequately completed","","","","","","","","",""
"1995","Berlin","(1b) general elementary school","","","","","","","","",""
"1995","Berlin","(1c) basic vocational qualification","","","","","","","","",""
"1995","Berlin","(2a) intermediate vocational","","","","","","","","",""
"1995","Berlin","(2b) intermediate general qualification","","","","","","","","",""
"1995","Berlin","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Berlin","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Berlin","(3a) lower tertiary education","","","","","","","","",""
"1995","Berlin","(3b) higher tertiary education","","","","","","","","",""
"1995","Brandenburg","(0) in school","","","","","","","","",""
"1995","Brandenburg","(1a) inadequately completed","","","","","","","","",""
"1995","Brandenburg","(1b) general elementary school","","","","","","","","",""
"1995","Brandenburg","(1c) basic vocational qualification","","","","","","","","",""
"1995","Brandenburg","(2a) intermediate vocational","","","","","","","","",""
"1995","Brandenburg","(2b) intermediate general qualification","","","","","","","","",""
"1995","Brandenburg","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Brandenburg","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Brandenburg","(3a) lower tertiary education","","","","","","","","",""
"1995","Brandenburg","(3b) higher tertiary education","","","","","","","","",""
"1995","Bremen","(0) in school","","","","","","","","",""
"1995","Bremen","(1a) inadequately completed","","","","","","","","",""
"1995","Bremen","(1b) general elementary school","","","","","","","","",""
"1995","Bremen","(1c) basic vocational qualification","","","","","","","","",""
"1995","Bremen","(2a) intermediate vocational","","","","","","","","",""
"1995","Bremen","(2b) intermediate general qualification","","","","","","","","",""
"1995","Bremen","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Bremen","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Bremen","(3a) lower tertiary education","","","","","","","","",""
"1995","Bremen","(3b) higher tertiary education","","","","","","","","",""
"1995","Hamburg","(0) in school","","","","","","","","",""
"1995","Hamburg","(1a) inadequately completed","","","","","","","","",""
"1995","Hamburg","(1b) general elementary school","","","","","","","","",""
"1995","Hamburg","(1c) basic vocational qualification","","","","","","","","",""
"1995","Hamburg","(2a) intermediate vocational","","","","","","","","",""
"1995","Hamburg","(2b) intermediate general qualification","","","","","","","","",""
"1995","Hamburg","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Hamburg","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Hamburg","(3a) lower tertiary education","","","","","","","","",""
"1995","Hamburg","(3b) higher tertiary education","","","","","","","","",""
"1995","Hesse","(0) in school","","","","","","","","",""
"1995","Hesse","(1a) inadequately completed","","","","","","","","",""
"1995","Hesse","(1b) general elementary school","","","","","","","","",""
"1995","Hesse","(1c) basic vocational qualification","","","","","","","","",""
"1995","Hesse","(2a) intermediate vocational","","","","","","","","",""
"1995","Hesse","(2b) intermediate general qualification","","","","","","","","",""
"1995","Hesse","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Hesse","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Hesse","(3a) lower tertiary education","","","","","","","","",""
"1995","Hesse","(3b) higher tertiary education","","","","","","","","",""
"1995","Lower Saxony","(0) in school","","","","","","","","",""
"1995","Lower Saxony","(1a) inadequately completed","","","","","","","","",""
"1995","Lower Saxony","(1b) general elementary school","","","","","","","","",""
"1995","Lower Saxony","(1c) basic vocational qualification","","","","","","","","",""
"1995","Lower Saxony","(2a) intermediate vocational","","","","","","","","",""
"1995","Lower Saxony","(2b) intermediate general qualification","","","","","","","","",""
"1995","Lower Saxony","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Lower Saxony","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Lower Saxony","(3a) lower tertiary education","","","","","","","","",""
"1995","Lower Saxony","(3b) higher tertiary education","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(0) in school","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(1b) general elementary school","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","","","","","","",""
"1995","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","","","","","","",""
"1995","North Rhine-Westphalia","(0) in school","","","","","","","","",""
"1995","North Rhine-Westphalia","(1a) inadequately completed","","","","","","","","",""
"1995","North Rhine-Westphalia","(1b) general elementary school","","","","","","","","",""
"1995","North Rhine-Westphalia","(1c) basic vocational qualification","","","","","","","","",""
"1995","North Rhine-Westphalia","(2a) intermediate vocational","","","","","","","","",""
"1995","North Rhine-Westphalia","(2b) intermediate general qualification","","","","","","","","",""
"1995","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","North Rhine-Westphalia","(3a) lower tertiary education","","","","","","","","",""
"1995","North Rhine-Westphalia","(3b) higher tertiary education","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(0) in school","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","","","","","","",""
"1995","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","","","","","","",""
"1995","Saxony","(0) in school","","","","","","","","",""
"1995","Saxony","(1a) inadequately completed","","","","","","","","",""
"1995","Saxony","(1b) general elementary school","","","","","","","","",""
"1995","Saxony","(1c) basic vocational qualification","","","","","","","","",""
"1995","Saxony","(2a) intermediate vocational","","","","","","","","",""
"1995","Saxony","(2b) intermediate general qualification","","","","","","","","",""
"1995","Saxony","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Saxony","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Saxony","(3a) lower tertiary education","","","","","","","","",""
"1995","Saxony","(3b) higher tertiary education","","","","","","","","",""
"1995","Saxony-Anhalt","(0) in school","","","","","","","","",""
"1995","Saxony-Anhalt","(1a) inadequately completed","","","","","","","","",""
"1995","Saxony-Anhalt","(1b) general elementary school","","","","","","","","",""
"1995","Saxony-Anhalt","(1c) basic vocational qualification","","","","","","","","",""
"1995","Saxony-Anhalt","(2a) intermediate vocational","","","","","","","","",""
"1995","Saxony-Anhalt","(2b) intermediate general qualification","","","","","","","","",""
"1995","Saxony-Anhalt","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Saxony-Anhalt","(3a) lower tertiary education","","","","","","","","",""
"1995","Saxony-Anhalt","(3b) higher tertiary education","","","","","","","","",""
"1995","Schleswig-Holstein","(0) in school","","","","","","","","",""
"1995","Schleswig-Holstein","(1a) inadequately completed","","","","","","","","",""
"1995","Schleswig-Holstein","(1b) general elementary school","","","","","","","","",""
"1995","Schleswig-Holstein","(1c) basic vocational qualification","","","","","","","","",""
"1995","Schleswig-Holstein","(2a) intermediate vocational","","","","","","","","",""
"1995","Schleswig-Holstein","(2b) intermediate general qualification","","","","","","","","",""
"1995","Schleswig-Holstein","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Schleswig-Holstein","(3a) lower tertiary education","","","","","","","","",""
"1995","Schleswig-Holstein","(3b) higher tertiary education","","","","","","","","",""
"1995","Thuringia","(0) in school","","","","","","","","",""
"1995","Thuringia","(1a) inadequately completed","","","","","","","","",""
"1995","Thuringia","(1b) general elementary school","","","","","","","","",""
"1995","Thuringia","(1c) basic vocational qualification","","","","","","","","",""
"1995","Thuringia","(2a) intermediate vocational","","","","","","","","",""
"1995","Thuringia","(2b) intermediate general qualification","","","","","","","","",""
"1995","Thuringia","(2c_gen) general maturity certificate","","","","","","","","",""
"1995","Thuringia","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1995","Thuringia","(3a) lower tertiary education","","","","","","","","",""
"1995","Thuringia","(3b) higher tertiary education","","","","","","","","",""
"1996","Baden-Württemberg","(0) in school","","","","","","","","",""
"1996","Baden-Württemberg","(1a) inadequately completed","","","","","","","","",""
"1996","Baden-Württemberg","(1b) general elementary school","","","","","","","","",""
"1996","Baden-Württemberg","(1c) basic vocational qualification","","","","","","","","",""
"1996","Baden-Württemberg","(2a) intermediate vocational","","","","","","","","",""
"1996","Baden-Württemberg","(2b) intermediate general qualification","","","","","","","","",""
"1996","Baden-Württemberg","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Baden-Württemberg","(3a) lower tertiary education","","","","","","","","",""
"1996","Baden-Württemberg","(3b) higher tertiary education","","","","","","","","",""
"1996","Bavaria","(0) in school","","","","","","","","",""
"1996","Bavaria","(1a) inadequately completed","","","","","","","","",""
"1996","Bavaria","(1b) general elementary school","","","","","","","","",""
"1996","Bavaria","(1c) basic vocational qualification","","","","","","","","",""
"1996","Bavaria","(2a) intermediate vocational","","","","","","","","",""
"1996","Bavaria","(2b) intermediate general qualification","","","","","","","","",""
"1996","Bavaria","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Bavaria","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Bavaria","(3a) lower tertiary education","","","","","","","","",""
"1996","Bavaria","(3b) higher tertiary education","","","","","","","","",""
"1996","Berlin","(0) in school","","","","","","","","",""
"1996","Berlin","(1a) inadequately completed","","","","","","","","",""
"1996","Berlin","(1b) general elementary school","","","","","","","","",""
"1996","Berlin","(1c) basic vocational qualification","","","","","","","","",""
"1996","Berlin","(2a) intermediate vocational","","","","","","","","",""
"1996","Berlin","(2b) intermediate general qualification","","","","","","","","",""
"1996","Berlin","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Berlin","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Berlin","(3a) lower tertiary education","","","","","","","","",""
"1996","Berlin","(3b) higher tertiary education","","","","","","","","",""
"1996","Brandenburg","(0) in school","","","","","","","","",""
"1996","Brandenburg","(1a) inadequately completed","","","","","","","","",""
"1996","Brandenburg","(1b) general elementary school","","","","","","","","",""
"1996","Brandenburg","(1c) basic vocational qualification","","","","","","","","",""
"1996","Brandenburg","(2a) intermediate vocational","","","","","","","","",""
"1996","Brandenburg","(2b) intermediate general qualification","","","","","","","","",""
"1996","Brandenburg","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Brandenburg","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Brandenburg","(3a) lower tertiary education","","","","","","","","",""
"1996","Brandenburg","(3b) higher tertiary education","","","","","","","","",""
"1996","Bremen","(0) in school","","","","","","","","",""
"1996","Bremen","(1a) inadequately completed","","","","","","","","",""
"1996","Bremen","(1b) general elementary school","","","","","","","","",""
"1996","Bremen","(1c) basic vocational qualification","","","","","","","","",""
"1996","Bremen","(2a) intermediate vocational","","","","","","","","",""
"1996","Bremen","(2b) intermediate general qualification","","","","","","","","",""
"1996","Bremen","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Bremen","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Bremen","(3a) lower tertiary education","","","","","","","","",""
"1996","Bremen","(3b) higher tertiary education","","","","","","","","",""
"1996","Hamburg","(0) in school","","","","","","","","",""
"1996","Hamburg","(1a) inadequately completed","","","","","","","","",""
"1996","Hamburg","(1b) general elementary school","","","","","","","","",""
"1996","Hamburg","(1c) basic vocational qualification","","","","","","","","",""
"1996","Hamburg","(2a) intermediate vocational","","","","","","","","",""
"1996","Hamburg","(2b) intermediate general qualification","","","","","","","","",""
"1996","Hamburg","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Hamburg","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Hamburg","(3a) lower tertiary education","","","","","","","","",""
"1996","Hamburg","(3b) higher tertiary education","","","","","","","","",""
"1996","Hesse","(0) in school","","","","","","","","",""
"1996","Hesse","(1a) inadequately completed","","","","","","","","",""
"1996","Hesse","(1b) general elementary school","","","","","","","","",""
"1996","Hesse","(1c) basic vocational qualification","","","","","","","","",""
"1996","Hesse","(2a) intermediate vocational","","","","","","","","",""
"1996","Hesse","(2b) intermediate general qualification","","","","","","","","",""
"1996","Hesse","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Hesse","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Hesse","(3a) lower tertiary education","","","","","","","","",""
"1996","Hesse","(3b) higher tertiary education","","","","","","","","",""
"1996","Lower Saxony","(0) in school","","","","","","","","",""
"1996","Lower Saxony","(1a) inadequately completed","","","","","","","","",""
"1996","Lower Saxony","(1b) general elementary school","","","","","","","","",""
"1996","Lower Saxony","(1c) basic vocational qualification","","","","","","","","",""
"1996","Lower Saxony","(2a) intermediate vocational","","","","","","","","",""
"1996","Lower Saxony","(2b) intermediate general qualification","","","","","","","","",""
"1996","Lower Saxony","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Lower Saxony","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Lower Saxony","(3a) lower tertiary education","","","","","","","","",""
"1996","Lower Saxony","(3b) higher tertiary education","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(0) in school","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(1b) general elementary school","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","","","","","","",""
"1996","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","","","","","","",""
"1996","North Rhine-Westphalia","(0) in school","","","","","","","","",""
"1996","North Rhine-Westphalia","(1a) inadequately completed","","","","","","","","",""
"1996","North Rhine-Westphalia","(1b) general elementary school","","","","","","","","",""
"1996","North Rhine-Westphalia","(1c) basic vocational qualification","","","","","","","","",""
"1996","North Rhine-Westphalia","(2a) intermediate vocational","","","","","","","","",""
"1996","North Rhine-Westphalia","(2b) intermediate general qualification","","","","","","","","",""
"1996","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","North Rhine-Westphalia","(3a) lower tertiary education","","","","","","","","",""
"1996","North Rhine-Westphalia","(3b) higher tertiary education","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(0) in school","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","","","","","","",""
"1996","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","","","","","","",""
"1996","Saxony","(0) in school","","","","","","","","",""
"1996","Saxony","(1a) inadequately completed","","","","","","","","",""
"1996","Saxony","(1b) general elementary school","","","","","","","","",""
"1996","Saxony","(1c) basic vocational qualification","","","","","","","","",""
"1996","Saxony","(2a) intermediate vocational","","","","","","","","",""
"1996","Saxony","(2b) intermediate general qualification","","","","","","","","",""
"1996","Saxony","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Saxony","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Saxony","(3a) lower tertiary education","","","","","","","","",""
"1996","Saxony","(3b) higher tertiary education","","","","","","","","",""
"1996","Saxony-Anhalt","(0) in school","","","","","","","","",""
"1996","Saxony-Anhalt","(1a) inadequately completed","","","","","","","","",""
"1996","Saxony-Anhalt","(1b) general elementary school","","","","","","","","",""
"1996","Saxony-Anhalt","(1c) basic vocational qualification","","","","","","","","",""
"1996","Saxony-Anhalt","(2a) intermediate vocational","","","","","","","","",""
"1996","Saxony-Anhalt","(2b) intermediate general qualification","","","","","","","","",""
"1996","Saxony-Anhalt","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Saxony-Anhalt","(3a) lower tertiary education","","","","","","","","",""
"1996","Saxony-Anhalt","(3b) higher tertiary education","","","","","","","","",""
"1996","Schleswig-Holstein","(0) in school","","","","","","","","",""
"1996","Schleswig-Holstein","(1a) inadequately completed","","","","","","","","",""
"1996","Schleswig-Holstein","(1b) general elementary school","","","","","","","","",""
"1996","Schleswig-Holstein","(1c) basic vocational qualification","","","","","","","","",""
"1996","Schleswig-Holstein","(2a) intermediate vocational","","","","","","","","",""
"1996","Schleswig-Holstein","(2b) intermediate general qualification","","","","","","","","",""
"1996","Schleswig-Holstein","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Schleswig-Holstein","(3a) lower tertiary education","","","","","","","","",""
"1996","Schleswig-Holstein","(3b) higher tertiary education","","","","","","","","",""
"1996","Thuringia","(0) in school","","","","","","","","",""
"1996","Thuringia","(1a) inadequately completed","","","","","","","","",""
"1996","Thuringia","(1b) general elementary school","","","","","","","","",""
"1996","Thuringia","(1c) basic vocational qualification","","","","","","","","",""
"1996","Thuringia","(2a) intermediate vocational","","","","","","","","",""
"1996","Thuringia","(2b) intermediate general qualification","","","","","","","","",""
"1996","Thuringia","(2c_gen) general maturity certificate","","","","","","","","",""
"1996","Thuringia","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1996","Thuringia","(3a) lower tertiary education","","","","","","","","",""
"1996","Thuringia","(3b) higher tertiary education","","","","","","","","",""
"1997","Baden-Württemberg","(0) in school","","","","","","","","",""
"1997","Baden-Württemberg","(1a) inadequately completed","","","","","","","","",""
"1997","Baden-Württemberg","(1b) general elementary school","","","","","","","","",""
"1997","Baden-Württemberg","(1c) basic vocational qualification","","","","","","","","",""
"1997","Baden-Württemberg","(2a) intermediate vocational","","","","","","","","",""
"1997","Baden-Württemberg","(2b) intermediate general qualification","","","","","","","","",""
"1997","Baden-Württemberg","(2c_gen) general maturity certificate","","","","","","","","",""
"1997","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","","","","","","",""
"1997","Baden-Württemberg","(3a) lower tertiary education","","","","","","","","",""
