"pld0045","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2007","1-pers.-HH","indirect migration background","","","",""
"Rarely","2007","(Married) couple without C. ","no migration background","","","",""
"Rarely","2007","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2007","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2007","Single parent ","no migration background","","","",""
"Rarely","2007","Single parent ","direct migration background","","","",""
"Rarely","2007","Single parent ","indirect migration background","","","",""
"Rarely","2007","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2007","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2007","1-pers.-HH","no migration background","","","",""
"Never","2007","1-pers.-HH","direct migration background","","","",""
"Never","2007","1-pers.-HH","indirect migration background","","","",""
"Never","2007","(Married) couple without C. ","no migration background","","","",""
"Never","2007","(Married) couple without C. ","direct migration background","","","",""
"Never","2007","(Married) couple without C. ","indirect migration background","","","",""
"Never","2007","Single parent ","no migration background","","","",""
"Never","2007","Single parent ","direct migration background","","","",""
"Never","2007","Single parent ","indirect migration background","","","",""
"Never","2007","Couple + C. LE 16 ","no migration background","","","",""
"Never","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2007","Couple + C. GT 16 ","no migration background","","","",""
"Never","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2008","1-pers.-HH","no migration background","142","0.0473923767498801","0.0394438216780753","0.0553409318216849"
"Very often","2008","1-pers.-HH","direct migration background","15","","",""
"Very often","2008","1-pers.-HH","indirect migration background","7","","",""
"Very often","2008","(Married) couple without C. ","no migration background","270","0.04243589628295","0.0374593842817705","0.0474124082841294"
"Very often","2008","(Married) couple without C. ","direct migration background","16","","",""
"Very often","2008","(Married) couple without C. ","indirect migration background","9","","",""
"Very often","2008","Single parent ","no migration background","52","0.0553095480653103","0.0402581775088298","0.0703609186217907"
"Very often","2008","Single parent ","direct migration background","7","","",""
"Very often","2008","Single parent ","indirect migration background","6","","",""
"Very often","2008","Couple + C. LE 16 ","no migration background","172","0.0626121645599673","0.0532694107787715","0.0719549183411632"
"Very often","2008","Couple + C. LE 16 ","direct migration background","23","","",""
"Very often","2008","Couple + C. LE 16 ","indirect migration background","14","","",""
"Very often","2008","Couple + C. GT 16 ","no migration background","161","0.0565763532168617","0.0480958751289394","0.065056831304784"
"Very often","2008","Couple + C. GT 16 ","direct migration background","20","","",""
"Very often","2008","Couple + C. GT 16 ","indirect migration background","7","","",""
"Very often","2008","Couple + C. LE and GT 16","no migration background","59","0.0449463076607924","0.0318333792101612","0.0580592361114236"
"Very often","2008","Couple + C. LE and GT 16","direct migration background","4","","",""
"Very often","2008","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Often","2008","1-pers.-HH","no migration background","208","0.0738526211147558","0.0640689932706309","0.0836362489588807"
"Often","2008","1-pers.-HH","direct migration background","10","","",""
"Often","2008","1-pers.-HH","indirect migration background","10","","",""
"Often","2008","(Married) couple without C. ","no migration background","501","0.0855176417921101","0.0786138138153241","0.0924214697688961"
"Often","2008","(Married) couple without C. ","direct migration background","50","0.0864679262776431","0.0639793538387607","0.108956498716525"
"Often","2008","(Married) couple without C. ","indirect migration background","11","","",""
"Often","2008","Single parent ","no migration background","93","0.10528044949548","0.0850712756925753","0.125489623298385"
"Often","2008","Single parent ","direct migration background","6","","",""
"Often","2008","Single parent ","indirect migration background","14","","",""
"Often","2008","Couple + C. LE 16 ","no migration background","288","0.107058657720204","0.0951350343291534","0.118982281111254"
"Often","2008","Couple + C. LE 16 ","direct migration background","22","","",""
"Often","2008","Couple + C. LE 16 ","indirect migration background","18","","",""
"Often","2008","Couple + C. GT 16 ","no migration background","266","0.0910008492784305","0.0804435229996401","0.101558175557221"
"Often","2008","Couple + C. GT 16 ","direct migration background","28","","",""
"Often","2008","Couple + C. GT 16 ","indirect migration background","14","","",""
"Often","2008","Couple + C. LE and GT 16","no migration background","122","0.142355670628648","0.12024103523659","0.164470306020705"
"Often","2008","Couple + C. LE and GT 16","direct migration background","16","","",""
"Often","2008","Couple + C. LE and GT 16","indirect migration background","5","","",""
"Sometimes","2008","1-pers.-HH","no migration background","229","0.0821418249728713","0.071870017266994","0.0924136326787487"
"Sometimes","2008","1-pers.-HH","direct migration background","15","","",""
"Sometimes","2008","1-pers.-HH","indirect migration background","10","","",""
"Sometimes","2008","(Married) couple without C. ","no migration background","583","0.0924407917867253","0.0852901709583218","0.0995914126151288"
"Sometimes","2008","(Married) couple without C. ","direct migration background","53","0.0982253329175868","0.0744112842980611","0.122039381537113"
"Sometimes","2008","(Married) couple without C. ","indirect migration background","14","","",""
"Sometimes","2008","Single parent ","no migration background","93","0.111690942707446","0.0909502979290633","0.132431587485829"
"Sometimes","2008","Single parent ","direct migration background","10","","",""
"Sometimes","2008","Single parent ","indirect migration background","4","","",""
"Sometimes","2008","Couple + C. LE 16 ","no migration background","353","0.152506812302832","0.138642490898657","0.166371133707006"
"Sometimes","2008","Couple + C. LE 16 ","direct migration background","52","0.120358845310324","0.0897818195719372","0.150935871048711"
"Sometimes","2008","Couple + C. LE 16 ","indirect migration background","17","","",""
"Sometimes","2008","Couple + C. GT 16 ","no migration background","302","0.101209675176934","0.0901386027418389","0.112280747612029"
"Sometimes","2008","Couple + C. GT 16 ","direct migration background","38","0.0954981600834535","0.0634961089063661","0.127500211260541"
"Sometimes","2008","Couple + C. GT 16 ","indirect migration background","17","","",""
"Sometimes","2008","Couple + C. LE and GT 16","no migration background","125","0.141683658047936","0.119612640366477","0.163754675729394"
"Sometimes","2008","Couple + C. LE and GT 16","direct migration background","16","","",""
"Sometimes","2008","Couple + C. LE and GT 16","indirect migration background","20","","",""
"Rarely","2008","1-pers.-HH","no migration background","407","0.146876674827137","0.133634502336749","0.160118847317524"
"Rarely","2008","1-pers.-HH","direct migration background","30","0.143327019906916","0.0948850681936031","0.191768971620229"
"Rarely","2008","1-pers.-HH","indirect migration background","13","","",""
"Rarely","2008","(Married) couple without C. ","no migration background","1038","0.173432893506661","0.164085743089158","0.182780043924164"
"Rarely","2008","(Married) couple without C. ","direct migration background","97","0.143138011141349","0.115115606892089","0.171160415390609"
"Rarely","2008","(Married) couple without C. ","indirect migration background","15","","",""
"Rarely","2008","Single parent ","no migration background","160","0.189454907511415","0.163651756140974","0.215258058881855"
"Rarely","2008","Single parent ","direct migration background","10","","",""
"Rarely","2008","Single parent ","indirect migration background","10","","",""
"Rarely","2008","Couple + C. LE 16 ","no migration background","539","0.205133543619467","0.189561295527713","0.220705791711222"
"Rarely","2008","Couple + C. LE 16 ","direct migration background","88","0.205765275527449","0.167775743742597","0.243754807312302"
"Rarely","2008","Couple + C. LE 16 ","indirect migration background","23","","",""
"Rarely","2008","Couple + C. GT 16 ","no migration background","554","0.208512060859095","0.193600015246802","0.223424106471387"
"Rarely","2008","Couple + C. GT 16 ","direct migration background","41","0.128402747447047","0.0919759768723659","0.164829518021729"
"Rarely","2008","Couple + C. GT 16 ","indirect migration background","21","","",""
"Rarely","2008","Couple + C. LE and GT 16","no migration background","221","0.231825616452835","0.205117121897563","0.258534111008107"
"Rarely","2008","Couple + C. LE and GT 16","direct migration background","29","","",""
"Rarely","2008","Couple + C. LE and GT 16","indirect migration background","15","","",""
"Never","2008","1-pers.-HH","no migration background","1759","0.649736502335356","0.631890415994767","0.667582588675945"
"Never","2008","1-pers.-HH","direct migration background","131","0.681879108007919","0.617491861919066","0.746266354096773"
"Never","2008","1-pers.-HH","indirect migration background","48","0.538293029377264","0.434133418540905","0.642452640213622"
"Never","2008","(Married) couple without C. ","no migration background","3911","0.606172776631554","0.594110604594579","0.618234948668528"
"Never","2008","(Married) couple without C. ","direct migration background","384","0.638542568216212","0.600101453538747","0.676983682893676"
"Never","2008","(Married) couple without C. ","indirect migration background","87","0.6135704390844","0.531734132351643","0.695406745817156"
"Never","2008","Single parent ","no migration background","488","0.538264152220349","0.505437563400506","0.571090741040191"
"Never","2008","Single parent ","direct migration background","78","0.710906985425685","0.626571219910346","0.795242750941023"
"Never","2008","Single parent ","indirect migration background","51","0.670992581128481","0.571107567570645","0.770877594686317"
"Never","2008","Couple + C. LE 16 ","no migration background","1231","0.47268882179753","0.453435439118213","0.491942204476847"
"Never","2008","Couple + C. LE 16 ","direct migration background","250","0.569069808999278","0.522533739839944","0.615605878158611"
"Never","2008","Couple + C. LE 16 ","indirect migration background","113","0.560357151052378","0.488834320613522","0.631879981491234"
"Never","2008","Couple + C. GT 16 ","no migration background","1568","0.542701061468679","0.524414589923823","0.560987533013536"
"Never","2008","Couple + C. GT 16 ","direct migration background","197","0.623289665714408","0.570527293150423","0.676052038278394"
"Never","2008","Couple + C. GT 16 ","indirect migration background","112","0.679248550874662","0.609288726642917","0.749208375106406"
"Never","2008","Couple + C. LE and GT 16","no migration background","432","0.43918874720979","0.407778399128907","0.470599095290672"
"Never","2008","Couple + C. LE and GT 16","direct migration background","98","0.592715201851855","0.517288273503977","0.668142130199733"
"Never","2008","Couple + C. LE and GT 16","indirect migration background","44","0.455861932544769","0.350600304220149","0.561123560869389"
"Very often","2009","1-pers.-HH","no migration background","","","",""
"Very often","2009","1-pers.-HH","direct migration background","","","",""
"Very often","2009","1-pers.-HH","indirect migration background","","","",""
"Very often","2009","(Married) couple without C. ","no migration background","","","",""
"Very often","2009","(Married) couple without C. ","direct migration background","","","",""
"Very often","2009","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2009","Single parent ","no migration background","","","",""
"Very often","2009","Single parent ","direct migration background","","","",""
"Very often","2009","Single parent ","indirect migration background","","","",""
"Very often","2009","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2009","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2009","1-pers.-HH","no migration background","","","",""
"Often","2009","1-pers.-HH","direct migration background","","","",""
"Often","2009","1-pers.-HH","indirect migration background","","","",""
"Often","2009","(Married) couple without C. ","no migration background","","","",""
"Often","2009","(Married) couple without C. ","direct migration background","","","",""
"Often","2009","(Married) couple without C. ","indirect migration background","","","",""
"Often","2009","Single parent ","no migration background","","","",""
"Often","2009","Single parent ","direct migration background","","","",""
"Often","2009","Single parent ","indirect migration background","","","",""
"Often","2009","Couple + C. LE 16 ","no migration background","","","",""
"Often","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2009","Couple + C. GT 16 ","no migration background","","","",""
"Often","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2009","1-pers.-HH","no migration background","","","",""
"Sometimes","2009","1-pers.-HH","direct migration background","","","",""
"Sometimes","2009","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2009","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2009","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2009","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2009","Single parent ","no migration background","","","",""
"Sometimes","2009","Single parent ","direct migration background","","","",""
"Sometimes","2009","Single parent ","indirect migration background","","","",""
"Sometimes","2009","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2009","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2009","1-pers.-HH","no migration background","","","",""
"Rarely","2009","1-pers.-HH","direct migration background","","","",""
"Rarely","2009","1-pers.-HH","indirect migration background","","","",""
"Rarely","2009","(Married) couple without C. ","no migration background","","","",""
"Rarely","2009","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2009","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2009","Single parent ","no migration background","","","",""
"Rarely","2009","Single parent ","direct migration background","","","",""
"Rarely","2009","Single parent ","indirect migration background","","","",""
"Rarely","2009","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2009","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2009","1-pers.-HH","no migration background","","","",""
"Never","2009","1-pers.-HH","direct migration background","","","",""
"Never","2009","1-pers.-HH","indirect migration background","","","",""
"Never","2009","(Married) couple without C. ","no migration background","","","",""
"Never","2009","(Married) couple without C. ","direct migration background","","","",""
"Never","2009","(Married) couple without C. ","indirect migration background","","","",""
"Never","2009","Single parent ","no migration background","","","",""
"Never","2009","Single parent ","direct migration background","","","",""
"Never","2009","Single parent ","indirect migration background","","","",""
"Never","2009","Couple + C. LE 16 ","no migration background","","","",""
"Never","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2009","Couple + C. GT 16 ","no migration background","","","",""
"Never","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2010","1-pers.-HH","no migration background","","","",""
"Very often","2010","1-pers.-HH","direct migration background","","","",""
"Very often","2010","1-pers.-HH","indirect migration background","","","",""
"Very often","2010","(Married) couple without C. ","no migration background","","","",""
"Very often","2010","(Married) couple without C. ","direct migration background","","","",""
"Very often","2010","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2010","Single parent ","no migration background","","","",""
"Very often","2010","Single parent ","direct migration background","","","",""
"Very often","2010","Single parent ","indirect migration background","","","",""
"Very often","2010","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2010","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2010","1-pers.-HH","no migration background","","","",""
"Often","2010","1-pers.-HH","direct migration background","","","",""
"Often","2010","1-pers.-HH","indirect migration background","","","",""
"Often","2010","(Married) couple without C. ","no migration background","","","",""
"Often","2010","(Married) couple without C. ","direct migration background","","","",""
"Often","2010","(Married) couple without C. ","indirect migration background","","","",""
"Often","2010","Single parent ","no migration background","","","",""
"Often","2010","Single parent ","direct migration background","","","",""
"Often","2010","Single parent ","indirect migration background","","","",""
"Often","2010","Couple + C. LE 16 ","no migration background","","","",""
"Often","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2010","Couple + C. GT 16 ","no migration background","","","",""
"Often","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2010","1-pers.-HH","no migration background","","","",""
"Sometimes","2010","1-pers.-HH","direct migration background","","","",""
"Sometimes","2010","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2010","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2010","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2010","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2010","Single parent ","no migration background","","","",""
"Sometimes","2010","Single parent ","direct migration background","","","",""
"Sometimes","2010","Single parent ","indirect migration background","","","",""
"Sometimes","2010","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2010","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2010","1-pers.-HH","no migration background","","","",""
"Rarely","2010","1-pers.-HH","direct migration background","","","",""
"Rarely","2010","1-pers.-HH","indirect migration background","","","",""
"Rarely","2010","(Married) couple without C. ","no migration background","","","",""
"Rarely","2010","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2010","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2010","Single parent ","no migration background","","","",""
"Rarely","2010","Single parent ","direct migration background","","","",""
"Rarely","2010","Single parent ","indirect migration background","","","",""
"Rarely","2010","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2010","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2010","1-pers.-HH","no migration background","","","",""
"Never","2010","1-pers.-HH","direct migration background","","","",""
"Never","2010","1-pers.-HH","indirect migration background","","","",""
"Never","2010","(Married) couple without C. ","no migration background","","","",""
"Never","2010","(Married) couple without C. ","direct migration background","","","",""
"Never","2010","(Married) couple without C. ","indirect migration background","","","",""
"Never","2010","Single parent ","no migration background","","","",""
"Never","2010","Single parent ","direct migration background","","","",""
"Never","2010","Single parent ","indirect migration background","","","",""
"Never","2010","Couple + C. LE 16 ","no migration background","","","",""
"Never","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2010","Couple + C. GT 16 ","no migration background","","","",""
"Never","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2011","1-pers.-HH","no migration background","","","",""
"Very often","2011","1-pers.-HH","direct migration background","","","",""
"Very often","2011","1-pers.-HH","indirect migration background","","","",""
"Very often","2011","(Married) couple without C. ","no migration background","","","",""
"Very often","2011","(Married) couple without C. ","direct migration background","","","",""
"Very often","2011","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2011","Single parent ","no migration background","","","",""
"Very often","2011","Single parent ","direct migration background","","","",""
"Very often","2011","Single parent ","indirect migration background","","","",""
"Very often","2011","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2011","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2011","1-pers.-HH","no migration background","","","",""
"Often","2011","1-pers.-HH","direct migration background","","","",""
"Often","2011","1-pers.-HH","indirect migration background","","","",""
"Often","2011","(Married) couple without C. ","no migration background","","","",""
"Often","2011","(Married) couple without C. ","direct migration background","","","",""
"Often","2011","(Married) couple without C. ","indirect migration background","","","",""
"Often","2011","Single parent ","no migration background","","","",""
"Often","2011","Single parent ","direct migration background","","","",""
"Often","2011","Single parent ","indirect migration background","","","",""
"Often","2011","Couple + C. LE 16 ","no migration background","","","",""
"Often","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2011","Couple + C. GT 16 ","no migration background","","","",""
"Often","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2011","1-pers.-HH","no migration background","","","",""
"Sometimes","2011","1-pers.-HH","direct migration background","","","",""
"Sometimes","2011","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2011","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2011","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2011","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2011","Single parent ","no migration background","","","",""
"Sometimes","2011","Single parent ","direct migration background","","","",""
"Sometimes","2011","Single parent ","indirect migration background","","","",""
"Sometimes","2011","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2011","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2011","1-pers.-HH","no migration background","","","",""
"Rarely","2011","1-pers.-HH","direct migration background","","","",""
"Rarely","2011","1-pers.-HH","indirect migration background","","","",""
"Rarely","2011","(Married) couple without C. ","no migration background","","","",""
"Rarely","2011","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2011","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2011","Single parent ","no migration background","","","",""
"Rarely","2011","Single parent ","direct migration background","","","",""
"Rarely","2011","Single parent ","indirect migration background","","","",""
"Rarely","2011","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2011","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2011","1-pers.-HH","no migration background","","","",""
"Never","2011","1-pers.-HH","direct migration background","","","",""
"Never","2011","1-pers.-HH","indirect migration background","","","",""
"Never","2011","(Married) couple without C. ","no migration background","","","",""
"Never","2011","(Married) couple without C. ","direct migration background","","","",""
"Never","2011","(Married) couple without C. ","indirect migration background","","","",""
"Never","2011","Single parent ","no migration background","","","",""
"Never","2011","Single parent ","direct migration background","","","",""
"Never","2011","Single parent ","indirect migration background","","","",""
"Never","2011","Couple + C. LE 16 ","no migration background","","","",""
"Never","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2011","Couple + C. GT 16 ","no migration background","","","",""
"Never","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2012","1-pers.-HH","no migration background","","","",""
"Very often","2012","1-pers.-HH","direct migration background","","","",""
"Very often","2012","1-pers.-HH","indirect migration background","","","",""
"Very often","2012","(Married) couple without C. ","no migration background","","","",""
"Very often","2012","(Married) couple without C. ","direct migration background","","","",""
"Very often","2012","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2012","Single parent ","no migration background","","","",""
"Very often","2012","Single parent ","direct migration background","","","",""
"Very often","2012","Single parent ","indirect migration background","","","",""
"Very often","2012","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2012","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2012","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2012","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2012","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2012","1-pers.-HH","no migration background","","","",""
"Often","2012","1-pers.-HH","direct migration background","","","",""
"Often","2012","1-pers.-HH","indirect migration background","","","",""
"Often","2012","(Married) couple without C. ","no migration background","","","",""
"Often","2012","(Married) couple without C. ","direct migration background","","","",""
"Often","2012","(Married) couple without C. ","indirect migration background","","","",""
"Often","2012","Single parent ","no migration background","","","",""
"Often","2012","Single parent ","direct migration background","","","",""
"Often","2012","Single parent ","indirect migration background","","","",""
"Often","2012","Couple + C. LE 16 ","no migration background","","","",""
"Often","2012","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2012","Couple + C. LE 16 ","indirect migration background","","","",""
