"pld0043","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2007","16-34 y.","Single parent ","","","","","2"
"Often","2007","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2007","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2007","35-65 y.","1-pers.-HH","","","","","2"
"Often","2007","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2007","35-65 y.","Single parent ","","","","","2"
"Often","2007","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2007","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2007","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2007","66 and older","1-pers.-HH","","","","","2"
"Often","2007","66 and older","(Married) couple without C. ","","","","","2"
"Often","2007","66 and older","Single parent ","","","","","2"
"Often","2007","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2007","66 and older","Couple + C. LE and GT 16","","","","","2"
"Often","2007","66 and older","Couple + C. GT 16 ","","","","","2"
"Rarely","2007","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2007","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2007","16-34 y.","Single parent ","","","","","4"
"Rarely","2007","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2007","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2007","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2007","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2007","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2007","35-65 y.","Single parent ","","","","","4"
"Rarely","2007","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2007","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2007","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2007","66 and older","1-pers.-HH","","","","","4"
"Rarely","2007","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2007","66 and older","Single parent ","","","","","4"
"Rarely","2007","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2007","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2007","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2007","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2007","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2007","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2007","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2007","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2007","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2007","35-65 y.","Single parent ","","","","","3"
"Sometimes","2007","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2007","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2007","16-34 y.","Single parent ","","","","","3"
"Sometimes","2007","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2007","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2007","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2007","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2007","66 and older","Single parent ","","","","","3"
"Sometimes","2007","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2007","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2007","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2007","35-65 y.","Single parent ","","","","","1"
"Very often","2007","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2007","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2007","16-34 y.","Single parent ","","","","","1"
"Very often","2007","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2007","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2007","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2007","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2007","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2007","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2007","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2007","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2007","66 and older","1-pers.-HH","","","","","1"
"Very often","2007","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2007","66 and older","Single parent ","","","","","1"
"Very often","2007","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2007","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2007","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2008","16-34 y.","(Married) couple without C. ","48","0.0506353669294866","0.0355549419146434","0.0657157919443299","5"
"Never","2008","16-34 y.","Single parent ","35","0.0916003109591721","0.0646777878309789","0.118522834087365","5"
"Never","2008","35-65 y.","(Married) couple without C. ","619","0.186701948445742","0.173710412023935","0.199693484867549","5"
"Never","2008","35-65 y.","Single parent ","100","0.185019177169466","0.153307521536719","0.216730832802214","5"
"Never","2008","35-65 y.","Couple + C. LE 16 ","237","0.113580789282511","0.100705329619979","0.126456248945043","5"
"Never","2008","16-34 y.","1-pers.-HH","38","0.0671816036047358","0.0472831175240737","0.0870800896853978","5"
"Never","2008","16-34 y.","Couple + C. LE 16 ","97","0.113378057814834","0.09231011121843","0.134446004411239","5"
"Never","2008","16-34 y.","Couple + C. GT 16 ","50","0.0496838427071514","0.0371416033949853","0.0622260820193175","5"
"Never","2008","16-34 y.","Couple + C. LE and GT 16","17","","","","5"
"Never","2008","35-65 y.","1-pers.-HH","198","0.178977106308982","0.15750207741431","0.200452135203653","5"
"Never","2008","66 and older","1-pers.-HH","500","0.41707186128628","0.389045280424479","0.445098442148081","5"
"Never","2008","66 and older","(Married) couple without C. ","848","0.31524931920509","0.297943987499654","0.332554650910525","5"
"Never","2008","35-65 y.","Couple + C. GT 16 ","298","0.185359148957385","0.168375454764551","0.20234284315022","5"
"Never","2008","35-65 y.","Couple + C. LE and GT 16","94","0.103928533357981","0.0830921082851895","0.124764958430773","5"
"Never","2008","66 and older","Single parent ","34","0.559779442393064","0.439099513649268","0.68045937113686","5"
"Never","2008","66 and older","Couple + C. LE 16 ","1","","","","5"
"Never","2008","66 and older","Couple + C. GT 16 ","58","0.286710567018974","0.220829056428739","0.352592077609208","5"
"Never","2008","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Often","2008","16-34 y.","1-pers.-HH","175","0.283703645807936","0.24787130912189","0.319535982493982","2"
"Often","2008","16-34 y.","(Married) couple without C. ","175","0.206954533153631","0.179089690712422","0.23481937559484","2"
"Often","2008","16-34 y.","Single parent ","121","0.259964682472086","0.219028042354597","0.300901322589576","2"
"Often","2008","16-34 y.","Couple + C. LE 16 ","178","0.208575494320946","0.181577913355314","0.235573075286577","2"
"Often","2008","16-34 y.","Couple + C. GT 16 ","308","0.24300126266996","0.218244988711142","0.267757536628778","2"
"Often","2008","16-34 y.","Couple + C. LE and GT 16","108","0.267670234165886","0.223154896150463","0.312185572181309","2"
"Often","2008","35-65 y.","1-pers.-HH","210","0.159669108412404","0.139148369410022","0.180189847414785","2"
"Often","2008","35-65 y.","(Married) couple without C. ","473","0.126309641437955","0.115234271360708","0.137385011515201","2"
"Often","2008","35-65 y.","Single parent ","105","0.170959057975732","0.140214312879586","0.201703803071879","2"
"Often","2008","35-65 y.","Couple + C. LE 16 ","403","0.170216177086128","0.154966044492691","0.185466309679565","2"
"Often","2008","35-65 y.","Couple + C. GT 16 ","301","0.150063617510542","0.134454693312133","0.165672541708951","2"
"Often","2008","35-65 y.","Couple + C. LE and GT 16","111","0.113452726237618","0.0917984883929076","0.135106964082329","2"
"Often","2008","66 and older","1-pers.-HH","97","0.0847797102555745","0.0689466105201721","0.100612809990977","2"
"Often","2008","66 and older","(Married) couple without C. ","193","0.063346450606996","0.0542737360464298","0.0724191651675622","2"
"Often","2008","66 and older","Single parent ","1","","","","2"
"Often","2008","66 and older","Couple + C. LE and GT 16","","","","","2"
"Often","2008","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2008","66 and older","Couple + C. GT 16 ","6","","","","2"
"Rarely","2008","16-34 y.","1-pers.-HH","103","0.16782119598349","0.138116300255237","0.197526091711743","4"
"Rarely","2008","16-34 y.","(Married) couple without C. ","196","0.253901988627585","0.223965485525388","0.283838491729782","4"
"Rarely","2008","16-34 y.","Couple + C. GT 16 ","228","0.198793710555383","0.175757717851019","0.221829703259747","4"
"Rarely","2008","16-34 y.","Couple + C. LE and GT 16","61","0.175867594215997","0.13758972980254","0.214145458629453","4"
"Rarely","2008","16-34 y.","Single parent ","94","0.200797116680111","0.163408787865647","0.238185445494576","4"
"Rarely","2008","16-34 y.","Couple + C. LE 16 ","228","0.264368012029023","0.235064260704333","0.293671763353714","4"
"Rarely","2008","35-65 y.","1-pers.-HH","352","0.293911689158734","0.268390828141443","0.319432550176025","4"
"Rarely","2008","35-65 y.","(Married) couple without C. ","1139","0.334114947121731","0.318389289726108","0.349840604517353","4"
"Rarely","2008","35-65 y.","Single parent ","153","0.285420684174117","0.248539505573464","0.32230186277477","4"
"Rarely","2008","35-65 y.","Couple + C. LE 16 ","715","0.321587198495076","0.302633799072989","0.340540597917163","4"
"Rarely","2008","35-65 y.","Couple + C. GT 16 ","678","0.317246414846867","0.296905409600269","0.337587420093465","4"
"Rarely","2008","35-65 y.","Couple + C. LE and GT 16","262","0.351511019960755","0.31891194641296","0.38411009350855","4"
"Rarely","2008","66 and older","1-pers.-HH","307","0.247367798917404","0.222842170513954","0.271893427320853","4"
"Rarely","2008","66 and older","(Married) couple without C. ","979","0.360910207314539","0.343021986951854","0.378798427677224","4"
"Rarely","2008","66 and older","Single parent ","19","","","","4"
"Rarely","2008","66 and older","Couple + C. LE 16 ","1","","","","4"
"Rarely","2008","66 and older","Couple + C. GT 16 ","71","0.434323841329146","0.362113470380203","0.506534212278089","4"
"Rarely","2008","66 and older","Couple + C. LE and GT 16","1","","","","4"
"Sometimes","2008","16-34 y.","1-pers.-HH","246","0.408084195648193","0.369017996720994","0.447150394575393","3"
"Sometimes","2008","16-34 y.","Couple + C. GT 16 ","485","0.439945953185952","0.411294406530872","0.468597499841032","3"
"Sometimes","2008","16-34 y.","Couple + C. LE and GT 16","165","0.450470699795351","0.4004459421247","0.500495457466002","3"
"Sometimes","2008","35-65 y.","(Married) couple without C. ","1136","0.326397431039314","0.310764642351252","0.342030219727377","3"
"Sometimes","2008","35-65 y.","Single parent ","205","0.3384249108119","0.299783089946883","0.377066731676918","3"
"Sometimes","2008","35-65 y.","Couple + C. LE 16 ","896","0.361125781653303","0.341635072072825","0.380616491233782","3"
"Sometimes","2008","66 and older","(Married) couple without C. ","718","0.251589097996777","0.235426819915457","0.267751376078096","3"
"Sometimes","2008","16-34 y.","(Married) couple without C. ","354","0.447932180247718","0.413728532528142","0.482135827967295","3"
"Sometimes","2008","16-34 y.","Single parent ","170","0.415565381222367","0.369569764791058","0.461560997653675","3"
"Sometimes","2008","16-34 y.","Couple + C. LE 16 ","322","0.360445743663659","0.328541598530702","0.392349888796617","3"
"Sometimes","2008","35-65 y.","1-pers.-HH","423","0.334670151836801","0.308234843753942","0.36110545991966","3"
"Sometimes","2008","35-65 y.","Couple + C. GT 16 ","695","0.32652823045189","0.306032560400262","0.347023900503518","3"
"Sometimes","2008","35-65 y.","Couple + C. LE and GT 16","333","0.408856997393922","0.375289692043885","0.44242430274396","3"
"Sometimes","2008","66 and older","1-pers.-HH","267","0.235850154653739","0.211719755205312","0.259980554102166","3"
"Sometimes","2008","66 and older","Single parent ","11","","","","3"
"Sometimes","2008","66 and older","Couple + C. LE 16 ","2","","","","3"
"Sometimes","2008","66 and older","Couple + C. GT 16 ","44","0.246102998150823","0.183351620625154","0.308854375676492","3"
"Sometimes","2008","66 and older","Couple + C. LE and GT 16","1","","","","3"
"Very often","2008","16-34 y.","1-pers.-HH","46","0.0732093589556449","0.052504588350615","0.0939141295606748","1"
"Very often","2008","16-34 y.","(Married) couple without C. ","39","0.0405759310415791","0.0270050004916195","0.0541468615915387","1"
"Very often","2008","16-34 y.","Single parent ","21","","","","1"
"Very often","2008","16-34 y.","Couple + C. LE 16 ","45","0.0532326921715375","0.0383150801911326","0.0681503041519424","1"
"Very often","2008","16-34 y.","Couple + C. GT 16 ","82","0.0685752308815539","0.0539873916637431","0.0831630700993646","1"
"Very often","2008","35-65 y.","Single parent ","13","","","","1"
"Very often","2008","35-65 y.","Couple + C. LE and GT 16","24","","","","1"
"Very often","2008","66 and older","1-pers.-HH","18","","","","1"
"Very often","2008","66 and older","(Married) couple without C. ","31","0.00890492487659861","0.00540580031934444","0.0124040494338528","1"
"Very often","2008","16-34 y.","Couple + C. LE and GT 16","29","","","","1"
"Very often","2008","35-65 y.","1-pers.-HH","41","0.0327719442830801","0.0227978624135124","0.0427460261526477","1"
"Very often","2008","35-65 y.","(Married) couple without C. ","89","0.0264760319552584","0.0211234787056601","0.0318285852048567","1"
"Very often","2008","35-65 y.","Couple + C. LE 16 ","82","0.0334900534829816","0.0261895669180937","0.0407905400478696","1"
"Very often","2008","35-65 y.","Couple + C. GT 16 ","39","0.0208025882333155","0.0145647246839048","0.0270404517827262","1"
"Very often","2008","66 and older","Single parent ","","","","","1"
"Very often","2008","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2008","66 and older","Couple + C. GT 16 ","2","","","","1"
"Very often","2008","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2009","16-34 y.","1-pers.-HH","","","","","5"
"Never","2009","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2009","16-34 y.","Single parent ","","","","","5"
"Never","2009","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2009","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2009","35-65 y.","1-pers.-HH","","","","","5"
"Never","2009","35-65 y.","Single parent ","","","","","5"
"Never","2009","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2009","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2009","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2009","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2009","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2009","66 and older","1-pers.-HH","","","","","5"
"Never","2009","66 and older","(Married) couple without C. ","","","","","5"
"Never","2009","66 and older","Single parent ","","","","","5"
"Never","2009","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2009","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2009","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2009","16-34 y.","1-pers.-HH","","","","","2"
"Often","2009","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2009","16-34 y.","Single parent ","","","","","2"
"Often","2009","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2009","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2009","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2009","35-65 y.","1-pers.-HH","","","","","2"
"Often","2009","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2009","35-65 y.","Single parent ","","","","","2"
"Often","2009","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2009","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2009","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2009","66 and older","1-pers.-HH","","","","","2"
"Often","2009","66 and older","(Married) couple without C. ","","","","","2"
"Often","2009","66 and older","Single parent ","","","","","2"
"Often","2009","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2009","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2009","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2009","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2009","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2009","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2009","16-34 y.","Single parent ","","","","","4"
"Rarely","2009","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2009","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2009","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2009","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2009","35-65 y.","Single parent ","","","","","4"
"Rarely","2009","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2009","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2009","66 and older","1-pers.-HH","","","","","4"
"Rarely","2009","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2009","66 and older","Single parent ","","","","","4"
"Rarely","2009","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2009","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2009","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2009","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2009","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2009","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2009","16-34 y.","Single parent ","","","","","3"
"Sometimes","2009","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2009","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2009","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2009","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2009","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2009","35-65 y.","Single parent ","","","","","3"
"Sometimes","2009","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2009","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2009","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2009","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2009","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2009","66 and older","Single parent ","","","","","3"
"Sometimes","2009","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2009","66 and older","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2009","66 and older","Couple + C. LE 16 ","","","","","3"
"Very often","2009","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2009","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2009","16-34 y.","Single parent ","","","","","1"
"Very often","2009","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2009","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2009","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2009","66 and older","1-pers.-HH","","","","","1"
"Very often","2009","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2009","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2009","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2009","35-65 y.","Single parent ","","","","","1"
"Very often","2009","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2009","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2009","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2009","66 and older","Single parent ","","","","","1"
"Very often","2009","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2009","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2010","16-34 y.","1-pers.-HH","","","","","5"
"Never","2010","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2010","16-34 y.","Single parent ","","","","","5"
"Never","2010","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2010","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2010","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2010","35-65 y.","1-pers.-HH","","","","","5"
"Never","2010","35-65 y.","Single parent ","","","","","5"
"Never","2010","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2010","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2010","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2010","66 and older","1-pers.-HH","","","","","5"
"Never","2010","66 and older","(Married) couple without C. ","","","","","5"
"Never","2010","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2010","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2010","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2010","66 and older","Couple + C. LE and GT 16","","","","","5"
"Never","2010","66 and older","Single parent ","","","","","5"
"Often","2010","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2010","16-34 y.","Single parent ","","","","","2"
"Often","2010","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2010","16-34 y.","1-pers.-HH","","","","","2"
"Often","2010","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2010","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2010","35-65 y.","Single parent ","","","","","2"
"Often","2010","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2010","35-65 y.","1-pers.-HH","","","","","2"
"Often","2010","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2010","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2010","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2010","66 and older","1-pers.-HH","","","","","2"
"Often","2010","66 and older","(Married) couple without C. ","","","","","2"
"Often","2010","66 and older","Single parent ","","","","","2"
"Often","2010","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2010","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2010","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2010","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2010","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2010","16-34 y.","Single parent ","","","","","4"
"Rarely","2010","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","35-65 y.","1-pers.-HH","","","","","4"
"Rarely","2010","35-65 y.","(Married) couple without C. ","","","","","4"
"Rarely","2010","35-65 y.","Single parent ","","","","","4"
"Rarely","2010","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Rarely","2010","66 and older","1-pers.-HH","","","","","4"
"Rarely","2010","66 and older","(Married) couple without C. ","","","","","4"
"Rarely","2010","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","66 and older","Single parent ","","","","","4"
"Rarely","2010","66 and older","Couple + C. LE 16 ","","","","","4"
"Rarely","2010","66 and older","Couple + C. GT 16 ","","","","","4"
"Rarely","2010","66 and older","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2010","16-34 y.","1-pers.-HH","","","","","3"
"Sometimes","2010","16-34 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2010","16-34 y.","Single parent ","","","","","3"
"Sometimes","2010","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","35-65 y.","(Married) couple without C. ","","","","","3"
"Sometimes","2010","35-65 y.","Single parent ","","","","","3"
"Sometimes","2010","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2010","66 and older","1-pers.-HH","","","","","3"
"Sometimes","2010","66 and older","(Married) couple without C. ","","","","","3"
"Sometimes","2010","66 and older","Couple + C. GT 16 ","","","","","3"
"Sometimes","2010","35-65 y.","1-pers.-HH","","","","","3"
"Sometimes","2010","66 and older","Single parent ","","","","","3"
"Sometimes","2010","66 and older","Couple + C. LE 16 ","","","","","3"
"Sometimes","2010","66 and older","Couple + C. LE and GT 16","","","","","3"
"Very often","2010","16-34 y.","1-pers.-HH","","","","","1"
"Very often","2010","16-34 y.","(Married) couple without C. ","","","","","1"
"Very often","2010","16-34 y.","Single parent ","","","","","1"
"Very often","2010","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2010","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2010","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very often","2010","35-65 y.","1-pers.-HH","","","","","1"
"Very often","2010","35-65 y.","(Married) couple without C. ","","","","","1"
"Very often","2010","35-65 y.","Single parent ","","","","","1"
"Very often","2010","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Very often","2010","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Very often","2010","66 and older","1-pers.-HH","","","","","1"
"Very often","2010","66 and older","(Married) couple without C. ","","","","","1"
"Very often","2010","66 and older","Single parent ","","","","","1"
"Very often","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"Very often","2010","66 and older","Couple + C. GT 16 ","","","","","1"
"Very often","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"Never","2011","16-34 y.","1-pers.-HH","","","","","5"
"Never","2011","16-34 y.","(Married) couple without C. ","","","","","5"
"Never","2011","16-34 y.","Single parent ","","","","","5"
"Never","2011","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Never","2011","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Never","2011","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2011","35-65 y.","(Married) couple without C. ","","","","","5"
"Never","2011","35-65 y.","Single parent ","","","","","5"
"Never","2011","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Never","2011","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Never","2011","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Never","2011","66 and older","1-pers.-HH","","","","","5"
"Never","2011","66 and older","(Married) couple without C. ","","","","","5"
"Never","2011","35-65 y.","1-pers.-HH","","","","","5"
"Never","2011","66 and older","Single parent ","","","","","5"
"Never","2011","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","2011","66 and older","Couple + C. GT 16 ","","","","","5"
"Never","2011","66 and older","Couple + C. LE and GT 16","","","","","5"
"Often","2011","16-34 y.","1-pers.-HH","","","","","2"
"Often","2011","16-34 y.","(Married) couple without C. ","","","","","2"
"Often","2011","16-34 y.","Single parent ","","","","","2"
"Often","2011","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Often","2011","35-65 y.","(Married) couple without C. ","","","","","2"
"Often","2011","35-65 y.","Single parent ","","","","","2"
"Often","2011","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Often","2011","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2011","35-65 y.","1-pers.-HH","","","","","2"
"Often","2011","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Often","2011","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Often","2011","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Often","2011","66 and older","1-pers.-HH","","","","","2"
"Often","2011","66 and older","(Married) couple without C. ","","","","","2"
"Often","2011","66 and older","Single parent ","","","","","2"
"Often","2011","66 and older","Couple + C. LE 16 ","","","","","2"
"Often","2011","66 and older","Couple + C. GT 16 ","","","","","2"
"Often","2011","66 and older","Couple + C. LE and GT 16","","","","","2"
"Rarely","2011","16-34 y.","1-pers.-HH","","","","","4"
"Rarely","2011","16-34 y.","(Married) couple without C. ","","","","","4"
"Rarely","2011","16-34 y.","Single parent ","","","","","4"
"Rarely","2011","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Rarely","2011","16-34 y.","Couple + C. GT 16 ","","","","","4"
