"m11126","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Very good","2008","Not Employed","Male","245","0.0785176028375856","0.0692008523464968","0.0878343533286744"
"Very good","2008","Not Employed","Female","309","0.0630505106874006","0.0559804594972584","0.0701205618775428"
"Very good","2008","Employed","Male","665","0.111297853321365","0.103452973641991","0.119142733000738"
"Very good","2008","Employed","Female","583","0.104559609283032","0.0966438521527089","0.112475366413355"
"Good","2008","Not Employed","Male","908","0.265597558488798","0.250300197249237","0.280894919728359"
"Good","2008","Not Employed","Female","1331","0.268104285925316","0.255218923307049","0.280989648543582"
"Good","2008","Employed","Male","2955","0.465527724850855","0.453085439856377","0.477970009845332"
"Good","2008","Employed","Female","2668","0.43975677275126","0.426916131258382","0.452597414244137"
"Satisfactory","2008","Not Employed","Male","1153","0.364380324832424","0.347711171074751","0.381049478590096"
"Satisfactory","2008","Not Employed","Female","1608","0.374941657786791","0.360859724253667","0.389023591319915"
"Satisfactory","2008","Employed","Male","1904","0.307955360562002","0.296440048359086","0.319470672764918"
"Satisfactory","2008","Employed","Female","1779","0.32270830086948","0.310613879659031","0.334802722079928"
"Poor","2008","Not Employed","Male","632","0.206251262541486","0.192236773805673","0.2202657512773"
"Poor","2008","Not Employed","Female","982","0.215638195834255","0.203675164843739","0.227601226824771"
"Poor","2008","Employed","Male","560","0.1000664146643","0.0925810290511725","0.107551800277428"
"Poor","2008","Employed","Female","630","0.11602782110648","0.107742821129742","0.124312821083218"
"Bad ","2008","Not Employed","Male","264","0.0852532512997068","0.0755806488172158","0.0949258537821977"
"Bad ","2008","Not Employed","Female","310","0.0782653497662375","0.0704525285409981","0.0860781709914768"
"Bad ","2008","Employed","Male","90","0.0151526466014786","0.0121054990340299","0.0181997941689272"
"Bad ","2008","Employed","Female","80","0.0169474959897493","0.0136083664192242","0.0202866255602744"
"Very good","2009","Not Employed","Male","228","0.0833815239250736","0.0734854827326782","0.0932775651174689"
"Very good","2009","Not Employed","Female","259","0.0560613237184229","0.0490173346460532","0.0631053127907927"
"Very good","2009","Employed","Male","554","0.095254141460673","0.0876695767253407","0.102838706196005"
"Very good","2009","Employed","Female","529","0.102874796859571","0.0948240633345135","0.110925530384628"
"Good","2009","Not Employed","Male","821","0.269479672751177","0.253597444437208","0.285361901065147"
"Good","2009","Not Employed","Female","1126","0.245527996050145","0.232348852658618","0.258707139441672"
"Good","2009","Employed","Male","2724","0.459811029200631","0.446934821438845","0.472687236962417"
"Good","2009","Employed","Female","2501","0.430328065443344","0.417207073300028","0.443449057586659"
"Satisfactory","2009","Not Employed","Male","1148","0.370913661575979","0.353622513954765","0.388204809197193"
"Satisfactory","2009","Not Employed","Female","1498","0.38027916424381","0.365414181021106","0.395144147466515"
"Satisfactory","2009","Employed","Male","1857","0.330489431485047","0.318336447278695","0.342642415691399"
"Satisfactory","2009","Employed","Female","1797","0.348033489389414","0.335410053179877","0.360656925598952"
"Poor","2009","Not Employed","Male","577","0.200216024659182","0.185891901615118","0.214540147703247"
"Poor","2009","Not Employed","Female","905","0.231107648411212","0.218199764860601","0.244015531961822"
"Poor","2009","Employed","Male","528","0.099705490751453","0.0919648436998958","0.10744613780301"
"Poor","2009","Employed","Female","568","0.103368739865314","0.0953009240138303","0.111436555716797"
"Bad ","2009","Not Employed","Male","224","0.0760091170885879","0.0665227710258716","0.0854954631513041"
"Bad ","2009","Not Employed","Female","309","0.0870238675764097","0.0783928100463979","0.0956549251064216"
"Bad ","2009","Employed","Male","92","0.0147399071021959","0.0116264115728785","0.0178534026315133"
"Bad ","2009","Employed","Female","75","0.0153949084423568","0.012132231891315","0.0186575849933985"
"Very good","2010","Not Employed","Male","311","0.0837862343730597","0.0742238108701287","0.0933486578759906"
"Very good","2010","Not Employed","Female","594","0.0672475362130963","0.0606773970863437","0.0738176753398488"
"Very good","2010","Employed","Male","1053","0.112814885808517","0.105838148655672","0.119791622961363"
"Very good","2010","Employed","Female","1027","0.116533837278093","0.109368924005908","0.123698750550278"
"Good","2010","Not Employed","Male","916","0.260843419308747","0.245688926787677","0.275997911829816"
"Good","2010","Not Employed","Female","1786","0.246734682697914","0.235425212478318","0.25804415291751"
"Good","2010","Employed","Male","3737","0.455140057910471","0.44415817006021","0.466121945760732"
"Good","2010","Employed","Female","3522","0.431699073976743","0.420638702988965","0.442759444964522"
"Satisfactory","2010","Not Employed","Male","1118","0.357551412343147","0.341010034965614","0.374092789720679"
"Satisfactory","2010","Not Employed","Female","1842","0.370438658620692","0.357770008198321","0.383107309043062"
"Satisfactory","2010","Employed","Male","2296","0.312983635220901","0.302757621046072","0.32320964939573"
"Satisfactory","2010","Employed","Female","2222","0.317952266095392","0.307553583997347","0.328350948193437"
"Poor","2010","Not Employed","Male","644","0.21983116776733","0.205538208266976","0.234124127267685"
"Poor","2010","Not Employed","Female","995","0.222568399875471","0.211656106802599","0.233480692948343"
"Poor","2010","Employed","Male","688","0.0994689680077582","0.0928687970968343","0.106069138918682"
"Poor","2010","Employed","Female","818","0.11742467048884","0.110236050588726","0.124613290388954"
"Bad ","2010","Not Employed","Male","236","0.0779877662077165","0.0687330136020437","0.0872425188133894"
"Bad ","2010","Not Employed","Female","365","0.0930107225928278","0.0853913228217664","0.100630122363889"
"Bad ","2010","Employed","Male","125","0.0195924530523529","0.0165360560550853","0.0226488500496205"
"Bad ","2010","Employed","Female","115","0.0163901521609325","0.0135548922267933","0.0192254120950716"
"Very good","2011","Not Employed","Male","427","0.0913568022591093","0.0824680736413734","0.100245530876845"
"Very good","2011","Not Employed","Female","622","0.0643427431059821","0.0584397759964097","0.0702457102155545"
"Very good","2011","Employed","Male","1176","0.129877957569508","0.12298238215204","0.136773532986976"
"Very good","2011","Employed","Female","1089","0.11407727982633","0.107574830969429","0.120579728683231"
"Good","2011","Not Employed","Male","1184","0.268517044865277","0.254844147711628","0.282189942018926"
"Good","2011","Not Employed","Female","2160","0.27229378916956","0.261584538337588","0.283003040001531"
"Good","2011","Employed","Male","4244","0.44529834811718","0.435103800144317","0.455492896090043"
"Good","2011","Employed","Female","4238","0.44262857446953","0.432469093518133","0.452788055420927"
"Satisfactory","2011","Not Employed","Male","1401","0.368028241031735","0.353149646079892","0.382906835983579"
"Satisfactory","2011","Not Employed","Female","2147","0.342540778924771","0.331123759679901","0.35395779816964"
"Satisfactory","2011","Employed","Male","2704","0.305852865291701","0.296401495695084","0.315304234888318"
"Satisfactory","2011","Employed","Female","2655","0.305416292281304","0.295995490997053","0.314837093565555"
"Poor","2011","Not Employed","Male","706","0.190204975826502","0.178097015166883","0.202312936486121"
"Poor","2011","Not Employed","Female","1282","0.237775086314464","0.22753303550234","0.248017137126588"
"Poor","2011","Employed","Male","866","0.101725665734052","0.0955250835494171","0.107926247918687"
"Poor","2011","Employed","Female","1028","0.119617647426104","0.112980022020098","0.12625527283211"
"Bad ","2011","Not Employed","Male","318","0.0818929360173763","0.0734334807644257","0.090352391270327"
"Bad ","2011","Not Employed","Female","426","0.0830476024852236","0.0764086566254743","0.0896865483449729"
"Bad ","2011","Employed","Male","140","0.0172451632875585","0.0145748085836047","0.0199155179915123"
"Bad ","2011","Employed","Female","172","0.0182602059967324","0.0155215941616606","0.0209988178318041"
"Very good","2012","Not Employed","Male","421","0.0892974603019094","0.080567405712254","0.0980275148915647"
"Very good","2012","Not Employed","Female","552","0.0643449640458436","0.0582614013287515","0.0704285267629357"
"Very good","2012","Employed","Male","1068","0.125404848540208","0.118464532865368","0.132345164215047"
"Very good","2012","Employed","Female","1033","0.117147421549455","0.110559788819651","0.12373505427926"
"Good","2012","Not Employed","Male","1238","0.270644520512658","0.257043284512907","0.284245756512409"
"Good","2012","Not Employed","Female","1985","0.271708147903906","0.260678874936727","0.282737420871086"
"Good","2012","Employed","Male","4167","0.458055004402902","0.44761369538834","0.468496313417465"
"Good","2012","Employed","Female","4297","0.445854522826979","0.435672656256793","0.456036389397164"
"Satisfactory","2012","Not Employed","Male","1405","0.35792287088073","0.343247217111382","0.372598524650077"
"Satisfactory","2012","Not Employed","Female","2138","0.361750299571229","0.349836711265957","0.373663887876501"
"Satisfactory","2012","Employed","Male","2607","0.314165684863491","0.30443804448745","0.323893325239531"
"Satisfactory","2012","Employed","Female","2723","0.313256894670424","0.303755958730054","0.322757830610795"
"Poor","2012","Not Employed","Male","749","0.206642914027844","0.194247708190476","0.219038119865211"
"Poor","2012","Not Employed","Female","1200","0.229212344660544","0.218790869306633","0.239633820014455"
"Poor","2012","Employed","Male","769","0.0883875584438183","0.0824388974696876","0.0943362194179489"
"Poor","2012","Employed","Female","934","0.104266530042249","0.0980064371426305","0.110526622941867"
"Bad ","2012","Not Employed","Male","286","0.0754922342768591","0.0674047108233464","0.0835797577303718"
"Bad ","2012","Not Employed","Female","374","0.0729842438184764","0.0665351166177192","0.0794333710192335"
"Bad ","2012","Employed","Male","136","0.0139869037495811","0.0115258524722544","0.0164479550269078"
"Bad ","2012","Employed","Female","168","0.0194746309108931","0.0166440019105486","0.0223052599112377"
"Very good","2013","Not Employed","Male","1044","0.124780301254936","0.116535756324075","0.133024846185797"
"Very good","2013","Not Employed","Female","1057","0.0880171664516209","0.0818927771343124","0.0941415557689295"
"Very good","2013","Employed","Male","947","0.119827269880537","0.112764880618671","0.126889659142402"
"Very good","2013","Employed","Female","958","0.105220248240147","0.0988013862571441","0.11163911022315"
"Good","2013","Not Employed","Male","2036","0.292935297752206","0.281581253988865","0.304289341515547"
"Good","2013","Not Employed","Female","2795","0.279748584047093","0.270045455704634","0.289451712389553"
"Good","2013","Employed","Male","3750","0.451977221446868","0.441154226802514","0.462800216091223"
"Good","2013","Employed","Female","3947","0.422307199210901","0.411974518179274","0.432639880242528"
"Satisfactory","2013","Not Employed","Male","1868","0.34484493102995","0.332986721814621","0.356703140245279"
"Satisfactory","2013","Not Employed","Female","2467","0.338907225703651","0.328675299804202","0.349139151603101"
"Satisfactory","2013","Employed","Male","2482","0.303506870655005","0.293508423716484","0.313505317593526"
"Satisfactory","2013","Employed","Female","2666","0.333787474445095","0.323922596474639","0.343652352415551"
"Poor","2013","Not Employed","Male","882","0.164960016886108","0.155700717771274","0.174219316000942"
"Poor","2013","Not Employed","Female","1454","0.218959427972285","0.210020109926497","0.227898746018074"
"Poor","2013","Employed","Male","800","0.105851936460473","0.0991616611720958","0.112542211748851"
"Poor","2013","Employed","Female","1038","0.118399627741158","0.111640956003581","0.125158299478736"
"Bad ","2013","Not Employed","Male","342","0.0724794530768003","0.0660109415610725","0.0789479645925281"
"Bad ","2013","Not Employed","Female","448","0.0743675958253492","0.0686961091942718","0.0800390824564266"
"Bad ","2013","Employed","Male","144","0.0188367015571167","0.0158803032822908","0.0217930998319427"
"Bad ","2013","Employed","Female","169","0.0202854503626988","0.0173363306053724","0.0232345701200252"
"Very good","2014","Not Employed","Male","477","0.0927627012962588","0.083888308402707","0.101637094189811"
"Very good","2014","Not Employed","Female","528","0.0676020894970252","0.0611707351630154","0.0740334438310351"
"Very good","2014","Employed","Male","1082","0.129323566690428","0.122260297242542","0.136386836138314"
"Very good","2014","Employed","Female","969","0.110019718750242","0.103601150557561","0.116438286942923"
"Good","2014","Not Employed","Male","1219","0.271991664005231","0.258379176836821","0.285604151173641"
"Good","2014","Not Employed","Female","1789","0.250773042139215","0.239669313137281","0.261876771141148"
"Good","2014","Employed","Male","4080","0.456423048457026","0.445938424881762","0.466907672032289"
"Good","2014","Employed","Female","4067","0.431229808873387","0.421071170447946","0.441388447298829"
"Satisfactory","2014","Not Employed","Male","1364","0.352608416784831","0.33799265782659","0.367224175743072"
"Satisfactory","2014","Not Employed","Female","1972","0.371758222284575","0.359378370933272","0.384138073635878"
"Satisfactory","2014","Employed","Male","2571","0.299482421144744","0.28984116260556","0.309123679683927"
"Satisfactory","2014","Employed","Female","2820","0.311910230225622","0.302407463629984","0.32141299682126"
"Poor","2014","Not Employed","Male","757","0.206898653912392","0.194506845611141","0.219290462213644"
"Poor","2014","Not Employed","Female","1191","0.233782194727722","0.222940340403651","0.244624049051793"
"Poor","2014","Employed","Male","807","0.0998810572838054","0.0935695940243801","0.106192520543231"
"Poor","2014","Employed","Female","1112","0.128089207002857","0.121234245856838","0.134944168148875"
"Bad ","2014","Not Employed","Male","288","0.0757385640012866","0.0676448573443413","0.0838322706582318"
"Bad ","2014","Not Employed","Female","374","0.0760844513514634","0.0692926366834022","0.0828762660195245"
"Bad ","2014","Employed","Male","130","0.0148899064239973","0.0123405714093969","0.0174392414385977"
"Bad ","2014","Employed","Female","162","0.0187510351478923","0.015968664827871","0.0215334054679136"
"Very good","2015","Not Employed","Male","666","0.0966640565326578","0.0881088535898637","0.105219259475452"
"Very good","2015","Not Employed","Female","751","0.0807297505718057","0.073972732946858","0.0874867681967534"
"Very good","2015","Employed","Male","954","0.122786920904542","0.115625146014054","0.129948695795029"
"Very good","2015","Employed","Female","888","0.108966825370915","0.102373590707861","0.115560060033968"
"Good","2015","Not Employed","Male","1546","0.29819382498264","0.284949461905216","0.311438188060065"
"Good","2015","Not Employed","Female","1948","0.255808868246033","0.244986640049986","0.266631096442081"
"Good","2015","Employed","Male","3728","0.441827148033743","0.430990309159152","0.452663986908334"
"Good","2015","Employed","Female","3838","0.437373657810768","0.42687724773489","0.447870067886645"
"Satisfactory","2015","Not Employed","Male","1372","0.338051137050654","0.324355678332503","0.351746595768805"
"Satisfactory","2015","Not Employed","Female","1937","0.341727978309849","0.329963853840798","0.3534921027789"
"Satisfactory","2015","Employed","Male","2492","0.318360114617108","0.308194611306876","0.328525617927341"
"Satisfactory","2015","Employed","Female","2698","0.316206801103626","0.306367767611845","0.326045834595407"
"Poor","2015","Not Employed","Male","724","0.184481131258715","0.173251483191594","0.195710779325837"
"Poor","2015","Not Employed","Female","1237","0.242306814943813","0.231678947015138","0.252934682872488"
"Poor","2015","Employed","Male","772","0.100301748136961","0.0937464152275654","0.106857081046356"
"Poor","2015","Employed","Female","1017","0.121340826593485","0.114431779619686","0.128249873567283"
"Bad ","2015","Not Employed","Male","275","0.0826098501753324","0.0746397071302894","0.0905799932203753"
"Bad ","2015","Not Employed","Female","371","0.079426587928499","0.0727195801401689","0.0861335957168291"
"Bad ","2015","Employed","Male","121","0.0167240683076454","0.013925726678187","0.0195224099371037"
"Bad ","2015","Employed","Female","139","0.0161118891212075","0.0134477890406128","0.0187759892018021"
"Very good","2016","Not Employed","Male","1597","0.0967365102138096","0.0895012564081183","0.103971764019501"
"Very good","2016","Not Employed","Female","939","0.0668254553107462","0.0608879260145048","0.0727629846069876"
"Very good","2016","Employed","Male","952","0.113630172427605","0.106577714237585","0.120682630617626"
"Very good","2016","Employed","Female","949","0.10711664350845","0.100492048655108","0.113741238361793"
"Good","2016","Not Employed","Male","1962","0.285278251768825","0.274225913586622","0.296330589951028"
"Good","2016","Not Employed","Female","2113","0.266251811347792","0.255742526413241","0.276761096282343"
"Good","2016","Employed","Male","3628","0.462743939780946","0.451663749039126","0.473824130522765"
"Good","2016","Employed","Female","3661","0.42855301212545","0.417952576058195","0.439153448192704"
"Satisfactory","2016","Not Employed","Male","1690","0.349072102873532","0.337404669012946","0.360739536734119"
"Satisfactory","2016","Not Employed","Female","1960","0.338835923490222","0.327582032374936","0.350089814605508"
"Satisfactory","2016","Employed","Male","2302","0.304986282788127","0.294755165892279","0.315217399683974"
"Satisfactory","2016","Employed","Female","2589","0.320491170473312","0.310494875384128","0.330487465562496"
"Poor","2016","Not Employed","Male","832","0.198067983530085","0.188312984049524","0.207822983010645"
"Poor","2016","Not Employed","Female","1349","0.244726175365134","0.234503942058264","0.254948408672003"
"Poor","2016","Employed","Male","769","0.101326777434915","0.0946209986684461","0.108032556201384"
"Poor","2016","Employed","Female","1007","0.125561958549634","0.118464104853085","0.132659812246183"
"Bad ","2016","Not Employed","Male","331","0.0708451516137486","0.0645652845572008","0.0771250186702965"
"Bad ","2016","Not Employed","Female","434","0.083360634486106","0.0767880962941973","0.0899331726780147"
"Bad ","2016","Employed","Male","128","0.0173128275684072","0.0144142972289906","0.0202113579078238"
"Bad ","2016","Employed","Female","166","0.0182772153431535","0.0154078692766609","0.0211465614096462"
"Very good","2017","Not Employed","Male","1818","0.100420612222634","0.0933932183677692","0.107448006077499"
"Very good","2017","Not Employed","Female","1147","0.0731466182544586","0.0672655902348072","0.07902764627411"
"Very good","2017","Employed","Male","1214","0.125225238395736","0.118365994402565","0.132084482388907"
"Very good","2017","Employed","Female","1066","0.109351293004618","0.103028989378172","0.115673596631064"
"Good","2017","Not Employed","Male","2244","0.288628010306282","0.278033503790155","0.299222516822408"
"Good","2017","Not Employed","Female","2366","0.248263825803949","0.238506292338652","0.258021359269247"
"Good","2017","Employed","Male","4052","0.448861691406117","0.438553825360435","0.459169557451799"
"Good","2017","Employed","Female","4129","0.431626757072367","0.421592593911382","0.441660920233351"
"Satisfactory","2017","Not Employed","Male","1761","0.34924388611056","0.338097434145694","0.360390338075426"
"Satisfactory","2017","Not Employed","Female","2230","0.362197216975113","0.351341303770592","0.373053130179633"
"Satisfactory","2017","Employed","Male","2654","0.30384490634095","0.294313407959978","0.313376404721921"
"Satisfactory","2017","Employed","Female","2892","0.321343619569669","0.311882991362392","0.330804247776947"
"Poor","2017","Not Employed","Male","879","0.190279600502668","0.181102050273997","0.19945715073134"
"Poor","2017","Not Employed","Female","1378","0.248409634962235","0.238650183167882","0.258169086756589"
"Poor","2017","Employed","Male","880","0.103390330221292","0.0970804100318331","0.109700250410751"
"Poor","2017","Employed","Female","1100","0.120608724580908","0.114011054337304","0.127206394824513"
"Bad ","2017","Not Employed","Male","325","0.0714278908578556","0.0654063887198289","0.0774493929958823"
"Bad ","2017","Not Employed","Female","409","0.0679827040042437","0.0622972937801055","0.0736681142283819"
"Bad ","2017","Employed","Male","144","0.0186778336359054","0.0158720689058483","0.0214835983659625"
"Bad ","2017","Employed","Female","173","0.0170696057724379","0.0144454881700901","0.0196937233747857"
"Very good","2018","Not Employed","Male","1418","0.0991562900314193","0.0915481437645863","0.106764436298252"
"Very good","2018","Not Employed","Female","1022","0.0711174355005602","0.0649791407270994","0.0772557302740211"
"Very good","2018","Employed","Male","1388","0.136381339241741","0.129231596673643","0.143531081809838"
"Very good","2018","Employed","Female","1084","0.110175924655082","0.103754771696562","0.116597077613602"
"Good","2018","Not Employed","Male","1760","0.28108059648942","0.269637342711373","0.292523850267466"
"Good","2018","Not Employed","Female","1983","0.245481349598789","0.235202996534252","0.255759702663327"
"Good","2018","Employed","Male","4010","0.443135683340946","0.432786764600902","0.45348460208099"
"Good","2018","Employed","Female","4004","0.439786635346686","0.429607395821309","0.449965874872062"
"Satisfactory","2018","Not Employed","Male","1659","0.361167569043517","0.348939951559528","0.373395186527506"
"Satisfactory","2018","Not Employed","Female","2067","0.368338126496752","0.356818325933249","0.379857927060255"
"Satisfactory","2018","Employed","Male","2498","0.307760996994365","0.298145167733898","0.317376826254833"
"Satisfactory","2018","Employed","Female","2870","0.31485820188547","0.305333194427269","0.324383209343671"
"Poor","2018","Not Employed","Male","773","0.18301066844496","0.173167375961943","0.192853960927978"
"Poor","2018","Not Employed","Female","1264","0.243989409009749","0.233732211498214","0.254246606521284"
"Poor","2018","Employed","Male","827","0.098115338172934","0.0919181330146327","0.104312543331235"
"Poor","2018","Employed","Female","1021","0.115588847789079","0.109031885893785","0.122145809684374"
"Bad ","2018","Not Employed","Male","318","0.0755848759906834","0.0688559621563639","0.0823137898250029"
"Bad ","2018","Not Employed","Female","399","0.0710736793941493","0.0649371287222044","0.0772102300660943"
"Bad ","2018","Employed","Male","128","0.0146066422500141","0.0121072643110196","0.0171060201890086"
"Bad ","2018","Employed","Female","155","0.019590390323683","0.0167482670458807","0.0224325136014853"
"Very good","2019","Not Employed","Male","974","0.0795346339007343","0.0722495761227907","0.086819691678678"
"Very good","2019","Not Employed","Female","835","0.0631856976298688","0.057161160268121","0.0692102349916166"
"Very good","2019","Employed","Male","1653","0.138037100045281","0.131140243471464","0.144933956619098"
"Very good","2019","Employed","Female","1137","0.111972204197696","0.105460385568478","0.118484022826915"
"Good","2019","Not Employed","Male","1649","0.29327531420079","0.281017472279091","0.305533156122489"
"Good","2019","Not Employed","Female","2022","0.268026571802866","0.257058655263725","0.278994488342007"
"Good","2019","Employed","Male","4469","0.457474908879074","0.447513917866058","0.467435899892091"
"Good","2019","Employed","Female","3981","0.446473913478253","0.436207919779882","0.456739907176624"
"Satisfactory","2019","Not Employed","Male","1590","0.371519379091113","0.358509064056284","0.384529694125942"
"Satisfactory","2019","Not Employed","Female","1889","0.362053697580009","0.350153172902733","0.373954222257286"
"Satisfactory","2019","Employed","Male","2546","0.289960622997492","0.280888274519457","0.299032971475527"
"Satisfactory","2019","Employed","Female","2738","0.304705704395804","0.295200564179698","0.314210844611911"
"Poor","2019","Not Employed","Male","788","0.18673308317266","0.176240599111442","0.197225567233878"
"Poor","2019","Not Employed","Female","1172","0.241250120645888","0.230655860317514","0.251844380974263"
"Poor","2019","Employed","Male","804","0.0957651744154146","0.0898814352578403","0.101648913572989"
"Poor","2019","Employed","Female","1016","0.121495439269137","0.114748824692932","0.128242053845343"
"Bad ","2019","Not Employed","Male","298","0.0689375896347029","0.0621162672531444","0.0757589120162615"
"Bad ","2019","Not Employed","Female","347","0.065483912341368","0.0593583177071337","0.0716095069756024"
"Bad ","2019","Employed","Male","137","0.0187621936627374","0.0160492677237406","0.0214751196017342"
"Bad ","2019","Employed","Female","136","0.0153527386591088","0.0128137125339742","0.0178917647842433"
