"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2017","direct migration background","(1a) inadequately completed","6.79","7","1227","6","7","7","7","6.76","6.82","7","7"
"2017","direct migration background","(1b) general elementary school","6.77","7","553","6","7","7","7","6.71","6.83","7","7"
"2017","direct migration background","(1c) basic vocational qualification","6.76","7","37","6","7","7","7","6.41","7.11","7","7"
"2017","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2017","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2017","direct migration background","(2c_gen) general maturity certificate","6.8","7","387","6","7","7","7","6.75","6.85","7","7"
"2017","direct migration background","(2c_voc) vocational maturity certificate","6.87","7","69","6","7","7","7","6.74","7","7","7"
"2017","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2017","direct migration background","(3b) higher tertiary education","6.85","7","449","6","7","7","7","6.8","6.9","7","7"
"2017","indirect migration background","(0) in school","","","","","","","","","","",""
"2017","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2017","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2017","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2017","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2017","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2017","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2017","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2017","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2017","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2017","no migration background","(0) in school","","","","","","","","","","",""
"2017","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2017","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2017","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2017","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2017","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2017","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2017","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2017","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2017","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2018","direct migration background","(0) in school","","","","","","","","","","",""
"2018","direct migration background","(1a) inadequately completed","6.77","7","165","6","7","7","7","6.67","6.87","7","7"
"2018","direct migration background","(1b) general elementary school","6.81","7","96","6","7","7","7","6.69","6.93","7","7"
"2018","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2018","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2018","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2018","direct migration background","(2c_gen) general maturity certificate","6.94","7","54","7","7","7","7","6.84","7.04","7","7"
"2018","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2018","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2018","direct migration background","(3b) higher tertiary education","6.78","7","49","6","7","7","7","6.54","7.02","7","7"
"2018","indirect migration background","(0) in school","","","","","","","","","","",""
"2018","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2018","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2018","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2018","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2018","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2018","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2018","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2018","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2018","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2018","no migration background","(0) in school","","","","","","","","","","",""
"2018","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2018","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2018","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2018","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2018","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2018","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2018","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2018","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2018","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2019","direct migration background","(0) in school","","","","","","","","","","",""
"2019","direct migration background","(1a) inadequately completed","6.56","7","136","5","7","7","7","6.4","6.72","7","7"
"2019","direct migration background","(1b) general elementary school","6.82","7","48","6","7","7","7","6.64","7","7","7"
"2019","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2019","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2019","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2019","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2019","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2019","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2019","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2019","indirect migration background","(0) in school","","","","","","","","","","",""
"2019","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2019","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2019","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2019","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2019","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2019","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2019","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2019","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2019","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2019","no migration background","(0) in school","","","","","","","","","","",""
"2019","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2019","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2019","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2019","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2019","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2019","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2019","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2019","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2019","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
