"plb0050","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2013","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2013","Part Time","1-pers.-HH","","","",""
"Yes","2013","Part Time","(Married) couple without C. ","","","",""
"Yes","2013","Part Time","Single parent ","","","",""
"Yes","2013","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2013","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2013","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2013","Not Working","1-pers.-HH","","","",""
"Yes","2013","Not Working","(Married) couple without C. ","","","",""
"Yes","2013","Not Working","Single parent ","","","",""
"Yes","2013","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2013","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2013","Not Working","Couple + C. LE and GT 16","","","",""
"No","2013","Full Time","1-pers.-HH","","","",""
"No","2013","Full Time","(Married) couple without C. ","","","",""
"No","2013","Full Time","Single parent ","","","",""
"No","2013","Full Time","Couple + C. LE 16 ","","","",""
"No","2013","Full Time","Couple + C. GT 16 ","","","",""
"No","2013","Full Time","Couple + C. LE and GT 16","","","",""
"No","2013","Part Time","1-pers.-HH","","","",""
"No","2013","Part Time","(Married) couple without C. ","","","",""
"No","2013","Part Time","Single parent ","","","",""
"No","2013","Part Time","Couple + C. LE 16 ","","","",""
"No","2013","Part Time","Couple + C. GT 16 ","","","",""
"No","2013","Part Time","Couple + C. LE and GT 16","","","",""
"No","2013","Not Working","1-pers.-HH","","","",""
"No","2013","Not Working","(Married) couple without C. ","","","",""
"No","2013","Not Working","Single parent ","","","",""
"No","2013","Not Working","Couple + C. LE 16 ","","","",""
"No","2013","Not Working","Couple + C. GT 16 ","","","",""
"No","2013","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2014","Full Time","1-pers.-HH","","","",""
"Yes","2014","Full Time","(Married) couple without C. ","","","",""
"Yes","2014","Full Time","Single parent ","","","",""
"Yes","2014","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2014","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2014","Part Time","1-pers.-HH","","","",""
"Yes","2014","Part Time","(Married) couple without C. ","","","",""
"Yes","2014","Part Time","Single parent ","","","",""
"Yes","2014","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2014","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2014","Not Working","1-pers.-HH","","","",""
"Yes","2014","Not Working","(Married) couple without C. ","","","",""
"Yes","2014","Not Working","Single parent ","","","",""
"Yes","2014","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2014","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2014","Not Working","Couple + C. LE and GT 16","","","",""
"No","2014","Full Time","1-pers.-HH","","","",""
"No","2014","Full Time","(Married) couple without C. ","","","",""
"No","2014","Full Time","Single parent ","","","",""
"No","2014","Full Time","Couple + C. LE 16 ","","","",""
"No","2014","Full Time","Couple + C. GT 16 ","","","",""
"No","2014","Full Time","Couple + C. LE and GT 16","","","",""
"No","2014","Part Time","1-pers.-HH","","","",""
"No","2014","Part Time","(Married) couple without C. ","","","",""
"No","2014","Part Time","Single parent ","","","",""
"No","2014","Part Time","Couple + C. LE 16 ","","","",""
"No","2014","Part Time","Couple + C. GT 16 ","","","",""
"No","2014","Part Time","Couple + C. LE and GT 16","","","",""
"No","2014","Not Working","1-pers.-HH","","","",""
"No","2014","Not Working","(Married) couple without C. ","","","",""
"No","2014","Not Working","Single parent ","","","",""
"No","2014","Not Working","Couple + C. LE 16 ","","","",""
"No","2014","Not Working","Couple + C. GT 16 ","","","",""
"No","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2015","Full Time","1-pers.-HH","","","",""
"Yes","2015","Full Time","(Married) couple without C. ","","","",""
"Yes","2015","Full Time","Single parent ","","","",""
"Yes","2015","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2015","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2015","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2015","Part Time","1-pers.-HH","","","",""
"Yes","2015","Part Time","(Married) couple without C. ","","","",""
"Yes","2015","Part Time","Single parent ","","","",""
"Yes","2015","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2015","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2015","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2015","Not Working","1-pers.-HH","","","",""
"Yes","2015","Not Working","(Married) couple without C. ","","","",""
"Yes","2015","Not Working","Single parent ","","","",""
"Yes","2015","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2015","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2015","Not Working","Couple + C. LE and GT 16","","","",""
"No","2015","Full Time","1-pers.-HH","","","",""
"No","2015","Full Time","(Married) couple without C. ","","","",""
"No","2015","Full Time","Single parent ","","","",""
"No","2015","Full Time","Couple + C. LE 16 ","","","",""
"No","2015","Full Time","Couple + C. GT 16 ","","","",""
"No","2015","Full Time","Couple + C. LE and GT 16","","","",""
"No","2015","Part Time","1-pers.-HH","","","",""
"No","2015","Part Time","(Married) couple without C. ","","","",""
"No","2015","Part Time","Single parent ","","","",""
"No","2015","Part Time","Couple + C. LE 16 ","","","",""
"No","2015","Part Time","Couple + C. GT 16 ","","","",""
"No","2015","Part Time","Couple + C. LE and GT 16","","","",""
"No","2015","Not Working","1-pers.-HH","","","",""
"No","2015","Not Working","(Married) couple without C. ","","","",""
"No","2015","Not Working","Single parent ","","","",""
"No","2015","Not Working","Couple + C. LE 16 ","","","",""
"No","2015","Not Working","Couple + C. GT 16 ","","","",""
"No","2015","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2016","Full Time","1-pers.-HH","646","0.625782093903956","0.596314677404626","0.655249510403286"
"Yes","2016","Full Time","(Married) couple without C. ","1309","0.598439155838679","0.578079348567323","0.618798963110036"
"Yes","2016","Full Time","Single parent ","342","0.52091572389767","0.481813270001031","0.560018177794309"
"Yes","2016","Full Time","Couple + C. LE 16 ","1421","0.58732985587653","0.567949917513482","0.606709794239578"
"Yes","2016","Full Time","Couple + C. GT 16 ","621","0.55018591525043","0.520489093666071","0.57988273683479"
"Yes","2016","Full Time","Couple + C. LE and GT 16","432","0.591560282794543","0.556998107466191","0.626122458122894"
"Yes","2016","Part Time","1-pers.-HH","210","0.456461089236355","0.410129861693529","0.502792316779181"
"Yes","2016","Part Time","(Married) couple without C. ","423","0.409246706624764","0.378399286064441","0.440094127185088"
"Yes","2016","Part Time","Single parent ","306","0.517922460358421","0.479568067296685","0.556276853420158"
"Yes","2016","Part Time","Couple + C. LE 16 ","810","0.534065747828428","0.51057977839376","0.557551717263096"
"Yes","2016","Part Time","Couple + C. GT 16 ","271","0.382630941917091","0.345801299250001","0.419460584584182"
"Yes","2016","Part Time","Couple + C. LE and GT 16","259","0.395272518466912","0.355888919475305","0.43465611745852"
"Yes","2016","Not Working","1-pers.-HH","9","","",""
"Yes","2016","Not Working","(Married) couple without C. ","12","","",""
"Yes","2016","Not Working","Single parent ","13","","",""
"Yes","2016","Not Working","Couple + C. LE 16 ","37","0.449626774463178","0.349594298159682","0.549659250766673"
"Yes","2016","Not Working","Couple + C. GT 16 ","13","","",""
"Yes","2016","Not Working","Couple + C. LE and GT 16","23","","",""
"No","2016","Full Time","1-pers.-HH","390","0.374217906096044","0.344750489596713","0.403685322595374"
"No","2016","Full Time","(Married) couple without C. ","918","0.401560844161321","0.381201036889964","0.421920651432677"
"No","2016","Full Time","Single parent ","285","0.47908427610233","0.439981822205691","0.518186729998969"
"No","2016","Full Time","Couple + C. LE 16 ","1058","0.41267014412347","0.393290205760422","0.432050082486518"
"No","2016","Full Time","Couple + C. GT 16 ","457","0.44981408474957","0.42011726316521","0.479510906333929"
"No","2016","Full Time","Couple + C. LE and GT 16","345","0.408439717205457","0.373877541877106","0.443001892533809"
"No","2016","Part Time","1-pers.-HH","234","0.543538910763645","0.497207683220819","0.589870138306471"
"No","2016","Part Time","(Married) couple without C. ","553","0.590753293375236","0.559905872814912","0.621600713935559"
"No","2016","Part Time","Single parent ","346","0.482077539641579","0.443723146579842","0.520431932703316"
"No","2016","Part Time","Couple + C. LE 16 ","923","0.465934252171572","0.442448282736905","0.48942022160624"
"No","2016","Part Time","Couple + C. GT 16 ","398","0.617369058082909","0.580539415415818","0.654198700749999"
"No","2016","Part Time","Couple + C. LE and GT 16","333","0.604727481533088","0.56534388254148","0.644111080524695"
"No","2016","Not Working","1-pers.-HH","19","","",""
"No","2016","Not Working","(Married) couple without C. ","23","","",""
"No","2016","Not Working","Single parent ","49","0.685392984037496","0.569806707091196","0.800979260983796"
"No","2016","Not Working","Couple + C. LE 16 ","58","0.550373225536822","0.450340749233327","0.650405701840318"
"No","2016","Not Working","Couple + C. GT 16 ","20","","",""
"No","2016","Not Working","Couple + C. LE and GT 16","35","0.770511325307129","0.662292145907037","0.87873050470722"
"Yes","2017","Full Time","1-pers.-HH","","","",""
"Yes","2017","Full Time","(Married) couple without C. ","","","",""
"Yes","2017","Full Time","Single parent ","","","",""
"Yes","2017","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2017","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2017","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2017","Part Time","1-pers.-HH","","","",""
"Yes","2017","Part Time","(Married) couple without C. ","","","",""
"Yes","2017","Part Time","Single parent ","","","",""
"Yes","2017","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2017","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2017","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2017","Not Working","1-pers.-HH","","","",""
"Yes","2017","Not Working","(Married) couple without C. ","","","",""
"Yes","2017","Not Working","Single parent ","","","",""
"Yes","2017","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2017","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2017","Not Working","Couple + C. LE and GT 16","","","",""
"No","2017","Full Time","1-pers.-HH","","","",""
"No","2017","Full Time","(Married) couple without C. ","","","",""
"No","2017","Full Time","Single parent ","","","",""
"No","2017","Full Time","Couple + C. LE 16 ","","","",""
"No","2017","Full Time","Couple + C. GT 16 ","","","",""
"No","2017","Full Time","Couple + C. LE and GT 16","","","",""
"No","2017","Part Time","1-pers.-HH","","","",""
"No","2017","Part Time","(Married) couple without C. ","","","",""
"No","2017","Part Time","Single parent ","","","",""
"No","2017","Part Time","Couple + C. LE 16 ","","","",""
"No","2017","Part Time","Couple + C. GT 16 ","","","",""
"No","2017","Part Time","Couple + C. LE and GT 16","","","",""
"No","2017","Not Working","1-pers.-HH","","","",""
"No","2017","Not Working","(Married) couple without C. ","","","",""
"No","2017","Not Working","Single parent ","","","",""
"No","2017","Not Working","Couple + C. LE 16 ","","","",""
"No","2017","Not Working","Couple + C. GT 16 ","","","",""
"No","2017","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2018","Full Time","1-pers.-HH","","","",""
"Yes","2018","Full Time","(Married) couple without C. ","","","",""
"Yes","2018","Full Time","Single parent ","","","",""
"Yes","2018","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2018","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2018","Part Time","1-pers.-HH","","","",""
"Yes","2018","Part Time","(Married) couple without C. ","","","",""
"Yes","2018","Part Time","Single parent ","","","",""
"Yes","2018","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2018","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2018","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2018","Not Working","1-pers.-HH","","","",""
"Yes","2018","Not Working","(Married) couple without C. ","","","",""
"Yes","2018","Not Working","Single parent ","","","",""
"Yes","2018","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2018","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2018","Not Working","Couple + C. LE and GT 16","","","",""
"No","2018","Full Time","1-pers.-HH","","","",""
"No","2018","Full Time","(Married) couple without C. ","","","",""
"No","2018","Full Time","Single parent ","","","",""
"No","2018","Full Time","Couple + C. LE 16 ","","","",""
"No","2018","Full Time","Couple + C. GT 16 ","","","",""
"No","2018","Full Time","Couple + C. LE and GT 16","","","",""
"No","2018","Part Time","1-pers.-HH","","","",""
"No","2018","Part Time","(Married) couple without C. ","","","",""
"No","2018","Part Time","Single parent ","","","",""
"No","2018","Part Time","Couple + C. LE 16 ","","","",""
"No","2018","Part Time","Couple + C. GT 16 ","","","",""
"No","2018","Part Time","Couple + C. LE and GT 16","","","",""
"No","2018","Not Working","1-pers.-HH","","","",""
"No","2018","Not Working","(Married) couple without C. ","","","",""
"No","2018","Not Working","Single parent ","","","",""
"No","2018","Not Working","Couple + C. LE 16 ","","","",""
"No","2018","Not Working","Couple + C. GT 16 ","","","",""
"No","2018","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2019","Full Time","1-pers.-HH","796","0.623610844011213","0.598259870813724","0.648961817208702"
"Yes","2019","Full Time","(Married) couple without C. ","1391","0.55965564179619","0.541414012871915","0.577897270720464"
"Yes","2019","Full Time","Single parent ","358","0.544559277930137","0.506849914582751","0.582268641277524"
"Yes","2019","Full Time","Couple + C. LE 16 ","1273","0.573457755525937","0.553969185065617","0.592946325986257"
"Yes","2019","Full Time","Couple + C. GT 16 ","644","0.596827249679232","0.569491364051447","0.624163135307017"
"Yes","2019","Full Time","Couple + C. LE and GT 16","440","0.559400648409198","0.525747293791085","0.593054003027311"
"Yes","2019","Part Time","1-pers.-HH","282","0.477614380472199","0.437910714807992","0.517318046136406"
"Yes","2019","Part Time","(Married) couple without C. ","527","0.474844335845342","0.447183481834438","0.502505189856247"
"Yes","2019","Part Time","Single parent ","257","0.462634455049045","0.42148515669094","0.50378375340715"
"Yes","2019","Part Time","Couple + C. LE 16 ","708","0.515388221635025","0.489986869561036","0.540789573709014"
"Yes","2019","Part Time","Couple + C. GT 16 ","347","0.458683637593938","0.423350385409531","0.494016889778344"
"Yes","2019","Part Time","Couple + C. LE and GT 16","283","0.447841770084062","0.40882512978052","0.486858410387605"
"Yes","2019","Not Working","1-pers.-HH","24","","",""
"Yes","2019","Not Working","(Married) couple without C. ","33","0.335830560499138","0.258423669670506","0.41323745132777"
"Yes","2019","Not Working","Single parent ","22","","",""
"Yes","2019","Not Working","Couple + C. LE 16 ","49","0.449430998349276","0.362574921684238","0.536287075014314"
"Yes","2019","Not Working","Couple + C. GT 16 ","32","0.421236699503555","0.313039332949995","0.529434066057114"
"Yes","2019","Not Working","Couple + C. LE and GT 16","22","","",""
"No","2019","Full Time","1-pers.-HH","607","0.376389155988787","0.351038182791298","0.401740129186276"
"No","2019","Full Time","(Married) couple without C. ","1454","0.44034435820381","0.422102729279536","0.458585987128085"
"No","2019","Full Time","Single parent ","312","0.455440722069863","0.417731358722476","0.493150085417249"
"No","2019","Full Time","Couple + C. LE 16 ","1201","0.426542244474063","0.407053674013743","0.446030814934384"
"No","2019","Full Time","Couple + C. GT 16 ","593","0.403172750320768","0.375836864692983","0.430508635948553"
"No","2019","Full Time","Couple + C. LE and GT 16","396","0.440599351590802","0.406945996972689","0.474252706208915"
"No","2019","Part Time","1-pers.-HH","326","0.522385619527801","0.482681953863594","0.562089285192008"
"No","2019","Part Time","(Married) couple without C. ","725","0.525155664154658","0.497494810143753","0.552816518165562"
"No","2019","Part Time","Single parent ","307","0.537365544950955","0.49621624659285","0.57851484330906"
"No","2019","Part Time","Couple + C. LE 16 ","779","0.484611778364975","0.459210426290986","0.510013130438964"
"No","2019","Part Time","Couple + C. GT 16 ","417","0.541316362406062","0.505983110221656","0.576649614590469"
"No","2019","Part Time","Couple + C. LE and GT 16","341","0.552158229915938","0.513141589612395","0.59117487021948"
"No","2019","Not Working","1-pers.-HH","47","0.638269268201983","0.526502269920914","0.750036266483052"
"No","2019","Not Working","(Married) couple without C. ","110","0.664169439500862","0.58676254867223","0.741576330329494"
"No","2019","Not Working","Single parent ","47","0.69096788520895","0.581935808528979","0.799999961888921"
"No","2019","Not Working","Couple + C. LE 16 ","77","0.550569001650724","0.463712924985686","0.637425078315762"
"No","2019","Not Working","Couple + C. GT 16 ","48","0.578763300496445","0.470565933942886","0.686960667050005"
"No","2019","Not Working","Couple + C. LE and GT 16","48","0.656133045140389","0.544859929658202","0.767406160622576"
