"plb0050","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2005","Saxony","general elemantary","","","",""
"Yes","2005","Saxony","middle vocational","","","",""
"Yes","2005","Saxony","vocational + Abi","","","",""
"Yes","2005","Saxony","higher vocational","","","",""
"Yes","2005","Saxony","higher education","","","",""
"Yes","2005","Saxony-Anhalt","in school","","","",""
"Yes","2005","Saxony-Anhalt","inadequately","","","",""
"Yes","2005","Saxony-Anhalt","general elemantary","","","",""
"Yes","2005","Saxony-Anhalt","middle vocational","","","",""
"Yes","2005","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2005","Saxony-Anhalt","higher vocational","","","",""
"Yes","2005","Saxony-Anhalt","higher education","","","",""
"Yes","2005","Thuringia","in school","","","",""
"Yes","2005","Thuringia","inadequately","","","",""
"Yes","2005","Thuringia","general elemantary","","","",""
"Yes","2005","Thuringia","middle vocational","","","",""
"Yes","2005","Thuringia","vocational + Abi","","","",""
"Yes","2005","Thuringia","higher vocational","","","",""
"Yes","2005","Thuringia","higher education","","","",""
"No","2005","Schleswig-Holstein","in school","","","",""
"No","2005","Schleswig-Holstein","inadequately","","","",""
"No","2005","Schleswig-Holstein","general elemantary","","","",""
"No","2005","Schleswig-Holstein","middle vocational","","","",""
"No","2005","Schleswig-Holstein","vocational + Abi","","","",""
"No","2005","Schleswig-Holstein","higher vocational","","","",""
"No","2005","Schleswig-Holstein","higher education","","","",""
"No","2005","Hamburg","in school","","","",""
"No","2005","Hamburg","inadequately","","","",""
"No","2005","Hamburg","general elemantary","","","",""
"No","2005","Hamburg","middle vocational","","","",""
"No","2005","Hamburg","vocational + Abi","","","",""
"No","2005","Hamburg","higher vocational","","","",""
"No","2005","Hamburg","higher education","","","",""
"No","2005","Lower Saxony","in school","","","",""
"No","2005","Lower Saxony","inadequately","","","",""
"No","2005","Lower Saxony","general elemantary","","","",""
"No","2005","Lower Saxony","middle vocational","","","",""
"No","2005","Lower Saxony","vocational + Abi","","","",""
"No","2005","Lower Saxony","higher vocational","","","",""
"No","2005","Lower Saxony","higher education","","","",""
"No","2005","Bremen","in school","","","",""
"No","2005","Bremen","inadequately","","","",""
"No","2005","Bremen","general elemantary","","","",""
"No","2005","Bremen","middle vocational","","","",""
"No","2005","Bremen","vocational + Abi","","","",""
"No","2005","Bremen","higher vocational","","","",""
"No","2005","Bremen","higher education","","","",""
"No","2005","North Rhine-Westphalia","in school","","","",""
"No","2005","North Rhine-Westphalia","inadequately","","","",""
"No","2005","North Rhine-Westphalia","general elemantary","","","",""
"No","2005","North Rhine-Westphalia","middle vocational","","","",""
"No","2005","North Rhine-Westphalia","vocational + Abi","","","",""
"No","2005","North Rhine-Westphalia","higher vocational","","","",""
"No","2005","North Rhine-Westphalia","higher education","","","",""
"No","2005","Hesse","in school","","","",""
"No","2005","Hesse","inadequately","","","",""
"No","2005","Hesse","general elemantary","","","",""
"No","2005","Hesse","middle vocational","","","",""
"No","2005","Hesse","vocational + Abi","","","",""
"No","2005","Hesse","higher vocational","","","",""
"No","2005","Hesse","higher education","","","",""
"No","2005","Rhineland-Palatinate,Saarland","in school","","","",""
"No","2005","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No","2005","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No","2005","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","2005","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","2005","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","2005","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","2005","Baden-Württemberg","in school","","","",""
"No","2005","Baden-Württemberg","inadequately","","","",""
"No","2005","Baden-Württemberg","general elemantary","","","",""
"No","2005","Baden-Württemberg","middle vocational","","","",""
"No","2005","Baden-Württemberg","vocational + Abi","","","",""
"No","2005","Baden-Württemberg","higher vocational","","","",""
"No","2005","Baden-Württemberg","higher education","","","",""
"No","2005","Bavaria","in school","","","",""
"No","2005","Bavaria","inadequately","","","",""
"No","2005","Bavaria","general elemantary","","","",""
"No","2005","Bavaria","middle vocational","","","",""
"No","2005","Bavaria","vocational + Abi","","","",""
"No","2005","Bavaria","higher vocational","","","",""
"No","2005","Bavaria","higher education","","","",""
"No","2005","Berlin","in school","","","",""
"No","2005","Berlin","inadequately","","","",""
"No","2005","Berlin","general elemantary","","","",""
"No","2005","Berlin","middle vocational","","","",""
"No","2005","Berlin","vocational + Abi","","","",""
"No","2005","Berlin","higher vocational","","","",""
"No","2005","Berlin","higher education","","","",""
"No","2005","Brandenburg","in school","","","",""
"No","2005","Brandenburg","inadequately","","","",""
"No","2005","Brandenburg","general elemantary","","","",""
"No","2005","Brandenburg","middle vocational","","","",""
"No","2005","Brandenburg","vocational + Abi","","","",""
"No","2005","Brandenburg","higher vocational","","","",""
"No","2005","Brandenburg","higher education","","","",""
"No","2005","Mecklenburg-Western Pomerania","in school","","","",""
"No","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","2005","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","2005","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","2005","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","2005","Mecklenburg-Western Pomerania","higher education","","","",""
"No","2005","Saxony","in school","","","",""
"No","2005","Saxony","inadequately","","","",""
"No","2005","Saxony","general elemantary","","","",""
"No","2005","Saxony","middle vocational","","","",""
"No","2005","Saxony","vocational + Abi","","","",""
"No","2005","Saxony","higher vocational","","","",""
"No","2005","Saxony","higher education","","","",""
"No","2005","Saxony-Anhalt","in school","","","",""
"No","2005","Saxony-Anhalt","inadequately","","","",""
"No","2005","Saxony-Anhalt","general elemantary","","","",""
"No","2005","Saxony-Anhalt","middle vocational","","","",""
"No","2005","Saxony-Anhalt","vocational + Abi","","","",""
"No","2005","Saxony-Anhalt","higher vocational","","","",""
"No","2005","Saxony-Anhalt","higher education","","","",""
"No","2005","Thuringia","in school","","","",""
"No","2005","Thuringia","inadequately","","","",""
"No","2005","Thuringia","general elemantary","","","",""
"No","2005","Thuringia","middle vocational","","","",""
"No","2005","Thuringia","vocational + Abi","","","",""
"No","2005","Thuringia","higher vocational","","","",""
"No","2005","Thuringia","higher education","","","",""
"Yes","2006","Schleswig-Holstein","in school","","","",""
"Yes","2006","Schleswig-Holstein","inadequately","1","","",""
"Yes","2006","Schleswig-Holstein","general elemantary","13","","",""
"Yes","2006","Schleswig-Holstein","middle vocational","86","0.480156545177582","0.407372444476938","0.552940645878227"
"Yes","2006","Schleswig-Holstein","vocational + Abi","13","","",""
"Yes","2006","Schleswig-Holstein","higher vocational","17","","",""
"Yes","2006","Schleswig-Holstein","higher education","48","0.545638021912821","0.440404969188413","0.650871074637228"
"Yes","2006","Hamburg","in school","","","",""
"Yes","2006","Hamburg","inadequately","","","",""
"Yes","2006","Hamburg","general elemantary","4","","",""
"Yes","2006","Hamburg","middle vocational","25","","",""
"Yes","2006","Hamburg","vocational + Abi","4","","",""
"Yes","2006","Hamburg","higher vocational","5","","",""
"Yes","2006","Hamburg","higher education","31","0.548859881264936","0.420797797948164","0.676921964581709"
"Yes","2006","Lower Saxony","in school","2","","",""
"Yes","2006","Lower Saxony","inadequately","2","","",""
"Yes","2006","Lower Saxony","general elemantary","31","0.473161952443485","0.36509705684638","0.58122684804059"
"Yes","2006","Lower Saxony","middle vocational","273","0.509363405724862","0.46817891364484","0.550547897804885"
"Yes","2006","Lower Saxony","vocational + Abi","43","0.490392738732273","0.382191811108779","0.598593666355767"
"Yes","2006","Lower Saxony","higher vocational","47","0.531743663130832","0.4297795912292","0.633707735032464"
"Yes","2006","Lower Saxony","higher education","143","0.608193893621942","0.544267425650095","0.672120361593788"
"Yes","2006","Bremen","in school","","","",""
"Yes","2006","Bremen","inadequately","","","",""
"Yes","2006","Bremen","general elemantary","3","","",""
"Yes","2006","Bremen","middle vocational","16","","",""
"Yes","2006","Bremen","vocational + Abi","4","","",""
"Yes","2006","Bremen","higher vocational","4","","",""
"Yes","2006","Bremen","higher education","17","","",""
"Yes","2006","North Rhine-Westphalia","in school","","","",""
"Yes","2006","North Rhine-Westphalia","inadequately","12","","",""
"Yes","2006","North Rhine-Westphalia","general elemantary","96","0.45889712736772","0.389312618348523","0.528481636386918"
"Yes","2006","North Rhine-Westphalia","middle vocational","590","0.524005131519274","0.494782416155741","0.553227846882808"
"Yes","2006","North Rhine-Westphalia","vocational + Abi","129","0.52872301697719","0.465305120055762","0.592140913898618"
"Yes","2006","North Rhine-Westphalia","higher vocational","119","0.515532466938299","0.449493982142414","0.581570951734183"
"Yes","2006","North Rhine-Westphalia","higher education","380","0.615485764580152","0.577558216320297","0.653413312840006"
"Yes","2006","Hesse","in school","1","","",""
"Yes","2006","Hesse","inadequately","2","","",""
"Yes","2006","Hesse","general elemantary","24","","",""
"Yes","2006","Hesse","middle vocational","220","0.516800924070571","0.468132725906943","0.565469122234199"
"Yes","2006","Hesse","vocational + Abi","35","0.579235965810665","0.46013283204427","0.69833909957706"
"Yes","2006","Hesse","higher vocational","34","0.620251790894828","0.499447008626794","0.741056573162862"
"Yes","2006","Hesse","higher education","168","0.609658911337463","0.552002535274591","0.667315287400336"
"Yes","2006","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","general elemantary","27","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","middle vocational","176","0.450749245678338","0.400918023454489","0.500580467902187"
"Yes","2006","Rhineland-Palatinate,Saarland","vocational + Abi","25","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","higher vocational","30","0.348560801890547","0.240717375952979","0.456404227828116"
"Yes","2006","Rhineland-Palatinate,Saarland","higher education","89","0.657411390844766","0.577356793295077","0.737465988394455"
"Yes","2006","Baden-Württemberg","in school","1","","",""
"Yes","2006","Baden-Württemberg","inadequately","6","","",""
"Yes","2006","Baden-Württemberg","general elemantary","81","0.525152194166024","0.447040137141868","0.60326425119018"
"Yes","2006","Baden-Württemberg","middle vocational","390","0.566035750495552","0.530446498337233","0.601625002653871"
"Yes","2006","Baden-Württemberg","vocational + Abi","50","0.429643617589354","0.334504579401268","0.52478265577744"
"Yes","2006","Baden-Württemberg","higher vocational","80","0.488676320526922","0.410733135629745","0.566619505424099"
"Yes","2006","Baden-Württemberg","higher education","217","0.576987234011769","0.526647946057029","0.627326521966509"
"Yes","2006","Bavaria","in school","","","",""
"Yes","2006","Bavaria","inadequately","4","","",""
"Yes","2006","Bavaria","general elemantary","57","0.353504820195394","0.276485878120733","0.430523762270055"
"Yes","2006","Bavaria","middle vocational","490","0.500096358263579","0.468823876826701","0.531368839700457"
"Yes","2006","Bavaria","vocational + Abi","63","0.599222775346382","0.506368506463521","0.692077044229244"
"Yes","2006","Bavaria","higher vocational","73","0.48322972488827","0.402721024455186","0.563738425321355"
"Yes","2006","Bavaria","higher education","248","0.56643772151396","0.518816201401945","0.614059241625974"
"Yes","2006","Berlin","in school","","","",""
"Yes","2006","Berlin","inadequately","","","",""
"Yes","2006","Berlin","general elemantary","13","","",""
"Yes","2006","Berlin","middle vocational","88","0.433615585816312","0.361016748660322","0.506214422972302"
"Yes","2006","Berlin","vocational + Abi","9","","",""
"Yes","2006","Berlin","higher vocational","22","","",""
"Yes","2006","Berlin","higher education","99","0.504307017714053","0.430649793407918","0.577964242020188"
"Yes","2006","Brandenburg","in school","","","",""
"Yes","2006","Brandenburg","inadequately","","","",""
"Yes","2006","Brandenburg","general elemantary","5","","",""
"Yes","2006","Brandenburg","middle vocational","98","0.437476856370071","0.372657521413939","0.502296191326204"
"Yes","2006","Brandenburg","vocational + Abi","11","","",""
"Yes","2006","Brandenburg","higher vocational","25","","",""
"Yes","2006","Brandenburg","higher education","100","0.600816883765372","0.523719544850774","0.677914222679971"
"Yes","2006","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2006","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2006","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"Yes","2006","Mecklenburg-Western Pomerania","middle vocational","58","0.447818689764103","0.36485262202428","0.530784757503927"
"Yes","2006","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"Yes","2006","Mecklenburg-Western Pomerania","higher vocational","9","","",""
"Yes","2006","Mecklenburg-Western Pomerania","higher education","59","0.524597082889232","0.421991438631411","0.627202727147053"
"Yes","2006","Saxony","in school","","","",""
"Yes","2006","Saxony","inadequately","","","",""
"Yes","2006","Saxony","general elemantary","23","","",""
"Yes","2006","Saxony","middle vocational","158","0.422844786580569","0.375372710238601","0.470316862922537"
"Yes","2006","Saxony","vocational + Abi","13","","",""
"Yes","2006","Saxony","higher vocational","29","","",""
"Yes","2006","Saxony","higher education","148","0.642894595982921","0.583853293565653","0.701935898400188"
"Yes","2006","Saxony-Anhalt","in school","","","",""
"Yes","2006","Saxony-Anhalt","inadequately","","","",""
"Yes","2006","Saxony-Anhalt","general elemantary","8","","",""
"Yes","2006","Saxony-Anhalt","middle vocational","76","0.338121244351395","0.273676371902244","0.402566116800546"
"Yes","2006","Saxony-Anhalt","vocational + Abi","13","","",""
"Yes","2006","Saxony-Anhalt","higher vocational","21","","",""
"Yes","2006","Saxony-Anhalt","higher education","85","0.535256088345232","0.454902570305048","0.615609606385416"
"Yes","2006","Thuringia","in school","","","",""
"Yes","2006","Thuringia","inadequately","","","",""
"Yes","2006","Thuringia","general elemantary","8","","",""
"Yes","2006","Thuringia","middle vocational","97","0.314983459949774","0.260281534913086","0.369685384986461"
"Yes","2006","Thuringia","vocational + Abi","9","","",""
"Yes","2006","Thuringia","higher vocational","11","","",""
"Yes","2006","Thuringia","higher education","81","0.634777332888743","0.551036785100609","0.718517880676877"
"No","2006","Schleswig-Holstein","in school","2","","",""
"No","2006","Schleswig-Holstein","inadequately","1","","",""
"No","2006","Schleswig-Holstein","general elemantary","17","","",""
"No","2006","Schleswig-Holstein","middle vocational","95","0.519843454822418","0.447059354121773","0.592627555523062"
"No","2006","Schleswig-Holstein","vocational + Abi","12","","",""
"No","2006","Schleswig-Holstein","higher vocational","19","","",""
"No","2006","Schleswig-Holstein","higher education","38","0.454361978087179","0.349128925362772","0.559595030811587"
"No","2006","Hamburg","in school","2","","",""
"No","2006","Hamburg","inadequately","1","","",""
"No","2006","Hamburg","general elemantary","4","","",""
"No","2006","Hamburg","middle vocational","32","0.492721612048548","0.362933579448229","0.622509644648867"
"No","2006","Hamburg","vocational + Abi","13","","",""
"No","2006","Hamburg","higher vocational","5","","",""
"No","2006","Hamburg","higher education","27","","",""
"No","2006","Lower Saxony","in school","5","","",""
"No","2006","Lower Saxony","inadequately","6","","",""
"No","2006","Lower Saxony","general elemantary","51","0.526838047556515","0.41877315195941","0.63490294315362"
"No","2006","Lower Saxony","middle vocational","293","0.490636594275138","0.449452102195115","0.53182108635516"
"No","2006","Lower Saxony","vocational + Abi","39","0.509607261267727","0.401406333644232","0.617808188891221"
"No","2006","Lower Saxony","higher vocational","45","0.468256336869168","0.366292264967536","0.5702204087708"
"No","2006","Lower Saxony","higher education","81","0.391806106378058","0.327879638406212","0.455732574349905"
"No","2006","Bremen","in school","","","",""
"No","2006","Bremen","inadequately","","","",""
"No","2006","Bremen","general elemantary","2","","",""
"No","2006","Bremen","middle vocational","16","","",""
"No","2006","Bremen","vocational + Abi","4","","",""
"No","2006","Bremen","higher vocational","","","",""
"No","2006","Bremen","higher education","9","","",""
"No","2006","North Rhine-Westphalia","in school","9","","",""
"No","2006","North Rhine-Westphalia","inadequately","9","","",""
"No","2006","North Rhine-Westphalia","general elemantary","101","0.54110287263228","0.471518363613082","0.610687381651477"
"No","2006","North Rhine-Westphalia","middle vocational","532","0.475994868480726","0.446772153117192","0.505217583844259"
"No","2006","North Rhine-Westphalia","vocational + Abi","109","0.47127698302281","0.407859086101382","0.534694879944238"
"No","2006","North Rhine-Westphalia","higher vocational","101","0.484467533061701","0.418429048265817","0.550506017857586"
"No","2006","North Rhine-Westphalia","higher education","252","0.384514235419848","0.346586687159994","0.422441783679703"
"No","2006","Hesse","in school","3","","",""
"No","2006","Hesse","inadequately","","","",""
"No","2006","Hesse","general elemantary","35","0.58048797972253","0.454569084293683","0.706406875151377"
"No","2006","Hesse","middle vocational","185","0.483199075929429","0.434530877765801","0.531867274093057"
"No","2006","Hesse","vocational + Abi","31","0.420764034189335","0.30166090042294","0.53986716795573"
"No","2006","Hesse","higher vocational","28","","",""
"No","2006","Hesse","higher education","107","0.390341088662537","0.332684712599664","0.447997464725409"
"No","2006","Rhineland-Palatinate,Saarland","in school","2","","",""
"No","2006","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"No","2006","Rhineland-Palatinate,Saarland","general elemantary","42","0.726634988887388","0.621474363002797","0.831795614771979"
"No","2006","Rhineland-Palatinate,Saarland","middle vocational","207","0.549250754321662","0.499419532097813","0.599081976545511"
"No","2006","Rhineland-Palatinate,Saarland","vocational + Abi","26","","",""
"No","2006","Rhineland-Palatinate,Saarland","higher vocational","45","0.651439198109453","0.543595772171884","0.759282624047021"
"No","2006","Rhineland-Palatinate,Saarland","higher education","46","0.342588609155234","0.262534011605545","0.422643206704923"
"No","2006","Baden-Württemberg","in school","4","","",""
"No","2006","Baden-Württemberg","inadequately","5","","",""
"No","2006","Baden-Württemberg","general elemantary","76","0.474847805833976","0.39673574880982","0.552959862858132"
"No","2006","Baden-Württemberg","middle vocational","355","0.433964249504448","0.398374997346129","0.469553501662767"
"No","2006","Baden-Württemberg","vocational + Abi","54","0.570356382410646","0.47521734422256","0.665495420598732"
"No","2006","Baden-Württemberg","higher vocational","78","0.511323679473078","0.433380494575901","0.589266864370255"
"No","2006","Baden-Württemberg","higher education","153","0.423012765988231","0.372673478033491","0.473352053942971"
"No","2006","Bavaria","in school","5","","",""
"No","2006","Bavaria","inadequately","3","","",""
"No","2006","Bavaria","general elemantary","91","0.646495179804606","0.569476237729945","0.723514121879266"
"No","2006","Bavaria","middle vocational","492","0.499903641736421","0.468631160299543","0.531176123173299"
"No","2006","Bavaria","vocational + Abi","44","0.400777224653618","0.307922955770756","0.493631493536479"
"No","2006","Bavaria","higher vocational","75","0.51677027511173","0.436261574678645","0.597278975544814"
"No","2006","Bavaria","higher education","168","0.433562278486041","0.385940758374026","0.481183798598055"
"No","2006","Berlin","in school","","","",""
"No","2006","Berlin","inadequately","1","","",""
"No","2006","Berlin","general elemantary","9","","",""
"No","2006","Berlin","middle vocational","91","0.566384414183688","0.493785577027699","0.638983251339678"
"No","2006","Berlin","vocational + Abi","16","","",""
"No","2006","Berlin","higher vocational","10","","",""
"No","2006","Berlin","higher education","78","0.495692982285947","0.422035757979812","0.569350206592082"
"No","2006","Brandenburg","in school","","","",""
"No","2006","Brandenburg","inadequately","1","","",""
"No","2006","Brandenburg","general elemantary","20","","",""
"No","2006","Brandenburg","middle vocational","127","0.562523143629929","0.497703808673796","0.627342478586061"
"No","2006","Brandenburg","vocational + Abi","11","","",""
"No","2006","Brandenburg","higher vocational","24","","",""
"No","2006","Brandenburg","higher education","55","0.399183116234628","0.322085777320029","0.476280455149226"
"No","2006","Mecklenburg-Western Pomerania","in school","1","","",""
"No","2006","Mecklenburg-Western Pomerania","inadequately","3","","",""
"No","2006","Mecklenburg-Western Pomerania","general elemantary","10","","",""
"No","2006","Mecklenburg-Western Pomerania","middle vocational","80","0.552181310235897","0.469215242496073","0.63514737797572"
"No","2006","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"No","2006","Mecklenburg-Western Pomerania","higher vocational","11","","",""
"No","2006","Mecklenburg-Western Pomerania","higher education","32","0.475402917110768","0.372797272852947","0.578008561368589"
"No","2006","Saxony","in school","","","",""
"No","2006","Saxony","inadequately","","","",""
"No","2006","Saxony","general elemantary","20","","",""
"No","2006","Saxony","middle vocational","258","0.577155213419431","0.529683137077463","0.624627289761399"
"No","2006","Saxony","vocational + Abi","23","","",""
"No","2006","Saxony","higher vocational","50","0.662209192798878","0.55791597642267","0.766502409175086"
"No","2006","Saxony","higher education","105","0.357105404017079","0.298064101599812","0.416146706434347"
"No","2006","Saxony-Anhalt","in school","1","","",""
"No","2006","Saxony-Anhalt","inadequately","4","","",""
"No","2006","Saxony-Anhalt","general elemantary","10","","",""
"No","2006","Saxony-Anhalt","middle vocational","131","0.661878755648605","0.597433883199454","0.726323628097756"
"No","2006","Saxony-Anhalt","vocational + Abi","15","","",""
"No","2006","Saxony-Anhalt","higher vocational","21","","",""
"No","2006","Saxony-Anhalt","higher education","63","0.464743911654768","0.384390393614584","0.545097429694952"
"No","2006","Thuringia","in school","","","",""
"No","2006","Thuringia","inadequately","1","","",""
"No","2006","Thuringia","general elemantary","11","","",""
"No","2006","Thuringia","middle vocational","180","0.685016540050226","0.630314615013539","0.739718465086914"
"No","2006","Thuringia","vocational + Abi","7","","",""
"No","2006","Thuringia","higher vocational","23","","",""
"No","2006","Thuringia","higher education","46","0.365222667111257","0.281482119323123","0.448963214899391"
"Yes","2007","Schleswig-Holstein","in school","","","",""
"Yes","2007","Schleswig-Holstein","inadequately","","","",""
"Yes","2007","Schleswig-Holstein","general elemantary","","","",""
"Yes","2007","Schleswig-Holstein","middle vocational","","","",""
"Yes","2007","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2007","Schleswig-Holstein","higher vocational","","","",""
"Yes","2007","Schleswig-Holstein","higher education","","","",""
"Yes","2007","Hamburg","in school","","","",""
"Yes","2007","Hamburg","inadequately","","","",""
"Yes","2007","Hamburg","general elemantary","","","",""
"Yes","2007","Hamburg","middle vocational","","","",""
"Yes","2007","Hamburg","vocational + Abi","","","",""
"Yes","2007","Hamburg","higher vocational","","","",""
"Yes","2007","Hamburg","higher education","","","",""
"Yes","2007","Lower Saxony","in school","","","",""
"Yes","2007","Lower Saxony","inadequately","","","",""
"Yes","2007","Lower Saxony","general elemantary","","","",""
"Yes","2007","Lower Saxony","middle vocational","","","",""
"Yes","2007","Lower Saxony","vocational + Abi","","","",""
"Yes","2007","Lower Saxony","higher vocational","","","",""
"Yes","2007","Lower Saxony","higher education","","","",""
"Yes","2007","Bremen","in school","","","",""
"Yes","2007","Bremen","inadequately","","","",""
"Yes","2007","Bremen","general elemantary","","","",""
"Yes","2007","Bremen","middle vocational","","","",""
"Yes","2007","Bremen","vocational + Abi","","","",""
"Yes","2007","Bremen","higher vocational","","","",""
"Yes","2007","Bremen","higher education","","","",""
"Yes","2007","North Rhine-Westphalia","in school","","","",""
"Yes","2007","North Rhine-Westphalia","inadequately","","","",""
"Yes","2007","North Rhine-Westphalia","general elemantary","","","",""
"Yes","2007","North Rhine-Westphalia","middle vocational","","","",""
"Yes","2007","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","2007","North Rhine-Westphalia","higher vocational","","","",""
"Yes","2007","North Rhine-Westphalia","higher education","","","",""
"Yes","2007","Hesse","in school","","","",""
"Yes","2007","Hesse","inadequately","","","",""
"Yes","2007","Hesse","general elemantary","","","",""
"Yes","2007","Hesse","middle vocational","","","",""
"Yes","2007","Hesse","vocational + Abi","","","",""
"Yes","2007","Hesse","higher vocational","","","",""
"Yes","2007","Hesse","higher education","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","2007","Baden-Württemberg","in school","","","",""
"Yes","2007","Baden-Württemberg","inadequately","","","",""
"Yes","2007","Baden-Württemberg","general elemantary","","","",""
"Yes","2007","Baden-Württemberg","middle vocational","","","",""
"Yes","2007","Baden-Württemberg","vocational + Abi","","","",""
"Yes","2007","Baden-Württemberg","higher vocational","","","",""
"Yes","2007","Baden-Württemberg","higher education","","","",""
"Yes","2007","Bavaria","in school","","","",""
"Yes","2007","Bavaria","inadequately","","","",""
"Yes","2007","Bavaria","general elemantary","","","",""
"Yes","2007","Bavaria","middle vocational","","","",""
"Yes","2007","Bavaria","vocational + Abi","","","",""
"Yes","2007","Bavaria","higher vocational","","","",""
"Yes","2007","Bavaria","higher education","","","",""
"Yes","2007","Berlin","in school","","","",""
"Yes","2007","Berlin","inadequately","","","",""
"Yes","2007","Berlin","general elemantary","","","",""
"Yes","2007","Berlin","middle vocational","","","",""
"Yes","2007","Berlin","vocational + Abi","","","",""
"Yes","2007","Berlin","higher vocational","","","",""
"Yes","2007","Berlin","higher education","","","",""
"Yes","2007","Brandenburg","in school","","","",""
"Yes","2007","Brandenburg","inadequately","","","",""
"Yes","2007","Brandenburg","general elemantary","","","",""
"Yes","2007","Brandenburg","middle vocational","","","",""
"Yes","2007","Brandenburg","vocational + Abi","","","",""
"Yes","2007","Brandenburg","higher vocational","","","",""
"Yes","2007","Brandenburg","higher education","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","2007","Saxony","in school","","","",""
"Yes","2007","Saxony","inadequately","","","",""
"Yes","2007","Saxony","general elemantary","","","",""
"Yes","2007","Saxony","middle vocational","","","",""
"Yes","2007","Saxony","vocational + Abi","","","",""
"Yes","2007","Saxony","higher vocational","","","",""
"Yes","2007","Saxony","higher education","","","",""
"Yes","2007","Saxony-Anhalt","in school","","","",""
"Yes","2007","Saxony-Anhalt","inadequately","","","",""
"Yes","2007","Saxony-Anhalt","general elemantary","","","",""
"Yes","2007","Saxony-Anhalt","middle vocational","","","",""
"Yes","2007","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2007","Saxony-Anhalt","higher vocational","","","",""
"Yes","2007","Saxony-Anhalt","higher education","","","",""
"Yes","2007","Thuringia","in school","","","",""
"Yes","2007","Thuringia","inadequately","","","",""
"Yes","2007","Thuringia","general elemantary","","","",""
"Yes","2007","Thuringia","middle vocational","","","",""
"Yes","2007","Thuringia","vocational + Abi","","","",""
"Yes","2007","Thuringia","higher vocational","","","",""
"Yes","2007","Thuringia","higher education","","","",""
"No","2007","Schleswig-Holstein","in school","","","",""
"No","2007","Schleswig-Holstein","inadequately","","","",""
"No","2007","Schleswig-Holstein","general elemantary","","","",""
"No","2007","Schleswig-Holstein","middle vocational","","","",""
"No","2007","Schleswig-Holstein","vocational + Abi","","","",""
"No","2007","Schleswig-Holstein","higher vocational","","","",""
"No","2007","Schleswig-Holstein","higher education","","","",""
"No","2007","Hamburg","in school","","","",""
"No","2007","Hamburg","inadequately","","","",""
"No","2007","Hamburg","general elemantary","","","",""
"No","2007","Hamburg","middle vocational","","","",""
"No","2007","Hamburg","vocational + Abi","","","",""
"No","2007","Hamburg","higher vocational","","","",""
"No","2007","Hamburg","higher education","","","",""
"No","2007","Lower Saxony","in school","","","",""
"No","2007","Lower Saxony","inadequately","","","",""
"No","2007","Lower Saxony","general elemantary","","","",""
"No","2007","Lower Saxony","middle vocational","","","",""
"No","2007","Lower Saxony","vocational + Abi","","","",""
"No","2007","Lower Saxony","higher vocational","","","",""
