"plb0218","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Rarely","2016","Part Time","East Germany","","","",""
"Rarely","2016","Not Working","West Germany","","","",""
"Rarely","2016","Not Working","East Germany","","","",""
"No, never","2017","Full Time","West Germany","2999","0.378005998050624","0.367297954910493","0.388714041190755"
"No, never","2017","Full Time","East Germany","809","0.372029031384589","0.351849991675282","0.392208071093897"
"No, never","2017","Part Time","West Germany","2594","0.48646359729524","0.472979428237228","0.499947766353252"
"No, never","2017","Part Time","East Germany","524","0.490668152450939","0.460559282040475","0.520777022861403"
"No, never","2017","Not Working","West Germany","202","0.619664915059609","0.567986416126267","0.671343413992951"
"No, never","2017","Not Working","East Germany","31","0.598720782756406","0.471474189523918","0.725967375988894"
"Yes, every week","2017","Full Time","West Germany","1154","0.143706046586488","0.135959348545364","0.151452744627613"
"Yes, every week","2017","Full Time","East Germany","271","0.129330989103092","0.115321569636145","0.14334040857004"
"Yes, every week","2017","Part Time","West Germany","666","0.119588046714163","0.110834173556929","0.128341919871397"
"Yes, every week","2017","Part Time","East Germany","122","0.125359938290372","0.105416768869847","0.145303107710897"
"Yes, every week","2017","Not Working","West Germany","43","0.12168506061239","0.0868840377983224","0.156486083426457"
"Yes, every week","2017","Not Working","East Germany","7","","",""
"Yes, every 2 weeks","2017","Full Time","West Germany","1142","0.140674310081599","0.132996206566156","0.148352413597041"
"Yes, every 2 weeks","2017","Full Time","East Germany","356","0.159809976299788","0.144512034662734","0.175107917936842"
"Yes, every 2 weeks","2017","Part Time","West Germany","776","0.156061109575722","0.146270353213264","0.16585186593818"
"Yes, every 2 weeks","2017","Part Time","East Germany","196","0.171331770496085","0.148637856394608","0.194025684597563"
"Yes, every 2 weeks","2017","Not Working","West Germany","34","0.0875015122069492","0.0574219093512341","0.117581115062664"
"Yes, every 2 weeks","2017","Not Working","East Germany","9","","",""
"Yes, every 3-4 weeks","2017","Full Time","West Germany","793","0.0987115542533545","0.0921246164127564","0.105298492093953"
"Yes, every 3-4 weeks","2017","Full Time","East Germany","260","0.10421311159218","0.0914573666046666","0.116968856579693"
"Yes, every 3-4 weeks","2017","Part Time","West Germany","433","0.0737506626034241","0.0666995067110633","0.080801818495785"
"Yes, every 3-4 weeks","2017","Part Time","East Germany","93","0.0784990232012106","0.0623003241374957","0.0946977222649256"
"Yes, every 3-4 weeks","2017","Not Working","West Germany","32","0.0567820702696664","0.0321466555797474","0.0814174849595854"
"Yes, every 3-4 weeks","2017","Not Working","East Germany","4","","",""
"Rarely","2017","Full Time","West Germany","1789","0.238902091027935","0.229485408950664","0.248318773105205"
"Rarely","2017","Full Time","East Germany","508","0.234616891620351","0.216925525473107","0.252308257767595"
"Rarely","2017","Part Time","West Germany","809","0.16413658381145","0.154143863041142","0.174129304581759"
"Rarely","2017","Part Time","East Germany","124","0.134141115561393","0.113615101286042","0.154667129836743"
"Rarely","2017","Not Working","West Germany","28","","",""
"Rarely","2017","Not Working","East Germany","6","","",""
"No, never","2018","Full Time","West Germany","","","",""
"No, never","2018","Full Time","East Germany","","","",""
"No, never","2018","Part Time","West Germany","","","",""
"No, never","2018","Part Time","East Germany","","","",""
"No, never","2018","Not Working","West Germany","","","",""
"No, never","2018","Not Working","East Germany","","","",""
"Yes, every week","2018","Full Time","West Germany","","","",""
"Yes, every week","2018","Full Time","East Germany","","","",""
"Yes, every week","2018","Part Time","West Germany","","","",""
"Yes, every week","2018","Part Time","East Germany","","","",""
"Yes, every week","2018","Not Working","West Germany","","","",""
"Yes, every week","2018","Not Working","East Germany","","","",""
"Yes, every 2 weeks","2018","Full Time","West Germany","","","",""
"Yes, every 2 weeks","2018","Full Time","East Germany","","","",""
"Yes, every 2 weeks","2018","Part Time","West Germany","","","",""
"Yes, every 2 weeks","2018","Part Time","East Germany","","","",""
"Yes, every 2 weeks","2018","Not Working","West Germany","","","",""
"Yes, every 2 weeks","2018","Not Working","East Germany","","","",""
"Yes, every 3-4 weeks","2018","Full Time","West Germany","","","",""
"Yes, every 3-4 weeks","2018","Full Time","East Germany","","","",""
"Yes, every 3-4 weeks","2018","Part Time","West Germany","","","",""
"Yes, every 3-4 weeks","2018","Part Time","East Germany","","","",""
"Yes, every 3-4 weeks","2018","Not Working","West Germany","","","",""
"Yes, every 3-4 weeks","2018","Not Working","East Germany","","","",""
"Rarely","2018","Full Time","West Germany","","","",""
"Rarely","2018","Full Time","East Germany","","","",""
"Rarely","2018","Part Time","West Germany","","","",""
"Rarely","2018","Part Time","East Germany","","","",""
"Rarely","2018","Not Working","West Germany","","","",""
"Rarely","2018","Not Working","East Germany","","","",""
"No, never","2019","Full Time","West Germany","2816","0.391458216088118","0.380690032266769","0.402226399909468"
"No, never","2019","Full Time","East Germany","799","0.365626478872494","0.345853719916628","0.38539923782836"
"No, never","2019","Part Time","West Germany","2545","0.507444582123641","0.493562069097376","0.521327095149907"
"No, never","2019","Part Time","East Germany","514","0.483681307795272","0.452708065701759","0.514654549888784"
"No, never","2019","Not Working","West Germany","222","0.378415502096643","0.337919995285041","0.418911008908244"
"No, never","2019","Not Working","East Germany","63","0.412991829703652","0.334717546353533","0.491266113053771"
"Yes, every week","2019","Full Time","West Germany","1322","0.134574662266676","0.127045424619021","0.142103899914331"
"Yes, every week","2019","Full Time","East Germany","295","0.124495000966857","0.110940572810557","0.138049429123158"
"Yes, every week","2019","Part Time","West Germany","578","0.113734476423204","0.104918422794143","0.122550530052265"
"Yes, every week","2019","Part Time","East Germany","112","0.114680147115899","0.0949312742828361","0.134429019948962"
"Yes, every week","2019","Not Working","West Germany","94","0.138904808786922","0.110027513483813","0.167782104090031"
"Yes, every week","2019","Not Working","East Germany","29","","",""
"Yes, every 2 weeks","2019","Full Time","West Germany","1150","0.137068817211888","0.129481085497677","0.1446565489261"
"Yes, every 2 weeks","2019","Full Time","East Germany","403","0.171436638360138","0.155963065217136","0.18691021150314"
"Yes, every 2 weeks","2019","Part Time","West Germany","678","0.146859069766832","0.137030122501533","0.156688017032131"
"Yes, every 2 weeks","2019","Part Time","East Germany","160","0.180286720156017","0.156460182067482","0.204113258244552"
"Yes, every 2 weeks","2019","Not Working","West Germany","73","0.152476019374662","0.122460278874843","0.18249175987448"
"Yes, every 2 weeks","2019","Not Working","East Germany","20","","",""
"Yes, every 3-4 weeks","2019","Full Time","West Germany","754","0.0925774005374261","0.0861828232702954","0.0989719778045568"
"Yes, every 3-4 weeks","2019","Full Time","East Germany","215","0.102309302004746","0.0898671113518731","0.114751492657619"
"Yes, every 3-4 weeks","2019","Part Time","West Germany","388","0.0715701300441124","0.0644122126061411","0.0787280474820837"
"Yes, every 3-4 weeks","2019","Part Time","East Germany","73","0.0675632319053818","0.0520066924709881","0.0831197713397756"
"Yes, every 3-4 weeks","2019","Not Working","West Germany","65","0.123786204356877","0.096287422354224","0.15128498635953"
"Yes, every 3-4 weeks","2019","Not Working","East Germany","16","","",""
"Rarely","2019","Full Time","West Germany","1850","0.244320903895891","0.234841007951992","0.25380079983979"
"Rarely","2019","Full Time","East Germany","567","0.236132579795765","0.218695936708429","0.253569222883102"
"Rarely","2019","Part Time","West Germany","793","0.16039174164221","0.150201708843438","0.170581774440981"
"Rarely","2019","Part Time","East Germany","141","0.153788593027431","0.131429736429359","0.176147449625502"
"Rarely","2019","Not Working","West Germany","97","0.206417465384897","0.172623312640346","0.240211618129447"
"Rarely","2019","Not Working","East Germany","24","","",""
