"party","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"FDP","1991","Single parent ","East Germany","","","","","3"
"FDP","1991","Couple + C. LE 16 ","East Germany","","","","","3"
"FDP","1991","Couple + C. LE and GT 16","East Germany","","","","","3"
"FDP","1991","Couple + C. GT 16 ","West Germany","38","0.0534762195695956","0.0382889249680307","0.0686635141711604","3"
"FDP","1991","1-pers.-HH","West Germany","39","0.0691146923966075","0.0476213242438194","0.0906080605493956","3"
"FDP","1991","(Married) couple without C. ","East Germany","","","","","3"
"FDP","1991","Single parent ","West Germany","10","","","","3"
"FDP","1991","Couple + C. LE 16 ","West Germany","42","0.0543857363303156","0.039478514154362","0.0692929585062692","3"
"FDP","1991","Couple + C. GT 16 ","East Germany","","","","","3"
"FDP","1991","Couple + C. LE and GT 16","West Germany","14","","","","3"
"Grüne","1991","1-pers.-HH","West Germany","32","0.0623235838550102","0.0418391528040833","0.0828080149059371","4"
"Grüne","1991","1-pers.-HH","East Germany","","","","","4"
"Grüne","1991","(Married) couple without C. ","West Germany","57","0.0404452221846683","0.0295286086704791","0.0513618356988575","4"
"Grüne","1991","(Married) couple without C. ","East Germany","","","","","4"
"Grüne","1991","Single parent ","West Germany","22","","","","4"
"Grüne","1991","Single parent ","East Germany","","","","","4"
"Grüne","1991","Couple + C. LE 16 ","East Germany","","","","","4"
"Grüne","1991","Couple + C. GT 16 ","East Germany","","","","","4"
"Grüne","1991","Couple + C. LE and GT 16","East Germany","","","","","4"
"Grüne","1991","Couple + C. LE 16 ","West Germany","55","0.0670964507465408","0.0506502587123985","0.083542642780683","4"
"Grüne","1991","Couple + C. GT 16 ","West Germany","33","0.0337721286178759","0.0215779289637781","0.0459663282719738","4"
"Grüne","1991","Couple + C. LE and GT 16","West Germany","14","","","","4"
"NPD","1991","1-pers.-HH","East Germany","","","","","6"
"NPD","1991","1-pers.-HH","West Germany","3","","","","6"
"NPD","1991","(Married) couple without C. ","West Germany","17","","","","6"
"NPD","1991","(Married) couple without C. ","East Germany","","","","","6"
"NPD","1991","Couple + C. LE 16 ","East Germany","","","","","6"
"NPD","1991","Couple + C. GT 16 ","West Germany","9","","","","6"
"NPD","1991","Couple + C. GT 16 ","East Germany","","","","","6"
"NPD","1991","Couple + C. LE and GT 16","East Germany","","","","","6"
"NPD","1991","Couple + C. LE and GT 16","West Germany","","","","","6"
"NPD","1991","Single parent ","West Germany","5","","","","6"
"NPD","1991","Single parent ","East Germany","","","","","6"
"NPD","1991","Couple + C. LE 16 ","West Germany","8","","","","6"
"Other","1991","1-pers.-HH","West Germany","2","","","","8"
"Other","1991","1-pers.-HH","East Germany","","","","","8"
"Other","1991","(Married) couple without C. ","West Germany","3","","","","8"
"Other","1991","(Married) couple without C. ","East Germany","","","","","8"
"Other","1991","Single parent ","West Germany","1","","","","8"
"Other","1991","Single parent ","East Germany","","","","","8"
"Other","1991","Couple + C. LE 16 ","West Germany","7","","","","8"
"Other","1991","Couple + C. LE 16 ","East Germany","","","","","8"
"Other","1991","Couple + C. GT 16 ","West Germany","6","","","","8"
"Other","1991","Couple + C. GT 16 ","East Germany","","","","","8"
"Other","1991","Couple + C. LE and GT 16","West Germany","","","","","8"
"Other","1991","Couple + C. LE and GT 16","East Germany","","","","","8"
"PDS/Linke","1991","(Married) couple without C. ","East Germany","","","","","5"
"PDS/Linke","1991","Single parent ","West Germany","","","","","5"
"PDS/Linke","1991","1-pers.-HH","West Germany","","","","","5"
"PDS/Linke","1991","1-pers.-HH","East Germany","","","","","5"
"PDS/Linke","1991","Single parent ","East Germany","","","","","5"
"PDS/Linke","1991","Couple + C. LE 16 ","West Germany","1","","","","5"
"PDS/Linke","1991","Couple + C. LE 16 ","East Germany","","","","","5"
"PDS/Linke","1991","Couple + C. GT 16 ","East Germany","","","","","5"
"PDS/Linke","1991","Couple + C. LE and GT 16","West Germany","","","","","5"
"PDS/Linke","1991","(Married) couple without C. ","West Germany","3","","","","5"
"PDS/Linke","1991","Couple + C. GT 16 ","West Germany","","","","","5"
"PDS/Linke","1991","Couple + C. LE and GT 16","East Germany","","","","","5"
"SPD","1991","1-pers.-HH","West Germany","238","0.439794069285334","0.397734024054262","0.481854114516405","1"
"SPD","1991","1-pers.-HH","East Germany","","","","","1"
"SPD","1991","Couple + C. LE 16 ","East Germany","","","","","1"
"SPD","1991","Single parent ","East Germany","","","","","1"
"SPD","1991","Couple + C. LE 16 ","West Germany","440","0.491651386022637","0.458788426920384","0.524514345124889","1"
"SPD","1991","Couple + C. GT 16 ","West Germany","333","0.373723291804095","0.341065071333784","0.406381512274407","1"
"SPD","1991","Couple + C. GT 16 ","East Germany","","","","","1"
"SPD","1991","(Married) couple without C. ","West Germany","611","0.485338098926042","0.457643018003913","0.513033179848171","1"
"SPD","1991","(Married) couple without C. ","East Germany","","","","","1"
"SPD","1991","Single parent ","West Germany","80","0.392305591344624","0.32412357394939","0.460487608739857","1"
"SPD","1991","Couple + C. LE and GT 16","West Germany","97","0.383933009845984","0.322784391215471","0.445081628476497","1"
"SPD","1991","Couple + C. LE and GT 16","East Germany","","","","","1"
"AfD","1992","1-pers.-HH","West Germany","","","","","7"
"AfD","1992","1-pers.-HH","East Germany","","","","","7"
"AfD","1992","(Married) couple without C. ","West Germany","","","","","7"
"AfD","1992","(Married) couple without C. ","East Germany","","","","","7"
"AfD","1992","Single parent ","West Germany","","","","","7"
"AfD","1992","Single parent ","East Germany","","","","","7"
"AfD","1992","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","1992","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","1992","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","1992","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","1992","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","1992","Couple + C. LE and GT 16","West Germany","","","","","7"
"CDU/CSU","1992","Couple + C. LE 16 ","West Germany","298","0.324967610052722","0.295215898073652","0.354719322031792","2"
"CDU/CSU","1992","1-pers.-HH","West Germany","201","0.424397010835532","0.381627223880912","0.467166797790151","2"
"CDU/CSU","1992","1-pers.-HH","East Germany","27","","","","2"
"CDU/CSU","1992","(Married) couple without C. ","West Germany","494","0.435193371391659","0.407327519020708","0.46305922376261","2"
"CDU/CSU","1992","(Married) couple without C. ","East Germany","138","0.358905230144525","0.310094854869655","0.407715605419394","2"
"CDU/CSU","1992","Single parent ","West Germany","72","0.460413265855883","0.389726851272008","0.531099680439758","2"
"CDU/CSU","1992","Single parent ","East Germany","13","","","","2"
"CDU/CSU","1992","Couple + C. GT 16 ","West Germany","379","0.501712610735482","0.468256773407346","0.535168448063618","2"
"CDU/CSU","1992","Couple + C. GT 16 ","East Germany","95","0.408473704913364","0.345626894746922","0.471320515079805","2"
"CDU/CSU","1992","Couple + C. LE 16 ","East Germany","133","0.343273389461804","0.294959331893195","0.391587447030413","2"
"CDU/CSU","1992","Couple + C. LE and GT 16","West Germany","99","0.391860728856168","0.335284698755577","0.448436758956758","2"
"CDU/CSU","1992","Couple + C. LE and GT 16","East Germany","36","0.347871348317623","0.257199779625859","0.438542917009386","2"
"FDP","1992","Couple + C. LE 16 ","East Germany","23","","","","3"
"FDP","1992","1-pers.-HH","West Germany","24","","","","3"
"FDP","1992","1-pers.-HH","East Germany","1","","","","3"
"FDP","1992","(Married) couple without C. ","West Germany","51","0.0436054670883201","0.0321273588074828","0.0550835753691574","3"
"FDP","1992","(Married) couple without C. ","East Germany","22","","","","3"
"FDP","1992","Single parent ","West Germany","10","","","","3"
"FDP","1992","Couple + C. LE 16 ","West Germany","34","0.0452887307357949","0.0320800112864705","0.0584974501851193","3"
"FDP","1992","Couple + C. GT 16 ","West Germany","29","","","","3"
"FDP","1992","Couple + C. GT 16 ","East Germany","15","","","","3"
"FDP","1992","Couple + C. LE and GT 16","West Germany","13","","","","3"
"FDP","1992","Couple + C. LE and GT 16","East Germany","8","","","","3"
"FDP","1992","Single parent ","East Germany","2","","","","3"
"Grüne","1992","(Married) couple without C. ","West Germany","62","0.0394539425244177","0.0285122223404098","0.0503956627084256","4"
"Grüne","1992","1-pers.-HH","West Germany","32","0.0491729379007388","0.0304616684125244","0.0678842073889533","4"
"Grüne","1992","1-pers.-HH","East Germany","13","","","","4"
"Grüne","1992","(Married) couple without C. ","East Germany","19","","","","4"
"Grüne","1992","Single parent ","West Germany","24","","","","4"
"Grüne","1992","Couple + C. LE 16 ","East Germany","40","0.120748825703528","0.087593059187357","0.153904592219698","4"
"Grüne","1992","Couple + C. GT 16 ","West Germany","44","0.0401702795534601","0.0270315319205372","0.053309027186383","4"
"Grüne","1992","Single parent ","East Germany","4","","","","4"
"Grüne","1992","Couple + C. LE 16 ","West Germany","85","0.0909435103819298","0.0726788790922869","0.109208141671573","4"
"Grüne","1992","Couple + C. GT 16 ","East Germany","23","","","","4"
"Grüne","1992","Couple + C. LE and GT 16","West Germany","15","","","","4"
"Grüne","1992","Couple + C. LE and GT 16","East Germany","16","","","","4"
"NPD","1992","Couple + C. LE 16 ","West Germany","","","","","6"
"NPD","1992","Couple + C. LE 16 ","East Germany","","","","","6"
"NPD","1992","1-pers.-HH","West Germany","","","","","6"
"NPD","1992","1-pers.-HH","East Germany","","","","","6"
"NPD","1992","(Married) couple without C. ","West Germany","","","","","6"
"NPD","1992","Single parent ","East Germany","","","","","6"
"NPD","1992","(Married) couple without C. ","East Germany","","","","","6"
"NPD","1992","Couple + C. GT 16 ","West Germany","","","","","6"
"NPD","1992","Couple + C. GT 16 ","East Germany","","","","","6"
"NPD","1992","Couple + C. LE and GT 16","West Germany","","","","","6"
"NPD","1992","Couple + C. LE and GT 16","East Germany","","","","","6"
"NPD","1992","Single parent ","West Germany","","","","","6"
"Other","1992","1-pers.-HH","West Germany","11","","","","8"
"Other","1992","1-pers.-HH","East Germany","5","","","","8"
"Other","1992","(Married) couple without C. ","West Germany","25","","","","8"
"Other","1992","(Married) couple without C. ","East Germany","6","","","","8"
"Other","1992","Single parent ","West Germany","6","","","","8"
"Other","1992","Single parent ","East Germany","","","","","8"
"Other","1992","Couple + C. LE 16 ","West Germany","26","","","","8"
"Other","1992","Couple + C. LE 16 ","East Germany","10","","","","8"
"Other","1992","Couple + C. GT 16 ","West Germany","16","","","","8"
"Other","1992","Couple + C. GT 16 ","East Germany","5","","","","8"
"Other","1992","Couple + C. LE and GT 16","West Germany","4","","","","8"
"Other","1992","Couple + C. LE and GT 16","East Germany","4","","","","8"
"PDS/Linke","1992","Couple + C. LE 16 ","West Germany","3","","","","5"
"PDS/Linke","1992","Couple + C. LE 16 ","East Germany","20","","","","5"
"PDS/Linke","1992","Couple + C. GT 16 ","West Germany","3","","","","5"
"PDS/Linke","1992","1-pers.-HH","West Germany","","","","","5"
"PDS/Linke","1992","1-pers.-HH","East Germany","10","","","","5"
"PDS/Linke","1992","(Married) couple without C. ","West Germany","6","","","","5"
"PDS/Linke","1992","(Married) couple without C. ","East Germany","53","0.153659217816585","0.116963695010596","0.190354740622575","5"
"PDS/Linke","1992","Single parent ","West Germany","","","","","5"
"PDS/Linke","1992","Single parent ","East Germany","3","","","","5"
"PDS/Linke","1992","Couple + C. GT 16 ","East Germany","17","","","","5"
"PDS/Linke","1992","Couple + C. LE and GT 16","West Germany","","","","","5"
"PDS/Linke","1992","Couple + C. LE and GT 16","East Germany","5","","","","5"
"SPD","1992","1-pers.-HH","West Germany","245","0.44907417624561","0.406031921426985","0.492116431064235","1"
"SPD","1992","1-pers.-HH","East Germany","36","0.3901166377825","0.290444262831246","0.489789012733754","1"
"SPD","1992","(Married) couple without C. ","West Germany","578","0.46033322306534","0.432318888894771","0.488347557235909","1"
"SPD","1992","(Married) couple without C. ","East Germany","133","0.366306233542602","0.317280623283588","0.415331843801615","1"
"SPD","1992","Single parent ","West Germany","79","0.35492672417099","0.287068063626548","0.422785384715433","1"
"SPD","1992","Couple + C. GT 16 ","West Germany","387","0.398589310187426","0.365828635119402","0.43134998525545","1"
"SPD","1992","Couple + C. GT 16 ","East Germany","80","0.334694923616446","0.274362726517698","0.395027120715194","1"
"SPD","1992","Couple + C. LE and GT 16","West Germany","155","0.492776054270905","0.434834552630233","0.550717555911576","1"
"SPD","1992","Couple + C. LE and GT 16","East Germany","37","0.386428418551814","0.293732138641507","0.479124698462121","1"
"SPD","1992","Couple + C. LE 16 ","East Germany","145","0.400126122998106","0.350273322015361","0.449978923980852","1"
"SPD","1992","Single parent ","East Germany","12","","","","1"
"SPD","1992","Couple + C. LE 16 ","West Germany","506","0.504595001523305","0.472834943954277","0.536355059092334","1"
"AfD","1993","1-pers.-HH","West Germany","","","","","7"
"AfD","1993","1-pers.-HH","East Germany","","","","","7"
"AfD","1993","(Married) couple without C. ","West Germany","","","","","7"
"AfD","1993","(Married) couple without C. ","East Germany","","","","","7"
"AfD","1993","Single parent ","West Germany","","","","","7"
"AfD","1993","Single parent ","East Germany","","","","","7"
"AfD","1993","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","1993","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","1993","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","1993","Couple + C. LE and GT 16","West Germany","","","","","7"
"AfD","1993","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","1993","Couple + C. LE 16 ","East Germany","","","","","7"
"CDU/CSU","1993","1-pers.-HH","West Germany","183","0.384969868946511","0.342233759224772","0.427705978668251","2"
"CDU/CSU","1993","1-pers.-HH","East Germany","25","","","","2"
"CDU/CSU","1993","(Married) couple without C. ","West Germany","423","0.412749092256956","0.383373117896681","0.44212506661723","2"
"CDU/CSU","1993","Single parent ","West Germany","48","0.442867035681084","0.362840624965578","0.522893446396591","2"
"CDU/CSU","1993","Single parent ","East Germany","13","","","","2"
"CDU/CSU","1993","Couple + C. LE 16 ","West Germany","249","0.328103077831677","0.296044742804839","0.360161412858514","2"
"CDU/CSU","1993","(Married) couple without C. ","East Germany","110","0.31597653975648","0.267061065153892","0.364892014359068","2"
"CDU/CSU","1993","Couple + C. GT 16 ","West Germany","300","0.453935570321262","0.418184503467171","0.489686637175353","2"
"CDU/CSU","1993","Couple + C. GT 16 ","East Germany","57","0.283393284774614","0.221093682136195","0.345692887413034","2"
"CDU/CSU","1993","Couple + C. LE 16 ","East Germany","81","0.285676533485471","0.23228572632862","0.339067340642321","2"
"CDU/CSU","1993","Couple + C. LE and GT 16","West Germany","95","0.40956042405932","0.351650242262666","0.467470605855974","2"
"CDU/CSU","1993","Couple + C. LE and GT 16","East Germany","31","0.360688280041672","0.257997655190322","0.463378904893022","2"
"FDP","1993","1-pers.-HH","West Germany","32","0.0772413238057892","0.0537935107733112","0.100689136838267","3"
"FDP","1993","1-pers.-HH","East Germany","4","","","","3"
"FDP","1993","(Married) couple without C. ","West Germany","36","0.0337691958205265","0.0229911961143423","0.0445471955267108","3"
"FDP","1993","Single parent ","West Germany","2","","","","3"
"FDP","1993","Couple + C. LE 16 ","East Germany","18","","","","3"
"FDP","1993","(Married) couple without C. ","East Germany","15","","","","3"
"FDP","1993","Couple + C. LE and GT 16","East Germany","4","","","","3"
"FDP","1993","Couple + C. GT 16 ","East Germany","8","","","","3"
"FDP","1993","Single parent ","East Germany","2","","","","3"
"FDP","1993","Couple + C. LE 16 ","West Germany","25","","","","3"
"FDP","1993","Couple + C. GT 16 ","West Germany","34","0.0552288482107803","0.0388261135479246","0.071631582873636","3"
"FDP","1993","Couple + C. LE and GT 16","West Germany","10","","","","3"
"Grüne","1993","(Married) couple without C. ","West Germany","72","0.0578548450030308","0.0439243629389559","0.0717853270671058","4"
"Grüne","1993","1-pers.-HH","West Germany","43","0.0777441733940705","0.0542265707260809","0.10126177606206","4"
"Grüne","1993","1-pers.-HH","East Germany","11","","","","4"
"Grüne","1993","(Married) couple without C. ","East Germany","16","","","","4"
"Grüne","1993","Single parent ","West Germany","16","","","","4"
"Grüne","1993","Single parent ","East Germany","9","","","","4"
"Grüne","1993","Couple + C. LE 16 ","West Germany","97","0.122059700145855","0.0997083826878087","0.144411017603901","4"
"Grüne","1993","Couple + C. LE 16 ","East Germany","38","0.131797543359073","0.0918172564006891","0.171777830317456","4"
"Grüne","1993","Couple + C. GT 16 ","West Germany","53","0.0690577136109244","0.0508507538961415","0.0872646733257073","4"
"Grüne","1993","Couple + C. GT 16 ","East Germany","20","","","","4"
"Grüne","1993","Couple + C. LE and GT 16","West Germany","23","","","","4"
"Grüne","1993","Couple + C. LE and GT 16","East Germany","10","","","","4"
"NPD","1993","Couple + C. LE 16 ","East Germany","9","","","","6"
"NPD","1993","Couple + C. GT 16 ","West Germany","18","","","","6"
"NPD","1993","1-pers.-HH","West Germany","16","","","","6"
"NPD","1993","1-pers.-HH","East Germany","2","","","","6"
"NPD","1993","(Married) couple without C. ","West Germany","34","0.0298707117917154","0.0197134893736829","0.0400279342097479","6"
"NPD","1993","(Married) couple without C. ","East Germany","3","","","","6"
"NPD","1993","Single parent ","West Germany","5","","","","6"
"NPD","1993","Couple + C. LE 16 ","West Germany","20","","","","6"
"NPD","1993","Couple + C. GT 16 ","East Germany","13","","","","6"
"NPD","1993","Couple + C. LE and GT 16","West Germany","7","","","","6"
"NPD","1993","Couple + C. LE and GT 16","East Germany","4","","","","6"
"NPD","1993","Single parent ","East Germany","2","","","","6"
"Other","1993","1-pers.-HH","West Germany","6","","","","8"
"Other","1993","Couple + C. LE 16 ","East Germany","7","","","","8"
"Other","1993","Couple + C. GT 16 ","West Germany","8","","","","8"
"Other","1993","Couple + C. LE 16 ","West Germany","7","","","","8"
"Other","1993","1-pers.-HH","East Germany","","","","","8"
"Other","1993","(Married) couple without C. ","West Germany","6","","","","8"
"Other","1993","(Married) couple without C. ","East Germany","1","","","","8"
"Other","1993","Single parent ","West Germany","2","","","","8"
"Other","1993","Single parent ","East Germany","","","","","8"
"Other","1993","Couple + C. GT 16 ","East Germany","3","","","","8"
"Other","1993","Couple + C. LE and GT 16","West Germany","","","","","8"
"Other","1993","Couple + C. LE and GT 16","East Germany","","","","","8"
"PDS/Linke","1993","1-pers.-HH","West Germany","1","","","","5"
"PDS/Linke","1993","1-pers.-HH","East Germany","13","","","","5"
"PDS/Linke","1993","Couple + C. LE 16 ","East Germany","23","","","","5"
"PDS/Linke","1993","(Married) couple without C. ","West Germany","6","","","","5"
"PDS/Linke","1993","(Married) couple without C. ","East Germany","62","0.189355787198671","0.148132958622395","0.230578615774947","5"
"PDS/Linke","1993","Single parent ","West Germany","","","","","5"
"PDS/Linke","1993","Couple + C. LE 16 ","West Germany","","","","","5"
"PDS/Linke","1993","Single parent ","East Germany","5","","","","5"
"PDS/Linke","1993","Couple + C. GT 16 ","West Germany","1","","","","5"
"PDS/Linke","1993","Couple + C. GT 16 ","East Germany","21","","","","5"
"PDS/Linke","1993","Couple + C. LE and GT 16","West Germany","","","","","5"
"PDS/Linke","1993","Couple + C. LE and GT 16","East Germany","8","","","","5"
"SPD","1993","1-pers.-HH","West Germany","217","0.414158156357774","0.370896143414066","0.457420169301483","1"
"SPD","1993","1-pers.-HH","East Germany","36","0.379367202355588","0.279671910985359","0.479062493725816","1"
"SPD","1993","(Married) couple without C. ","West Germany","502","0.455823170943452","0.426106128092959","0.485540213793945","1"
"SPD","1993","(Married) couple without C. ","East Germany","140","0.399863565681669","0.348321209520289","0.45140592184305","1"
"SPD","1993","Single parent ","West Germany","75","0.397903271526125","0.319046476515769","0.476760066536481","1"
"SPD","1993","Single parent ","East Germany","17","","","","1"
"SPD","1993","Couple + C. LE and GT 16","West Germany","142","0.422385890527853","0.364218202233057","0.480553578822649","1"
"SPD","1993","Couple + C. LE 16 ","West Germany","426","0.472795636517867","0.438706915033202","0.506884358002531","1"
"SPD","1993","Couple + C. GT 16 ","West Germany","331","0.383896773363063","0.348974385842229","0.418819160883897","1"
"SPD","1993","Couple + C. GT 16 ","East Germany","79","0.41854008605814","0.3503410114468","0.486739160669479","1"
"SPD","1993","Couple + C. LE and GT 16","East Germany","27","","","","1"
"SPD","1993","Couple + C. LE 16 ","East Germany","99","0.346569041689169","0.290325005349087","0.402813078029251","1"
"AfD","1994","1-pers.-HH","West Germany","","","","","7"
"AfD","1994","(Married) couple without C. ","West Germany","","","","","7"
"AfD","1994","1-pers.-HH","East Germany","","","","","7"
"AfD","1994","(Married) couple without C. ","East Germany","","","","","7"
"AfD","1994","Single parent ","West Germany","","","","","7"
"AfD","1994","Single parent ","East Germany","","","","","7"
"AfD","1994","Couple + C. LE 16 ","West Germany","","","","","7"
"AfD","1994","Couple + C. GT 16 ","East Germany","","","","","7"
"AfD","1994","Couple + C. LE and GT 16","East Germany","","","","","7"
"AfD","1994","Couple + C. LE 16 ","East Germany","","","","","7"
"AfD","1994","Couple + C. GT 16 ","West Germany","","","","","7"
"AfD","1994","Couple + C. LE and GT 16","West Germany","","","","","7"
"CDU/CSU","1994","1-pers.-HH","West Germany","199","0.386201606551189","0.345287925720761","0.427115287381617","2"
"CDU/CSU","1994","1-pers.-HH","East Germany","34","0.295507719967821","0.209851801403411","0.381163638532231","2"
"CDU/CSU","1994","(Married) couple without C. ","West Germany","467","0.409311284725597","0.381832233639541","0.436790335811653","2"
"CDU/CSU","1994","(Married) couple without C. ","East Germany","117","0.315866360150739","0.267304096759325","0.364428623542152","2"
"CDU/CSU","1994","Single parent ","West Germany","45","0.420389379225514","0.337121933638221","0.503656824812808","2"
"CDU/CSU","1994","Single parent ","East Germany","9","","","","2"
"CDU/CSU","1994","Couple + C. LE 16 ","West Germany","228","0.306770376730607","0.275566225297716","0.337974528163499","2"
"CDU/CSU","1994","Couple + C. GT 16 ","West Germany","285","0.449446462350913","0.413212354730105","0.485680569971721","2"
"CDU/CSU","1994","Couple + C. GT 16 ","East Germany","73","0.333442906187527","0.272515373462016","0.394370438913038","2"
"CDU/CSU","1994","Couple + C. LE and GT 16","West Germany","97","0.403201019647605","0.344251248994063","0.462150790301147","2"
"CDU/CSU","1994","Couple + C. LE 16 ","East Germany","75","0.306108144414281","0.247432582763288","0.364783706065274","2"
"CDU/CSU","1994","Couple + C. LE and GT 16","East Germany","19","","","","2"
"FDP","1994","1-pers.-HH","West Germany","27","","","","3"
"FDP","1994","1-pers.-HH","East Germany","3","","","","3"
"FDP","1994","(Married) couple without C. ","West Germany","24","","","","3"
"FDP","1994","Single parent ","West Germany","2","","","","3"
"FDP","1994","Couple + C. LE 16 ","East Germany","11","","","","3"
"FDP","1994","(Married) couple without C. ","East Germany","8","","","","3"
"FDP","1994","Single parent ","East Germany","1","","","","3"
"FDP","1994","Couple + C. LE 16 ","West Germany","25","","","","3"
"FDP","1994","Couple + C. GT 16 ","East Germany","9","","","","3"
"FDP","1994","Couple + C. LE and GT 16","East Germany","3","","","","3"
"FDP","1994","Couple + C. GT 16 ","West Germany","17","","","","3"
"FDP","1994","Couple + C. LE and GT 16","West Germany","10","","","","3"
"Grüne","1994","1-pers.-HH","West Germany","51","0.0776025348200382","0.055119980817548","0.100085088822528","4"
"Grüne","1994","1-pers.-HH","East Germany","15","","","","4"
"Grüne","1994","(Married) couple without C. ","West Germany","62","0.0484368691356516","0.0364390483550528","0.0604346899162505","4"
"Grüne","1994","(Married) couple without C. ","East Germany","18","","","","4"
"Grüne","1994","Single parent ","West Germany","12","","","","4"
"Grüne","1994","Single parent ","East Germany","5","","","","4"
"Grüne","1994","Couple + C. LE 16 ","West Germany","101","0.124025135720058","0.101721904421785","0.146328367018331","4"
"Grüne","1994","Couple + C. LE 16 ","East Germany","21","","","","4"
"Grüne","1994","Couple + C. GT 16 ","West Germany","45","0.0641864801421738","0.046334136181712","0.0820388241026356","4"
"Grüne","1994","Couple + C. GT 16 ","East Germany","30","0.135854668173903","0.091573930200492","0.180135406147314","4"
"Grüne","1994","Couple + C. LE and GT 16","West Germany","20","","","","4"
"Grüne","1994","Couple + C. LE and GT 16","East Germany","14","","","","4"
"NPD","1994","1-pers.-HH","West Germany","8","","","","6"
"NPD","1994","1-pers.-HH","East Germany","1","","","","6"
"NPD","1994","(Married) couple without C. ","West Germany","31","0.0188036578909126","0.0112127334922729","0.0263945822895523","6"
"NPD","1994","(Married) couple without C. ","East Germany","","","","","6"
"NPD","1994","Couple + C. LE 16 ","East Germany","6","","","","6"
"NPD","1994","Couple + C. GT 16 ","West Germany","10","","","","6"
"NPD","1994","Couple + C. LE and GT 16","East Germany","3","","","","6"
"NPD","1994","Single parent ","West Germany","2","","","","6"
"NPD","1994","Single parent ","East Germany","2","","","","6"
"NPD","1994","Couple + C. LE 16 ","West Germany","9","","","","6"
"NPD","1994","Couple + C. GT 16 ","East Germany","7","","","","6"
"NPD","1994","Couple + C. LE and GT 16","West Germany","7","","","","6"
"Other","1994","1-pers.-HH","West Germany","6","","","","8"
"Other","1994","1-pers.-HH","East Germany","4","","","","8"
"Other","1994","(Married) couple without C. ","West Germany","9","","","","8"
"Other","1994","(Married) couple without C. ","East Germany","8","","","","8"
"Other","1994","Single parent ","West Germany","1","","","","8"
"Other","1994","Single parent ","East Germany","2","","","","8"
"Other","1994","Couple + C. LE 16 ","West Germany","8","","","","8"
"Other","1994","Couple + C. LE 16 ","East Germany","4","","","","8"
"Other","1994","Couple + C. GT 16 ","West Germany","9","","","","8"
"Other","1994","Couple + C. GT 16 ","East Germany","5","","","","8"
"Other","1994","Couple + C. LE and GT 16","West Germany","1","","","","8"
"Other","1994","Couple + C. LE and GT 16","East Germany","1","","","","8"
"PDS/Linke","1994","1-pers.-HH","West Germany","2","","","","5"
"PDS/Linke","1994","1-pers.-HH","East Germany","20","","","","5"
"PDS/Linke","1994","(Married) couple without C. ","West Germany","6","","","","5"
"PDS/Linke","1994","(Married) couple without C. ","East Germany","70","0.213586181256946","0.170771875829192","0.256400486684699","5"
"PDS/Linke","1994","Single parent ","West Germany","","","","","5"
"PDS/Linke","1994","Couple + C. LE 16 ","West Germany","4","","","","5"
"PDS/Linke","1994","Couple + C. LE 16 ","East Germany","39","0.162785580286813","0.115785323154924","0.209785837418702","5"
"PDS/Linke","1994","Single parent ","East Germany","8","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","West Germany","3","","","","5"
"PDS/Linke","1994","Couple + C. GT 16 ","East Germany","33","0.128976141671378","0.0856595887271141","0.172292694615641","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","West Germany","","","","","5"
"PDS/Linke","1994","Couple + C. LE and GT 16","East Germany","18","","","","5"
"SPD","1994","1-pers.-HH","West Germany","251","0.444457805449604","0.402701464504482","0.486214146394726","1"
"SPD","1994","1-pers.-HH","East Germany","32","0.290248751033235","0.205042176817736","0.375455325248734","1"
"SPD","1994","(Married) couple without C. ","West Germany","631","0.494661994394477","0.466721068827714","0.52260291996124","1"
"SPD","1994","(Married) couple without C. ","East Germany","131","0.380910557478098","0.330180545692271","0.431640569263925","1"
"SPD","1994","Couple + C. GT 16 ","East Germany","73","0.314629043464327","0.254615892980013","0.374642193948642","1"
"SPD","1994","Single parent ","West Germany","73","0.440350059686142","0.35660899708003","0.524091122292254","1"
"SPD","1994","Couple + C. GT 16 ","West Germany","355","0.428624647358171","0.392576900093421","0.464672394622921","1"
"SPD","1994","Couple + C. LE 16 ","West Germany","464","0.506211435538448","0.472381310691406","0.54004156038549","1"
"SPD","1994","Couple + C. LE 16 ","East Germany","81","0.324322871200046","0.264724784809784","0.383920957590308","1"
"SPD","1994","Couple + C. LE and GT 16","West Germany","131","0.446148450106184","0.386411416240354","0.505885483972015","1"
"SPD","1994","Couple + C. LE and GT 16","East Germany","29","","","","1"
"SPD","1994","Single parent ","East Germany","13","","","","1"
"AfD","1995","1-pers.-HH","West Germany","","","","","7"
"AfD","1995","1-pers.-HH","East Germany","","","","","7"
